outcome,case,placebo_unit,ddd
distance_china_minus_usa,AUS,AZE,0.05862857333811902
distance_china_minus_usa,AUS,BGD,0.06346381846996237
distance_china_minus_usa,AUS,BGR,0.16338745834332044
distance_china_minus_usa,AUS,BHR,0.16581202764052996
distance_china_minus_usa,AUS,BHS,-0.06997664669210688
distance_china_minus_usa,AUS,BLR,0.06788483678384133
distance_china_minus_usa,AUS,BLZ,0.0016856562236355142
distance_china_minus_usa,AUS,BOL,-0.24691947228911082
distance_china_minus_usa,AUS,BRB,0.00244624791330828
distance_china_minus_usa,AUS,BRN,0.04280841066711076
distance_china_minus_usa,AUS,BTN,-0.03821483600826907
distance_china_minus_usa,AUS,BWA,0.20228620768552052
distance_china_minus_usa,AUS,CAN,-0.020288650315099525
distance_china_minus_usa,AUS,CIV,0.2053195362608131
distance_china_minus_usa,AUS,COL,0.194346044032579
distance_china_minus_usa,AUS,COM,-0.08510388534614566
distance_china_minus_usa,AUS,CPV,0.023252371747181515
distance_china_minus_usa,AUS,CRI,-0.1731342414831043
distance_china_minus_usa,AUS,CYP,0.11924087718205242
distance_china_minus_usa,AUS,CZE,0.1351592872669843
distance_china_minus_usa,AUS,DEU,0.12428566739919436
distance_china_minus_usa,AUS,DJI,-0.027213538451986357
distance_china_minus_usa,AUS,DMA,-0.029264956179483555
distance_china_minus_usa,AUS,DNK,0.18093793884168707
distance_china_minus_usa,AUS,DOM,-0.6026543696256961
distance_china_minus_usa,AUS,DZA,-0.14847755698059686
distance_china_minus_usa,AUS,ECU,-0.28574438836677885
distance_china_minus_usa,AUS,EGY,-0.0886062617087224
distance_china_minus_usa,AUS,ESP,0.132013126057083
distance_china_minus_usa,AUS,EST,0.08149097410521801
distance_china_minus_usa,AUS,FIN,0.07192189937105024
distance_china_minus_usa,AUS,FJI,-0.05431780898125362
distance_china_minus_usa,AUS,FRA,-0.08127726942118275
distance_china_minus_usa,AUS,FSM,0.5904602371704113
distance_china_minus_usa,AUS,GBR,0.0022528634345146416
distance_china_minus_usa,AUS,GEO,0.21422826936514416
distance_china_minus_usa,AUS,GRC,-0.1781805850122545
distance_china_minus_usa,AUS,GRD,0.28308588491895836
distance_china_minus_usa,AUS,GTM,-0.3914129238748987
distance_china_minus_usa,AUS,GUY,0.023829881773512723
distance_china_minus_usa,AUS,HND,-0.2307091647169449
distance_china_minus_usa,AUS,HRV,0.11352666210858331
distance_china_minus_usa,AUS,HTI,-0.24045661749404523
distance_china_minus_usa,AUS,HUN,0.15183726425206337
distance_china_minus_usa,AUS,IND,0.012595285944343877
distance_china_minus_usa,AUS,IRL,0.06477384233246747
distance_china_minus_usa,AUS,ISL,0.06478990668379164
distance_china_minus_usa,AUS,ISR,-0.09046785512004096
distance_china_minus_usa,AUS,ITA,0.1720017010817314
distance_china_minus_usa,AUS,JAM,0.016020514183095233
distance_china_minus_usa,AUS,JOR,-0.11207949178697622
distance_china_minus_usa,AUS,KEN,0.042125869866765864
distance_china_minus_usa,AUS,KNA,-0.7169536889784682
distance_china_minus_usa,AUS,LBN,-0.0031256893915229513
distance_china_minus_usa,AUS,LBY,-0.1290950243799004
distance_china_minus_usa,AUS,LCA,0.07016593806092071
distance_china_minus_usa,AUS,LKA,-0.041601582625252355
distance_china_minus_usa,AUS,LSO,-0.07699115732744537
distance_china_minus_usa,AUS,LTU,0.06946168302002391
distance_china_minus_usa,AUS,LVA,0.15927531820350158
distance_china_minus_usa,AUS,MAR,0.13024297969428902
distance_china_minus_usa,AUS,MDA,0.15226030902858007
distance_china_minus_usa,AUS,MDG,0.10760153245004521
distance_china_minus_usa,AUS,MDV,0.08661985929408603
distance_china_minus_usa,AUS,MEX,-0.08670463768346108
distance_china_minus_usa,AUS,MHL,0.5946896152071248
distance_china_minus_usa,AUS,MKD,0.160246087169756
distance_china_minus_usa,AUS,MUS,0.009799133240059852
distance_china_minus_usa,AUS,MWI,-0.3709795700199468
distance_china_minus_usa,AUS,NAM,-0.18090271328214208
distance_china_minus_usa,AUS,NGA,-0.01226140252012874
distance_china_minus_usa,AUS,NIC,-0.744058706652221
distance_china_minus_usa,AUS,NLD,0.19811710560206994
distance_china_minus_usa,AUS,NOR,0.05080349239045219
distance_china_minus_usa,AUS,NPL,-0.07575351562179411
distance_china_minus_usa,AUS,PAK,-0.035446027798101444
distance_china_minus_usa,AUS,POL,0.2156436687648082
distance_china_minus_usa,AUS,PRT,0.061638916390630225
distance_china_minus_usa,AUS,PRY,-0.1995276147681747
distance_china_minus_usa,AUS,ROU,0.1846486951969245
distance_china_minus_usa,AUS,RWA,0.029000998956063492
distance_china_minus_usa,AUS,SEN,-0.0844640078814904
distance_china_minus_usa,AUS,SGP,-0.1288138705009984
distance_china_minus_usa,AUS,SLV,-0.1299700418513266
distance_china_minus_usa,AUS,SUR,-0.13509592780330007
distance_china_minus_usa,AUS,SVK,0.14746154326081015
distance_china_minus_usa,AUS,SVN,0.07373062382062093
distance_china_minus_usa,AUS,SWE,0.04057159861678171
distance_china_minus_usa,AUS,SWZ,-0.05618943697147152
distance_china_minus_usa,AUS,SYR,-0.10880463311566625
distance_china_minus_usa,AUS,TGO,0.1118527930544372
distance_china_minus_usa,AUS,TTO,-0.031193487290104592
distance_china_minus_usa,AUS,TUN,-0.03750195735988617
distance_china_minus_usa,AUS,TUR,-0.15336162069866185
distance_china_minus_usa,AUS,UGA,-0.18697165220002676
distance_china_minus_usa,AUS,VCT,-0.24277094288033912
distance_china_minus_usa,AUS,WSM,0.3271347343511523
distance_china_minus_usa,CHL,AFG,0.04329641954332552
distance_china_minus_usa,CHL,ALB,0.08802799550065638
distance_china_minus_usa,CHL,AND,0.032934377191062306
distance_china_minus_usa,CHL,ARE,-0.017706154965565483
distance_china_minus_usa,CHL,ARG,-0.14586518396301093
distance_china_minus_usa,CHL,ATG,-0.044027788766808136
distance_china_minus_usa,CHL,AUT,0.1482669023942949
distance_china_minus_usa,CHL,AZE,0.05862857333811902
distance_china_minus_usa,CHL,BGD,0.06346381846996237
distance_china_minus_usa,CHL,BGR,0.16338745834332044
distance_china_minus_usa,CHL,BHR,0.16581202764052996
distance_china_minus_usa,CHL,BHS,-0.06997664669210688
distance_china_minus_usa,CHL,BLR,0.06788483678384133
distance_china_minus_usa,CHL,BLZ,0.0016856562236355142
distance_china_minus_usa,CHL,BOL,-0.24691947228911082
distance_china_minus_usa,CHL,BRB,0.00244624791330828
distance_china_minus_usa,CHL,BRN,0.04280841066711076
distance_china_minus_usa,CHL,BTN,-0.03821483600826907
distance_china_minus_usa,CHL,BWA,0.20228620768552052
distance_china_minus_usa,CHL,CAN,-0.020288650315099525
distance_china_minus_usa,CHL,CIV,0.2053195362608131
distance_china_minus_usa,CHL,COL,0.194346044032579
distance_china_minus_usa,CHL,COM,-0.08510388534614566
distance_china_minus_usa,CHL,CPV,0.023252371747181515
distance_china_minus_usa,CHL,CRI,-0.1731342414831043
distance_china_minus_usa,CHL,CYP,0.11924087718205242
distance_china_minus_usa,CHL,CZE,0.1351592872669843
distance_china_minus_usa,CHL,DEU,0.12428566739919436
distance_china_minus_usa,CHL,DJI,-0.027213538451986357
distance_china_minus_usa,CHL,DMA,-0.029264956179483555
distance_china_minus_usa,CHL,DNK,0.18093793884168707
distance_china_minus_usa,CHL,DOM,-0.6026543696256961
distance_china_minus_usa,CHL,DZA,-0.14847755698059686
distance_china_minus_usa,CHL,ECU,-0.28574438836677885
distance_china_minus_usa,CHL,EGY,-0.0886062617087224
distance_china_minus_usa,CHL,ESP,0.132013126057083
distance_china_minus_usa,CHL,EST,0.08149097410521801
distance_china_minus_usa,CHL,FIN,0.07192189937105024
distance_china_minus_usa,CHL,FJI,-0.05431780898125362
distance_china_minus_usa,CHL,FRA,-0.08127726942118275
distance_china_minus_usa,CHL,FSM,0.5904602371704113
distance_china_minus_usa,CHL,GBR,0.0022528634345146416
distance_china_minus_usa,CHL,GEO,0.21422826936514416
distance_china_minus_usa,CHL,GRC,-0.1781805850122545
distance_china_minus_usa,CHL,GRD,0.28308588491895836
distance_china_minus_usa,CHL,GTM,-0.3914129238748987
distance_china_minus_usa,CHL,GUY,0.023829881773512723
distance_china_minus_usa,CHL,HND,-0.2307091647169449
distance_china_minus_usa,CHL,HRV,0.11352666210858331
distance_china_minus_usa,CHL,HTI,-0.24045661749404523
distance_china_minus_usa,CHL,HUN,0.15183726425206337
distance_china_minus_usa,CHL,IND,0.012595285944343877
distance_china_minus_usa,CHL,IRL,0.06477384233246747
distance_china_minus_usa,CHL,ISL,0.06478990668379164
distance_china_minus_usa,CHL,ISR,-0.09046785512004096
distance_china_minus_usa,CHL,ITA,0.1720017010817314
distance_china_minus_usa,CHL,JAM,0.016020514183095233
distance_china_minus_usa,CHL,JOR,-0.11207949178697622
distance_china_minus_usa,CHL,KEN,0.042125869866765864
distance_china_minus_usa,CHL,KNA,-0.7169536889784682
distance_china_minus_usa,CHL,LBN,-0.0031256893915229513
distance_china_minus_usa,CHL,LBY,-0.1290950243799004
distance_china_minus_usa,CHL,LCA,0.07016593806092071
distance_china_minus_usa,CHL,LKA,-0.041601582625252355
distance_china_minus_usa,CHL,LSO,-0.07699115732744537
distance_china_minus_usa,CHL,LTU,0.06946168302002391
distance_china_minus_usa,CHL,LVA,0.15927531820350158
distance_china_minus_usa,CHL,MAR,0.13024297969428902
distance_china_minus_usa,CHL,MDA,0.15226030902858007
distance_china_minus_usa,CHL,MDG,0.10760153245004521
distance_china_minus_usa,CHL,MDV,0.08661985929408603
distance_china_minus_usa,CHL,MEX,-0.08670463768346108
distance_china_minus_usa,CHL,MHL,0.5946896152071248
distance_china_minus_usa,CHL,MKD,0.160246087169756
distance_china_minus_usa,CHL,MUS,0.009799133240059852
distance_china_minus_usa,CHL,MWI,-0.3709795700199468
distance_china_minus_usa,CHL,NAM,-0.18090271328214208
distance_china_minus_usa,CHL,NGA,-0.01226140252012874
distance_china_minus_usa,CHL,NIC,-0.744058706652221
distance_china_minus_usa,CHL,NLD,0.19811710560206994
distance_china_minus_usa,CHL,NOR,0.05080349239045219
distance_china_minus_usa,CHL,NPL,-0.07575351562179411
distance_china_minus_usa,CHL,PAK,-0.035446027798101444
distance_china_minus_usa,CHL,POL,0.2156436687648082
distance_china_minus_usa,CHL,PRT,0.061638916390630225
distance_china_minus_usa,CHL,PRY,-0.1995276147681747
distance_china_minus_usa,CHL,ROU,0.1846486951969245
distance_china_minus_usa,CHL,RWA,0.029000998956063492
distance_china_minus_usa,CHL,SEN,-0.0844640078814904
distance_china_minus_usa,CHL,SGP,-0.1288138705009984
distance_china_minus_usa,CHL,SLV,-0.1299700418513266
distance_china_minus_usa,CHL,SUR,-0.13509592780330007
distance_china_minus_usa,CHL,SVK,0.14746154326081015
distance_china_minus_usa,CHL,SVN,0.07373062382062093
distance_china_minus_usa,CHL,SWE,0.04057159861678171
distance_china_minus_usa,CHL,SWZ,-0.05618943697147152
distance_china_minus_usa,CHL,SYR,-0.10880463311566625
distance_china_minus_usa,CHL,TGO,0.1118527930544372
distance_china_minus_usa,CHL,TTO,-0.031193487290104592
distance_china_minus_usa,CHL,TUN,-0.03750195735988617
distance_china_minus_usa,CHL,TUR,-0.15336162069866185
distance_china_minus_usa,CHL,UGA,-0.18697165220002676
distance_china_minus_usa,CHL,VCT,-0.24277094288033912
distance_china_minus_usa,CHL,WSM,0.3271347343511523
distance_china_minus_usa,BRA,AFG,-0.2552409194780936
distance_china_minus_usa,BRA,ALB,0.188344472609559
distance_china_minus_usa,BRA,AND,-0.050355206272182436
distance_china_minus_usa,BRA,ARE,-0.02277317749391675
distance_china_minus_usa,BRA,ARG,-0.07851054251402642
distance_china_minus_usa,BRA,ATG,0.05181926885536477
distance_china_minus_usa,BRA,AUT,0.11310940877315427
distance_china_minus_usa,BRA,AZE,-0.07100505676916097
distance_china_minus_usa,BRA,BGD,-0.14192163600347063
distance_china_minus_usa,BRA,BGR,0.07507018918975267
distance_china_minus_usa,BRA,BHR,0.10866661290983386
distance_china_minus_usa,BRA,BHS,0.04356635537028711
distance_china_minus_usa,BRA,BLR,0.021722569849635248
distance_china_minus_usa,BRA,BLZ,-0.009807112839681493
distance_china_minus_usa,BRA,BOL,-0.22502611868850725
distance_china_minus_usa,BRA,BRB,0.10754860667198826
distance_china_minus_usa,BRA,BRN,-0.1137867388415144
distance_china_minus_usa,BRA,BTN,-0.02060868614722715
distance_china_minus_usa,BRA,BWA,0.19934531196582994
distance_china_minus_usa,BRA,CAN,0.0649946285135449
distance_china_minus_usa,BRA,CIV,0.04632701774168467
distance_china_minus_usa,BRA,COL,0.2563639096697533
distance_china_minus_usa,BRA,COM,-0.27999351007323475
distance_china_minus_usa,BRA,CPV,0.12826551971788558
distance_china_minus_usa,BRA,CRI,0.01191261911295096
distance_china_minus_usa,BRA,CYP,0.035414309131429636
distance_china_minus_usa,BRA,CZE,0.1559351189380022
distance_china_minus_usa,BRA,DEU,0.12892575152590552
distance_china_minus_usa,BRA,DJI,-0.019716146352697236
distance_china_minus_usa,BRA,DMA,-0.2069655898800375
distance_china_minus_usa,BRA,DNK,0.12008361131197531
distance_china_minus_usa,BRA,DOM,-0.3222659431257978
distance_china_minus_usa,BRA,DZA,-0.042256430195334094
distance_china_minus_usa,BRA,ECU,-0.17200495659117232
distance_china_minus_usa,BRA,EGY,0.03083159246896938
distance_china_minus_usa,BRA,ESP,-0.046886242218236444
distance_china_minus_usa,BRA,EST,0.06738568865033233
distance_china_minus_usa,BRA,FIN,0.04924113427185178
distance_china_minus_usa,BRA,FJI,-0.023425560880263673
distance_china_minus_usa,BRA,FRA,-0.09784795377944443
distance_china_minus_usa,BRA,FSM,0.3293105815583944
distance_china_minus_usa,BRA,GBR,-0.009076293807188687
distance_china_minus_usa,BRA,GEO,0.2798085026308136
distance_china_minus_usa,BRA,GRC,-0.2443039321197336
distance_china_minus_usa,BRA,GRD,0.22127304836326422
distance_china_minus_usa,BRA,GTM,-0.09797890146353759
distance_china_minus_usa,BRA,GUY,0.008871799731485976
distance_china_minus_usa,BRA,HND,-0.07056052031056032
distance_china_minus_usa,BRA,HRV,0.024652632626041324
distance_china_minus_usa,BRA,HTI,-0.016852644530003784
distance_china_minus_usa,BRA,HUN,0.16546065659562975
distance_china_minus_usa,BRA,IND,0.12859490982747743
distance_china_minus_usa,BRA,IRL,0.07602338759883881
distance_china_minus_usa,BRA,ISL,0.023315767078352662
distance_china_minus_usa,BRA,ISR,-0.04080446168174476
distance_china_minus_usa,BRA,ITA,0.13988126563615305
distance_china_minus_usa,BRA,JAM,0.15473179821704017
distance_china_minus_usa,BRA,JOR,-0.07684846237391826
distance_china_minus_usa,BRA,KEN,-0.04014729749617492
distance_china_minus_usa,BRA,KNA,-0.14504328108764283
distance_china_minus_usa,BRA,LBN,-0.22289768589398176
distance_china_minus_usa,BRA,LBY,0.18910104209676218
distance_china_minus_usa,BRA,LCA,0.10148529777389574
distance_china_minus_usa,BRA,LKA,-0.16063956070081548
distance_china_minus_usa,BRA,LSO,-0.10191171741995837
distance_china_minus_usa,BRA,LTU,0.08326192934450143
distance_china_minus_usa,BRA,LVA,0.1333793943735533
distance_china_minus_usa,BRA,MAR,-0.02645723036946875
distance_china_minus_usa,BRA,MDA,0.10163167729886743
distance_china_minus_usa,BRA,MDG,0.0381867554332466
distance_china_minus_usa,BRA,MDV,0.10290971675078307
distance_china_minus_usa,BRA,MEX,0.0594689645195467
distance_china_minus_usa,BRA,MHL,0.21280672976902648
distance_china_minus_usa,BRA,MKD,0.16558637432525505
distance_china_minus_usa,BRA,MUS,0.1638854920310367
distance_china_minus_usa,BRA,MWI,-0.15605808524272322
distance_china_minus_usa,BRA,NAM,-0.11122750239659653
distance_china_minus_usa,BRA,NGA,-0.19023896678506955
distance_china_minus_usa,BRA,NIC,-0.4070804649486543
distance_china_minus_usa,BRA,NLD,0.13266674610397566
distance_china_minus_usa,BRA,NOR,0.013145473134564786
distance_china_minus_usa,BRA,NPL,-0.09853433762425787
distance_china_minus_usa,BRA,PAK,0.08285542776334233
distance_china_minus_usa,BRA,POL,0.2011874333499626
distance_china_minus_usa,BRA,PRT,-0.058064205326292584
distance_china_minus_usa,BRA,PRY,-0.08907851543153716
distance_china_minus_usa,BRA,ROU,0.0857610596207384
distance_china_minus_usa,BRA,RWA,0.11472736263283775
distance_china_minus_usa,BRA,SEN,-0.040433005875141856
distance_china_minus_usa,BRA,SGP,-0.2534336455873726
distance_china_minus_usa,BRA,SLV,-0.05780555533024391
distance_china_minus_usa,BRA,SUR,-0.23345376232080517
distance_china_minus_usa,BRA,SVK,0.09805353789216353
distance_china_minus_usa,BRA,SVN,-0.023845367893401647
distance_china_minus_usa,BRA,SWE,0.17823118475012048
distance_china_minus_usa,BRA,SWZ,-0.19006455386604948
distance_china_minus_usa,BRA,SYR,0.1435055656497874
distance_china_minus_usa,BRA,TGO,0.14688304026408688
distance_china_minus_usa,BRA,TTO,-0.009291010602034267
distance_china_minus_usa,BRA,TUN,-0.04588354664014305
distance_china_minus_usa,BRA,TUR,-0.1442568518005225
distance_china_minus_usa,BRA,UGA,-0.18881276280601136
distance_china_minus_usa,BRA,VCT,-0.20817953057771577
distance_china_minus_usa,BRA,WSM,0.3164272090410608
distance_china_minus_usa,ZAF,AFG,-0.27704124253622064
distance_china_minus_usa,ZAF,ALB,0.20187040127218825
distance_china_minus_usa,ZAF,AND,-0.08999862303958399
distance_china_minus_usa,ZAF,ARE,-0.04879056441035193
distance_china_minus_usa,ZAF,ARG,-0.0020888365632821333
distance_china_minus_usa,ZAF,ATG,-0.024914196952200436
distance_china_minus_usa,ZAF,AUT,0.038843024106007526
distance_china_minus_usa,ZAF,AZE,0.10370321469683724
distance_china_minus_usa,ZAF,BGD,-0.12330151391095781
distance_china_minus_usa,ZAF,BGR,0.04667522885583303
distance_china_minus_usa,ZAF,BHR,0.006222179171893065
distance_china_minus_usa,ZAF,BHS,0.12117259059349965
distance_china_minus_usa,ZAF,BLR,2.527715256089387e-5
distance_china_minus_usa,ZAF,BLZ,-0.02471777771255921
distance_china_minus_usa,ZAF,BOL,-0.1289323411018154
distance_china_minus_usa,ZAF,BRB,0.15327536181791837
distance_china_minus_usa,ZAF,BRN,-0.14096081217671944
distance_china_minus_usa,ZAF,BTN,0.004179291170608123
distance_china_minus_usa,ZAF,BWA,0.0713628805622859
distance_china_minus_usa,ZAF,CAN,0.1275195267862143
distance_china_minus_usa,ZAF,CIV,-0.008669969861642125
distance_china_minus_usa,ZAF,COL,0.31668156994822805
distance_china_minus_usa,ZAF,COM,-0.0970368108877784
distance_china_minus_usa,ZAF,CPV,0.08855960057900147
distance_china_minus_usa,ZAF,CRI,0.1259502092639535
distance_china_minus_usa,ZAF,CYP,0.016170040951453645
distance_china_minus_usa,ZAF,CZE,0.0031047852621574105
distance_china_minus_usa,ZAF,DEU,-0.0349219941131347
distance_china_minus_usa,ZAF,DJI,0.0028347400321771412
distance_china_minus_usa,ZAF,DMA,-0.1225163237007801
distance_china_minus_usa,ZAF,DNK,-0.021948419949861367
distance_china_minus_usa,ZAF,DOM,-0.07626149249896631
distance_china_minus_usa,ZAF,DZA,0.04792459731664268
distance_china_minus_usa,ZAF,ECU,-0.029941616412822607
distance_china_minus_usa,ZAF,EGY,0.08326883967133333
distance_china_minus_usa,ZAF,ESP,-0.09707273191984445
distance_china_minus_usa,ZAF,EST,-0.025690095949336963
distance_china_minus_usa,ZAF,FIN,0.0011999578900167827
distance_china_minus_usa,ZAF,FJI,-0.1698047741673483
distance_china_minus_usa,ZAF,FRA,-0.07696049119877973
distance_china_minus_usa,ZAF,FSM,0.22008440219736028
distance_china_minus_usa,ZAF,GBR,-0.03741688356895398
distance_china_minus_usa,ZAF,GEO,0.2572982083654532
distance_china_minus_usa,ZAF,GRC,-0.3005025423365853
distance_china_minus_usa,ZAF,GRD,0.2946396927459378
distance_china_minus_usa,ZAF,GTM,0.13065881454691108
distance_china_minus_usa,ZAF,GUY,-0.06340695750995122
distance_china_minus_usa,ZAF,HND,0.14114362624910398
distance_china_minus_usa,ZAF,HRV,-0.030231183425928614
distance_china_minus_usa,ZAF,HTI,0.06626152006442974
distance_china_minus_usa,ZAF,HUN,0.0065243649013871086
distance_china_minus_usa,ZAF,IND,0.2096782537494435
distance_china_minus_usa,ZAF,IRL,0.07147252334157174
distance_china_minus_usa,ZAF,ISL,-0.007087568738124961
distance_china_minus_usa,ZAF,ISR,-0.01873847097775082
distance_china_minus_usa,ZAF,ITA,-0.02945413294951854
distance_china_minus_usa,ZAF,JAM,0.08629329382692527
distance_china_minus_usa,ZAF,JOR,-0.021704519402281186
distance_china_minus_usa,ZAF,KEN,-0.11992111623976
distance_china_minus_usa,ZAF,KNA,-0.15686113865780413
distance_china_minus_usa,ZAF,LBN,-0.23138176446089728
distance_china_minus_usa,ZAF,LBY,0.26074787962488155
distance_china_minus_usa,ZAF,LCA,-0.08412406733782499
distance_china_minus_usa,ZAF,LKA,-0.11442191770952129
distance_china_minus_usa,ZAF,LSO,-0.11322965340728718
distance_china_minus_usa,ZAF,LTU,0.011719906234641963
distance_china_minus_usa,ZAF,LVA,0.07317291496007847
distance_china_minus_usa,ZAF,MAR,-0.10888497770585424
distance_china_minus_usa,ZAF,MDA,0.07071808236554745
distance_china_minus_usa,ZAF,MDG,-0.09724291029019998
distance_china_minus_usa,ZAF,MDV,0.05240738925281751
distance_china_minus_usa,ZAF,MEX,0.18438522547911404
