metric,metric_label,iso3c,country_name,censoring_status,first_observed_year,last_observed_year,observed_2005,china_top_2005,ever_china_top,first_china_top_year,first_entry_after_non_top,observed_entry_year,first_entry_after_gap,previous_observed_year_at_entry,absorbing_after_entry,n_observed_years,n_china_top_years,observed_all_2005_2010,china_top_any_2005_2010
goods_exports_rank,Bens: exportações,AZE,Azerbaijan,never_china_rank1_observed,2005,2022,TRUE,FALSE,FALSE,,,,,,FALSE,18,0,TRUE,FALSE
goods_exports_rank,Bens: exportações,BDI,Burundi,never_china_rank1_observed,2005,2022,TRUE,FALSE,FALSE,,,,,,FALSE,18,0,TRUE,FALSE
goods_exports_rank,Bens: exportações,BEL,Belgium,never_china_rank1_observed,2005,2022,TRUE,FALSE,FALSE,,,,,,FALSE,18,0,TRUE,FALSE
goods_exports_rank,Bens: exportações,BGD,Bangladesh,never_china_rank1_observed,2005,2022,TRUE,FALSE,FALSE,,,,,,FALSE,18,0,TRUE,FALSE
goods_exports_rank,Bens: exportações,BGR,Bulgaria,never_china_rank1_observed,2005,2022,TRUE,FALSE,FALSE,,,,,,FALSE,18,0,TRUE,FALSE
goods_exports_rank,Bens: exportações,BHR,Bahrain,never_china_rank1_observed,2005,2022,TRUE,FALSE,FALSE,,,,,,FALSE,18,0,TRUE,FALSE
goods_exports_rank,Bens: exportações,BHS,Bahamas,never_china_rank1_observed,2005,2022,TRUE,FALSE,FALSE,,,,,,FALSE,18,0,TRUE,FALSE
goods_exports_rank,Bens: exportações,BIH,Bosnia & Herzegovina,never_china_rank1_observed,2005,2022,TRUE,FALSE,FALSE,,,,,,FALSE,18,0,TRUE,FALSE
goods_exports_rank,Bens: exportações,BLR,Belarus,never_china_rank1_observed,2005,2022,TRUE,FALSE,FALSE,,,,,,FALSE,18,0,TRUE,FALSE
goods_exports_rank,Bens: exportações,BLZ,Belize,never_china_rank1_observed,2005,2022,TRUE,FALSE,FALSE,,,,,,FALSE,18,0,TRUE,FALSE
goods_exports_rank,Bens: exportações,BOL,Bolivia,never_china_rank1_observed,2005,2022,TRUE,FALSE,FALSE,,,,,,FALSE,18,0,TRUE,FALSE
goods_exports_rank,Bens: exportações,BRB,Barbados,never_china_rank1_observed,2005,2022,TRUE,FALSE,FALSE,,,,,,FALSE,18,0,TRUE,FALSE
goods_exports_rank,Bens: exportações,BRN,Brunei,never_china_rank1_observed,2005,2022,TRUE,FALSE,FALSE,,,,,,FALSE,18,0,TRUE,FALSE
goods_exports_rank,Bens: exportações,BTN,Bhutan,never_china_rank1_observed,2005,2022,TRUE,FALSE,FALSE,,,,,,FALSE,18,0,TRUE,FALSE
goods_exports_rank,Bens: exportações,BWA,Botswana,never_china_rank1_observed,2005,2022,TRUE,FALSE,FALSE,,,,,,FALSE,18,0,TRUE,FALSE
goods_exports_rank,Bens: exportações,CAN,Canada,never_china_rank1_observed,2005,2022,TRUE,FALSE,FALSE,,,,,,FALSE,18,0,TRUE,FALSE
goods_exports_rank,Bens: exportações,CHE,Switzerland,never_china_rank1_observed,2005,2022,TRUE,FALSE,FALSE,,,,,,FALSE,18,0,TRUE,FALSE
goods_exports_rank,Bens: exportações,CIV,Côte d’Ivoire,never_china_rank1_observed,2005,2022,TRUE,FALSE,FALSE,,,,,,FALSE,18,0,TRUE,FALSE
goods_exports_rank,Bens: exportações,COL,Colombia,never_china_rank1_observed,2005,2022,TRUE,FALSE,FALSE,,,,,,FALSE,18,0,TRUE,FALSE
goods_exports_rank,Bens: exportações,COM,Comoros,never_china_rank1_observed,2005,2022,TRUE,FALSE,FALSE,,,,,,FALSE,18,0,TRUE,FALSE
goods_exports_rank,Bens: exportações,CPV,Cape Verde,never_china_rank1_observed,2005,2022,TRUE,FALSE,FALSE,,,,,,FALSE,18,0,TRUE,FALSE
goods_exports_rank,Bens: exportações,CRI,Costa Rica,never_china_rank1_observed,2005,2022,TRUE,FALSE,FALSE,,,,,,FALSE,18,0,TRUE,FALSE
goods_exports_rank,Bens: exportações,CYP,Cyprus,never_china_rank1_observed,2005,2022,TRUE,FALSE,FALSE,,,,,,FALSE,18,0,TRUE,FALSE
goods_exports_rank,Bens: exportações,CZE,Czechia,never_china_rank1_observed,2005,2022,TRUE,FALSE,FALSE,,,,,,FALSE,18,0,TRUE,FALSE
goods_exports_rank,Bens: exportações,DEU,Germany,never_china_rank1_observed,2005,2022,TRUE,FALSE,FALSE,,,,,,FALSE,18,0,TRUE,FALSE
goods_exports_rank,Bens: exportações,DJI,Djibouti,never_china_rank1_observed,2005,2022,TRUE,FALSE,FALSE,,,,,,FALSE,18,0,TRUE,FALSE
goods_exports_rank,Bens: exportações,DMA,Dominica,never_china_rank1_observed,2005,2022,TRUE,FALSE,FALSE,,,,,,FALSE,18,0,TRUE,FALSE
goods_exports_rank,Bens: exportações,DNK,Denmark,never_china_rank1_observed,2005,2022,TRUE,FALSE,FALSE,,,,,,FALSE,18,0,TRUE,FALSE
goods_exports_rank,Bens: exportações,DOM,Dominican Republic,never_china_rank1_observed,2005,2022,TRUE,FALSE,FALSE,,,,,,FALSE,18,0,TRUE,FALSE
goods_exports_rank,Bens: exportações,DZA,Algeria,never_china_rank1_observed,2005,2022,TRUE,FALSE,FALSE,,,,,,FALSE,18,0,TRUE,FALSE
goods_exports_rank,Bens: exportações,ECU,Ecuador,never_china_rank1_observed,2005,2022,TRUE,FALSE,FALSE,,,,,,FALSE,18,0,TRUE,FALSE
goods_exports_rank,Bens: exportações,EGY,Egypt,never_china_rank1_observed,2005,2022,TRUE,FALSE,FALSE,,,,,,FALSE,18,0,TRUE,FALSE
goods_exports_rank,Bens: exportações,ESP,Spain,never_china_rank1_observed,2005,2022,TRUE,FALSE,FALSE,,,,,,FALSE,18,0,TRUE,FALSE
goods_exports_rank,Bens: exportações,EST,Estonia,never_china_rank1_observed,2005,2022,TRUE,FALSE,FALSE,,,,,,FALSE,18,0,TRUE,FALSE
goods_exports_rank,Bens: exportações,FIN,Finland,never_china_rank1_observed,2005,2022,TRUE,FALSE,FALSE,,,,,,FALSE,18,0,TRUE,FALSE
goods_exports_rank,Bens: exportações,FJI,Fiji,never_china_rank1_observed,2005,2022,TRUE,FALSE,FALSE,,,,,,FALSE,18,0,TRUE,FALSE
goods_exports_rank,Bens: exportações,FRA,France,never_china_rank1_observed,2005,2022,TRUE,FALSE,FALSE,,,,,,FALSE,18,0,TRUE,FALSE
goods_exports_rank,Bens: exportações,FSM,Micronesia (Federated States of),never_china_rank1_observed,2005,2022,TRUE,FALSE,FALSE,,,,,,FALSE,18,0,TRUE,FALSE
goods_exports_rank,Bens: exportações,GBR,United Kingdom,never_china_rank1_observed,2005,2022,TRUE,FALSE,FALSE,,,,,,FALSE,18,0,TRUE,FALSE
goods_exports_rank,Bens: exportações,GEO,Georgia,never_china_rank1_observed,2005,2022,TRUE,FALSE,FALSE,,,,,,FALSE,18,0,TRUE,FALSE
goods_exports_rank,Bens: exportações,GNB,Guinea-Bissau,never_china_rank1_observed,2005,2022,TRUE,FALSE,FALSE,,,,,,FALSE,18,0,TRUE,FALSE
goods_exports_rank,Bens: exportações,GRC,Greece,never_china_rank1_observed,2005,2022,TRUE,FALSE,FALSE,,,,,,FALSE,18,0,TRUE,FALSE
goods_exports_rank,Bens: exportações,GRD,Grenada,never_china_rank1_observed,2005,2022,TRUE,FALSE,FALSE,,,,,,FALSE,18,0,TRUE,FALSE
goods_exports_rank,Bens: exportações,GTM,Guatemala,never_china_rank1_observed,2005,2022,TRUE,FALSE,FALSE,,,,,,FALSE,18,0,TRUE,FALSE
goods_exports_rank,Bens: exportações,GUY,Guyana,never_china_rank1_observed,2005,2022,TRUE,FALSE,FALSE,,,,,,FALSE,18,0,TRUE,FALSE
goods_exports_rank,Bens: exportações,HND,Honduras,never_china_rank1_observed,2005,2022,TRUE,FALSE,FALSE,,,,,,FALSE,18,0,TRUE,FALSE
goods_exports_rank,Bens: exportações,HRV,Croatia,never_china_rank1_observed,2005,2022,TRUE,FALSE,FALSE,,,,,,FALSE,18,0,TRUE,FALSE
goods_exports_rank,Bens: exportações,HTI,Haiti,never_china_rank1_observed,2005,2022,TRUE,FALSE,FALSE,,,,,,FALSE,18,0,TRUE,FALSE
goods_exports_rank,Bens: exportações,HUN,Hungary,never_china_rank1_observed,2005,2022,TRUE,FALSE,FALSE,,,,,,FALSE,18,0,TRUE,FALSE
goods_exports_rank,Bens: exportações,IND,India,never_china_rank1_observed,2005,2022,TRUE,FALSE,FALSE,,,,,,FALSE,18,0,TRUE,FALSE
goods_exports_rank,Bens: exportações,IRL,Ireland,never_china_rank1_observed,2005,2022,TRUE,FALSE,FALSE,,,,,,FALSE,18,0,TRUE,FALSE
goods_exports_rank,Bens: exportações,ISL,Iceland,never_china_rank1_observed,2005,2022,TRUE,FALSE,FALSE,,,,,,FALSE,18,0,TRUE,FALSE
goods_exports_rank,Bens: exportações,ISR,Israel,never_china_rank1_observed,2005,2022,TRUE,FALSE,FALSE,,,,,,FALSE,18,0,TRUE,FALSE
goods_exports_rank,Bens: exportações,ITA,Italy,never_china_rank1_observed,2005,2022,TRUE,FALSE,FALSE,,,,,,FALSE,18,0,TRUE,FALSE
goods_exports_rank,Bens: exportações,JAM,Jamaica,never_china_rank1_observed,2005,2022,TRUE,FALSE,FALSE,,,,,,FALSE,18,0,TRUE,FALSE
goods_exports_rank,Bens: exportações,JOR,Jordan,never_china_rank1_observed,2005,2022,TRUE,FALSE,FALSE,,,,,,FALSE,18,0,TRUE,FALSE
goods_exports_rank,Bens: exportações,KEN,Kenya,never_china_rank1_observed,2005,2022,TRUE,FALSE,FALSE,,,,,,FALSE,18,0,TRUE,FALSE
goods_exports_rank,Bens: exportações,KGZ,Kyrgyzstan,never_china_rank1_observed,2005,2022,TRUE,FALSE,FALSE,,,,,,FALSE,18,0,TRUE,FALSE
goods_exports_rank,Bens: exportações,KHM,Cambodia,never_china_rank1_observed,2005,2022,TRUE,FALSE,FALSE,,,,,,FALSE,18,0,TRUE,FALSE
goods_exports_rank,Bens: exportações,KIR,Kiribati,never_china_rank1_observed,2005,2022,TRUE,FALSE,FALSE,,,,,,FALSE,18,0,TRUE,FALSE
goods_exports_rank,Bens: exportações,KNA,St. Kitts & Nevis,never_china_rank1_observed,2005,2022,TRUE,FALSE,FALSE,,,,,,FALSE,18,0,TRUE,FALSE
goods_exports_rank,Bens: exportações,LBN,Lebanon,never_china_rank1_observed,2005,2022,TRUE,FALSE,FALSE,,,,,,FALSE,18,0,TRUE,FALSE
goods_exports_rank,Bens: exportações,LBY,Libya,never_china_rank1_observed,2005,2022,TRUE,FALSE,FALSE,,,,,,FALSE,18,0,TRUE,FALSE
goods_exports_rank,Bens: exportações,LCA,St. Lucia,never_china_rank1_observed,2005,2022,TRUE,FALSE,FALSE,,,,,,FALSE,18,0,TRUE,FALSE
goods_exports_rank,Bens: exportações,LKA,Sri Lanka,never_china_rank1_observed,2005,2022,TRUE,FALSE,FALSE,,,,,,FALSE,18,0,TRUE,FALSE
goods_exports_rank,Bens: exportações,LSO,Lesotho,never_china_rank1_observed,2005,2022,TRUE,FALSE,FALSE,,,,,,FALSE,18,0,TRUE,FALSE
goods_exports_rank,Bens: exportações,LTU,Lithuania,never_china_rank1_observed,2005,2022,TRUE,FALSE,FALSE,,,,,,FALSE,18,0,TRUE,FALSE
goods_exports_rank,Bens: exportações,LUX,Luxembourg,never_china_rank1_observed,2005,2022,TRUE,FALSE,FALSE,,,,,,FALSE,18,0,TRUE,FALSE
goods_exports_rank,Bens: exportações,LVA,Latvia,never_china_rank1_observed,2005,2022,TRUE,FALSE,FALSE,,,,,,FALSE,18,0,TRUE,FALSE
goods_exports_rank,Bens: exportações,MAR,Morocco,never_china_rank1_observed,2005,2022,TRUE,FALSE,FALSE,,,,,,FALSE,18,0,TRUE,FALSE
goods_exports_rank,Bens: exportações,MDA,Moldova,never_china_rank1_observed,2005,2022,TRUE,FALSE,FALSE,,,,,,FALSE,18,0,TRUE,FALSE
goods_exports_rank,Bens: exportações,MDG,Madagascar,never_china_rank1_observed,2005,2022,TRUE,FALSE,FALSE,,,,,,FALSE,18,0,TRUE,FALSE
goods_exports_rank,Bens: exportações,MDV,Maldives,never_china_rank1_observed,2005,2022,TRUE,FALSE,FALSE,,,,,,FALSE,18,0,TRUE,FALSE
goods_exports_rank,Bens: exportações,MEX,Mexico,never_china_rank1_observed,2005,2022,TRUE,FALSE,FALSE,,,,,,FALSE,18,0,TRUE,FALSE
goods_exports_rank,Bens: exportações,MHL,Marshall Islands,never_china_rank1_observed,2005,2022,TRUE,FALSE,FALSE,,,,,,FALSE,18,0,TRUE,FALSE
goods_exports_rank,Bens: exportações,MKD,North Macedonia,never_china_rank1_observed,2005,2022,TRUE,FALSE,FALSE,,,,,,FALSE,18,0,TRUE,FALSE
goods_exports_rank,Bens: exportações,MUS,Mauritius,never_china_rank1_observed,2005,2022,TRUE,FALSE,FALSE,,,,,,FALSE,18,0,TRUE,FALSE
goods_exports_rank,Bens: exportações,MWI,Malawi,never_china_rank1_observed,2005,2022,TRUE,FALSE,FALSE,,,,,,FALSE,18,0,TRUE,FALSE
goods_exports_rank,Bens: exportações,NAM,Namibia,never_china_rank1_observed,2005,2022,TRUE,FALSE,FALSE,,,,,,FALSE,18,0,TRUE,FALSE
goods_exports_rank,Bens: exportações,NER,Niger,never_china_rank1_observed,2005,2022,TRUE,FALSE,FALSE,,,,,,FALSE,18,0,TRUE,FALSE
goods_exports_rank,Bens: exportações,NGA,Nigeria,never_china_rank1_observed,2005,2022,TRUE,FALSE,FALSE,,,,,,FALSE,18,0,TRUE,FALSE
goods_exports_rank,Bens: exportações,NIC,Nicaragua,never_china_rank1_observed,2005,2022,TRUE,FALSE,FALSE,,,,,,FALSE,18,0,TRUE,FALSE
goods_exports_rank,Bens: exportações,NLD,Netherlands,never_china_rank1_observed,2005,2022,TRUE,FALSE,FALSE,,,,,,FALSE,18,0,TRUE,FALSE
goods_exports_rank,Bens: exportações,NOR,Norway,never_china_rank1_observed,2005,2022,TRUE,FALSE,FALSE,,,,,,FALSE,18,0,TRUE,FALSE
goods_exports_rank,Bens: exportações,NPL,Nepal,never_china_rank1_observed,2005,2022,TRUE,FALSE,FALSE,,,,,,FALSE,18,0,TRUE,FALSE
goods_exports_rank,Bens: exportações,NRU,Nauru,never_china_rank1_observed,2005,2022,TRUE,FALSE,FALSE,,,,,,FALSE,18,0,TRUE,FALSE
goods_exports_rank,Bens: exportações,PAK,Pakistan,never_china_rank1_observed,2005,2022,TRUE,FALSE,FALSE,,,,,,FALSE,18,0,TRUE,FALSE
goods_exports_rank,Bens: exportações,PLW,Palau,never_china_rank1_observed,2005,2022,TRUE,FALSE,FALSE,,,,,,FALSE,18,0,TRUE,FALSE
goods_exports_rank,Bens: exportações,POL,Poland,never_china_rank1_observed,2005,2022,TRUE,FALSE,FALSE,,,,,,FALSE,18,0,TRUE,FALSE
goods_exports_rank,Bens: exportações,PRT,Portugal,never_china_rank1_observed,2005,2022,TRUE,FALSE,FALSE,,,,,,FALSE,18,0,TRUE,FALSE
goods_exports_rank,Bens: exportações,PRY,Paraguay,never_china_rank1_observed,2005,2022,TRUE,FALSE,FALSE,,,,,,FALSE,18,0,TRUE,FALSE
goods_exports_rank,Bens: exportações,ROU,Romania,never_china_rank1_observed,2005,2022,TRUE,FALSE,FALSE,,,,,,FALSE,18,0,TRUE,FALSE
goods_exports_rank,Bens: exportações,RWA,Rwanda,never_china_rank1_observed,2005,2022,TRUE,FALSE,FALSE,,,,,,FALSE,18,0,TRUE,FALSE
goods_exports_rank,Bens: exportações,SEN,Senegal,never_china_rank1_observed,2005,2022,TRUE,FALSE,FALSE,,,,,,FALSE,18,0,TRUE,FALSE
goods_exports_rank,Bens: exportações,SGP,Singapore,never_china_rank1_observed,2005,2022,TRUE,FALSE,FALSE,,,,,,FALSE,18,0,TRUE,FALSE
goods_exports_rank,Bens: exportações,SLV,El Salvador,never_china_rank1_observed,2005,2022,TRUE,FALSE,FALSE,,,,,,FALSE,18,0,TRUE,FALSE
goods_exports_rank,Bens: exportações,SMR,San Marino,never_china_rank1_observed,2005,2022,TRUE,FALSE,FALSE,,,,,,FALSE,18,0,TRUE,FALSE
goods_exports_rank,Bens: exportações,SOM,Somalia,never_china_rank1_observed,2005,2022,TRUE,FALSE,FALSE,,,,,,FALSE,18,0,TRUE,FALSE
goods_exports_rank,Bens: exportações,STP,São Tomé & Príncipe,never_china_rank1_observed,2005,2022,TRUE,FALSE,FALSE,,,,,,FALSE,18,0,TRUE,FALSE
goods_exports_rank,Bens: exportações,SUR,Suriname,never_china_rank1_observed,2005,2022,TRUE,FALSE,FALSE,,,,,,FALSE,18,0,TRUE,FALSE
goods_exports_rank,Bens: exportações,SVK,Slovakia,never_china_rank1_observed,2005,2022,TRUE,FALSE,FALSE,,,,,,FALSE,18,0,TRUE,FALSE
goods_exports_rank,Bens: exportações,SVN,Slovenia,never_china_rank1_observed,2005,2022,TRUE,FALSE,FALSE,,,,,,FALSE,18,0,TRUE,FALSE
goods_exports_rank,Bens: exportações,SWE,Sweden,never_china_rank1_observed,2005,2022,TRUE,FALSE,FALSE,,,,,,FALSE,18,0,TRUE,FALSE
goods_exports_rank,Bens: exportações,SWZ,Eswatini,never_china_rank1_observed,2005,2022,TRUE,FALSE,FALSE,,,,,,FALSE,18,0,TRUE,FALSE
goods_exports_rank,Bens: exportações,SYC,Seychelles,never_china_rank1_observed,2005,2022,TRUE,FALSE,FALSE,,,,,,FALSE,18,0,TRUE,FALSE
goods_exports_rank,Bens: exportações,SYR,Syria,never_china_rank1_observed,2005,2022,TRUE,FALSE,FALSE,,,,,,FALSE,18,0,TRUE,FALSE
goods_exports_rank,Bens: exportações,TGO,Togo,never_china_rank1_observed,2005,2022,TRUE,FALSE,FALSE,,,,,,FALSE,18,0,TRUE,FALSE
goods_exports_rank,Bens: exportações,TJK,Tajikistan,never_china_rank1_observed,2005,2022,TRUE,FALSE,FALSE,,,,,,FALSE,18,0,TRUE,FALSE
goods_exports_rank,Bens: exportações,TON,Tonga,never_china_rank1_observed,2005,2022,TRUE,FALSE,FALSE,,,,,,FALSE,18,0,TRUE,FALSE
goods_exports_rank,Bens: exportações,TTO,Trinidad & Tobago,never_china_rank1_observed,2005,2022,TRUE,FALSE,FALSE,,,,,,FALSE,18,0,TRUE,FALSE
goods_exports_rank,Bens: exportações,TUN,Tunisia,never_china_rank1_observed,2005,2022,TRUE,FALSE,FALSE,,,,,,FALSE,18,0,TRUE,FALSE
goods_exports_rank,Bens: exportações,TUR,Turkey,never_china_rank1_observed,2005,2022,TRUE,FALSE,FALSE,,,,,,FALSE,18,0,TRUE,FALSE
goods_exports_rank,Bens: exportações,TUV,Tuvalu,never_china_rank1_observed,2005,2022,TRUE,FALSE,FALSE,,,,,,FALSE,18,0,TRUE,FALSE
goods_exports_rank,Bens: exportações,UGA,Uganda,never_china_rank1_observed,2005,2022,TRUE,FALSE,FALSE,,,,,,FALSE,18,0,TRUE,FALSE
goods_exports_rank,Bens: exportações,USA,United States,never_china_rank1_observed,2005,2022,TRUE,FALSE,FALSE,,,,,,FALSE,18,0,TRUE,FALSE
goods_exports_rank,Bens: exportações,VCT,St. Vincent & Grenadines,never_china_rank1_observed,2005,2022,TRUE,FALSE,FALSE,,,,,,FALSE,18,0,TRUE,FALSE
goods_exports_rank,Bens: exportações,VUT,Vanuatu,never_china_rank1_observed,2005,2022,TRUE,FALSE,FALSE,,,,,,FALSE,18,0,TRUE,FALSE
goods_exports_rank,Bens: exportações,WSM,Samoa,never_china_rank1_observed,2005,2022,TRUE,FALSE,FALSE,,,,,,FALSE,18,0,TRUE,FALSE
goods_exports_rank,Bens: exportações,GNQ,Equatorial Guinea,observed_entry_after_2005,2005,2022,TRUE,FALSE,TRUE,2006,2006,2006,,2005,FALSE,18,10,TRUE,TRUE
goods_exports_rank,Bens: exportações,MLI,Mali,observed_entry_after_2005,2005,2022,TRUE,FALSE,TRUE,2006,2006,2006,,2005,FALSE,18,2,TRUE,TRUE
goods_exports_rank,Bens: exportações,MRT,Mauritania,observed_entry_after_2005,2005,2022,TRUE,FALSE,TRUE,2006,2006,2006,,2005,TRUE,18,17,TRUE,TRUE
goods_exports_rank,Bens: exportações,AGO,Angola,observed_entry_after_2005,2005,2022,TRUE,FALSE,TRUE,2007,2007,2007,,2006,TRUE,18,16,TRUE,TRUE
goods_exports_rank,Bens: exportações,CHL,Chile,observed_entry_after_2005,2005,2022,TRUE,FALSE,TRUE,2007,2007,2007,,2006,TRUE,18,16,TRUE,TRUE
goods_exports_rank,Bens: exportações,IRN,Iran,observed_entry_after_2005,2005,2022,TRUE,FALSE,TRUE,2007,2007,2007,,2006,FALSE,18,14,TRUE,TRUE
goods_exports_rank,Bens: exportações,KAZ,Kazakhstan,observed_entry_after_2005,2005,2022,TRUE,FALSE,TRUE,2007,2007,2007,,2006,TRUE,18,16,TRUE,TRUE
goods_exports_rank,Bens: exportações,BEN,Benin,observed_entry_after_2005,2005,2022,TRUE,FALSE,TRUE,2008,2008,2008,,2007,FALSE,18,3,TRUE,TRUE
goods_exports_rank,Bens: exportações,COD,Congo - Kinshasa,observed_entry_after_2005,2005,2022,TRUE,FALSE,TRUE,2008,2008,2008,,2007,TRUE,18,15,TRUE,TRUE
goods_exports_rank,Bens: exportações,JPN,Japan,observed_entry_after_2005,2005,2022,TRUE,FALSE,TRUE,2008,2008,2008,,2007,TRUE,18,15,TRUE,TRUE
goods_exports_rank,Bens: exportações,THA,Thailand,observed_entry_after_2005,2005,2022,TRUE,FALSE,TRUE,2008,2008,2008,,2007,FALSE,18,14,TRUE,TRUE
goods_exports_rank,Bens: exportações,AUS,Australia,observed_entry_after_2005,2005,2022,TRUE,FALSE,TRUE,2009,2009,2009,,2008,TRUE,18,14,TRUE,TRUE
goods_exports_rank,Bens: exportações,BRA,Brazil,observed_entry_after_2005,2005,2022,TRUE,FALSE,TRUE,2009,2009,2009,,2008,TRUE,18,14,TRUE,TRUE
goods_exports_rank,Bens: exportações,ETH,Ethiopia,observed_entry_after_2005,2005,2022,TRUE,FALSE,TRUE,2009,2009,2009,,2008,FALSE,18,5,TRUE,TRUE
goods_exports_rank,Bens: exportações,MYS,Malaysia,observed_entry_after_2005,2005,2022,TRUE,FALSE,TRUE,2009,2009,2009,,2008,TRUE,18,14,TRUE,TRUE
goods_exports_rank,Bens: exportações,ZAF,South Africa,observed_entry_after_2005,2005,2022,TRUE,FALSE,TRUE,2009,2009,2009,,2008,TRUE,18,14,TRUE,TRUE
goods_exports_rank,Bens: exportações,PER,Peru,observed_entry_after_2005,2005,2022,TRUE,FALSE,TRUE,2010,2010,2010,,2009,TRUE,18,13,TRUE,TRUE
goods_exports_rank,Bens: exportações,TKM,Turkmenistan,observed_entry_after_2005,2005,2022,TRUE,FALSE,TRUE,2010,2010,2010,,2009,TRUE,18,13,TRUE,TRUE
goods_exports_rank,Bens: exportações,GMB,Gambia,observed_entry_after_2005,2005,2022,TRUE,FALSE,TRUE,2011,2011,2011,,2010,FALSE,18,7,TRUE,FALSE
goods_exports_rank,Bens: exportações,MLT,Malta,observed_entry_after_2005,2005,2022,TRUE,FALSE,TRUE,2011,2011,2011,,2010,FALSE,18,4,TRUE,FALSE
