rule,rule_label,formulation,formulation_label,iso3c,country_name,onset_year,timing_status,sample_scope,source,country_label,onset_label
clean_risk_set,Clean risk set: exclui países já China #1 em 2005,goods_exports_rank,"Recalculado: bens
exportações
entrada observada",ETH,Ethiopia,2009,Entrada observada,Painel ITPD-E/BaTIS filtrado pela regra; entrada observada sem exigir absorção,CSV: alternative_cross_country_model_panel,Ethiopia (ETH),2009
clean_risk_set,Clean risk set: exclui países já China #1 em 2005,goods_services_exports_rank,"Recalculado: bens + serviços
exportações
entrada observada",JPN,Japan,2009,Entrada observada,Painel ITPD-E/BaTIS filtrado pela regra; entrada observada sem exigir absorção,CSV: alternative_cross_country_model_panel,Japan (JPN),2009
clean_risk_set,Clean risk set: exclui países já China #1 em 2005,original_main_covariate_model,"Paper: amostra estimada
bens exportações
absorvente",MYS,Malaysia,2009,Entrada observada,Amostra estimável original 1990-2020; tratamento absorvente do paper,Target object: china_top_fect_cov_data,Malaysia (MYS),2009
clean_risk_set,Clean risk set: exclui países já China #1 em 2005,goods_exports_rank,"Recalculado: bens
exportações
entrada observada",MYS,Malaysia,2009,Entrada observada,Painel ITPD-E/BaTIS filtrado pela regra; entrada observada sem exigir absorção,CSV: alternative_cross_country_model_panel,Malaysia (MYS),2009
clean_risk_set,Clean risk set: exclui países já China #1 em 2005,goods_services_exports_rank,"Recalculado: bens + serviços
exportações
entrada observada",MYS,Malaysia,2009,Entrada observada,Painel ITPD-E/BaTIS filtrado pela regra; entrada observada sem exigir absorção,CSV: alternative_cross_country_model_panel,Malaysia (MYS),2009
clean_risk_set,Clean risk set: exclui países já China #1 em 2005,goods_services_two_way_rank,"Recalculado: bens + serviços
two-way
entrada observada",MYS,Malaysia,2009,Entrada observada,Painel ITPD-E/BaTIS filtrado pela regra; entrada observada sem exigir absorção,CSV: alternative_cross_country_model_panel,Malaysia (MYS),2009
clean_risk_set,Clean risk set: exclui países já China #1 em 2005,goods_exports_rank,"Recalculado: bens
exportações
entrada observada",ZAF,South Africa,2009,Entrada observada,Painel ITPD-E/BaTIS filtrado pela regra; entrada observada sem exigir absorção,CSV: alternative_cross_country_model_panel,South Africa (ZAF),2009
clean_risk_set,Clean risk set: exclui países já China #1 em 2005,goods_services_exports_rank,"Recalculado: bens + serviços
exportações
entrada observada",ZAF,South Africa,2009,Entrada observada,Painel ITPD-E/BaTIS filtrado pela regra; entrada observada sem exigir absorção,CSV: alternative_cross_country_model_panel,South Africa (ZAF),2009
clean_risk_set,Clean risk set: exclui países já China #1 em 2005,goods_services_two_way_rank,"Recalculado: bens + serviços
two-way
entrada observada",ZAF,South Africa,2009,Entrada observada,Painel ITPD-E/BaTIS filtrado pela regra; entrada observada sem exigir absorção,CSV: alternative_cross_country_model_panel,South Africa (ZAF),2009
clean_risk_set,Clean risk set: exclui países já China #1 em 2005,goods_services_two_way_rank,"Recalculado: bens + serviços
two-way
entrada observada",TJK,Tajikistan,2009,Entrada observada,Painel ITPD-E/BaTIS filtrado pela regra; entrada observada sem exigir absorção,CSV: alternative_cross_country_model_panel,Tajikistan (TJK),2009
clean_risk_set,Clean risk set: exclui países já China #1 em 2005,original_main_covariate_model,"Paper: amostra estimada
bens exportações
absorvente",AUS,Australia,2010,Entrada observada,Amostra estimável original 1990-2020; tratamento absorvente do paper,Target object: china_top_fect_cov_data,Australia (AUS),2010
clean_risk_set,Clean risk set: exclui países já China #1 em 2005,goods_services_two_way_rank,"Recalculado: bens + serviços
two-way
entrada observada",BGD,Bangladesh,2010,Entrada observada,Painel ITPD-E/BaTIS filtrado pela regra; entrada observada sem exigir absorção,CSV: alternative_cross_country_model_panel,Bangladesh (BGD),2010
clean_risk_set,Clean risk set: exclui países já China #1 em 2005,goods_services_two_way_rank,"Recalculado: bens + serviços
two-way
entrada observada",DJI,Djibouti,2010,Entrada observada,Painel ITPD-E/BaTIS filtrado pela regra; entrada observada sem exigir absorção,CSV: alternative_cross_country_model_panel,Djibouti (DJI),2010
clean_risk_set,Clean risk set: exclui países já China #1 em 2005,goods_services_two_way_rank,"Recalculado: bens + serviços
two-way
entrada observada",GIN,Guinea,2010,Entrada observada,Painel ITPD-E/BaTIS filtrado pela regra; entrada observada sem exigir absorção,CSV: alternative_cross_country_model_panel,Guinea (GIN),2010
clean_risk_set,Clean risk set: exclui países já China #1 em 2005,goods_services_two_way_rank,"Recalculado: bens + serviços
two-way
entrada observada",KAZ,Kazakhstan,2010,Entrada observada,Painel ITPD-E/BaTIS filtrado pela regra; entrada observada sem exigir absorção,CSV: alternative_cross_country_model_panel,Kazakhstan (KAZ),2010
clean_risk_set,Clean risk set: exclui países já China #1 em 2005,goods_services_two_way_rank,"Recalculado: bens + serviços
two-way
entrada observada",NER,Niger,2010,Entrada observada,Painel ITPD-E/BaTIS filtrado pela regra; entrada observada sem exigir absorção,CSV: alternative_cross_country_model_panel,Niger (NER),2010
clean_risk_set,Clean risk set: exclui países já China #1 em 2005,goods_exports_rank,"Recalculado: bens
exportações
entrada observada",PER,Peru,2010,Entrada observada,Painel ITPD-E/BaTIS filtrado pela regra; entrada observada sem exigir absorção,CSV: alternative_cross_country_model_panel,Peru (PER),2010
clean_risk_set,Clean risk set: exclui países já China #1 em 2005,goods_services_exports_rank,"Recalculado: bens + serviços
exportações
entrada observada",PER,Peru,2010,Entrada observada,Painel ITPD-E/BaTIS filtrado pela regra; entrada observada sem exigir absorção,CSV: alternative_cross_country_model_panel,Peru (PER),2010
clean_risk_set,Clean risk set: exclui países já China #1 em 2005,goods_services_two_way_rank,"Recalculado: bens + serviços
two-way
entrada observada",RUS,Russia,2010,Entrada observada,Painel ITPD-E/BaTIS filtrado pela regra; entrada observada sem exigir absorção,CSV: alternative_cross_country_model_panel,Russia (RUS),2010
clean_risk_set,Clean risk set: exclui países já China #1 em 2005,goods_services_two_way_rank,"Recalculado: bens + serviços
two-way
entrada observada",TZA,Tanzania,2010,Entrada observada,Painel ITPD-E/BaTIS filtrado pela regra; entrada observada sem exigir absorção,CSV: alternative_cross_country_model_panel,Tanzania (TZA),2010
clean_risk_set,Clean risk set: exclui países já China #1 em 2005,goods_exports_rank,"Recalculado: bens
exportações
entrada observada",TKM,Turkmenistan,2010,Entrada observada,Painel ITPD-E/BaTIS filtrado pela regra; entrada observada sem exigir absorção,CSV: alternative_cross_country_model_panel,Turkmenistan (TKM),2010
clean_risk_set,Clean risk set: exclui países já China #1 em 2005,goods_services_exports_rank,"Recalculado: bens + serviços
exportações
entrada observada",TKM,Turkmenistan,2010,Entrada observada,Painel ITPD-E/BaTIS filtrado pela regra; entrada observada sem exigir absorção,CSV: alternative_cross_country_model_panel,Turkmenistan (TKM),2010
clean_risk_set,Clean risk set: exclui países já China #1 em 2005,goods_services_two_way_rank,"Recalculado: bens + serviços
two-way
entrada observada",TKM,Turkmenistan,2010,Entrada observada,Painel ITPD-E/BaTIS filtrado pela regra; entrada observada sem exigir absorção,CSV: alternative_cross_country_model_panel,Turkmenistan (TKM),2010
clean_risk_set,Clean risk set: exclui países já China #1 em 2005,goods_exports_rank,"Recalculado: bens
exportações
entrada observada",GMB,Gambia,2011,Entrada observada,Painel ITPD-E/BaTIS filtrado pela regra; entrada observada sem exigir absorção,CSV: alternative_cross_country_model_panel,Gambia (GMB),2011
clean_risk_set,Clean risk set: exclui países já China #1 em 2005,goods_services_two_way_rank,"Recalculado: bens + serviços
two-way
entrada observada",IDN,Indonesia,2011,Entrada observada,Painel ITPD-E/BaTIS filtrado pela regra; entrada observada sem exigir absorção,CSV: alternative_cross_country_model_panel,Indonesia (IDN),2011
clean_risk_set,Clean risk set: exclui países já China #1 em 2005,goods_services_two_way_rank,"Recalculado: bens + serviços
two-way
entrada observada",KEN,Kenya,2011,Entrada observada,Painel ITPD-E/BaTIS filtrado pela regra; entrada observada sem exigir absorção,CSV: alternative_cross_country_model_panel,Kenya (KEN),2011
clean_risk_set,Clean risk set: exclui países já China #1 em 2005,goods_exports_rank,"Recalculado: bens
exportações
entrada observada",MLT,Malta,2011,Entrada observada,Painel ITPD-E/BaTIS filtrado pela regra; entrada observada sem exigir absorção,CSV: alternative_cross_country_model_panel,Malta (MLT),2011
clean_risk_set,Clean risk set: exclui países já China #1 em 2005,goods_services_two_way_rank,"Recalculado: bens + serviços
two-way
entrada observada",MMR,Myanmar (Burma),2011,Entrada observada,Painel ITPD-E/BaTIS filtrado pela regra; entrada observada sem exigir absorção,CSV: alternative_cross_country_model_panel,Myanmar (Burma) (MMR),2011
clean_risk_set,Clean risk set: exclui países já China #1 em 2005,goods_services_two_way_rank,"Recalculado: bens + serviços
two-way
entrada observada",SLE,Sierra Leone,2011,Entrada observada,Painel ITPD-E/BaTIS filtrado pela regra; entrada observada sem exigir absorção,CSV: alternative_cross_country_model_panel,Sierra Leone (SLE),2011
clean_risk_set,Clean risk set: exclui países já China #1 em 2005,goods_exports_rank,"Recalculado: bens
exportações
entrada observada",TZA,Tanzania,2011,Entrada observada,Painel ITPD-E/BaTIS filtrado pela regra; entrada observada sem exigir absorção,CSV: alternative_cross_country_model_panel,Tanzania (TZA),2011
clean_risk_set,Clean risk set: exclui países já China #1 em 2005,goods_services_exports_rank,"Recalculado: bens + serviços
exportações
entrada observada",TZA,Tanzania,2011,Entrada observada,Painel ITPD-E/BaTIS filtrado pela regra; entrada observada sem exigir absorção,CSV: alternative_cross_country_model_panel,Tanzania (TZA),2011
clean_risk_set,Clean risk set: exclui países já China #1 em 2005,goods_services_two_way_rank,"Recalculado: bens + serviços
two-way
entrada observada",THA,Thailand,2011,Entrada observada,Painel ITPD-E/BaTIS filtrado pela regra; entrada observada sem exigir absorção,CSV: alternative_cross_country_model_panel,Thailand (THA),2011
clean_risk_set,Clean risk set: exclui países já China #1 em 2005,goods_exports_rank,"Recalculado: bens
exportações
entrada observada",ZWE,Zimbabwe,2011,Entrada observada,Painel ITPD-E/BaTIS filtrado pela regra; entrada observada sem exigir absorção,CSV: alternative_cross_country_model_panel,Zimbabwe (ZWE),2011
clean_risk_set,Clean risk set: exclui países já China #1 em 2005,goods_services_exports_rank,"Recalculado: bens + serviços
exportações
entrada observada",ZWE,Zimbabwe,2011,Entrada observada,Painel ITPD-E/BaTIS filtrado pela regra; entrada observada sem exigir absorção,CSV: alternative_cross_country_model_panel,Zimbabwe (ZWE),2011
clean_risk_set,Clean risk set: exclui países já China #1 em 2005,goods_services_two_way_rank,"Recalculado: bens + serviços
two-way
entrada observada",BEN,Benin,2012,Entrada observada,Painel ITPD-E/BaTIS filtrado pela regra; entrada observada sem exigir absorção,CSV: alternative_cross_country_model_panel,Benin (BEN),2012
clean_risk_set,Clean risk set: exclui países já China #1 em 2005,goods_exports_rank,"Recalculado: bens
exportações
entrada observada",CMR,Cameroon,2012,Entrada observada,Painel ITPD-E/BaTIS filtrado pela regra; entrada observada sem exigir absorção,CSV: alternative_cross_country_model_panel,Cameroon (CMR),2012
clean_risk_set,Clean risk set: exclui países já China #1 em 2005,goods_services_exports_rank,"Recalculado: bens + serviços
exportações
entrada observada",CMR,Cameroon,2012,Entrada observada,Painel ITPD-E/BaTIS filtrado pela regra; entrada observada sem exigir absorção,CSV: alternative_cross_country_model_panel,Cameroon (CMR),2012
clean_risk_set,Clean risk set: exclui países já China #1 em 2005,goods_services_two_way_rank,"Recalculado: bens + serviços
two-way
entrada observada",CMR,Cameroon,2012,Entrada observada,Painel ITPD-E/BaTIS filtrado pela regra; entrada observada sem exigir absorção,CSV: alternative_cross_country_model_panel,Cameroon (CMR),2012
clean_risk_set,Clean risk set: exclui países já China #1 em 2005,goods_services_exports_rank,"Recalculado: bens + serviços
exportações
entrada observada",GMB,Gambia,2012,Entrada observada,Painel ITPD-E/BaTIS filtrado pela regra; entrada observada sem exigir absorção,CSV: alternative_cross_country_model_panel,Gambia (GMB),2012
clean_risk_set,Clean risk set: exclui países já China #1 em 2005,goods_services_two_way_rank,"Recalculado: bens + serviços
two-way
entrada observada",GMB,Gambia,2012,Entrada observada,Painel ITPD-E/BaTIS filtrado pela regra; entrada observada sem exigir absorção,CSV: alternative_cross_country_model_panel,Gambia (GMB),2012
clean_risk_set,Clean risk set: exclui países já China #1 em 2005,goods_exports_rank,"Recalculado: bens
exportações
entrada observada",LBR,Liberia,2012,Entrada observada,Painel ITPD-E/BaTIS filtrado pela regra; entrada observada sem exigir absorção,CSV: alternative_cross_country_model_panel,Liberia (LBR),2012
clean_risk_set,Clean risk set: exclui países já China #1 em 2005,goods_exports_rank,"Recalculado: bens
exportações
entrada observada",RUS,Russia,2012,Entrada observada,Painel ITPD-E/BaTIS filtrado pela regra; entrada observada sem exigir absorção,CSV: alternative_cross_country_model_panel,Russia (RUS),2012
clean_risk_set,Clean risk set: exclui países já China #1 em 2005,goods_services_exports_rank,"Recalculado: bens + serviços
exportações
entrada observada",RUS,Russia,2012,Entrada observada,Painel ITPD-E/BaTIS filtrado pela regra; entrada observada sem exigir absorção,CSV: alternative_cross_country_model_panel,Russia (RUS),2012
clean_risk_set,Clean risk set: exclui países já China #1 em 2005,original_main_covariate_model,"Paper: amostra estimada
bens exportações
absorvente",SLE,Sierra Leone,2012,Entrada observada,Amostra estimável original 1990-2020; tratamento absorvente do paper,Target object: china_top_fect_cov_data,Sierra Leone (SLE),2012
clean_risk_set,Clean risk set: exclui países já China #1 em 2005,goods_exports_rank,"Recalculado: bens
exportações
entrada observada",SLE,Sierra Leone,2012,Entrada observada,Painel ITPD-E/BaTIS filtrado pela regra; entrada observada sem exigir absorção,CSV: alternative_cross_country_model_panel,Sierra Leone (SLE),2012
clean_risk_set,Clean risk set: exclui países já China #1 em 2005,goods_services_exports_rank,"Recalculado: bens + serviços
exportações
entrada observada",SLE,Sierra Leone,2012,Entrada observada,Painel ITPD-E/BaTIS filtrado pela regra; entrada observada sem exigir absorção,CSV: alternative_cross_country_model_panel,Sierra Leone (SLE),2012
clean_risk_set,Clean risk set: exclui países já China #1 em 2005,goods_services_two_way_rank,"Recalculado: bens + serviços
two-way
entrada observada",SYR,Syria,2012,Entrada observada,Painel ITPD-E/BaTIS filtrado pela regra; entrada observada sem exigir absorção,CSV: alternative_cross_country_model_panel,Syria (SYR),2012
clean_risk_set,Clean risk set: exclui países já China #1 em 2005,goods_exports_rank,"Recalculado: bens
exportações
entrada observada",ZMB,Zambia,2012,Entrada observada,Painel ITPD-E/BaTIS filtrado pela regra; entrada observada sem exigir absorção,CSV: alternative_cross_country_model_panel,Zambia (ZMB),2012
