theme_level,theme,year,period,n_resolutions,n_convergent,n_divergent,pct_convergent,mean_pct_same_as_brazil,median_pct_same_as_brazil,mean_pct_same_as_china,median_pct_same_as_china,mean_pct_same_as_both_when_convergent,median_pct_same_as_both_when_convergent,mean_pct_same_as_brazil_not_china_when_divergent,median_pct_same_as_brazil_not_china_when_divergent,mean_pct_same_as_china_not_brazil_when_divergent,median_pct_same_as_china_not_brazil_when_divergent,mean_support_gap_brazil_minus_china_pct,median_support_gap_brazil_minus_china_pct,mean_china_support_advantage_pct,median_china_support_advantage_pct,mean_abs_support_gap_pct,median_abs_support_gap_pct,mean_valid_electorate_n,median_valid_electorate_n,mean_comparison_electorate_n,median_comparison_electorate_n,pct_resolutions_china_more_majoritarian
issue_unvotes,Nuclear weapons and nuclear material,2008,pré-2009,16,12,4,75,83.8081532520727,93.50102145045966,67.05436275734642,85.63585291113381,86.36311443152637,93.82022471910112,76.1432697137117,72.27272727272728,9.12810773480663,7.5,16.753790494726267,0,-16.753790494726267,0,16.753790494726267,0,172.75,180,170.75,178,0
issue_unvotes,Nuclear weapons and nuclear material,2009,pós-2009,18,15,3,83.33333333333334,85.432191275491,94.5739851735737,74.02391166812247,93.99595049149278,87.73152337293165,94.79768786127168,73.93553078828766,64.40677966101696,5.485853144076524,5.202312138728324,11.40827960736852,0,-11.40827960736852,0,11.40827960736852,0,176.94444444444446,177,174.94444444444446,175,0
issue_unvotes,Nuclear weapons and nuclear material,2010,pós-2009,21,20,1,95.23809523809523,83.28810105350512,93.88888888888889,80.48851968249518,93.88888888888889,84.15580280947708,94.18201350521792,65.93406593406593,65.93406593406593,7.142857142857143,7.142857142857143,2.7995813710099413,0,-2.7995813710099413,0,2.7995813710099413,0,181.9047619047619,183,179.9047619047619,181,0
issue_unvotes,Nuclear weapons and nuclear material,2011,pós-2009,17,12,5,70.58823529411765,79.57918892694425,90.80459770114942,56.66397787952633,67.42857142857143,78.28216964221974,89.55243048866629,82.69203521028305,90.80459770114942,4.780317649062119,3.409090909090909,22.91521104741792,0,-22.91521104741792,0,22.91521104741792,0,178.11764705882354,178,176.11764705882354,176,0
issue_unvotes,Nuclear weapons and nuclear material,2012,pós-2009,20,15,5,75,82.71967678843795,88.55373373730173,64.53982249515448,83.56278930864566,82.63093677240795,93.47826086956522,82.98589683652797,84.23913043478261,10.26647966339411,10.75268817204301,18.179854293283462,0,-18.179854293283462,0,18.179854293283462,0,185.4,186,183.4,184,0
issue_unvotes,Palestinian conflict,2005,pré-2009,15,15,0,100,85.32340872509359,91.66666666666667,85.32340872509359,91.66666666666667,85.32340872509359,91.66666666666667,NA,NA,NA,NA,0,0,0,0,0,0,168.6,171,166.6,169,0
issue_unvotes,Palestinian conflict,2006,pré-2009,20,20,0,100,82.33089752991214,90.33591731266151,82.33089752991214,90.33591731266151,82.33089752991214,90.33591731266151,NA,NA,NA,NA,0,0,0,0,0,0,174,179.5,172,177.5,0
issue_unvotes,Palestinian conflict,2007,pré-2009,19,19,0,100,85.53674091491207,93.64161849710983,85.53674091491207,93.64161849710983,85.53674091491207,93.64161849710983,NA,NA,NA,NA,0,0,0,0,0,0,168.89473684210526,175,166.89473684210526,173,0
issue_unvotes,Palestinian conflict,2008,pré-2009,17,17,0,100,86.40493290738416,93.44262295081967,86.40493290738416,93.44262295081967,86.40493290738416,93.44262295081967,NA,NA,NA,NA,0,0,0,0,0,0,175.35294117647058,177,173.35294117647058,175,0
issue_unvotes,Palestinian conflict,2009,pós-2009,17,17,0,100,84.75651175139872,93.0635838150289,84.75651175139872,93.0635838150289,84.75651175139872,93.0635838150289,NA,NA,NA,NA,0,0,0,0,0,0,170.1764705882353,176,168.1764705882353,174,0
issue_unvotes,Palestinian conflict,2010,pós-2009,14,14,0,100,87.2225042449814,94.28571428571429,87.2225042449814,94.28571428571429,87.2225042449814,94.28571428571429,NA,NA,NA,NA,0,0,0,0,0,0,177.07142857142858,176.5,175.07142857142858,174.5,0
issue_unvotes,Palestinian conflict,2011,pós-2009,17,17,0,100,88.27409971279181,93.75,88.27409971279181,93.75,88.27409971279181,93.75,NA,NA,NA,NA,0,0,0,0,0,0,169.52941176470588,174,167.52941176470588,172,0
issue_unvotes,Palestinian conflict,2012,pós-2009,17,17,0,100,84.63499244187737,92.48554913294798,84.63499244187737,92.48554913294798,84.63499244187737,92.48554913294798,NA,NA,NA,NA,0,0,0,0,0,0,177.05882352941177,179,175.05882352941177,177,0
issue_unvotes,Sem issue codificado,2005,pré-2009,31,24,7,77.41935483870968,79.6176120741359,82.3529411764706,65.01824895502196,72.65625,79.76477934233732,87.31092436974791,79.11303858315962,82.20338983050847,14.458716198512159,15.2317880794702,14.599363119113942,0,-14.599363119113942,0,14.599363119113942,0,147.16129032258064,146,145.16129032258064,144,0
issue_unvotes,Sem issue codificado,2006,pré-2009,26,20,6,76.92307692307693,77.13963237899402,87.82598467535959,70.87340273657128,87.82598467535959,84.73806711148644,88.08268262177602,51.81151660401927,58.03640352659164,24.657854820187385,20.170877959169527,6.26622964242274,0,-6.26622964242274,0,9.99992572162444,0,171.6153846153846,175,169.6153846153846,173,7.6923076923076925
issue_unvotes,Sem issue codificado,2007,pré-2009,17,13,4,76.47058823529412,79.32961464400816,94.70588235294117,76.28501302012138,92.73743016759776,91.33793216009376,96.64429530201342,40.302582716729944,28.024975353269802,27.36302581521116,30.995727900098586,3.0446016238867726,0,-3.0446016238867726,0,7.818167158697983,0,166.2941176470588,172,164.2941176470588,170,11.76470588235294
issue_unvotes,Sem issue codificado,2008,pré-2009,20,12,8,60,68.37271699276681,86.91275167785236,61.33782694949159,64.07478668228208,83.15792562969493,87.70949720670392,46.19490403737461,38.01949370515771,28.607678929186584,29.01850627891606,7.034890043275212,0,-7.034890043275212,0,9.478071861457032,0,170.8,176,168.8,174,5
issue_unvotes,Sem issue codificado,2009,pós-2009,14,12,2,85.71428571428571,78.24031677376927,87.20930232558139,79.3647611401273,87.20930232558139,87.22831911776518,87.24626965990052,24.312302709793794,24.312302709793794,32.1834132743,32.1834132743,-1.1244443663580295,0,1.1244443663580295,0,3.2521039408261156,0,166.64285714285714,174,164.64285714285714,172,7.142857142857142
issue_unvotes,Sem issue codificado,2010,pós-2009,15,13,2,86.66666666666667,90.99678967422331,97.77777777777777,83.59023660727884,97.58064516129032,94.73368466334094,97.77777777777777,66.7069722449587,66.7069722449587,11.157824242875215,11.157824242875215,7.406553066944463,0,-7.406553066944463,0,7.406553066944463,0,172.8,181,170.8,179,0
issue_unvotes,Sem issue codificado,2011,pós-2009,28,25,3,89.28571428571429,75.08952388572281,87.14080459770115,75.49536804156696,87.14080459770115,80.28208493382773,87.5,31.81818181818182,2.840909090909091,35.6060606060606,8.522727272727273,-0.4058441558441574,0,0.4058441558441574,0,6.371753246753248,0,168.85714285714286,175.5,166.85714285714286,173.5,3.571428571428571
issue_unvotes,Sem issue codificado,2012,pós-2009,20,14,6,70,81.46561615129482,93.49973606816982,67.3215413043219,88.74506529000911,86.90795887576903,96.69552364864865,68.76681646085503,87.7721394663611,21.619900304278623,7.382550335570469,14.144074846972922,0,-14.144074846972922,0,23.437553107842486,0,168.05,177.5,166.05,175.5,5
