case_id,theme,doc_symbol,year,country,vote,committee_record_symbol,committee_record_url,draft_symbols,speech_found_in_record,speech_found_for_case,relevance_rule,speaker_excerpt,source_note,date_accessed
N1,Country-specific human rights reports: DPRK,A/RES/62/167,2007,Brazil,yes,A/C.3/62/SR.51,https://documents.un.org/api/symbol/access?l=en&s=A%2FC.3%2F62%2FSR.51&t=pdf,A/C.3/62/L.37; A/C.3/62/L.37/Rev.1; A/C.3/62/L.41; A/C.3/62/L.41/Rev.1; A/C.3/62/L.43; A/C.3/62/L.51; A/C.3/62/L.83,TRUE,FALSE,,,"Official Third Committee summary record, extracted from documents.un.org PDF.",2026-05-16
N1,Country-specific human rights reports: DPRK,A/RES/62/167,2007,China,no,A/C.3/62/SR.51,https://documents.un.org/api/symbol/access?l=en&s=A%2FC.3%2F62%2FSR.51&t=pdf,A/C.3/62/L.37; A/C.3/62/L.37/Rev.1; A/C.3/62/L.41; A/C.3/62/L.41/Rev.1; A/C.3/62/L.43; A/C.3/62/L.51; A/C.3/62/L.83,TRUE,TRUE,mentions selected theme,"24. Mr. Guo Jiakun (China) said that the Human
Rights Council had been established to save the
international community from political confrontation.
With the completion of the Council’s institution-
building procedure, the Third Committee, as the
General Assembly’s specialized human rights body,
should steer clear of double standards. His delegation
therefore supported the motion for the adjournment of
the debate.
25. Mr. Gala López (Cuba) said that his delegation
was opposed to subjectivity and double standards in
human rights matters, which should not be used to
advance political ends or to seek domination. In view
of the manipulation exemplified in draft resolution
A/C.3/62/L.51, his delegation supported the motion.
26. Mr. Bucci (San Marino) said that, in his
delegation’s view, no-action motions deprived Member
States of the right to express their opinions on issues
they deemed impo…","Official Third Committee summary record, extracted from documents.un.org PDF.",2026-05-16
N1,Country-specific human rights reports: DPRK,A/RES/64/175,2009,Brazil,abstain,A/C.3/64/SR.5,https://documents.un.org/api/symbol/access?l=en&s=A%2FC.3%2F64%2FSR.5&t=pdf,A/C.3/64/L.35; A/C.3/64/L.36; A/C.3/64/L.37; A/C.3/64/L.62,FALSE,FALSE,,,"Official Third Committee summary record, extracted from documents.un.org PDF.",2026-05-16
N1,Country-specific human rights reports: DPRK,A/RES/64/175,2009,China,no,A/C.3/64/SR.5,https://documents.un.org/api/symbol/access?l=en&s=A%2FC.3%2F64%2FSR.5&t=pdf,A/C.3/64/L.35; A/C.3/64/L.36; A/C.3/64/L.37; A/C.3/64/L.62,TRUE,FALSE,,,"Official Third Committee summary record, extracted from documents.un.org PDF.",2026-05-16
N1,Country-specific human rights reports: DPRK,A/RES/64/175,2009,Brazil,abstain,A/C.3/64/SR.22,https://documents.un.org/api/symbol/access?l=en&s=A%2FC.3%2F64%2FSR.22&t=pdf,A/C.3/64/L.35; A/C.3/64/L.36; A/C.3/64/L.37; A/C.3/64/L.62,FALSE,FALSE,,,"Official Third Committee summary record, extracted from documents.un.org PDF.",2026-05-16
N1,Country-specific human rights reports: DPRK,A/RES/64/175,2009,China,no,A/C.3/64/SR.22,https://documents.un.org/api/symbol/access?l=en&s=A%2FC.3%2F64%2FSR.22&t=pdf,A/C.3/64/L.35; A/C.3/64/L.36; A/C.3/64/L.37; A/C.3/64/L.62,TRUE,FALSE,,,"Official Third Committee summary record, extracted from documents.un.org PDF.",2026-05-16
N1,Country-specific human rights reports: DPRK,A/RES/64/175,2009,Brazil,abstain,A/C.3/64/SR.24,https://documents.un.org/api/symbol/access?l=en&s=A%2FC.3%2F64%2FSR.24&t=pdf,A/C.3/64/L.35; A/C.3/64/L.36; A/C.3/64/L.37; A/C.3/64/L.62,FALSE,FALSE,,,"Official Third Committee summary record, extracted from documents.un.org PDF.",2026-05-16
N1,Country-specific human rights reports: DPRK,A/RES/64/175,2009,China,no,A/C.3/64/SR.24,https://documents.un.org/api/symbol/access?l=en&s=A%2FC.3%2F64%2FSR.24&t=pdf,A/C.3/64/L.35; A/C.3/64/L.36; A/C.3/64/L.37; A/C.3/64/L.62,FALSE,FALSE,,,"Official Third Committee summary record, extracted from documents.un.org PDF.",2026-05-16
N1,Country-specific human rights reports: DPRK,A/RES/64/175,2009,Brazil,abstain,A/C.3/64/SR.34,https://documents.un.org/api/symbol/access?l=en&s=A%2FC.3%2F64%2FSR.34&t=pdf,A/C.3/64/L.35; A/C.3/64/L.36; A/C.3/64/L.37; A/C.3/64/L.62,FALSE,FALSE,,,"Official Third Committee summary record, extracted from documents.un.org PDF.",2026-05-16
N1,Country-specific human rights reports: DPRK,A/RES/64/175,2009,China,no,A/C.3/64/SR.34,https://documents.un.org/api/symbol/access?l=en&s=A%2FC.3%2F64%2FSR.34&t=pdf,A/C.3/64/L.35; A/C.3/64/L.36; A/C.3/64/L.37; A/C.3/64/L.62,FALSE,FALSE,,,"Official Third Committee summary record, extracted from documents.un.org PDF.",2026-05-16
N1,Country-specific human rights reports: DPRK,A/RES/64/175,2009,Brazil,abstain,A/C.3/64/SR.36,https://documents.un.org/api/symbol/access?l=en&s=A%2FC.3%2F64%2FSR.36&t=pdf,A/C.3/64/L.35; A/C.3/64/L.36; A/C.3/64/L.37; A/C.3/64/L.62,FALSE,FALSE,,,"Official Third Committee summary record, extracted from documents.un.org PDF.",2026-05-16
N1,Country-specific human rights reports: DPRK,A/RES/64/175,2009,China,no,A/C.3/64/SR.36,https://documents.un.org/api/symbol/access?l=en&s=A%2FC.3%2F64%2FSR.36&t=pdf,A/C.3/64/L.35; A/C.3/64/L.36; A/C.3/64/L.37; A/C.3/64/L.62,TRUE,FALSE,,,"Official Third Committee summary record, extracted from documents.un.org PDF.",2026-05-16
N1,Country-specific human rights reports: DPRK,A/RES/64/175,2009,Brazil,abstain,A/C.3/64/SR.40,https://documents.un.org/api/symbol/access?l=en&s=A%2FC.3%2F64%2FSR.40&t=pdf,A/C.3/64/L.35; A/C.3/64/L.36; A/C.3/64/L.37; A/C.3/64/L.62,TRUE,FALSE,,,"Official Third Committee summary record, extracted from documents.un.org PDF.",2026-05-16
N1,Country-specific human rights reports: DPRK,A/RES/64/175,2009,China,no,A/C.3/64/SR.40,https://documents.un.org/api/symbol/access?l=en&s=A%2FC.3%2F64%2FSR.40&t=pdf,A/C.3/64/L.35; A/C.3/64/L.36; A/C.3/64/L.37; A/C.3/64/L.62,FALSE,FALSE,,,"Official Third Committee summary record, extracted from documents.un.org PDF.",2026-05-16
N1,Country-specific human rights reports: DPRK,A/RES/64/175,2009,Brazil,abstain,A/C.3/64/SR.41,https://documents.un.org/api/symbol/access?l=en&s=A%2FC.3%2F64%2FSR.41&t=pdf,A/C.3/64/L.35; A/C.3/64/L.36; A/C.3/64/L.37; A/C.3/64/L.62,FALSE,FALSE,,,"Official Third Committee summary record, extracted from documents.un.org PDF.",2026-05-16
N1,Country-specific human rights reports: DPRK,A/RES/64/175,2009,China,no,A/C.3/64/SR.41,https://documents.un.org/api/symbol/access?l=en&s=A%2FC.3%2F64%2FSR.41&t=pdf,A/C.3/64/L.35; A/C.3/64/L.36; A/C.3/64/L.37; A/C.3/64/L.62,FALSE,FALSE,,,"Official Third Committee summary record, extracted from documents.un.org PDF.",2026-05-16
N1,Country-specific human rights reports: DPRK,A/RES/64/175,2009,Brazil,abstain,A/C.3/64/SR.42,https://documents.un.org/api/symbol/access?l=en&s=A%2FC.3%2F64%2FSR.42&t=pdf,A/C.3/64/L.35; A/C.3/64/L.36; A/C.3/64/L.37; A/C.3/64/L.62,TRUE,FALSE,,,"Official Third Committee summary record, extracted from documents.un.org PDF.",2026-05-16
N1,Country-specific human rights reports: DPRK,A/RES/64/175,2009,China,no,A/C.3/64/SR.42,https://documents.un.org/api/symbol/access?l=en&s=A%2FC.3%2F64%2FSR.42&t=pdf,A/C.3/64/L.35; A/C.3/64/L.36; A/C.3/64/L.37; A/C.3/64/L.62,FALSE,FALSE,,,"Official Third Committee summary record, extracted from documents.un.org PDF.",2026-05-16
N1,Country-specific human rights reports: DPRK,A/RES/64/175,2009,Brazil,abstain,A/C.3/64/SR.43,https://documents.un.org/api/symbol/access?l=en&s=A%2FC.3%2F64%2FSR.43&t=pdf,A/C.3/64/L.35; A/C.3/64/L.36; A/C.3/64/L.37; A/C.3/64/L.62,FALSE,FALSE,,,"Official Third Committee summary record, extracted from documents.un.org PDF.",2026-05-16
N1,Country-specific human rights reports: DPRK,A/RES/64/175,2009,China,no,A/C.3/64/SR.43,https://documents.un.org/api/symbol/access?l=en&s=A%2FC.3%2F64%2FSR.43&t=pdf,A/C.3/64/L.35; A/C.3/64/L.36; A/C.3/64/L.37; A/C.3/64/L.62,FALSE,FALSE,,,"Official Third Committee summary record, extracted from documents.un.org PDF.",2026-05-16
N1,Country-specific human rights reports: DPRK,A/RES/64/175,2009,Brazil,abstain,A/C.3/64/SR.44,https://documents.un.org/api/symbol/access?l=en&s=A%2FC.3%2F64%2FSR.44&t=pdf,A/C.3/64/L.35; A/C.3/64/L.36; A/C.3/64/L.37; A/C.3/64/L.62,TRUE,TRUE,mentions selected theme,"98. Mr. Perez (Brazil) said that his delegation noted
the concerns that had been raised regarding human
rights in the Democratic People’s Republic of Korea,
but had abstained on the grounds that the Council had
principal responsibility for such issues. His delegation
encouraged the Democratic People’s Republic of Korea
to extend invitations to special mandate holders, fulfil
its obligations to the Council and implement the
recommendations of the forthcoming universal periodic
review.
99. Mr. Ahmed (Bangladesh) said that his country
was concerned at the longstanding issue of abductions,A/C.3/64/SR.44
13 09-61363
and hoped for the immediate return of the abductees.
However, his delegation had abstained because it
believed that country-specific resolutions were not the
best way forward.
100. Ms. Al-Zibdeh (Jordan) said that although her
delegation had abstained, it remained concerned at t…","Official Third Committee summary record, extracted from documents.un.org PDF.",2026-05-16
N1,Country-specific human rights reports: DPRK,A/RES/64/175,2009,China,no,A/C.3/64/SR.44,https://documents.un.org/api/symbol/access?l=en&s=A%2FC.3%2F64%2FSR.44&t=pdf,A/C.3/64/L.35; A/C.3/64/L.36; A/C.3/64/L.37; A/C.3/64/L.62,TRUE,TRUE,mentions selected theme,"60. Ms. Zhang Dan (China) said that the right to
development was an inalienable right and one of the
pillars of the Organization’s work. The Human Rights
Council should strengthen its support for the Working
Group on the Right to Development and the high-level
task force on the implementation of the right to
development. The international community must work
to promote that right, encourage effective cooperation,
eliminate obstacles to its realization and mainstream
the right to development in the work of the United
Nations, the international financial institutions and the
multilateral trade system.
Agenda item 69: Promotion and protection of human
rights (continued)
(c) Human rights situations and reports of special
rapporteurs and representatives (continued)
(A/C.3/64/L.35 and A/C.3/64/L.36)
61. Ms. Gendi (Egypt), speaking on behalf of the
Movement of Non-Aligned Countries with regard…","Official Third Committee summary record, extracted from documents.un.org PDF.",2026-05-16
N1,Country-specific human rights reports: DPRK,A/RES/64/175,2009,Brazil,abstain,A/C.3/64/SR.45,https://documents.un.org/api/symbol/access?l=en&s=A%2FC.3%2F64%2FSR.45&t=pdf,A/C.3/64/L.35; A/C.3/64/L.36; A/C.3/64/L.37; A/C.3/64/L.62,TRUE,FALSE,,,"Official Third Committee summary record, extracted from documents.un.org PDF.",2026-05-16
N1,Country-specific human rights reports: DPRK,A/RES/64/175,2009,China,no,A/C.3/64/SR.45,https://documents.un.org/api/symbol/access?l=en&s=A%2FC.3%2F64%2FSR.45&t=pdf,A/C.3/64/L.35; A/C.3/64/L.36; A/C.3/64/L.37; A/C.3/64/L.62,FALSE,FALSE,,,"Official Third Committee summary record, extracted from documents.un.org PDF.",2026-05-16
N1,Country-specific human rights reports: DPRK,A/RES/64/175,2009,Brazil,abstain,A/C.3/64/SR.46,https://documents.un.org/api/symbol/access?l=en&s=A%2FC.3%2F64%2FSR.46&t=pdf,A/C.3/64/L.35; A/C.3/64/L.36; A/C.3/64/L.37; A/C.3/64/L.62,FALSE,FALSE,,,"Official Third Committee summary record, extracted from documents.un.org PDF.",2026-05-16
N1,Country-specific human rights reports: DPRK,A/RES/64/175,2009,China,no,A/C.3/64/SR.46,https://documents.un.org/api/symbol/access?l=en&s=A%2FC.3%2F64%2FSR.46&t=pdf,A/C.3/64/L.35; A/C.3/64/L.36; A/C.3/64/L.37; A/C.3/64/L.62,FALSE,FALSE,,,"Official Third Committee summary record, extracted from documents.un.org PDF.",2026-05-16
N1,Country-specific human rights reports: DPRK,A/RES/64/175,2009,Brazil,abstain,A/C.3/64/SR.47,https://documents.un.org/api/symbol/access?l=en&s=A%2FC.3%2F64%2FSR.47&t=pdf,A/C.3/64/L.35; A/C.3/64/L.36; A/C.3/64/L.37; A/C.3/64/L.62,FALSE,FALSE,,,"Official Third Committee summary record, extracted from documents.un.org PDF.",2026-05-16
N1,Country-specific human rights reports: DPRK,A/RES/64/175,2009,China,no,A/C.3/64/SR.47,https://documents.un.org/api/symbol/access?l=en&s=A%2FC.3%2F64%2FSR.47&t=pdf,A/C.3/64/L.35; A/C.3/64/L.36; A/C.3/64/L.37; A/C.3/64/L.62,FALSE,FALSE,,,"Official Third Committee summary record, extracted from documents.un.org PDF.",2026-05-16
N1,Country-specific human rights reports: DPRK,A/RES/66/174,2011,Brazil,yes,A/C.3/66/SR.23,https://documents.un.org/api/symbol/access?l=en&s=A%2FC.3%2F66%2FSR.23&t=pdf,A/C.3/66/L.54; A/C.3/66/L.55; A/C.3/66/L.55/Rev.1; A/C.3/66/L.56; A/C.3/66/L.70,FALSE,FALSE,,,"Official Third Committee summary record, extracted from documents.un.org PDF.",2026-05-16
N1,Country-specific human rights reports: DPRK,A/RES/66/174,2011,China,no,A/C.3/66/SR.23,https://documents.un.org/api/symbol/access?l=en&s=A%2FC.3%2F66%2FSR.23&t=pdf,A/C.3/66/L.54; A/C.3/66/L.55; A/C.3/66/L.55/Rev.1; A/C.3/66/L.56; A/C.3/66/L.70,TRUE,FALSE,,,"Official Third Committee summary record, extracted from documents.un.org PDF.",2026-05-16
N1,Country-specific human rights reports: DPRK,A/RES/66/174,2011,Brazil,yes,A/C.3/66/SR.24,https://documents.un.org/api/symbol/access?l=en&s=A%2FC.3%2F66%2FSR.24&t=pdf,A/C.3/66/L.54; A/C.3/66/L.55; A/C.3/66/L.55/Rev.1; A/C.3/66/L.56; A/C.3/66/L.70,FALSE,FALSE,,,"Official Third Committee summary record, extracted from documents.un.org PDF.",2026-05-16
N1,Country-specific human rights reports: DPRK,A/RES/66/174,2011,China,no,A/C.3/66/SR.24,https://documents.un.org/api/symbol/access?l=en&s=A%2FC.3%2F66%2FSR.24&t=pdf,A/C.3/66/L.54; A/C.3/66/L.55; A/C.3/66/L.55/Rev.1; A/C.3/66/L.56; A/C.3/66/L.70,FALSE,FALSE,,,"Official Third Committee summary record, extracted from documents.un.org PDF.",2026-05-16
N1,Country-specific human rights reports: DPRK,A/RES/66/174,2011,Brazil,yes,A/C.3/66/SR.35,https://documents.un.org/api/symbol/access?l=en&s=A%2FC.3%2F66%2FSR.35&t=pdf,A/C.3/66/L.54; A/C.3/66/L.55; A/C.3/66/L.55/Rev.1; A/C.3/66/L.56; A/C.3/66/L.70,FALSE,FALSE,,,"Official Third Committee summary record, extracted from documents.un.org PDF.",2026-05-16
N1,Country-specific human rights reports: DPRK,A/RES/66/174,2011,China,no,A/C.3/66/SR.35,https://documents.un.org/api/symbol/access?l=en&s=A%2FC.3%2F66%2FSR.35&t=pdf,A/C.3/66/L.54; A/C.3/66/L.55; A/C.3/66/L.55/Rev.1; A/C.3/66/L.56; A/C.3/66/L.70,FALSE,FALSE,,,"Official Third Committee summary record, extracted from documents.un.org PDF.",2026-05-16
N1,Country-specific human rights reports: DPRK,A/RES/66/174,2011,Brazil,yes,A/C.3/66/SR.41,https://documents.un.org/api/symbol/access?l=en&s=A%2FC.3%2F66%2FSR.41&t=pdf,A/C.3/66/L.54; A/C.3/66/L.55; A/C.3/66/L.55/Rev.1; A/C.3/66/L.56; A/C.3/66/L.70,FALSE,FALSE,,,"Official Third Committee summary record, extracted from documents.un.org PDF.",2026-05-16
N1,Country-specific human rights reports: DPRK,A/RES/66/174,2011,China,no,A/C.3/66/SR.41,https://documents.un.org/api/symbol/access?l=en&s=A%2FC.3%2F66%2FSR.41&t=pdf,A/C.3/66/L.54; A/C.3/66/L.55; A/C.3/66/L.55/Rev.1; A/C.3/66/L.56; A/C.3/66/L.70,FALSE,FALSE,,,"Official Third Committee summary record, extracted from documents.un.org PDF.",2026-05-16
N1,Country-specific human rights reports: DPRK,A/RES/66/174,2011,Brazil,yes,A/C.3/66/SR.42,https://documents.un.org/api/symbol/access?l=en&s=A%2FC.3%2F66%2FSR.42&t=pdf,A/C.3/66/L.54; A/C.3/66/L.55; A/C.3/66/L.55/Rev.1; A/C.3/66/L.56; A/C.3/66/L.70,FALSE,FALSE,,,"Official Third Committee summary record, extracted from documents.un.org PDF.",2026-05-16
N1,Country-specific human rights reports: DPRK,A/RES/66/174,2011,China,no,A/C.3/66/SR.42,https://documents.un.org/api/symbol/access?l=en&s=A%2FC.3%2F66%2FSR.42&t=pdf,A/C.3/66/L.54; A/C.3/66/L.55; A/C.3/66/L.55/Rev.1; A/C.3/66/L.56; A/C.3/66/L.70,FALSE,FALSE,,,"Official Third Committee summary record, extracted from documents.un.org PDF.",2026-05-16
N1,Country-specific human rights reports: DPRK,A/RES/66/174,2011,Brazil,yes,A/C.3/66/SR.43,https://documents.un.org/api/symbol/access?l=en&s=A%2FC.3%2F66%2FSR.43&t=pdf,A/C.3/66/L.54; A/C.3/66/L.55; A/C.3/66/L.55/Rev.1; A/C.3/66/L.56; A/C.3/66/L.70,FALSE,FALSE,,,"Official Third Committee summary record, extracted from documents.un.org PDF.",2026-05-16
