sample_id,sample_label,anchor_id,anchor_label,anchor_type,period,n_resolution_anchor_rows,n_resolutions,n_years,mean_brazil_china_agreement,mean_brazil_anchor_agreement,mean_relative_agreement_china_minus_anchor,mean_brazil_china_similarity,mean_brazil_anchor_similarity,mean_relative_similarity_china_minus_anchor,n_anchor_ties_omitted,mean_anchor_valid_members
china_usa_strong_divergent,China-U.S. strong yes-no divergent votes,g77_fixed,"G77 modal vote excluding Brazil and China, fixed official member list",bloc_modal,Post-2009,190,190,4,0.8789473684210526,0.9578947368421052,-0.07894736842105263,0.9210526315789473,0.9815789473684211,-0.06052631578947368,0,115.97368421052632
china_usa_strong_divergent,China-U.S. strong yes-no divergent votes,g77_fixed,"G77 modal vote excluding Brazil and China, fixed official member list",bloc_modal,Pre-2009,277,277,4,0.8483754512635379,0.8844765342960289,-0.036101083032490974,0.9025270758122743,0.9386281588447654,-0.036101083032490926,0,112.49097472924188
china_usa_strong_divergent,China-U.S. strong yes-no divergent votes,india,India,individual,Post-2009,190,190,4,0.8789473684210526,0.8263157894736842,0.05263157894736842,0.9210526315789473,0.8947368421052632,0.02631578947368423,0,1
china_usa_strong_divergent,China-U.S. strong yes-no divergent votes,india,India,individual,Pre-2009,275,275,4,0.8472727272727273,0.76,0.08727272727272728,0.9018181818181817,0.8563636363636363,0.045454545454545484,0,1
china_usa_strong_divergent,China-U.S. strong yes-no divergent votes,latin_america_peers,"Latin American peer modal vote excluding Brazil, non-Caribbean",bloc_modal,Post-2009,189,189,4,0.8835978835978836,0.9047619047619048,-0.021164021164021163,0.9232804232804233,0.9603174603174603,-0.03703703703703705,0,18.59259259259259
china_usa_strong_divergent,China-U.S. strong yes-no divergent votes,latin_america_peers,"Latin American peer modal vote excluding Brazil, non-Caribbean",bloc_modal,Pre-2009,274,274,4,0.8503649635036497,0.8832116788321168,-0.032846715328467155,0.9032846715328468,0.947992700729927,-0.04470802919708031,0,18.452554744525546
china_usa_strong_divergent,China-U.S. strong yes-no divergent votes,russia,Russia,individual,Post-2009,190,190,4,0.8789473684210526,0.7157894736842105,0.1631578947368421,0.9210526315789473,0.8263157894736842,0.09473684210526315,0,1
china_usa_strong_divergent,China-U.S. strong yes-no divergent votes,russia,Russia,individual,Pre-2009,276,276,4,0.8478260869565217,0.6956521739130435,0.15217391304347827,0.9021739130434782,0.8188405797101449,0.0833333333333333,0,1
china_usa_strong_divergent,China-U.S. strong yes-no divergent votes,south_africa,South Africa,individual,Post-2009,188,188,4,0.8776595744680851,0.9414893617021277,-0.06382978723404255,0.9202127659574468,0.9707446808510638,-0.050531914893617025,0,1
china_usa_strong_divergent,China-U.S. strong yes-no divergent votes,south_africa,South Africa,individual,Pre-2009,276,276,4,0.8478260869565217,0.855072463768116,-0.007246376811594203,0.9021739130434782,0.923913043478261,-0.021739130434782615,0,1
china_usa_strong_divergent,China-U.S. strong yes-no divergent votes,united_states,United States,individual,Post-2009,190,190,4,0.8789473684210526,0.03684210526315789,0.8421052631578947,0.9210526315789473,0.07894736842105261,0.8421052631578947,0,1
china_usa_strong_divergent,China-U.S. strong yes-no divergent votes,united_states,United States,individual,Pre-2009,277,277,4,0.8483754512635379,0.04332129963898917,0.8050541516245487,0.9025270758122743,0.09747292418772566,0.8050541516245486,0,1
human_rights,Human-rights votes,brics_peers_fixed,"BRICS peers excluding Brazil and China, fixed",bloc_modal,Post-2009,95,95,4,0.7789473684210526,0.8631578947368421,-0.08421052631578947,0.8526315789473684,0.9315789473684211,-0.07894736842105261,0,2.9789473684210526
human_rights,Human-rights votes,brics_peers_fixed,"BRICS peers excluding Brazil and China, fixed",bloc_modal,Pre-2009,101,101,4,0.7029702970297029,0.7326732673267327,-0.0297029702970297,0.801980198019802,0.8465346534653465,-0.044554455445544545,0,2.99009900990099
human_rights,Human-rights votes,brics_peers_historical,"BRICS peers excluding Brazil and China, historical",bloc_modal,Post-2009,78,78,4,0.8461538461538461,0.8717948717948718,-0.02564102564102564,0.903846153846154,0.9358974358974359,-0.03205128205128211,0,2.576923076923077
human_rights,Human-rights votes,brics_peers_historical,"BRICS peers excluding Brazil and China, historical",bloc_modal,Pre-2009,76,76,4,0.7105263157894737,0.7105263157894737,0,0.8157894736842105,0.8289473684210527,-0.013157894736842115,0,2
human_rights,Human-rights votes,g77_fixed,"G77 modal vote excluding Brazil and China, fixed official member list",bloc_modal,Post-2009,96,96,4,0.7708333333333334,0.9270833333333334,-0.15625,0.8489583333333333,0.953125,-0.10416666666666663,0,117.54166666666667
human_rights,Human-rights votes,g77_fixed,"G77 modal vote excluding Brazil and China, fixed official member list",bloc_modal,Pre-2009,102,102,4,0.696078431372549,0.7745098039215687,-0.0784313725490196,0.7941176470588236,0.8872549019607843,-0.09313725490196077,0,115.15686274509804
human_rights,Human-rights votes,india,India,individual,Post-2009,96,96,4,0.7708333333333334,0.84375,-0.07291666666666667,0.8489583333333333,0.90625,-0.057291666666666664,0,1
human_rights,Human-rights votes,india,India,individual,Pre-2009,101,101,4,0.693069306930693,0.7128712871287128,-0.019801980198019802,0.7920792079207921,0.8267326732673268,-0.03465346534653463,0,1
human_rights,Human-rights votes,latin_america_peers,"Latin American peer modal vote excluding Brazil, non-Caribbean",bloc_modal,Post-2009,95,95,4,0.7789473684210526,0.8631578947368421,-0.08421052631578947,0.8526315789473684,0.9421052631578948,-0.08947368421052627,0,18.557894736842105
human_rights,Human-rights votes,latin_america_peers,"Latin American peer modal vote excluding Brazil, non-Caribbean",bloc_modal,Pre-2009,100,100,4,0.7,0.79,-0.09,0.795,0.9025,-0.10750000000000003,0,18.57
human_rights,Human-rights votes,russia,Russia,individual,Post-2009,96,96,4,0.7708333333333334,0.65625,0.11458333333333333,0.8489583333333333,0.8072916666666666,0.04166666666666664,0,1
human_rights,Human-rights votes,russia,Russia,individual,Pre-2009,102,102,4,0.696078431372549,0.5784313725490197,0.11764705882352941,0.7941176470588236,0.7549019607843137,0.0392156862745098,0,1
human_rights,Human-rights votes,south_africa,South Africa,individual,Post-2009,94,94,4,0.7659574468085106,0.9042553191489362,-0.13829787234042554,0.8457446808510638,0.9521276595744681,-0.10638297872340424,0,1
human_rights,Human-rights votes,south_africa,South Africa,individual,Pre-2009,102,102,4,0.696078431372549,0.7450980392156863,-0.049019607843137254,0.7941176470588236,0.8725490196078431,-0.07843137254901965,0,1
human_rights,Human-rights votes,united_states,United States,individual,Post-2009,96,96,4,0.7708333333333334,0.09375,0.6770833333333334,0.8489583333333333,0.19791666666666666,0.6510416666666667,0,1
human_rights,Human-rights votes,united_states,United States,individual,Pre-2009,102,102,4,0.696078431372549,0.10784313725490197,0.5882352941176471,0.7941176470588236,0.2352941176470588,0.5588235294117647,0,1
human_rights_china_usa_divergent,Human-rights votes where China and the United States diverged,brics_peers_fixed,"BRICS peers excluding Brazil and China, fixed",bloc_modal,Post-2009,86,86,4,0.813953488372093,0.8488372093023255,-0.03488372093023256,0.8837209302325582,0.9244186046511628,-0.040697674418604654,0,2.988372093023256
human_rights_china_usa_divergent,Human-rights votes where China and the United States diverged,brics_peers_fixed,"BRICS peers excluding Brazil and China, fixed",bloc_modal,Pre-2009,95,95,4,0.7157894736842105,0.7263157894736842,-0.010526315789473684,0.8157894736842105,0.8421052631578947,-0.02631578947368423,0,2.9894736842105263
human_rights_china_usa_divergent,Human-rights votes where China and the United States diverged,brics_peers_historical,"BRICS peers excluding Brazil and China, historical",bloc_modal,Post-2009,72,72,4,0.8611111111111112,0.8611111111111112,0,0.9166666666666667,0.9305555555555556,-0.01388888888888889,0,2.5694444444444446
human_rights_china_usa_divergent,Human-rights votes where China and the United States diverged,brics_peers_historical,"BRICS peers excluding Brazil and China, historical",bloc_modal,Pre-2009,74,74,4,0.7027027027027027,0.7027027027027027,0,0.8108108108108109,0.8243243243243243,-0.013513513513513526,0,2
human_rights_china_usa_divergent,Human-rights votes where China and the United States diverged,g77_fixed,"G77 modal vote excluding Brazil and China, fixed official member list",bloc_modal,Post-2009,87,87,4,0.8045977011494253,0.9195402298850575,-0.11494252873563218,0.8793103448275862,0.9655172413793104,-0.0862068965517241,0,117.91954022988506
human_rights_china_usa_divergent,Human-rights votes where China and the United States diverged,g77_fixed,"G77 modal vote excluding Brazil and China, fixed official member list",bloc_modal,Pre-2009,96,96,4,0.7083333333333334,0.78125,-0.07291666666666667,0.8072916666666666,0.8958333333333334,-0.08854166666666666,0,114.97916666666667
human_rights_china_usa_divergent,Human-rights votes where China and the United States diverged,india,India,individual,Post-2009,87,87,4,0.8045977011494253,0.8620689655172413,-0.05747126436781609,0.8793103448275862,0.9310344827586207,-0.05172413793103449,0,1
human_rights_china_usa_divergent,Human-rights votes where China and the United States diverged,india,India,individual,Pre-2009,95,95,4,0.7052631578947368,0.7157894736842105,-0.010526315789473684,0.8052631578947368,0.8368421052631578,-0.03157894736842107,0,1
human_rights_china_usa_divergent,Human-rights votes where China and the United States diverged,latin_america_peers,"Latin American peer modal vote excluding Brazil, non-Caribbean",bloc_modal,Post-2009,86,86,4,0.813953488372093,0.8488372093023255,-0.03488372093023256,0.8837209302325582,0.936046511627907,-0.05232558139534883,0,18.6046511627907
human_rights_china_usa_divergent,Human-rights votes where China and the United States diverged,latin_america_peers,"Latin American peer modal vote excluding Brazil, non-Caribbean",bloc_modal,Pre-2009,94,94,4,0.7127659574468085,0.776595744680851,-0.06382978723404255,0.8085106382978723,0.8962765957446809,-0.08776595744680853,0,18.56382978723404
human_rights_china_usa_divergent,Human-rights votes where China and the United States diverged,russia,Russia,individual,Post-2009,87,87,4,0.8045977011494253,0.6436781609195402,0.16091954022988506,0.8793103448275862,0.7988505747126436,0.08045977011494251,0,1
human_rights_china_usa_divergent,Human-rights votes where China and the United States diverged,russia,Russia,individual,Pre-2009,96,96,4,0.7083333333333334,0.5729166666666666,0.13541666666666666,0.8072916666666666,0.75,0.057291666666666664,0,1
human_rights_china_usa_divergent,Human-rights votes where China and the United States diverged,south_africa,South Africa,individual,Post-2009,86,86,4,0.8023255813953488,0.8953488372093024,-0.09302325581395349,0.877906976744186,0.9476744186046512,-0.06976744186046512,0,1
human_rights_china_usa_divergent,Human-rights votes where China and the United States diverged,south_africa,South Africa,individual,Pre-2009,96,96,4,0.7083333333333334,0.75,-0.041666666666666664,0.8072916666666666,0.875,-0.06770833333333333,0,1
human_rights_china_usa_divergent,Human-rights votes where China and the United States diverged,united_states,United States,individual,Post-2009,87,87,4,0.8045977011494253,0.05747126436781609,0.7471264367816092,0.8793103448275862,0.16091954022988503,0.7183908045977011,0,1
human_rights_china_usa_divergent,Human-rights votes where China and the United States diverged,united_states,United States,individual,Pre-2009,96,96,4,0.7083333333333334,0.08333333333333333,0.625,0.8072916666666666,0.21354166666666669,0.59375,0,1
human_rights_china_usa_strong_divergent,Human-rights votes where China and the United States strongly diverged,brics_peers_fixed,"BRICS peers excluding Brazil and China, fixed",bloc_modal,Post-2009,77,77,4,0.8181818181818182,0.8571428571428571,-0.03896103896103896,0.8831168831168831,0.9285714285714286,-0.04545454545454546,0,2.987012987012987
human_rights_china_usa_strong_divergent,Human-rights votes where China and the United States strongly diverged,brics_peers_fixed,"BRICS peers excluding Brazil and China, fixed",bloc_modal,Pre-2009,89,89,4,0.7078651685393258,0.7191011235955056,-0.011235955056179775,0.8146067415730337,0.8370786516853933,-0.02247191011235953,0,2.9887640449438204
human_rights_china_usa_strong_divergent,Human-rights votes where China and the United States strongly diverged,brics_peers_historical,"BRICS peers excluding Brazil and China, historical",bloc_modal,Post-2009,63,63,4,0.873015873015873,0.873015873015873,0,0.9206349206349207,0.9365079365079365,-0.01587301587301588,0,2.5714285714285716
human_rights_china_usa_strong_divergent,Human-rights votes where China and the United States strongly diverged,brics_peers_historical,"BRICS peers excluding Brazil and China, historical",bloc_modal,Pre-2009,68,68,4,0.6911764705882353,0.6911764705882353,0,0.8088235294117647,0.8161764705882353,-0.007352941176470599,0,2
human_rights_china_usa_strong_divergent,Human-rights votes where China and the United States strongly diverged,g77_fixed,"G77 modal vote excluding Brazil and China, fixed official member list",bloc_modal,Post-2009,78,78,4,0.8076923076923077,0.9230769230769231,-0.11538461538461539,0.8782051282051282,0.967948717948718,-0.08974358974358977,0,118.17948717948718
human_rights_china_usa_strong_divergent,Human-rights votes where China and the United States strongly diverged,g77_fixed,"G77 modal vote excluding Brazil and China, fixed official member list",bloc_modal,Pre-2009,90,90,4,0.7,0.7666666666666667,-0.06666666666666667,0.8055555555555556,0.8888888888888888,-0.08333333333333334,0,115.3
human_rights_china_usa_strong_divergent,Human-rights votes where China and the United States strongly diverged,india,India,individual,Post-2009,78,78,4,0.8076923076923077,0.8717948717948718,-0.0641025641025641,0.8782051282051282,0.9358974358974359,-0.05769230769230768,0,1
human_rights_china_usa_strong_divergent,Human-rights votes where China and the United States strongly diverged,india,India,individual,Pre-2009,89,89,4,0.6966292134831461,0.7078651685393258,-0.011235955056179775,0.8033707865168539,0.8314606741573034,-0.028089887640449448,0,1
human_rights_china_usa_strong_divergent,Human-rights votes where China and the United States strongly diverged,latin_america_peers,"Latin American peer modal vote excluding Brazil, non-Caribbean",bloc_modal,Post-2009,77,77,4,0.8181818181818182,0.8311688311688312,-0.012987012987012988,0.8831168831168831,0.9285714285714286,-0.04545454545454548,0,18.675324675324674
human_rights_china_usa_strong_divergent,Human-rights votes where China and the United States strongly diverged,latin_america_peers,"Latin American peer modal vote excluding Brazil, non-Caribbean",bloc_modal,Pre-2009,88,88,4,0.7045454545454546,0.7840909090909091,-0.07954545454545454,0.8068181818181819,0.9005681818181818,-0.09375,0,18.556818181818183
human_rights_china_usa_strong_divergent,Human-rights votes where China and the United States strongly diverged,russia,Russia,individual,Post-2009,78,78,4,0.8076923076923077,0.6282051282051282,0.1794871794871795,0.8782051282051282,0.7884615384615384,0.08974358974358976,0,1
human_rights_china_usa_strong_divergent,Human-rights votes where China and the United States strongly diverged,russia,Russia,individual,Pre-2009,90,90,4,0.7,0.5555555555555556,0.14444444444444443,0.8055555555555556,0.7388888888888889,0.06666666666666668,0,1
human_rights_china_usa_strong_divergent,Human-rights votes where China and the United States strongly diverged,south_africa,South Africa,individual,Post-2009,77,77,4,0.8051948051948052,0.8961038961038961,-0.09090909090909091,0.8766233766233766,0.948051948051948,-0.07142857142857145,0,1
human_rights_china_usa_strong_divergent,Human-rights votes where China and the United States strongly diverged,south_africa,South Africa,individual,Pre-2009,90,90,4,0.7,0.7333333333333333,-0.03333333333333333,0.8055555555555556,0.8666666666666667,-0.06111111111111111,0,1
human_rights_china_usa_strong_divergent,Human-rights votes where China and the United States strongly diverged,united_states,United States,individual,Post-2009,78,78,4,0.8076923076923077,0.05128205128205128,0.7564102564102564,0.8782051282051282,0.12179487179487179,0.7564102564102564,0,1
human_rights_china_usa_strong_divergent,Human-rights votes where China and the United States strongly diverged,united_states,United States,individual,Pre-2009,90,90,4,0.7,0.08888888888888889,0.6111111111111112,0.8055555555555556,0.19444444444444445,0.6111111111111112,0,1
