iso3c,country_name_panel,year,abs_distance_china,country_name,cue_audit_entry_year,salience_code,display_name,country_label,period
CHL,Chile,2000,0.71022496,Chile,2008,high,Chile,Chile (CHL; entrada 2008; cue high),Antes da entrada
AUS,Australia,2010,2.1690057,Australia,2010,unknown,Austrália,Austrália (AUS; entrada 2010; cue unknown),Entrada e anos seguintes
AUS,Australia,2011,2.042198,Australia,2010,unknown,Austrália,Austrália (AUS; entrada 2010; cue unknown),Entrada e anos seguintes
AUS,Australia,2012,2.1721207,Australia,2010,unknown,Austrália,Austrália (AUS; entrada 2010; cue unknown),Entrada e anos seguintes
AUS,Australia,2013,1.8587908,Australia,2010,unknown,Austrália,Austrália (AUS; entrada 2010; cue unknown),Entrada e anos seguintes
AUS,Australia,2014,2.2598294,Australia,2010,unknown,Austrália,Austrália (AUS; entrada 2010; cue unknown),Entrada e anos seguintes
AUS,Australia,2015,1.4551872,Australia,2010,unknown,Austrália,Austrália (AUS; entrada 2010; cue unknown),Entrada e anos seguintes
AUS,Australia,2016,1.7279279,Australia,2010,unknown,Austrália,Austrália (AUS; entrada 2010; cue unknown),Entrada e anos seguintes
AUS,Australia,2017,1.5878252,Australia,2010,unknown,Austrália,Austrália (AUS; entrada 2010; cue unknown),Entrada e anos seguintes
AUS,Australia,2018,1.9675326,Australia,2010,unknown,Austrália,Austrália (AUS; entrada 2010; cue unknown),Entrada e anos seguintes
AUS,Australia,2019,1.7966744,Australia,2010,unknown,Austrália,Austrália (AUS; entrada 2010; cue unknown),Entrada e anos seguintes
AUS,Australia,2020,1.9713844000000005,Australia,2010,unknown,Austrália,Austrália (AUS; entrada 2010; cue unknown),Entrada e anos seguintes
AUS,Australia,2021,1.6829271,Australia,2010,unknown,Austrália,Austrália (AUS; entrada 2010; cue unknown),Entrada e anos seguintes
AUS,Australia,2022,2.470431,Australia,2010,unknown,Austrália,Austrália (AUS; entrada 2010; cue unknown),Entrada e anos seguintes
AUS,Australia,2023,2.1394777,Australia,2010,unknown,Austrália,Austrália (AUS; entrada 2010; cue unknown),Entrada e anos seguintes
URY,Uruguay,2000,0.7858203500000001,Uruguay,2013,high,Uruguai,Uruguai (URY; entrada 2013; cue high),Antes da entrada
URY,Uruguay,2001,0.62132703,Uruguay,2013,high,Uruguai,Uruguai (URY; entrada 2013; cue high),Antes da entrada
URY,Uruguay,2002,0.5783484099999999,Uruguay,2013,high,Uruguai,Uruguai (URY; entrada 2013; cue high),Antes da entrada
URY,Uruguay,2003,0.98553017,Uruguay,2013,high,Uruguai,Uruguai (URY; entrada 2013; cue high),Antes da entrada
URY,Uruguay,2004,0.86683102,Uruguay,2013,high,Uruguai,Uruguai (URY; entrada 2013; cue high),Antes da entrada
URY,Uruguay,2005,0.64641358,Uruguay,2013,high,Uruguai,Uruguai (URY; entrada 2013; cue high),Antes da entrada
URY,Uruguay,2006,0.79494204,Uruguay,2013,high,Uruguai,Uruguai (URY; entrada 2013; cue high),Antes da entrada
URY,Uruguay,2007,0.4695768,Uruguay,2013,high,Uruguai,Uruguai (URY; entrada 2013; cue high),Antes da entrada
URY,Uruguay,2008,0.5295094,Uruguay,2013,high,Uruguai,Uruguai (URY; entrada 2013; cue high),Antes da entrada
URY,Uruguay,2009,0.454636,Uruguay,2013,high,Uruguai,Uruguai (URY; entrada 2013; cue high),Antes da entrada
URY,Uruguay,2010,0.7159659,Uruguay,2013,high,Uruguai,Uruguai (URY; entrada 2013; cue high),Antes da entrada
URY,Uruguay,2011,0.4225477,Uruguay,2013,high,Uruguai,Uruguai (URY; entrada 2013; cue high),Antes da entrada
URY,Uruguay,2012,0.4654799,Uruguay,2013,high,Uruguai,Uruguai (URY; entrada 2013; cue high),Antes da entrada
URY,Uruguay,2013,0.08691069999999995,Uruguay,2013,high,Uruguai,Uruguai (URY; entrada 2013; cue high),Entrada e anos seguintes
URY,Uruguay,2014,0.3975584,Uruguay,2013,high,Uruguai,Uruguai (URY; entrada 2013; cue high),Entrada e anos seguintes
URY,Uruguay,2015,0.2240421,Uruguay,2013,high,Uruguai,Uruguai (URY; entrada 2013; cue high),Entrada e anos seguintes
URY,Uruguay,2016,0.03477550000000001,Uruguay,2013,high,Uruguai,Uruguai (URY; entrada 2013; cue high),Entrada e anos seguintes
URY,Uruguay,2017,0.09822810000000004,Uruguay,2013,high,Uruguai,Uruguai (URY; entrada 2013; cue high),Entrada e anos seguintes
URY,Uruguay,2018,0.14917810000000004,Uruguay,2013,high,Uruguai,Uruguai (URY; entrada 2013; cue high),Entrada e anos seguintes
URY,Uruguay,2019,0.02538580000000001,Uruguay,2013,high,Uruguai,Uruguai (URY; entrada 2013; cue high),Entrada e anos seguintes
URY,Uruguay,2020,0.52820467,Uruguay,2013,high,Uruguai,Uruguai (URY; entrada 2013; cue high),Entrada e anos seguintes
URY,Uruguay,2021,0.17964964,Uruguay,2013,high,Uruguai,Uruguai (URY; entrada 2013; cue high),Entrada e anos seguintes
URY,Uruguay,2022,1.15221168,Uruguay,2013,high,Uruguai,Uruguai (URY; entrada 2013; cue high),Entrada e anos seguintes
URY,Uruguay,2023,0.8357266600000001,Uruguay,2013,high,Uruguai,Uruguai (URY; entrada 2013; cue high),Entrada e anos seguintes
GAB,Gabon,2000,0.00515190000000009,Gabon,2017,high,Gabão,Gabão (GAB; entrada 2017; cue high),Antes da entrada
GAB,Gabon,2001,0.00886260000000005,Gabon,2017,high,Gabão,Gabão (GAB; entrada 2017; cue high),Antes da entrada
GAB,Gabon,2002,0.09844910000000008,Gabon,2017,high,Gabão,Gabão (GAB; entrada 2017; cue high),Antes da entrada
GAB,Gabon,2003,0.13223850000000004,Gabon,2017,high,Gabão,Gabão (GAB; entrada 2017; cue high),Antes da entrada
GAB,Gabon,2004,0.1601357,Gabon,2017,high,Gabão,Gabão (GAB; entrada 2017; cue high),Antes da entrada
GAB,Gabon,2005,0.07448520000000003,Gabon,2017,high,Gabão,Gabão (GAB; entrada 2017; cue high),Antes da entrada
GAB,Gabon,2006,0.05373179999999999,Gabon,2017,high,Gabão,Gabão (GAB; entrada 2017; cue high),Antes da entrada
GAB,Gabon,2007,0.0979968,Gabon,2017,high,Gabão,Gabão (GAB; entrada 2017; cue high),Antes da entrada
GAB,Gabon,2008,0.02870589999999995,Gabon,2017,high,Gabão,Gabão (GAB; entrada 2017; cue high),Antes da entrada
GAB,Gabon,2009,0.08768790000000004,Gabon,2017,high,Gabão,Gabão (GAB; entrada 2017; cue high),Antes da entrada
GAB,Gabon,2010,0.3029256,Gabon,2017,high,Gabão,Gabão (GAB; entrada 2017; cue high),Antes da entrada
GAB,Gabon,2011,0.2774028,Gabon,2017,high,Gabão,Gabão (GAB; entrada 2017; cue high),Antes da entrada
GAB,Gabon,2012,0.5832341999999999,Gabon,2017,high,Gabão,Gabão (GAB; entrada 2017; cue high),Antes da entrada
GAB,Gabon,2013,0.07306370000000006,Gabon,2017,high,Gabão,Gabão (GAB; entrada 2017; cue high),Antes da entrada
GAB,Gabon,2014,0.5358839,Gabon,2017,high,Gabão,Gabão (GAB; entrada 2017; cue high),Antes da entrada
GAB,Gabon,2015,0.23459330000000003,Gabon,2017,high,Gabão,Gabão (GAB; entrada 2017; cue high),Antes da entrada
GAB,Gabon,2016,0.08517980000000003,Gabon,2017,high,Gabão,Gabão (GAB; entrada 2017; cue high),Antes da entrada
GAB,Gabon,2017,0.02196550000000002,Gabon,2017,high,Gabão,Gabão (GAB; entrada 2017; cue high),Entrada e anos seguintes
GAB,Gabon,2018,0.1971444,Gabon,2017,high,Gabão,Gabão (GAB; entrada 2017; cue high),Entrada e anos seguintes
GAB,Gabon,2019,0.32573889999999994,Gabon,2017,high,Gabão,Gabão (GAB; entrada 2017; cue high),Entrada e anos seguintes
GAB,Gabon,2020,0.06409750000000003,Gabon,2017,high,Gabão,Gabão (GAB; entrada 2017; cue high),Entrada e anos seguintes
GAB,Gabon,2021,0.05780189999999999,Gabon,2017,high,Gabão,Gabão (GAB; entrada 2017; cue high),Entrada e anos seguintes
GAB,Gabon,2022,0.4785199,Gabon,2017,high,Gabão,Gabão (GAB; entrada 2017; cue high),Entrada e anos seguintes
GAB,Gabon,2023,0.3454671,Gabon,2017,high,Gabão,Gabão (GAB; entrada 2017; cue high),Entrada e anos seguintes
QAT,Qatar,2000,0.4310673999999999,Qatar,2021,medium,Catar,Catar (QAT; entrada 2021; cue medium),Antes da entrada
QAT,Qatar,2001,0.6191127,Qatar,2021,medium,Catar,Catar (QAT; entrada 2021; cue medium),Antes da entrada
QAT,Qatar,2002,0.7295664,Qatar,2021,medium,Catar,Catar (QAT; entrada 2021; cue medium),Antes da entrada
QAT,Qatar,2003,0.3559698,Qatar,2021,medium,Catar,Catar (QAT; entrada 2021; cue medium),Antes da entrada
QAT,Qatar,2004,0.2529109999999999,Qatar,2021,medium,Catar,Catar (QAT; entrada 2021; cue medium),Antes da entrada
QAT,Qatar,2005,0.3661155999999999,Qatar,2021,medium,Catar,Catar (QAT; entrada 2021; cue medium),Antes da entrada
QAT,Qatar,2006,0.01360189999999994,Qatar,2021,medium,Catar,Catar (QAT; entrada 2021; cue medium),Antes da entrada
QAT,Qatar,2007,0.4152509999999999,Qatar,2021,medium,Catar,Catar (QAT; entrada 2021; cue medium),Antes da entrada
QAT,Qatar,2008,0.4724739,Qatar,2021,medium,Catar,Catar (QAT; entrada 2021; cue medium),Antes da entrada
QAT,Qatar,2009,0.5104646999999999,Qatar,2021,medium,Catar,Catar (QAT; entrada 2021; cue medium),Antes da entrada
QAT,Qatar,2010,0.34150230000000004,Qatar,2021,medium,Catar,Catar (QAT; entrada 2021; cue medium),Antes da entrada
QAT,Qatar,2011,0.21940020000000005,Qatar,2021,medium,Catar,Catar (QAT; entrada 2021; cue medium),Antes da entrada
QAT,Qatar,2012,0.4648093000000001,Qatar,2021,medium,Catar,Catar (QAT; entrada 2021; cue medium),Antes da entrada
QAT,Qatar,2013,0.44802110000000006,Qatar,2021,medium,Catar,Catar (QAT; entrada 2021; cue medium),Antes da entrada
QAT,Qatar,2014,0.097950400000000007,Qatar,2021,medium,Catar,Catar (QAT; entrada 2021; cue medium),Antes da entrada
QAT,Qatar,2015,0.7559252,Qatar,2021,medium,Catar,Catar (QAT; entrada 2021; cue medium),Antes da entrada
QAT,Qatar,2016,0.3819226,Qatar,2021,medium,Catar,Catar (QAT; entrada 2021; cue medium),Antes da entrada
QAT,Qatar,2017,0.2358284,Qatar,2021,medium,Catar,Catar (QAT; entrada 2021; cue medium),Antes da entrada
QAT,Qatar,2018,0.17589109999999997,Qatar,2021,medium,Catar,Catar (QAT; entrada 2021; cue medium),Antes da entrada
QAT,Qatar,2019,0.3881521,Qatar,2021,medium,Catar,Catar (QAT; entrada 2021; cue medium),Antes da entrada
QAT,Qatar,2020,0.07563219999999993,Qatar,2021,medium,Catar,Catar (QAT; entrada 2021; cue medium),Antes da entrada
QAT,Qatar,2021,0.35098460000000004,Qatar,2021,medium,Catar,Catar (QAT; entrada 2021; cue medium),Entrada e anos seguintes
QAT,Qatar,2022,0.5546736,Qatar,2021,medium,Catar,Catar (QAT; entrada 2021; cue medium),Entrada e anos seguintes
QAT,Qatar,2023,0.1412044,Qatar,2021,medium,Catar,Catar (QAT; entrada 2021; cue medium),Entrada e anos seguintes
