catalogue_id,symbol,family_root,revision_type,title,date,year,period_2009,window_2005_2012,body_label,topic,access,pages,languages_available,english_url,query_partners,authorship_segment_heuristic,author_countries_heuristic,formal_partners_heuristic,predicted_formal_coauthorship,heuristic_reason,raw_files,canonical_family,coding_source,coded_category,coded_authors,coded_partner_authors,authors_inferred_from_truncated_query,china_hong_kong_ambiguity,is_joint_document,in_strict_universe,in_broad_coordination_universe
93816,JOB(08)/103,JOB(08)/103,original_or_unspecified,"Committee on Trade and Development - Transparency Mechanism for Preferential Trade Arrangements - Draft proposal by Brazil, China, India and the United States",2008-10-15,2008,pre,1,Committee on Trade and Development,committee_on_trade_and_development,Restricted,9,,,CHN;IND,"Brazil, China, India and the United States",BRA;CHN;IND,CHN;IND,1,formal_marker:proposal by,data/raw/wto_coauthorship/2026-08-28/search_title_brazil_and_china_2000_2014.json;data/raw/wto_coauthorship/2026-08-28/search_title_brazil_and_india_2000_2014_retry1.json,JOB(08)/103,title_rule_unvalidated,NEGOTIATION_SUBMISSION,BRA;CHN;IND,CHN;IND,,,1,1,1
87935,G/ADP/Q2/ZAF/1,G/ADP/Q2/ZAF/1,original_or_unspecified,Committee on Anti-Dumping Practices - Semi-Annual Report - Anti-Dumping Duties on PVC-S Imported from Brazil - Questions Posed by Brazil to South Africa,2008-10-08,2008,pre,1,Committee on Anti-Dumping Practices,defesa_comercial,Unrestricted,1,English;French;Spanish,https://docs.wto.org/dol2fe/Pages/SS/directdoc.aspx?filename=Q:/G/ADPQ2/ZAF1.pdf&Open=True,ZAF,,,,0,excluded_relational_or_response_document,data/raw/wto_coauthorship/2026-08-28/search_title_brazil_and_south_africa_2000_2014.json,G/ADP/Q2/ZAF/1,title_rule_unvalidated,RELATIONAL_OR_DISPUTE_EXCLUDED,,,,,0,0,0
80404,TN/C/W/52/Add.3,TN/C/W/52,addendum,"Trade Negotiations Committee - Draft Modalities for TRIPS Related Issues - Communication from Communication from Albania, Brazil, China, Colombia, Croatia, Ecuador, the European Communities, Georgia, Iceland, India, Indonesia, the Kyrgyz Republic, Liechtenstein, the Fo[...]nd the African Group - Addendum",2008-07-29,2008,pre,1,Trade Negotiations Committee,trips_biodiversidade,Unrestricted,1,English;French;Spanish,https://docs.wto.org/dol2fe/Pages/SS/directdoc.aspx?filename=Q:/TN/C/W52A3.pdf&Open=True,CHN;IDN;IND;TUR,"Albania, Brazil, China, Colombia, Croatia, Ecuador, the European Communities, Georgia, Iceland, India, Indonesia, the Kyrgyz Republic, Liechtenstein, the Fo[...]nd the African Group",BRA;CHN;IND;IDN,CHN;IDN;IND,1,formal_marker:communication from,data/raw/wto_coauthorship/2026-08-28/search_title_brazil_and_china_2000_2014.json;data/raw/wto_coauthorship/2026-08-28/search_title_brazil_and_india_2000_2014_retry1.json;data/raw/wto_coauthorship/2026-08-28/search_title_brazil_and_indonesia_2000_2014.json;data/raw/wto_coauthorship/2026-08-28/search_title_brazil_and_turkey_2000_2014.json,TN/C/W/52,title_rule_unvalidated,NEGOTIATION_SUBMISSION,BRA;CHN;IDN;IND;TUR,CHN;IDN;IND;TUR,TUR,,1,1,1
69295,TN/C/W/52/Add.2,TN/C/W/52,addendum,"Trade Negotiations Committee - Draft Modalities for TRIPS Related Issues - Communication from Albania, Brazil, China, Colombia, Croatia, Ecuador, the European Communities, Georgia, Iceland, India, Indonesia, the Kyrgyz Republic, Liechtenstein, the Former Yugoslav Repub[...]nd the African Group - Addendum",2008-07-25,2008,pre,1,Trade Negotiations Committee,trips_biodiversidade,Unrestricted,1,English;French;Spanish,https://docs.wto.org/dol2fe/Pages/SS/directdoc.aspx?filename=Q:/TN/C/W52A2.pdf&Open=True,CHN;IDN;IND;TUR,"Albania, Brazil, China, Colombia, Croatia, Ecuador, the European Communities, Georgia, Iceland, India, Indonesia, the Kyrgyz Republic, Liechtenstein, the Former Yugoslav Repub[...]nd the African Group",BRA;CHN;IND;IDN,CHN;IDN;IND,1,formal_marker:communication from,data/raw/wto_coauthorship/2026-08-28/search_title_brazil_and_china_2000_2014.json;data/raw/wto_coauthorship/2026-08-28/search_title_brazil_and_india_2000_2014_retry1.json;data/raw/wto_coauthorship/2026-08-28/search_title_brazil_and_indonesia_2000_2014.json;data/raw/wto_coauthorship/2026-08-28/search_title_brazil_and_turkey_2000_2014.json,TN/C/W/52,manual_pdf_first_page_or_full_text,FAMILY_ADDENDUM,BRA;CHN;IDN;IND;TUR,CHN;IDN;IND;TUR,,,1,1,1
91464,TN/C/W/52/Add.1,TN/C/W/52,addendum,"Trade Negotiations Committee - Draft Modalities for TRIPS Related Issues - Communication from Albania, Brazil, China, Colombia, Ecuador, the European Communities, Iceland, India, Indonesia, the Kyrgyz Republic, Liechtenstein, the Former Yugoslav Republic of Macedonia,[...]nd the African Group - Addendum",2008-07-24,2008,pre,1,Trade Negotiations Committee,trips_biodiversidade,Unrestricted,1,English;French;Spanish,https://docs.wto.org/dol2fe/Pages/SS/directdoc.aspx?filename=Q:/TN/C/W52A1.pdf&Open=True,CHN;IDN;IND;TUR,"Albania, Brazil, China, Colombia, Ecuador, the European Communities, Iceland, India, Indonesia, the Kyrgyz Republic, Liechtenstein, the Former Yugoslav Republic of Macedonia,[...]nd the African Group",BRA;CHN;IND;IDN,CHN;IDN;IND,1,formal_marker:communication from,data/raw/wto_coauthorship/2026-08-28/search_title_brazil_and_china_2000_2014.json;data/raw/wto_coauthorship/2026-08-28/search_title_brazil_and_india_2000_2014_retry1.json;data/raw/wto_coauthorship/2026-08-28/search_title_brazil_and_indonesia_2000_2014.json;data/raw/wto_coauthorship/2026-08-28/search_title_brazil_and_turkey_2000_2014.json,TN/C/W/52,title_rule_unvalidated,NEGOTIATION_SUBMISSION,BRA;CHN;IDN;IND;TUR,CHN;IDN;IND;TUR,TUR,,1,1,1
92094,TN/C/W/52,TN/C/W/52,original_or_unspecified,"Trade Negotiations Committee - Draft Modalities for TRIPS Related Issues - Communication from Albania, Brazil, China, Colombia, Ecuador, the European Communities, Iceland, India, Indonesia, the Kyrgyz Republic, Liechtenstein, the Former Yugoslav Republic of Macedonia,[...]ACP Group and the African Group",2008-07-19,2008,pre,1,Trade Negotiations Committee,trips_biodiversidade,Unrestricted,3,English;French;Spanish,https://docs.wto.org/dol2fe/Pages/SS/directdoc.aspx?filename=Q:/TN/C/W52.pdf&Open=True,CHN;IDN;IND;TUR,"Albania, Brazil, China, Colombia, Ecuador, the European Communities, Iceland, India, Indonesia, the Kyrgyz Republic, Liechtenstein, the Former Yugoslav Republic of Macedonia,[...]ACP Group and the African Group",BRA;CHN;IND;IDN,CHN;IDN;IND,1,formal_marker:communication from,data/raw/wto_coauthorship/2026-08-28/search_title_brazil_and_china_2000_2014.json;data/raw/wto_coauthorship/2026-08-28/search_title_brazil_and_india_2000_2014_retry1.json;data/raw/wto_coauthorship/2026-08-28/search_title_brazil_and_indonesia_2000_2014.json;data/raw/wto_coauthorship/2026-08-28/search_title_brazil_and_turkey_2000_2014.json,TN/C/W/52,title_rule_unvalidated,NEGOTIATION_SUBMISSION,BRA;CHN;IDN;IND;TUR,CHN;IDN;IND;TUR,TUR,,1,1,1
82559,JOB(08)/80,JOB(08)/80,original_or_unspecified,"[Council for Trade-Related Aspects of Intellectual Property Rights] - Draft Modalities for TRIPS-Related Issues - Communication from Albania, Brazil, China, Ecuador, the European Communities, India, Indonesia, the Kyrgyz Republic, the Former Yugoslav Republic of Macedo[...]ACP Group and the African Group",2008-07-17,2008,pre,1,[Council for Trade-Related Aspects of Intellectual Property Rights],[council_for_trade-related_aspects_of_intellectual_property_rights],Restricted,2,,,CHN;IDN;IND;TUR,"Albania, Brazil, China, Ecuador, the European Communities, India, Indonesia, the Kyrgyz Republic, the Former Yugoslav Republic of Macedo[...]ACP Group and the African Group",BRA;CHN;IND;IDN,CHN;IDN;IND,1,formal_marker:communication from,data/raw/wto_coauthorship/2026-08-28/search_title_brazil_and_china_2000_2014.json;data/raw/wto_coauthorship/2026-08-28/search_title_brazil_and_india_2000_2014_retry1.json;data/raw/wto_coauthorship/2026-08-28/search_title_brazil_and_indonesia_2000_2014.json;data/raw/wto_coauthorship/2026-08-28/search_title_brazil_and_turkey_2000_2014.json,JOB(08)/80,title_rule_unvalidated,NEGOTIATION_SUBMISSION,BRA;CHN;IDN;IND;TUR,CHN;IDN;IND;TUR,TUR,,1,1,1
82551,TN/RL/W/233,TN/RL/W/233,original_or_unspecified,"Negotiating Group on Rules - Statement on Anti-Dumping Negotiations - Communication from Brazil; Chile; China; Colombia; Costa Rica; Hong Kong, China; Indonesia; Israel; Japan; Korea, Rep. of; Mexico; Norway; Pakistan; Singapore; Switzerland; the Separate Customs Terr[...]nd Matsu; Thailand and Viet Nam",2008-07-08,2008,pre,1,Negotiating Group on Rules,negotiating_group_on_rules,Unrestricted,2,English;French;Spanish,https://docs.wto.org/dol2fe/Pages/SS/directdoc.aspx?filename=Q:/TN/RL/W233.pdf&Open=True,CHN;IDN;MEX,"Brazil; Chile; China; Colombia; Costa Rica; Hong Kong, China; Indonesia; Israel; Japan; Korea, Rep. of; Mexico; Norway; Pakistan; Singapore; Switzerland; the Separate Customs Terr[...]nd Matsu; Thailand and Viet Nam",BRA;CHN;MEX;IDN,CHN;IDN;MEX,1,formal_marker:communication from,data/raw/wto_coauthorship/2026-08-28/search_title_brazil_and_china_2000_2014.json;data/raw/wto_coauthorship/2026-08-28/search_title_brazil_and_indonesia_2000_2014.json;data/raw/wto_coauthorship/2026-08-28/search_title_brazil_and_mexico_2000_2014.json;data/raw/wto_coauthorship/2026-08-28/search_title_brazil_and_mexico_2000_2014_retry1.json,TN/RL/W/233,title_rule_unvalidated,NEGOTIATION_SUBMISSION,BRA;CHN;HKG;IDN;MEX,CHN;IDN;MEX,,,1,1,1
100470,G/SG/Q2/ZAF/2,G/SG/Q2/ZAF/2,original_or_unspecified,Committee on Safeguards - Notification under Article 12.1(b) of the Agreement on Safeguards on Finding a Serious Injury or Threat Thereof Caused by Increased Imports - Notification Pursuant to Article 12.1(c) of the Agreement on Safeguards - Notification Pursuant to Ar[...]ations of South Africa - Lysine,2008-06-17,2008,pre,1,Committee on Safeguards,committee_on_safeguards,Unrestricted,3,English;French;Spanish,https://docs.wto.org/dol2fe/Pages/SS/directdoc.aspx?filename=Q:/G/SGQ2/ZAF2.pdf&Open=True,ZAF,,,,0,no_formal_marker_in_title,data/raw/wto_coauthorship/2026-08-28/search_title_brazil_and_south_africa_2000_2014.json,G/SG/Q2/ZAF/2,title_rule_unvalidated,UNRESOLVED_TITLE_ROLE,,,,,0,0,0
84938,TN/C/W/49/Add.1 ; WT/GC/W/590/Add.1,TN/C/W/49 ; WT/GC/W/590,addendum,"General Council - Trade Negotiations Committee - Doha Work Programme - Relationship between the TRIPS Agreement and the Convention of Biological Diversity - Appropriate action to be taken/decided by the General Council on TRIPS & CBD - Communication from Brazil, China,[...]Group and ACP Group - Addendum",2008-06-13,2008,pre,1,General Council,trips_biodiversidade,Unrestricted,1,English;French;Spanish,https://docs.wto.org/dol2fe/Pages/SS/directdoc.aspx?filename=Q:/TN/C/W49A1.pdf&Open=True,CHN;IDN;IND;ZAF,"Brazil, China,[...]Group and ACP Group",BRA;CHN,CHN,1,formal_marker:communication from,data/raw/wto_coauthorship/2026-08-28/search_title_brazil_and_china_2000_2014.json;data/raw/wto_coauthorship/2026-08-28/search_title_brazil_and_india_2000_2014_retry1.json;data/raw/wto_coauthorship/2026-08-28/search_title_brazil_and_indonesia_2000_2014.json;data/raw/wto_coauthorship/2026-08-28/search_title_brazil_and_south_africa_2000_2014.json,TN/C/W/49,title_rule_unvalidated,NEGOTIATION_SUBMISSION,BRA;CHN;IDN;IND;ZAF,CHN;IDN;IND;ZAF,IDN;IND;ZAF,,1,1,1
87544,TN/C/W/49 ; WT/GC/W/590,TN/C/W/49 ; WT/GC/W/590,original_or_unspecified,"General Council - Trade Negotiations Committee - Doha Work Programme - Relationship between the TRIPS Agreement and the Convention of Biological Diversity - Appropriate action to be taken/decided by the General Council on TRIPS & CBD - Communication from Brazil, China,[...]ezuela, LDC Group and ACP Group",2008-05-28,2008,pre,1,General Council,trips_biodiversidade,Unrestricted,1,English;French;Spanish,https://docs.wto.org/dol2fe/Pages/SS/directdoc.aspx?filename=Q:/TN/C/W49.pdf&Open=True,CHN;IDN;IND;ZAF,"Brazil, China,[...]ezuela, LDC Group and ACP Group",BRA;CHN,CHN,1,formal_marker:communication from,data/raw/wto_coauthorship/2026-08-28/search_title_brazil_and_china_2000_2014.json;data/raw/wto_coauthorship/2026-08-28/search_title_brazil_and_india_2000_2014_retry1.json;data/raw/wto_coauthorship/2026-08-28/search_title_brazil_and_indonesia_2000_2014.json;data/raw/wto_coauthorship/2026-08-28/search_title_brazil_and_south_africa_2000_2014.json,TN/C/W/49,manual_pdf_first_page_or_full_text,NEGOTIATION_SUBMISSION,BRA;CHN;IDN;IND;ZAF,CHN;IDN;IND;ZAF,,,1,1,1
91233,G/SG/Q2/ZAF/1,G/SG/Q2/ZAF/1,original_or_unspecified,Committee on Safeguards - Notification under Article 12.1(b) of the Agreement on Safeguards on Finding a Serious Injury or Threat Thereof Caused by Increased Imports - Notification Pursuant to Article 12.1(c) of the Agreement on Safeguards - Notification Pursuant to Ar[...]ations of South Africa - Lysine,2008-05-06,2008,pre,1,Committee on Safeguards,committee_on_safeguards,Unrestricted,2,English;French;Spanish,https://docs.wto.org/dol2fe/Pages/SS/directdoc.aspx?filename=Q:/G/SGQ2/ZAF1.pdf&Open=True,ZAF,,,,0,no_formal_marker_in_title,data/raw/wto_coauthorship/2026-08-28/search_title_brazil_and_south_africa_2000_2014.json,G/SG/Q2/ZAF/1,title_rule_unvalidated,UNRESOLVED_TITLE_ROLE,,,,,0,0,0
70967,TN/RL/W/224,TN/RL/W/224,original_or_unspecified,"Negotiating Group on Rules - Lesser Duty Rule - Communication from Brazil; Chile; Colombia; Costa Rica; Hong Kong, China; Israel; Japan; Korea, Rep. of; Norway; Singapore; Switzerland; the Separate Customs Territory of Taiwan, Penghu, Kinmen and Matsu; and Thailand",2008-03-12,2008,pre,1,Negotiating Group on Rules,negotiating_group_on_rules,Unrestricted,3,English;French;Spanish,https://docs.wto.org/dol2fe/Pages/SS/directdoc.aspx?filename=Q:/TN/RL/W224.pdf&Open=True,CHN,"Brazil; Chile; Colombia; Costa Rica; Hong Kong, China; Israel; Japan; Korea, Rep. of; Norway; Singapore; Switzerland; the Separate Customs Territory of Taiwan, Penghu, Kinmen and Matsu; and Thailand",BRA;CHN,CHN,1,formal_marker:communication from,data/raw/wto_coauthorship/2026-08-28/search_title_brazil_and_china_2000_2014.json,TN/RL/W/224,title_rule_unvalidated,NEGOTIATION_SUBMISSION,BRA;HKG,,,,0,0,0
84035,WT/DS355/5,WT/DS355/5,original_or_unspecified,Brazil - Anti-Dumping Measures on Imports of Certain Resins from Argentina - Communication from the Chairman of the Panel,2008-02-06,2008,pre,1,Brazil,solucao_de_controversias,Unrestricted,1,English;French;Spanish,https://docs.wto.org/dol2fe/Pages/SS/directdoc.aspx?filename=Q:/WT/DS/355-5.pdf&Open=True,ARG,the Chairman of the Panel,,,0,formal_marker:communication from,data/raw/wto_coauthorship/2026-08-28/search_title_brazil_and_argentina_2000_2014.json,WT/DS355/5,title_rule_unvalidated,RELATIONAL_OR_DISPUTE_EXCLUDED,,,,,0,0,0
63913,TN/RL/W/215,TN/RL/W/215,original_or_unspecified,"Negotiating Group on Rules - Prohibition of Zeroing - Statement of Brazil; Chile; China; Colombia; Costa Rica; Hong Kong, China; India; Indonesia; Israel; Japan; Korea, Rep. of; Mexico; Norway; Pakistan; Singapore; South Africa; Switzerland; Separate Customs Territory[...]Matsu; Thailand; and Viet Nam",2008-01-31,2008,pre,1,Negotiating Group on Rules,negotiating_group_on_rules,Unrestricted,4,English;French;Spanish,https://docs.wto.org/dol2fe/Pages/SS/directdoc.aspx?filename=Q:/TN/RL/W215.pdf&Open=True,CHN;IDN;IND;MEX;ZAF,,,,0,no_formal_marker_in_title,data/raw/wto_coauthorship/2026-08-28/search_title_brazil_and_china_2000_2014.json;data/raw/wto_coauthorship/2026-08-28/search_title_brazil_and_india_2000_2014_retry1.json;data/raw/wto_coauthorship/2026-08-28/search_title_brazil_and_indonesia_2000_2014.json;data/raw/wto_coauthorship/2026-08-28/search_title_brazil_and_mexico_2000_2014.json;data/raw/wto_coauthorship/2026-08-28/search_title_brazil_and_mexico_2000_2014_retry1.json;data/raw/wto_coauthorship/2026-08-28/search_title_brazil_and_south_africa_2000_2014.json,TN/RL/W/215,title_rule_unvalidated,FORMAL_JOINT_STATEMENT,BRA;CHN;HKG;IDN;IND;MEX;ZAF,CHN;IDN;IND;MEX;ZAF,,,1,0,1
70494,TN/RL/W/214/Rev.3,TN/RL/W/214,revision,"Negotiating Group on Rules - Statement on ''Zeroing'' in the Anti-Dumping Negotiations - Statement of Brazil; Chile; China; Costa Rica; Hong Kong, China; India; Japan; Korea, Rep. of; Mexico; Norway; Singapore; Switzerland; Separate Customs Territory of Taiwan, Penghu[...]d Matsu and Thailand - Revision",2008-01-25,2008,pre,1,Negotiating Group on Rules,negotiating_group_on_rules,Unrestricted,1,English;French;Spanish,https://docs.wto.org/dol2fe/Pages/SS/directdoc.aspx?filename=Q:/TN/RL/W214R3.pdf&Open=True,CHN;IND;MEX,,,,0,no_formal_marker_in_title,data/raw/wto_coauthorship/2026-08-28/search_title_brazil_and_china_2000_2014.json;data/raw/wto_coauthorship/2026-08-28/search_title_brazil_and_india_2000_2014_retry1.json;data/raw/wto_coauthorship/2026-08-28/search_title_brazil_and_mexico_2000_2014.json;data/raw/wto_coauthorship/2026-08-28/search_title_brazil_and_mexico_2000_2014_retry1.json,TN/RL/W/214,title_rule_unvalidated,FORMAL_JOINT_STATEMENT,BRA;CHN;HKG;IND;MEX,CHN;IND;MEX,,,1,0,1
71308,WT/DS355/4,WT/DS355/4,original_or_unspecified,Brazil - Anti-Dumping Measures on Imports of Certain Resins from Argentina - Communication from the Chairman of the Panel,2007-12-20,2007,pre,1,Brazil,solucao_de_controversias,Unrestricted,1,English;French;Spanish,https://docs.wto.org/dol2fe/Pages/SS/directdoc.aspx?filename=Q:/WT/DS/355-4.pdf&Open=True,ARG,the Chairman of the Panel,,,0,formal_marker:communication from,data/raw/wto_coauthorship/2026-08-28/search_title_brazil_and_argentina_2000_2014.json,WT/DS355/4,title_rule_unvalidated,RELATIONAL_OR_DISPUTE_EXCLUDED,,,,,0,0,0
71755,TN/RL/W/214/Rev.2,TN/RL/W/214,revision,"Negotiating Group on Rules - Statement on ''Zeroing'' in the Anti-Dumping Negotiations - Statement of Brazil; Chile; China; Costa Rica; Hong Kong, China; India; Japan; Korea, Rep. of; Mexico; Norway; Singapore; Switzerland; Separate Customs Territory of Taiwan, Penghu[...]Matsu; and Thailand - Revision",2007-12-18,2007,pre,1,Negotiating Group on Rules,negotiating_group_on_rules,Unrestricted,1,English;French;Spanish,https://docs.wto.org/dol2fe/Pages/SS/directdoc.aspx?filename=Q:/TN/RL/W214R2.pdf&Open=True,CHN;IND;MEX,,,,0,no_formal_marker_in_title,data/raw/wto_coauthorship/2026-08-28/search_title_brazil_and_china_2000_2014.json;data/raw/wto_coauthorship/2026-08-28/search_title_brazil_and_india_2000_2014_retry1.json;data/raw/wto_coauthorship/2026-08-28/search_title_brazil_and_mexico_2000_2014.json;data/raw/wto_coauthorship/2026-08-28/search_title_brazil_and_mexico_2000_2014_retry1.json,TN/RL/W/214,title_rule_unvalidated,FORMAL_JOINT_STATEMENT,BRA;CHN;HKG;IND;MEX,CHN;IND;MEX,,,1,0,1
82383,TN/RL/W/214/Rev.1,TN/RL/W/214,revision,"Negotiating Group on Rules - Statement on ''Zeroing'' in the Anti-Dumping Negotiations - Statement of Brazil; Chile; China; Costa Rica; Hong Kong, China; India; Japan; Korea, Rep. of; Mexico; Norway; Singapore; Switzerland; Separate Customs Territory of Taiwan, Penghu,[...]Matsu; and Thailand - Revision",2007-12-13,2007,pre,1,Negotiating Group on Rules,negotiating_group_on_rules,Unrestricted,1,English;French;Spanish,https://docs.wto.org/dol2fe/Pages/SS/directdoc.aspx?filename=Q:/TN/RL/W214R1.pdf&Open=True,CHN;IND;MEX,,,,0,no_formal_marker_in_title,data/raw/wto_coauthorship/2026-08-28/search_title_brazil_and_china_2000_2014.json;data/raw/wto_coauthorship/2026-08-28/search_title_brazil_and_india_2000_2014_retry1.json;data/raw/wto_coauthorship/2026-08-28/search_title_brazil_and_mexico_2000_2014.json;data/raw/wto_coauthorship/2026-08-28/search_title_brazil_and_mexico_2000_2014_retry1.json,TN/RL/W/214,manual_pdf_first_page_or_full_text,FORMAL_JOINT_STATEMENT,BRA;CHN;IDN;IND;MEX;ZAF,CHN;IDN;IND;MEX;ZAF,,,1,0,1
73756,TN/RL/W/214,TN/RL/W/214,original_or_unspecified,"Negotiating Group on Rules - Statement on ''Zeroing'' in the Anti-Dumping Negotiations - Statement of Brazil; Chile; China; Costa Rica; Hong Kong, China; India; Japan; Korea, Rep. of; Mexico; Norway; Singapore; Switzerland; Separate Customs Territory of Taiwan, Penghu[...]Kinmen and Matsu; and Thailand",2007-12-07,2007,pre,1,Negotiating Group on Rules,negotiating_group_on_rules,Unrestricted,1,English;French;Spanish,https://docs.wto.org/dol2fe/Pages/SS/directdoc.aspx?filename=Q:/TN/RL/W214.pdf&Open=True,CHN;IND;MEX,,,,0,no_formal_marker_in_title,data/raw/wto_coauthorship/2026-08-28/search_title_brazil_and_china_2000_2014.json;data/raw/wto_coauthorship/2026-08-28/search_title_brazil_and_india_2000_2014_retry1.json;data/raw/wto_coauthorship/2026-08-28/search_title_brazil_and_mexico_2000_2014.json;data/raw/wto_coauthorship/2026-08-28/search_title_brazil_and_mexico_2000_2014_retry1.json,TN/RL/W/214,title_rule_unvalidated,FORMAL_JOINT_STATEMENT,BRA;CHN;HKG;IND;MEX,CHN;IND;MEX,,,1,0,1
66793,TN/RL/GEN/151/Rev.1,TN/RL/GEN/151,revision,Negotiating Group on Rules - Special and Differential Treatment - Proposal from Argentina and Brazil - Revision,2007-11-26,2007,pre,1,Negotiating Group on Rules,negotiating_group_on_rules,Unrestricted,4,English;French;Spanish,https://docs.wto.org/dol2fe/Pages/SS/directdoc.aspx?filename=Q:/TN/RL/GEN151R1.pdf&Open=True,ARG,Argentina and Brazil,BRA;ARG,ARG,1,formal_marker:proposal from,data/raw/wto_coauthorship/2026-08-28/search_title_brazil_and_argentina_2000_2014.json,TN/RL/GEN/151,title_rule_unvalidated,NEGOTIATION_SUBMISSION,ARG;BRA,ARG,,,1,1,1
76267,JOB(07)/166,JOB(07)/166,original_or_unspecified,"Negotiating Group on Market Access - Market Access for Non-Agricultural Products - NAMA Flexibilities for Developing Countries' Customs Unions - Communication from Argentina, Brazil, Paraguay and Uruguay",2007-10-31,2007,pre,1,Negotiating Group on Market Access,negotiating_group_on_market_access,Restricted,4,,,ARG,"Argentina, Brazil, Paraguay and Uruguay",BRA;ARG,ARG,1,formal_marker:communication from,data/raw/wto_coauthorship/2026-08-28/search_title_brazil_and_argentina_2000_2014.json,JOB(07)/166,title_rule_unvalidated,NEGOTIATION_SUBMISSION,ARG;BRA,ARG,,,1,1,1
87722,WT/DS355/3,WT/DS355/3,original_or_unspecified,Brazil - Anti-dumping Measures on Imports of Certain Resins from Argentina - Constitution of the Panel Established at the Request of Argentina - Note by the Secretariat,2007-10-09,2007,pre,1,Brazil,solucao_de_controversias,Unrestricted,1,English;French;Spanish,https://docs.wto.org/dol2fe/Pages/SS/directdoc.aspx?filename=Q:/WT/DS/355-3.pdf&Open=True,ARG,,,,0,no_formal_marker_in_title,data/raw/wto_coauthorship/2026-08-28/search_title_brazil_and_argentina_2000_2014.json,WT/DS355/3,title_rule_unvalidated,RELATIONAL_OR_DISPUTE_EXCLUDED,,,,,0,0,0
76154,JOB(07)/142,JOB(07)/142,original_or_unspecified,Committee on Trade and Development - Transparency for Preferential Trade Arrangements - Non-Paper by Brazil and India,2007-10-01,2007,pre,1,Committee on Trade and Development,committee_on_trade_and_development,Restricted,3,,,IND,,,,0,no_formal_marker_in_title,data/raw/wto_coauthorship/2026-08-28/search_title_brazil_and_india_2000_2014_retry1.json,JOB(07)/142,title_rule_unvalidated,NEGOTIATION_SUBMISSION,BRA;IND,IND,,,1,1,1
76234,TN/RL/GEN/151,TN/RL/GEN/151,original_or_unspecified,Negotiating Group on Rules - Special and Differential Treatment - Proposal from Argentina and Brazil,2007-09-17,2007,pre,1,Negotiating Group on Rules,negotiating_group_on_rules,Unrestricted,3,English;French;Spanish,https://docs.wto.org/dol2fe/Pages/SS/directdoc.aspx?filename=Q:/TN/RL/GEN151.pdf&Open=True,ARG,Argentina and Brazil,BRA;ARG,ARG,1,formal_marker:proposal from,data/raw/wto_coauthorship/2026-08-28/search_title_brazil_and_argentina_2000_2014.json,TN/RL/GEN/151,title_rule_unvalidated,NEGOTIATION_SUBMISSION,ARG;BRA,ARG,,,1,1,1
88674,WT/DS355/2,WT/DS355/2,original_or_unspecified,Brazil - Anti-Dumping Measures on Imports of Certain Resins from Argentina - Request for the Establishment of a Panel by Argentina,2007-06-08,2007,pre,1,Brazil,solucao_de_controversias,Unrestricted,4,English;French;Spanish,https://docs.wto.org/dol2fe/Pages/SS/directdoc.aspx?filename=Q:/WT/DS/355-2.pdf&Open=True,ARG,,,,0,no_formal_marker_in_title,data/raw/wto_coauthorship/2026-08-28/search_title_brazil_and_argentina_2000_2014.json,WT/DS355/2,manual_pdf_first_page_or_full_text,BILATERAL_DISPUTE_NOT_COAUTHOR,ARG,ARG,,,0,0,0
5187,TN/C/9,TN/C/9,original_or_unspecified,"Trade Negotiations Committee - Letter from Ministers Responsible for Trade of Brazil, European Communities, India and United States",2007-04-16,2007,pre,1,Trade Negotiations Committee,trips_biodiversidade,Unrestricted,1,English;French;Spanish,https://docs.wto.org/dol2fe/Pages/SS/directdoc.aspx?filename=Q:/TN/C/9.pdf&Open=True,IND,,,,0,no_formal_marker_in_title,data/raw/wto_coauthorship/2026-08-28/search_title_brazil_and_india_2000_2014_retry1.json,TN/C/9,manual_pdf_first_page_or_full_text,FORMAL_JOINT_LETTER,BRA;IND,IND,,,1,0,1
58446,JOB(07)/39,JOB(07)/39,original_or_unspecified,"Negotiating Group on Market Access - Market Access for Non-Agricultural Products - Proposal on NTBs - Negotiating Group on Market Access - Draft text on ""Procedures for Resolution of Non-Tariff Barriers"" - Communication from Argentina, Bolivarian Republic of Venezuela[...]ines, South Africa and Tunisia",2007-04-02,2007,pre,1,Negotiating Group on Market Access,negotiating_group_on_market_access,Restricted,5,,,ARG;IDN;IND;ZAF,"Argentina, Bolivarian Republic of Venezuela[...]ines, South Africa and Tunisia",ZAF;ARG,ARG;ZAF,0,formal_marker:communication from,data/raw/wto_coauthorship/2026-08-28/search_title_brazil_and_argentina_2000_2014.json;data/raw/wto_coauthorship/2026-08-28/search_title_brazil_and_india_2000_2014_retry1.json;data/raw/wto_coauthorship/2026-08-28/search_title_brazil_and_indonesia_2000_2014.json;data/raw/wto_coauthorship/2026-08-28/search_title_brazil_and_south_africa_2000_2014.json,JOB(07)/39,title_rule_unvalidated,NEGOTIATION_SUBMISSION,ARG;IDN;IND;ZAF,ARG;IDN;IND;ZAF,IDN;IND,,0,0,0
