canonical_family,partner,event_date,year,period_2009,window_2005_2012,topic,symbol_at_first_observed_pair_authorship,catalogue_id,revision_type,authors_at_event,china_without_india_or_south_africa,india_or_south_africa_without_china,coding_source,coverage_note
TN/RL/W/214,MEX,2007-12-07,2007,pre,1,negotiating_group_on_rules,TN/RL/W/214,73756,original_or_unspecified,BRA;CHN;HKG;IND;MEX,0,0,title_rule_unvalidated,pair-conditioned title-search pilot; not a census
TN/RL/W/214,IDN,2007-12-13,2007,pre,1,negotiating_group_on_rules,TN/RL/W/214/Rev.1,82383,revision,BRA;CHN;IDN;IND;MEX;ZAF,0,0,manual_pdf_first_page_or_full_text,pair-conditioned title-search pilot; not a census
TN/RL/W/214,ZAF,2007-12-13,2007,pre,1,negotiating_group_on_rules,TN/RL/W/214/Rev.1,82383,revision,BRA;CHN;IDN;IND;MEX;ZAF,0,0,manual_pdf_first_page_or_full_text,pair-conditioned title-search pilot; not a census
TN/RL/W/215,CHN,2008-01-31,2008,pre,1,negotiating_group_on_rules,TN/RL/W/215,63913,original_or_unspecified,BRA;CHN;HKG;IDN;IND;MEX;ZAF,0,0,title_rule_unvalidated,pair-conditioned title-search pilot; not a census
TN/RL/W/215,IDN,2008-01-31,2008,pre,1,negotiating_group_on_rules,TN/RL/W/215,63913,original_or_unspecified,BRA;CHN;HKG;IDN;IND;MEX;ZAF,0,0,title_rule_unvalidated,pair-conditioned title-search pilot; not a census
TN/RL/W/215,IND,2008-01-31,2008,pre,1,negotiating_group_on_rules,TN/RL/W/215,63913,original_or_unspecified,BRA;CHN;HKG;IDN;IND;MEX;ZAF,0,0,title_rule_unvalidated,pair-conditioned title-search pilot; not a census
TN/RL/W/215,MEX,2008-01-31,2008,pre,1,negotiating_group_on_rules,TN/RL/W/215,63913,original_or_unspecified,BRA;CHN;HKG;IDN;IND;MEX;ZAF,0,0,title_rule_unvalidated,pair-conditioned title-search pilot; not a census
TN/RL/W/215,ZAF,2008-01-31,2008,pre,1,negotiating_group_on_rules,TN/RL/W/215,63913,original_or_unspecified,BRA;CHN;HKG;IDN;IND;MEX;ZAF,0,0,title_rule_unvalidated,pair-conditioned title-search pilot; not a census
TN/C/W/49,CHN,2008-05-28,2008,pre,1,trips_biodiversidade,TN/C/W/49 ; WT/GC/W/590,87544,original_or_unspecified,BRA;CHN;IDN;IND;ZAF,0,0,manual_pdf_first_page_or_full_text,pair-conditioned title-search pilot; not a census
TN/C/W/49,IDN,2008-05-28,2008,pre,1,trips_biodiversidade,TN/C/W/49 ; WT/GC/W/590,87544,original_or_unspecified,BRA;CHN;IDN;IND;ZAF,0,0,manual_pdf_first_page_or_full_text,pair-conditioned title-search pilot; not a census
TN/C/W/49,IND,2008-05-28,2008,pre,1,trips_biodiversidade,TN/C/W/49 ; WT/GC/W/590,87544,original_or_unspecified,BRA;CHN;IDN;IND;ZAF,0,0,manual_pdf_first_page_or_full_text,pair-conditioned title-search pilot; not a census
TN/C/W/49,ZAF,2008-05-28,2008,pre,1,trips_biodiversidade,TN/C/W/49 ; WT/GC/W/590,87544,original_or_unspecified,BRA;CHN;IDN;IND;ZAF,0,0,manual_pdf_first_page_or_full_text,pair-conditioned title-search pilot; not a census
TN/RL/W/233,CHN,2008-07-08,2008,pre,1,negotiating_group_on_rules,TN/RL/W/233,82551,original_or_unspecified,BRA;CHN;HKG;IDN;MEX,1,0,title_rule_unvalidated,pair-conditioned title-search pilot; not a census
TN/RL/W/233,IDN,2008-07-08,2008,pre,1,negotiating_group_on_rules,TN/RL/W/233,82551,original_or_unspecified,BRA;CHN;HKG;IDN;MEX,0,0,title_rule_unvalidated,pair-conditioned title-search pilot; not a census
TN/RL/W/233,MEX,2008-07-08,2008,pre,1,negotiating_group_on_rules,TN/RL/W/233,82551,original_or_unspecified,BRA;CHN;HKG;IDN;MEX,0,0,title_rule_unvalidated,pair-conditioned title-search pilot; not a census
JOB(08)/80,CHN,2008-07-17,2008,pre,1,[council_for_trade-related_aspects_of_intellectual_property_rights],JOB(08)/80,82559,original_or_unspecified,BRA;CHN;IDN;IND;TUR,0,0,title_rule_unvalidated,pair-conditioned title-search pilot; not a census
JOB(08)/80,IDN,2008-07-17,2008,pre,1,[council_for_trade-related_aspects_of_intellectual_property_rights],JOB(08)/80,82559,original_or_unspecified,BRA;CHN;IDN;IND;TUR,0,0,title_rule_unvalidated,pair-conditioned title-search pilot; not a census
JOB(08)/80,IND,2008-07-17,2008,pre,1,[council_for_trade-related_aspects_of_intellectual_property_rights],JOB(08)/80,82559,original_or_unspecified,BRA;CHN;IDN;IND;TUR,0,0,title_rule_unvalidated,pair-conditioned title-search pilot; not a census
JOB(08)/80,TUR,2008-07-17,2008,pre,1,[council_for_trade-related_aspects_of_intellectual_property_rights],JOB(08)/80,82559,original_or_unspecified,BRA;CHN;IDN;IND;TUR,0,0,title_rule_unvalidated,pair-conditioned title-search pilot; not a census
TN/C/W/52,CHN,2008-07-19,2008,pre,1,trips_biodiversidade,TN/C/W/52,92094,original_or_unspecified,BRA;CHN;IDN;IND;TUR,0,0,title_rule_unvalidated,pair-conditioned title-search pilot; not a census
TN/C/W/52,IDN,2008-07-19,2008,pre,1,trips_biodiversidade,TN/C/W/52,92094,original_or_unspecified,BRA;CHN;IDN;IND;TUR,0,0,title_rule_unvalidated,pair-conditioned title-search pilot; not a census
TN/C/W/52,IND,2008-07-19,2008,pre,1,trips_biodiversidade,TN/C/W/52,92094,original_or_unspecified,BRA;CHN;IDN;IND;TUR,0,0,title_rule_unvalidated,pair-conditioned title-search pilot; not a census
TN/C/W/52,TUR,2008-07-19,2008,pre,1,trips_biodiversidade,TN/C/W/52,92094,original_or_unspecified,BRA;CHN;IDN;IND;TUR,0,0,title_rule_unvalidated,pair-conditioned title-search pilot; not a census
JOB(08)/103,CHN,2008-10-15,2008,pre,1,committee_on_trade_and_development,JOB(08)/103,93816,original_or_unspecified,BRA;CHN;IND,0,0,title_rule_unvalidated,pair-conditioned title-search pilot; not a census
JOB(08)/103,IND,2008-10-15,2008,pre,1,committee_on_trade_and_development,JOB(08)/103,93816,original_or_unspecified,BRA;CHN;IND,0,0,title_rule_unvalidated,pair-conditioned title-search pilot; not a census
G/C/W/620,CHN,2009-05-04,2009,post,1,comercio_de_bens,G/C/W/620,85968,original_or_unspecified,BRA;CHN;IND,0,0,title_rule_unvalidated,pair-conditioned title-search pilot; not a census
G/C/W/620,IND,2009-05-04,2009,post,1,comercio_de_bens,G/C/W/620,85968,original_or_unspecified,BRA;CHN;IND,0,0,title_rule_unvalidated,pair-conditioned title-search pilot; not a census
G/SPS/GEN/940,ARG,2009-06-16,2009,post,1,medidas_sps,G/SPS/GEN/940,100940,original_or_unspecified,ARG;BRA,0,0,title_rule_unvalidated,pair-conditioned title-search pilot; not a census
TN/RL/W/241,CHN,2009-09-28,2009,post,1,negotiating_group_on_rules,TN/RL/W/241,88199,original_or_unspecified,BRA;CHN;MEX,1,0,title_rule_unvalidated,pair-conditioned title-search pilot; not a census
TN/RL/W/241,MEX,2009-09-28,2009,post,1,negotiating_group_on_rules,TN/RL/W/241,88199,original_or_unspecified,BRA;CHN;MEX,0,0,title_rule_unvalidated,pair-conditioned title-search pilot; not a census
WT/MIN(09)/W/1,CHN,2009-10-16,2009,post,1,conferencia_ministerial,WT/MIN(09)/W/1,92550,original_or_unspecified,BRA;CHN;HKG;IND;MEX;TUR;ZAF,0,0,title_rule_unvalidated,pair-conditioned title-search pilot; not a census
WT/MIN(09)/W/1,IND,2009-10-16,2009,post,1,conferencia_ministerial,WT/MIN(09)/W/1,92550,original_or_unspecified,BRA;CHN;HKG;IND;MEX;TUR;ZAF,0,0,title_rule_unvalidated,pair-conditioned title-search pilot; not a census
WT/MIN(09)/W/1,MEX,2009-10-16,2009,post,1,conferencia_ministerial,WT/MIN(09)/W/1,92550,original_or_unspecified,BRA;CHN;HKG;IND;MEX;TUR;ZAF,0,0,title_rule_unvalidated,pair-conditioned title-search pilot; not a census
WT/MIN(09)/W/1,TUR,2009-10-16,2009,post,1,conferencia_ministerial,WT/MIN(09)/W/1,92550,original_or_unspecified,BRA;CHN;HKG;IND;MEX;TUR;ZAF,0,0,title_rule_unvalidated,pair-conditioned title-search pilot; not a census
WT/MIN(09)/W/1,ZAF,2009-10-16,2009,post,1,conferencia_ministerial,WT/MIN(09)/W/1,92550,original_or_unspecified,BRA;CHN;HKG;IND;MEX;TUR;ZAF,0,0,title_rule_unvalidated,pair-conditioned title-search pilot; not a census
WT/BFA/W/191,CHN,2009-11-04,2009,post,1,orcamento_secretariado,WT/BFA/W/191,89623,original_or_unspecified,BRA;CHN;IND;ZAF,0,0,manual_pdf_first_page_or_full_text,pair-conditioned title-search pilot; not a census
WT/BFA/W/191,IND,2009-11-04,2009,post,1,orcamento_secretariado,WT/BFA/W/191,89623,original_or_unspecified,BRA;CHN;IND;ZAF,0,0,manual_pdf_first_page_or_full_text,pair-conditioned title-search pilot; not a census
WT/BFA/W/191,ZAF,2009-11-04,2009,post,1,orcamento_secretariado,WT/BFA/W/191,89623,original_or_unspecified,BRA;CHN;IND;ZAF,0,0,manual_pdf_first_page_or_full_text,pair-conditioned title-search pilot; not a census
WT/GC/124,MEX,2009-12-07,2009,post,1,conselho_geral,WT/GC/124,92552,original_or_unspecified,BRA;MEX,0,0,title_rule_unvalidated,pair-conditioned title-search pilot; not a census
JOB(09)/183,IND,2009-12-11,2009,post,1,negotiating_group_on_market_access,JOB(09)/183,91638,original_or_unspecified,BRA;IND,0,1,title_rule_unvalidated,pair-conditioned title-search pilot; not a census
WT/L/784,MEX,2009-12-15,2009,post,1,general_council,WT/L/784,92244,original_or_unspecified,BRA;MEX,0,0,title_rule_unvalidated,pair-conditioned title-search pilot; not a census
TN/MA/W/135,ARG,2010-02-04,2010,post,1,acesso_a_mercados_nama,TN/MA/W/135,89575,original_or_unspecified,ARG;BRA,0,0,title_rule_unvalidated,pair-conditioned title-search pilot; not a census
TN/RL/GEN/163,CHN,2010-02-11,2010,post,1,negotiating_group_on_rules,TN/RL/GEN/163,92202,original_or_unspecified,BRA;CHN;IND;MEX,0,0,title_rule_unvalidated,pair-conditioned title-search pilot; not a census
TN/RL/GEN/163,IND,2010-02-11,2010,post,1,negotiating_group_on_rules,TN/RL/GEN/163,92202,original_or_unspecified,BRA;CHN;IND;MEX,0,0,title_rule_unvalidated,pair-conditioned title-search pilot; not a census
TN/RL/GEN/163,MEX,2010-02-11,2010,post,1,negotiating_group_on_rules,TN/RL/GEN/163,92202,original_or_unspecified,BRA;CHN;IND;MEX,0,0,title_rule_unvalidated,pair-conditioned title-search pilot; not a census
TN/MA/W/136,IND,2010-03-15,2010,post,1,acesso_a_mercados_nama,TN/MA/W/136,92641,original_or_unspecified,BRA;IND,0,1,title_rule_unvalidated,pair-conditioned title-search pilot; not a census
WT/BFA/W/198,CHN,2010-04-12,2010,post,1,orcamento_secretariado,WT/BFA/W/198,81064,original_or_unspecified,BRA;CHN;IND;ZAF,0,0,title_rule_unvalidated,pair-conditioned title-search pilot; not a census
WT/BFA/W/198,IND,2010-04-12,2010,post,1,orcamento_secretariado,WT/BFA/W/198,81064,original_or_unspecified,BRA;CHN;IND;ZAF,0,0,title_rule_unvalidated,pair-conditioned title-search pilot; not a census
WT/BFA/W/198,ZAF,2010-04-12,2010,post,1,orcamento_secretariado,WT/BFA/W/198,81064,original_or_unspecified,BRA;CHN;IND;ZAF,0,0,title_rule_unvalidated,pair-conditioned title-search pilot; not a census
TN/TE/W/76,ARG,2010-06-30,2010,post,1,committee_on_trade_and_environment,TN/TE/W/76,71962,original_or_unspecified,ARG;BRA,0,0,title_rule_unvalidated,pair-conditioned title-search pilot; not a census
JOB/MA/37,ARG,2010-07-12,2010,post,1,acesso_a_mercados_nama,JOB/MA/37,90476,original_or_unspecified,ARG;BRA;IND,0,0,title_rule_unvalidated,pair-conditioned title-search pilot; not a census
JOB/MA/37,IND,2010-07-12,2010,post,1,acesso_a_mercados_nama,JOB/MA/37,90476,original_or_unspecified,ARG;BRA;IND,0,1,title_rule_unvalidated,pair-conditioned title-search pilot; not a census
WT/BFA/W/207,CHN,2010-07-16,2010,post,1,orcamento_secretariado,WT/BFA/W/207,99907,original_or_unspecified,BRA;CHN;IND,0,0,title_rule_unvalidated,pair-conditioned title-search pilot; not a census
WT/BFA/W/207,IND,2010-07-16,2010,post,1,orcamento_secretariado,WT/BFA/W/207,99907,original_or_unspecified,BRA;CHN;IND,0,0,title_rule_unvalidated,pair-conditioned title-search pilot; not a census
RD/SERV/54,ARG,2011-03-31,2011,post,1,servicos,RD/SERV/54,118088,original_or_unspecified,ARG;BRA;CHN;IDN;IND;TUR;ZAF,0,0,title_rule_unvalidated,pair-conditioned title-search pilot; not a census
RD/SERV/54,CHN,2011-03-31,2011,post,1,servicos,RD/SERV/54,118088,original_or_unspecified,ARG;BRA;CHN;IDN;IND;TUR;ZAF,0,0,title_rule_unvalidated,pair-conditioned title-search pilot; not a census
RD/SERV/54,IDN,2011-03-31,2011,post,1,servicos,RD/SERV/54,118088,original_or_unspecified,ARG;BRA;CHN;IDN;IND;TUR;ZAF,0,0,title_rule_unvalidated,pair-conditioned title-search pilot; not a census
RD/SERV/54,IND,2011-03-31,2011,post,1,servicos,RD/SERV/54,118088,original_or_unspecified,ARG;BRA;CHN;IDN;IND;TUR;ZAF,0,0,title_rule_unvalidated,pair-conditioned title-search pilot; not a census
RD/SERV/54,TUR,2011-03-31,2011,post,1,servicos,RD/SERV/54,118088,original_or_unspecified,ARG;BRA;CHN;IDN;IND;TUR;ZAF,0,0,title_rule_unvalidated,pair-conditioned title-search pilot; not a census
RD/SERV/54,ZAF,2011-03-31,2011,post,1,servicos,RD/SERV/54,118088,original_or_unspecified,ARG;BRA;CHN;IDN;IND;TUR;ZAF,0,0,title_rule_unvalidated,pair-conditioned title-search pilot; not a census
TN/C/W/59,CHN,2011-04-19,2011,post,1,trips_biodiversidade,TN/C/W/59,100386,original_or_unspecified,BRA;CHN;IDN;IND,0,0,title_rule_unvalidated,pair-conditioned title-search pilot; not a census
TN/C/W/59,IDN,2011-04-19,2011,post,1,trips_biodiversidade,TN/C/W/59,100386,original_or_unspecified,BRA;CHN;IDN;IND,0,0,title_rule_unvalidated,pair-conditioned title-search pilot; not a census
TN/C/W/59,IND,2011-04-19,2011,post,1,trips_biodiversidade,TN/C/W/59,100386,original_or_unspecified,BRA;CHN;IDN;IND,0,0,title_rule_unvalidated,pair-conditioned title-search pilot; not a census
G/SPS/GEN/1143,ARG,2012-03-19,2012,post,1,medidas_sps,G/SPS/GEN/1143,100298,original_or_unspecified,ARG;BRA,0,0,title_rule_unvalidated,pair-conditioned title-search pilot; not a census
G/C/W/678,MEX,2012-11-27,2012,post,1,comercio_de_bens,G/C/W/678,96936,original_or_unspecified,BRA;HKG;MEX;TUR,0,0,manual_pdf_first_page_or_full_text,pair-conditioned title-search pilot; not a census
G/C/W/678,TUR,2012-11-27,2012,post,1,comercio_de_bens,G/C/W/678,96936,original_or_unspecified,BRA;HKG;MEX;TUR,0,0,manual_pdf_first_page_or_full_text,pair-conditioned title-search pilot; not a census
WT/GC/150,MEX,2012-11-30,2012,post,1,conselho_geral,WT/GC/150,113585,original_or_unspecified,BRA;HKG;MEX;TUR,0,0,manual_pdf_first_page_or_full_text,pair-conditioned title-search pilot; not a census
WT/GC/150,TUR,2012-11-30,2012,post,1,conselho_geral,WT/GC/150,113585,original_or_unspecified,BRA;HKG;MEX;TUR,0,0,manual_pdf_first_page_or_full_text,pair-conditioned title-search pilot; not a census
JOB/ACC/40,MEX,2014-09-17,2014,post,0,working_party_on_the_accession_of_kazakhstan,JOB/ACC/40/Add.2,134198,addendum,BRA;MEX,0,0,title_rule_unvalidated,pair-conditioned title-search pilot; not a census
