"iso3c","country_name","t0","displaced_partner","displaced_partner_name","displaced_partner_region","treated_country_region","rank_CHN_at_t0_minus_1","rank_USA_at_t0_minus_1","displaced_exports_t0_minus_1","china_exports_t0_minus_1","total_exports_t0_minus_1","displaced_export_share_t0_minus_1","china_export_share_t0_minus_1","export_share_margin_over_china_t0_minus_1","pre_window_years_observed","displaced_partner_mean_share_pre5","china_mean_share_pre5","mean_margin_over_china_pre5","top_partner_years_observed_pre5","displaced_partner_top_years_pre5","modal_top_partner_pre5","displaced_partner_modal_top_pre5","hub_entrepot_incumbent","displacement_salience_warning","displaced_us","displaced_g7","displaced_regional_power","displaced_regional_power_same_macroregion","regional_power_list_version","hub_entrepot_list_version","min_year","min_entry_year","source_targets","construction_function","creation_date","creation_timestamp"
"PHL","Philippines",2005,"JPN","Japan","East Asia & Pacific","East Asia & Pacific",3,2,10029.690650650235,9035.636327999999,61089.737197646224,0.164179633286042,0.14790759859985353,0.016272034686188458,5,0.17155457863876042,0.08179796239771288,0.08975661624104754,5,1,"USA",FALSE,FALSE,"narrow_export_share_margin",FALSE,TRUE,TRUE,TRUE,"strict_pre_specified_ri_ipe_2026_05_19","observed_hub_entrepot_cases_2026_05_19",1990,2000,"trade_data; unga_data","build_china_top_partner_panel","2026-05-19","2026-05-19 23:14:02 -03"
"GNQ","Equatorial Guinea",2006,"USA","United States","North America","Sub-Saharan Africa",2,1,1668.429344,1437.833974,6601.273676000419,0.25274355009181626,0.21781159887786308,0.03493195121395318,5,0.2854425839856022,0.21657413272916673,0.06886845125643547,5,4,"USA",TRUE,FALSE,"none",TRUE,TRUE,TRUE,FALSE,"strict_pre_specified_ri_ipe_2026_05_19","observed_hub_entrepot_cases_2026_05_19",1990,2000,"trade_data; unga_data","build_china_top_partner_panel","2026-05-19","2026-05-19 23:14:02 -03"
"MLI","Mali",2006,"ZAF","South Africa","Sub-Saharan Africa","Sub-Saharan Africa",3,24,375.2852290000001,79.57268900000001,1131.5254550000002,0.33166309016,0.07032337509366945,0.2613397150663306,5,0.19028470164987601,0.05062595161579864,0.13965875003407738,5,3,"ZAF",TRUE,FALSE,"none",FALSE,FALSE,TRUE,TRUE,"strict_pre_specified_ri_ipe_2026_05_19","observed_hub_entrepot_cases_2026_05_19",1990,2000,"trade_data; unga_data","build_china_top_partner_panel","2026-05-19","2026-05-19 23:14:02 -03"
"MRT","Mauritania",2006,"ITA","Italy","Europe & Central Asia","Sub-Saharan Africa",22,37,154.964275,4.0708009999999994,983.7397650007483,0.15752567956819566,0.004138087271481704,0.15338759229671395,5,0.13150322856438557,0.021965725472642878,0.1095375030917427,5,3,"ITA",TRUE,FALSE,"none",FALSE,TRUE,FALSE,FALSE,"strict_pre_specified_ri_ipe_2026_05_19","observed_hub_entrepot_cases_2026_05_19",1990,2000,"trade_data; unga_data","build_china_top_partner_panel","2026-05-19","2026-05-19 23:14:02 -03"
"AGO","Angola",2007,"USA","United States","North America","Sub-Saharan Africa",2,1,12164.879733999996,10933.167645999998,31981.360956486376,0.380374048201121,0.3418606125260145,0.038513435675106455,5,0.41061008167606766,0.27674712583731814,0.13386295583874955,5,5,"USA",TRUE,FALSE,"none",TRUE,TRUE,TRUE,FALSE,"strict_pre_specified_ri_ipe_2026_05_19","observed_hub_entrepot_cases_2026_05_19",1990,2000,"trade_data; unga_data","build_china_top_partner_panel","2026-05-19","2026-05-19 23:14:02 -03"
"IRN","Iran",2007,"JPN","Japan","East Asia & Pacific","Middle East & North Africa",2,33,11688.126094316363,9953.076947999996,68088.39293795619,0.17166106571155043,0.14617876143837738,0.02548230427317305,5,0.22223392190052965,0.12572254458588752,0.09651137731464213,5,5,"JPN",TRUE,FALSE,"none",FALSE,TRUE,TRUE,FALSE,"strict_pre_specified_ri_ipe_2026_05_19","observed_hub_entrepot_cases_2026_05_19",1990,2000,"trade_data; unga_data","build_china_top_partner_panel","2026-05-19","2026-05-19 23:14:02 -03"
"KAZ","Kazakhstan",2007,"RUS","Russia","Europe & Central Asia","Europe & Central Asia",3,11,4048.169847983643,3508.8508090000005,34308.74532939374,0.11799236052259265,0.1022727813364198,0.015719579186172852,5,0.1388103097614448,0.10411446489262079,0.034695844868824016,5,3,"RUS",TRUE,FALSE,"narrow_export_share_margin",FALSE,FALSE,TRUE,TRUE,"strict_pre_specified_ri_ipe_2026_05_19","observed_hub_entrepot_cases_2026_05_19",1990,2000,"trade_data; unga_data","build_china_top_partner_panel","2026-05-19","2026-05-19 23:14:02 -03"
"CHL","Chile",2008,"USA","United States","North America","Latin America & Caribbean",2,1,10984.577074,10262.140816999994,73700.66991682407,0.1490431102783299,0.1392408078322962,0.009802302446033695,5,0.1755941045628229,0.1078302376077506,0.0677638669550723,5,5,"USA",TRUE,FALSE,"narrow_export_share_margin",TRUE,TRUE,TRUE,FALSE,"strict_pre_specified_ri_ipe_2026_05_19","observed_hub_entrepot_cases_2026_05_19",1990,2000,"trade_data; unga_data","build_china_top_partner_panel","2026-05-19","2026-05-19 23:14:02 -03"
"COD","Congo - Kinshasa",2008,"BEL","Belgium","Europe & Central Asia","Sub-Saharan Africa",2,3,479.281521,460.17598799999996,2098.867238997847,0.22835247132107514,0.21924968833175065,0.009102782989324487,5,0.4067682312834105,0.139522020890466,0.2672462103929445,5,5,"BEL",TRUE,TRUE,"hub_or_entrepot_incumbent",FALSE,FALSE,FALSE,FALSE,"strict_pre_specified_ri_ipe_2026_05_19","observed_hub_entrepot_cases_2026_05_19",1990,2000,"trade_data; unga_data","build_china_top_partner_panel","2026-05-19","2026-05-19 23:14:02 -03"
"BRA","Brazil",2009,"USA","United States","North America","Latin America & Caribbean",2,1,35258.994812000004,29874.387742999992,244078.5191348881,0.14445759068422728,0.12239662813789091,0.02206096254633637,5,0.17468854999873243,0.08853758582106079,0.08615096417767162,5,5,"USA",TRUE,FALSE,"none",TRUE,TRUE,TRUE,FALSE,"strict_pre_specified_ri_ipe_2026_05_19","observed_hub_entrepot_cases_2026_05_19",1990,2000,"trade_data; unga_data","build_china_top_partner_panel","2026-05-19","2026-05-19 23:14:02 -03"
"ETH","Ethiopia",2009,"DEU","Germany","Europe & Central Asia","Sub-Saharan Africa",7,2,162.67691300000004,90.8886490000001,1749.262343996924,0.09299743606684881,0.05195827218936574,0.04103916387748307,5,0.10899392173015456,0.06848397509789286,0.04050994663226169,5,4,"DEU",TRUE,FALSE,"none",FALSE,TRUE,TRUE,FALSE,"strict_pre_specified_ri_ipe_2026_05_19","observed_hub_entrepot_cases_2026_05_19",1990,2000,"trade_data; unga_data","build_china_top_partner_panel","2026-05-19","2026-05-19 23:14:02 -03"
"MYS","Malaysia",2009,"SGP","Singapore","East Asia & Pacific","East Asia & Pacific",3,2,37196.57372599998,31574.915040000014,257393.76480283236,0.14451233406719521,0.12267163916805401,0.0218406948991412,5,0.12547630434701001,0.11925329344081226,0.006223010906197752,5,1,"USA",FALSE,TRUE,"hub_or_entrepot_incumbent",FALSE,FALSE,FALSE,FALSE,"strict_pre_specified_ri_ipe_2026_05_19","observed_hub_entrepot_cases_2026_05_19",1990,2000,"trade_data; unga_data","build_china_top_partner_panel","2026-05-19","2026-05-19 23:14:02 -03"
"THA","Thailand",2009,"USA","United States","North America","East Asia & Pacific",2,1,25839.708414999997,25749.473498000007,218941.41021322913,0.11802111071557664,0.11760896886944479,4.121418461318499e-4,5,0.14432972867919433,0.11093078015892674,0.033398948520267584,5,5,"USA",TRUE,FALSE,"narrow_export_share_margin",TRUE,TRUE,TRUE,FALSE,"strict_pre_specified_ri_ipe_2026_05_19","observed_hub_entrepot_cases_2026_05_19",1990,2000,"trade_data; unga_data","build_china_top_partner_panel","2026-05-19","2026-05-19 23:14:02 -03"
"AUS","Australia",2010,"JPN","Japan","East Asia & Pacific","East Asia & Pacific",2,4,39483.98564109129,38107.68055589379,194709.03076354315,0.20278456261764813,0.1957160405270169,0.0070685220906312185,5,0.20973473986760385,0.14465282355532486,0.06508191631227898,5,5,"JPN",TRUE,FALSE,"narrow_export_share_margin",FALSE,TRUE,TRUE,TRUE,"strict_pre_specified_ri_ipe_2026_05_19","observed_hub_entrepot_cases_2026_05_19",1990,2000,"trade_data; unga_data","build_china_top_partner_panel","2026-05-19","2026-05-19 23:14:02 -03"
"JPN","Japan",2010,"USA","United States","North America","East Asia & Pacific",2,1,152176.79061574998,141277.92361168272,787991.2767537861,0.19311989244685354,0.1792886898363801,0.013831202610473436,5,0.21474758785282355,0.15521886011538163,0.05952872773744191,5,5,"USA",TRUE,FALSE,"narrow_export_share_margin",TRUE,TRUE,TRUE,FALSE,"strict_pre_specified_ri_ipe_2026_05_19","observed_hub_entrepot_cases_2026_05_19",1990,2000,"trade_data; unga_data","build_china_top_partner_panel","2026-05-19","2026-05-19 23:14:02 -03"
"PRK","North Korea",2010,"USA","United States","North America","East Asia & Pacific",2,1,6799,768.5145000000001,8251.886230971064,0.8239328330148231,0.0931319795849346,0.7308008534298885,5,0.7944613862160314,0.06710504065514718,0.7273563455608841,5,5,"USA",TRUE,FALSE,"none",TRUE,TRUE,TRUE,FALSE,"strict_pre_specified_ri_ipe_2026_05_19","observed_hub_entrepot_cases_2026_05_19",1990,2000,"trade_data; unga_data","build_china_top_partner_panel","2026-05-19","2026-05-19 23:14:02 -03"
"TKM","Turkmenistan",2010,"UKR","Ukraine","Europe & Central Asia","Europe & Central Asia",15,5,718.2284879999999,38.491164,2193.4890644598127,0.3274365482997641,0.017547916980146495,0.3098886313196176,5,0.5879105984455131,0.007092497181568698,0.5808181012639444,5,5,"UKR",TRUE,FALSE,"none",FALSE,FALSE,FALSE,FALSE,"strict_pre_specified_ri_ipe_2026_05_19","observed_hub_entrepot_cases_2026_05_19",1990,2000,"trade_data; unga_data","build_china_top_partner_panel","2026-05-19","2026-05-19 23:14:02 -03"
"ZAF","South Africa",2010,"GBR","United Kingdom","Europe & Central Asia","Sub-Saharan Africa",2,3,8160.497668364014,7900.825298999998,92576.96266451733,0.08814825452781624,0.08534331945660394,0.0028049350712123083,5,0.11708244864445484,0.058985056802225926,0.05809739184222892,5,5,"GBR",TRUE,FALSE,"narrow_export_share_margin",FALSE,TRUE,TRUE,FALSE,"strict_pre_specified_ri_ipe_2026_05_19","observed_hub_entrepot_cases_2026_05_19",1990,2000,"trade_data; unga_data","build_china_top_partner_panel","2026-05-19","2026-05-19 23:14:02 -03"
"GMB","Gambia",2011,"SEN","Senegal","Sub-Saharan Africa","Sub-Saharan Africa",2,7,17.080528,16.886398000000003,102.48707700004078,0.16666030976757396,0.16476611973227887,0.0018941900352950902,5,0.07371118405666402,0.10267546830243898,-0.02896428424577497,5,1,"IND",FALSE,FALSE,"narrow_export_share_margin",FALSE,FALSE,FALSE,FALSE,"strict_pre_specified_ri_ipe_2026_05_19","observed_hub_entrepot_cases_2026_05_19",1990,2000,"trade_data; unga_data","build_china_top_partner_panel","2026-05-19","2026-05-19 23:14:02 -03"
"TZA","Tanzania",2011,"CHE","Switzerland","Europe & Central Asia","Sub-Saharan Africa",2,19,574.511486,402.37334699999985,3208.8630170021706,0.1790389564640027,0.12539436706024015,0.053644589403762544,5,0.18006520463008482,0.08251677521878613,0.0975484294112987,5,5,"CHE",TRUE,TRUE,"hub_or_entrepot_incumbent",FALSE,FALSE,FALSE,FALSE,"strict_pre_specified_ri_ipe_2026_05_19","observed_hub_entrepot_cases_2026_05_19",1990,2000,"trade_data; unga_data","build_china_top_partner_panel","2026-05-19","2026-05-19 23:14:02 -03"
"ZWE","Zimbabwe",2011,"ARE","United Arab Emirates","Middle East & North Africa","Sub-Saharan Africa",2,9,328.738806,252.962711,1930.132169999987,0.17031932377978148,0.13105978695749199,0.0392595368222895,5,0.04036406226059173,0.08018508462006499,-0.039821022359473254,5,1,"ZAF",FALSE,TRUE,"hub_or_entrepot_incumbent",FALSE,FALSE,FALSE,FALSE,"strict_pre_specified_ri_ipe_2026_05_19","observed_hub_entrepot_cases_2026_05_19",1990,2000,"trade_data; unga_data","build_china_top_partner_panel","2026-05-19","2026-05-19 23:14:02 -03"
"CMR","Cameroon",2012,"ESP","Spain","Europe & Central Asia","Sub-Saharan Africa",2,6,782.4073239999999,666.490779,5265.321925002892,0.14859629385330891,0.12658120215501045,0.02201509169829846,5,0.1690035223949428,0.08682514682793006,0.08217837556701273,5,4,"ESP",TRUE,FALSE,"none",FALSE,FALSE,FALSE,FALSE,"strict_pre_specified_ri_ipe_2026_05_19","observed_hub_entrepot_cases_2026_05_19",1990,2000,"trade_data; unga_data","build_china_top_partner_panel","2026-05-19","2026-05-19 23:14:02 -03"
"LBR","Liberia",2012,"USA","United States","North America","Sub-Saharan Africa",8,1,161.06102799999996,38.216563,946.725497952367,0.1701243162335356,0.040367100160138294,0.1297572160733973,5,0.12566368780656625,0.01459947402784805,0.11106421377871821,5,1,"DEU",FALSE,FALSE,"weak_pre_entry_persistence",TRUE,TRUE,TRUE,FALSE,"strict_pre_specified_ri_ipe_2026_05_19","observed_hub_entrepot_cases_2026_05_19",1990,2000,"trade_data; unga_data","build_china_top_partner_panel","2026-05-19","2026-05-19 23:14:02 -03"
"PER","Peru",2012,"USA","United States","North America","Latin America & Caribbean",2,1,8057.352376999999,7857.489540000002,44494.458887191504,0.18108664715820258,0.17659478812679563,0.004491859031406947,5,0.2043981121207012,0.16501312635300502,0.039384985767696154,5,5,"USA",TRUE,FALSE,"narrow_export_share_margin",TRUE,TRUE,TRUE,FALSE,"strict_pre_specified_ri_ipe_2026_05_19","observed_hub_entrepot_cases_2026_05_19",1990,2000,"trade_data; unga_data","build_china_top_partner_panel","2026-05-19","2026-05-19 23:14:02 -03"
"RUS","Russia",2012,"DEU","Germany","Europe & Central Asia","Europe & Central Asia",2,3,44561.50311908128,41475.08671440621,545321.9943474478,0.08171594687356266,0.076056141406944,0.005659805466618664,5,0.08603386932342758,0.06207346188066713,0.02396040744276044,5,5,"DEU",TRUE,FALSE,"narrow_export_share_margin",FALSE,TRUE,TRUE,TRUE,"strict_pre_specified_ri_ipe_2026_05_19","observed_hub_entrepot_cases_2026_05_19",1990,2000,"trade_data; unga_data","build_china_top_partner_panel","2026-05-19","2026-05-19 23:14:02 -03"
"SLE","Sierra Leone",2012,"BEL","Belgium","Europe & Central Asia","Sub-Saharan Africa",5,6,110.72350599999999,28.002502999999994,435.12087200059347,0.25446608775836654,0.06435568781440068,0.19011039994396586,5,0.29395719011289545,0.03347832378388507,0.2604788663290104,5,5,"BEL",TRUE,TRUE,"hub_or_entrepot_incumbent",FALSE,FALSE,FALSE,FALSE,"strict_pre_specified_ri_ipe_2026_05_19","observed_hub_entrepot_cases_2026_05_19",1990,2000,"trade_data; unga_data","build_china_top_partner_panel","2026-05-19","2026-05-19 23:14:02 -03"
"ZMB","Zambia",2012,"CHE","Switzerland","Europe & Central Asia","Sub-Saharan Africa",2,25,4560.482631999999,2829.455708,11809.526331999923,0.38616981780569765,0.2395909563564042,0.14657886144929344,5,0.2812793853022978,0.1896671646986516,0.09161222060364618,5,4,"CHE",TRUE,TRUE,"hub_or_entrepot_incumbent",FALSE,FALSE,FALSE,FALSE,"strict_pre_specified_ri_ipe_2026_05_19","observed_hub_entrepot_cases_2026_05_19",1990,2000,"trade_data; unga_data","build_china_top_partner_panel","2026-05-19","2026-05-19 23:14:02 -03"
"CAF","Central African Republic",2013,"BEL","Belgium","Europe & Central Asia","Sub-Saharan Africa",2,7,54.44235,48.780508,183.06182399999997,0.2973987083183439,0.26647012978522494,0.030928578533118978,5,0.25586288351120984,0.16613454782743953,0.0897283356837703,5,5,"BEL",TRUE,TRUE,"hub_or_entrepot_incumbent",FALSE,FALSE,FALSE,FALSE,"strict_pre_specified_ri_ipe_2026_05_19","observed_hub_entrepot_cases_2026_05_19",1990,2000,"trade_data; unga_data","build_china_top_partner_panel","2026-05-19","2026-05-19 23:14:02 -03"
"IDN","Indonesia",2013,"JPN","Japan","East Asia & Pacific","East Asia & Pacific",2,4,34994.508132564646,31780.537782999992,224674.53263181946,0.15575645233414656,0.14145144716993654,0.014305005164210016,5,0.16764995806817906,0.11500489929199298,0.05264505877618609,5,5,"JPN",TRUE,FALSE,"narrow_export_share_margin",FALSE,TRUE,TRUE,TRUE,"strict_pre_specified_ri_ipe_2026_05_19","observed_hub_entrepot_cases_2026_05_19",1990,2000,"trade_data; unga_data","build_china_top_partner_panel","2026-05-19","2026-05-19 23:14:02 -03"
"SGP","Singapore",2013,"HKG","Hong Kong SAR China","East Asia & Pacific","East Asia & Pacific",2,3,38658.48774894506,34446.750083994615,321878.63083208445,0.1201026848194597,0.10701782219884168,0.013084862620618018,5,0.11719393929399746,0.10271655311190135,0.014477386182096114,5,5,"HKG",TRUE,TRUE,"hub_or_entrepot_incumbent",FALSE,FALSE,FALSE,FALSE,"strict_pre_specified_ri_ipe_2026_05_19","observed_hub_entrepot_cases_2026_05_19",1990,2000,"trade_data; unga_data","build_china_top_partner_panel","2026-05-19","2026-05-19 23:14:02 -03"
"URY","Uruguay",2013,"BRA","Brazil","Latin America & Caribbean","Latin America & Caribbean",2,8,1967.0102030000005,1932.6143689999997,12094.531361820338,0.1626363307642825,0.15979241453710394,0.0028439162271785556,5,0.16532958491660338,0.11394251401098199,0.05138707090562139,5,5,"BRA",TRUE,FALSE,"narrow_export_share_margin",FALSE,FALSE,TRUE,TRUE,"strict_pre_specified_ri_ipe_2026_05_19","observed_hub_entrepot_cases_2026_05_19",1990,2000,"trade_data; unga_data","build_china_top_partner_panel","2026-05-19","2026-05-19 23:14:02 -03"
"UZB","Uzbekistan",2013,"RUS","Russia","Europe & Central Asia","Europe & Central Asia",2,16,1702.889795503528,1090.832456,5812.297662489826,0.2929804862702193,0.18767663312217875,0.10530385314804053,5,0.2524271449829525,0.12285917501702806,0.12956796996592446,5,3,"RUS",TRUE,FALSE,"none",FALSE,FALSE,TRUE,TRUE,"strict_pre_specified_ri_ipe_2026_05_19","observed_hub_entrepot_cases_2026_05_19",1990,2000,"trade_data; unga_data","build_china_top_partner_panel","2026-05-19","2026-05-19 23:14:02 -03"
"ERI","Eritrea",2014,"CAN","Canada","North America","Sub-Saharan Africa",3,16,155.47973100000002,50.93422199999999,325.3264720000001,0.4779190886132377,0.15656341055455203,0.32135567805868565,5,0.42050279526974993,0.049928565270894315,0.3705742299988556,5,3,"CAN",TRUE,FALSE,"none",FALSE,TRUE,FALSE,FALSE,"strict_pre_specified_ri_ipe_2026_05_19","observed_hub_entrepot_cases_2026_05_19",1990,2000,"trade_data; unga_data","build_china_top_partner_panel","2026-05-19","2026-05-19 23:14:02 -03"
"IRQ","Iraq",2014,"IND","India","South Asia","Middle East & North Africa",2,3,20230.123685999995,17984.417704999996,90075.62348619092,0.22459043749057572,0.19965909764429335,0.024931339846282374,5,0.19055048908285815,0.13589906115402134,0.054651427928836836,5,2,"USA",FALSE,FALSE,"weak_pre_entry_persistence",FALSE,FALSE,TRUE,FALSE,"strict_pre_specified_ri_ipe_2026_05_19","observed_hub_entrepot_cases_2026_05_19",1990,2000,"trade_data; unga_data","build_china_top_partner_panel","2026-05-19","2026-05-19 23:14:02 -03"
"MMR","Myanmar (Burma)",2014,"THA","Thailand","East Asia & Pacific","East Asia & Pacific",2,21,4020.7690289999996,2816.746696999999,11145.921237011926,0.3607390491553406,0.25271546757808705,0.10802358157725356,5,0.40599161885179164,0.16831746464527486,0.2376741542065168,5,5,"THA",TRUE,FALSE,"none",FALSE,FALSE,FALSE,FALSE,"strict_pre_specified_ri_ipe_2026_05_19","observed_hub_entrepot_cases_2026_05_19",1990,2000,"trade_data; unga_data","build_china_top_partner_panel","2026-05-19","2026-05-19 23:14:02 -03"
"MOZ","Mozambique",2014,"ZAF","South Africa","Sub-Saharan Africa","Sub-Saharan Africa",5,10,1325.2469170000004,455.1268869999999,7163.699444000001,0.18499476804683213,0.06353238163574745,0.12146238641108467,5,0.19366334620529177,0.08427027669107243,0.10939306951421934,5,4,"ZAF",TRUE,FALSE,"none",FALSE,FALSE,TRUE,TRUE,"strict_pre_specified_ri_ipe_2026_05_19","observed_hub_entrepot_cases_2026_05_19",1990,2000,"trade_data; unga_data","build_china_top_partner_panel","2026-05-19","2026-05-19 23:14:02 -03"
"NZL","New Zealand",2014,"AUS","Australia","East Asia & Pacific","East Asia & Pacific",2,3,10391.22617276551,9433.269791039236,51192.51010024977,0.20298333003043761,0.184270507005149,0.018712823025288622,5,0.21800303458326004,0.1249891434411436,0.09301389114211642,5,5,"AUS",TRUE,FALSE,"narrow_export_share_margin",FALSE,FALSE,TRUE,TRUE,"strict_pre_specified_ri_ipe_2026_05_19","observed_hub_entrepot_cases_2026_05_19",1990,2000,"trade_data; unga_data","build_china_top_partner_panel","2026-05-19","2026-05-19 23:14:02 -03"
"SAU","Saudi Arabia",2015,"USA","United States","North America","Middle East & North Africa",2,1,49313.90744899999,48607.889486000015,358803.89203795383,0.13743972276583785,0.13547202403495204,0.001967698730885814,5,0.14132578984135707,0.1381390759001938,0.003186713941163266,5,3,"USA",TRUE,FALSE,"narrow_export_share_margin",TRUE,TRUE,TRUE,FALSE,"strict_pre_specified_ri_ipe_2026_05_19","observed_hub_entrepot_cases_2026_05_19",1990,2000,"trade_data; unga_data","build_china_top_partner_panel","2026-05-19","2026-05-19 23:14:02 -03"
