iso3c,country_name,pre_window_start,pre_window_end,observed_years,pre_total_exports_all_sectors,pre_services_exports,pre_goods_exports,pre_primary_exports,pre_primary_share,pre_agriculture_share,pre_mining_energy_share
CHN,China,2004,2008,5,23474056.668408573,395284.9658275714,23078771.702580996,4160580.5787949967,0.18027738358058723,0.05850275690859243,0.12177462667199485
CIV,Côte d’Ivoire,2004,2008,5,50804.59185701626,1.4631480161187937,50803.12870900014,32033.445961000027,0.630540810675014,0.5303918752198116,0.1001489354552025
CMR,Cameroon,2004,2008,5,27853.123246017916,1.0990970178681891,27852.024149000048,20688.45439000001,0.7427989534736481,0.33452610449982373,0.40827284897382415
COD,Congo - Kinshasa,2004,2008,5,9910.206422029594,1.8489460295968456,9908.357475999997,7361.323376,0.7429408349295614,0.06154605568855439,0.681394779241007
COG,Congo - Brazzaville,2004,2008,5,43583.60718911183,8.073000111799047,43575.53418900003,39330.63518999999,0.9025852676736298,0.030195811674803365,0.8723894559988264
COK,Cook Islands,2004,2008,5,96.29185500006903,0.0015150000690482557,96.29033999999999,11.772723000000001,0.1222627628067364,0.12221021340250747,5.254940422891851e-5
COL,Colombia,2004,2008,5,930055.0898651284,593583.8864390977,336471.2034260307,97907.61297300007,0.2909836324062244,0.13490385660292853,0.15607977580329577
COM,Comoros,2004,2008,5,164.24484300004752,0.0010000000474974513,164.24384300000003,76.86342799999998,0.46798361872231625,0.46797740235535024,6.2163669660359795e-6
CPV,Cape Verde,2004,2008,5,1946.0778816727861,720.9378856727853,1225.1399960000008,826.8884870000003,0.6749338766995896,0.6744239423230777,5.099343765118575e-4
CRI,Costa Rica,2004,2008,5,105403.67597833749,4632.067286962591,100771.6086913749,15714.434725000012,0.15594109222893668,0.15581932409246108,1.2176813647562879e-4
CUB,Cuba,2004,2008,5,8955.60212190762,81.14214890761468,8874.459973000005,531.6896959999999,0.059912343693884804,0.02504248457665559,0.03486985911722923
CXR,Christmas Island,2004,2008,5,132.857734,0,132.857734,95.826041,0.7212680670889661,0.001148288439120902,0.7201197786498452
CYM,Cayman Islands,2004,2008,5,9094.837146178961,4744.117719178961,4350.719427000001,15.686644000000001,0.003605528755233151,2.3056071917091695e-4,0.0033749680360622343
CYP,Cyprus,2004,2008,5,197127.29745909479,162850.02936856746,34277.268090527316,4510.131236999999,0.13157790828278976,0.06168990724159744,0.06988800104119228
CZE,Czechia,2004,2008,5,1698866.3198218103,927258.7875989818,771607.5322228285,150106.48921500004,0.1945373560345852,0.020731601237635972,0.1738057547969492
DEU,Germany,2004,2008,5,25798447.488362197,14777956.492363194,11020490.995999001,1458496.1305870004,0.1323440245190989,0.012157741116221008,0.12018628340287789
DJI,Djibouti,2004,2008,5,644.9833350003577,0.4622430003582849,644.5210919999994,316.3590169999999,0.49084354403098446,0.4765776493781528,0.014265894652831639
DMA,Dominica,2004,2008,5,443.75690314180724,6.9999101418070495,436.7569930000002,103.210442,0.2363109089360361,0.18198091449906095,0.05432999443697514
DNK,Denmark,2004,2008,5,2463142.2685715603,1784265.7695188555,678876.4990527048,150041.10729900002,0.22101384789187045,0.04205589408211859,0.17895795380975188
DOM,Dominican Republic,2004,2008,5,119922.95151402852,81542.06510102855,38380.886412999986,7304.624881999996,0.19031933768798648,0.1862172418086513,0.004102095879335211
DZA,Algeria,2004,2008,5,283086.8962414699,175.98574346973692,282910.91049800016,229307.43847300002,0.8105287918000637,0.10448439230203872,0.706044399498025
ECU,Ecuador,2004,2008,5,309152.5956380478,172160.60970204757,136991.9859360002,62523.068372,0.4563994597553282,0.17036386408693469,0.2860355956683935
EGY,Egypt,2004,2008,5,328866.3429878832,64969.67757001541,263896.66541786777,142592.39145700025,0.5403341919126261,0.22597227941313175,0.3143619124994942
ERI,Eritrea,2004,2008,5,687.804575428632,0.06530200089764548,687.7392734277344,21.033898999999998,0.030584117866594658,0.02843475101041304,0.002149366856181619
ESH,Western Sahara,2004,2008,5,21.259231000080874,0.005698000080883503,21.25353299999999,2.449536,0.11525312050471803,0,0.11525312050471803
ESP,Spain,2004,2008,5,11477492.709614016,7956138.472286518,3521354.2373274965,477631.2873315,0.1356385228922593,0.04712563889168486,0.08851288400057444
EST,Estonia,2004,2008,5,175710.70118910904,113720.04837257782,61990.652816531234,5222.937208999998,0.0842536248885442,0.03743513604975539,0.04681848883878882
ETH,Ethiopia,2004,2008,5,30377.371699419225,2.8259860364196356,30374.545713382806,22159.609020000018,0.7295453643685823,0.7283900650159226,0.0011552993526595806
FIN,Finland,2004,2008,5,1883651.6860133125,1091218.2580127355,792433.4280005769,53179.39390699999,0.06710897348333629,0.011169482301286199,0.055939491182050084
FJI,Fiji,2004,2008,5,6673.023331148584,939.1752186017111,5733.8481125468725,1478.2191409999996,0.2578057723163862,0.23300807342218868,0.0247976988941975
FLK,Falkland Islands,2004,2008,5,773.510546000082,0.006432000081986189,773.504114,0.317456,4.1041281391297166e-4,4.017535193096595e-4,8.659294603312219e-6
FRA,France,2004,2008,5,19378064.603608083,13163377.0107373,6214687.592870783,747164.8370807493,0.12022564705229336,0.03094704136835898,0.08927860568393438
FRE,FRE,2004,2008,5,10135.361781000001,0,10135.361781000001,48.342369,0.004769673746685963,0.0017441800679616015,0.0030254936787243625
FRO,Faroe Islands,2004,2008,5,8933.826482824223,4910.7708388242245,4023.055643999998,1033.5209989999998,0.25689950387372773,0.2565559600298684,3.435438438593966e-4
FSM,Micronesia (Federated States of),2004,2008,5,220.2322629995277,0.012015999527648091,220.22024700000006,29.810928,0.1353686975021874,0.13517130420800952,1.973932941778963e-4
GAB,Gabon,2004,2008,5,30076.83981799116,0.7609439911320806,30076.078874000028,26825.033266000006,0.8919059355569631,0.10272125219324216,0.7891846833637207
GBR,United Kingdom,2004,2008,5,20752719.070880666,15856014.724095171,4896704.346785496,886461.4500610003,0.18103225910360082,0.013180600998785923,0.1678516581048149
GEO,Georgia,2004,2008,5,13417.102956575556,378.8867329886516,13038.216223586904,4351.264513781249,0.33373158100488887,0.13139231437969723,0.20233926662519164
GHA,Ghana,2004,2008,5,46326.803106020365,2.2335120203060796,46324.56959400006,36604.14069600003,0.790166881566472,0.7510175697456687,0.03914931182080304
GIB,Gibraltar,2004,2008,5,1291.596679053087,258.75623605308647,1032.8404430000005,31.376318,0.030378669050627007,0.004702911309215645,0.02567575774141136
GIN,Guinea,2004,2008,5,12286.14953602806,1.151775028049542,12284.99776100001,10055.177971,0.8184924545058687,0.36867635030251056,0.449816104203358
GMB,Gambia,2004,2008,5,467.98972299818826,0.08113599818807415,467.9085870000002,367.0364860000001,0.7844192139179527,0.7688245182813879,0.015594695636564578
GNB,Guinea-Bissau,2004,2008,5,548.6525519855875,0.45302098558750004,548.199531,500.77246900000006,0.913485766918688,0.8620561990229066,0.05142956789578136
GNQ,Equatorial Guinea,2004,2008,5,44576.4583039996,0.046287999604828656,44576.412015999995,41897.169488,0.9398955096018422,0.012520076712313203,0.9273754328895292
GRC,Greece,2004,2008,5,2003265.5674496405,1578066.9794328657,425198.5880167747,90245.51374000005,0.21224321125083262,0.17142519468838038,0.04081801656245221
GRD,Grenada,2004,2008,5,217.3235840009809,0.046484000980854034,217.27710000000005,70.588365,0.32487714996196093,0.3213621499918767,0.0035149999700842837
GRL,Greenland,2004,2008,5,3040.9261870014625,0.16109000146389008,3040.7650969999986,167.488438,0.0550810183151744,0.0036865672429151814,0.05139445107225923
GTM,Guatemala,2004,2008,5,35793.343933938006,2411.3646459380143,33381.979287999995,10375.729886999992,0.3108182950293128,0.2688242935980098,0.041994001431303024
GUF,French Guiana,2004,2008,1,0.006000000052154064,0.006000000052154064,0,0,NA,NA,NA
GUM,Guam,2004,2008,5,361.36031700030935,0.013250000309199095,361.34706700000015,58.782759,0.16267672929527327,0.16031494452395809,0.0023617847713151624
GUY,Guyana,2004,2008,5,4480.517616000428,0.015101000433787704,4480.502514999994,1612.533264,0.3599000912512605,0.16326791817457578,0.19663217307668474
HKG,Hong Kong SAR China,2004,2008,5,2082697.0352144488,1725554.5017104489,357142.533504,22659.705411999996,0.06344723264877161,0.013973768520472512,0.049473464128299095
HMD,Heard & McDonald Islands,2004,2008,5,2.890345,0,2.890345,0,0,0,0
HND,Honduras,2004,2008,5,32556.168179008753,1489.5490220087377,31066.619157000016,8284.170979999999,0.2666582719585497,0.2522439522755178,0.014414319683031862
HRV,Croatia,2004,2008,5,2082537.4946370274,2003542.6393949026,78994.8552421247,19631.487763999987,0.24851602935188777,0.09063643432290207,0.15787959502898574
HTI,Haiti,2004,2008,5,2838.7940329830476,0.45768698304891586,2838.3363459999987,114.193036,0.04023238336814085,0.04002452780485236,0.00020785556328848149
HUN,Hungary,2004,2008,5,1207654.561907643,584690.4394103014,622964.1224973414,51662.13251150006,0.0829295470570547,0.04052389840493227,0.04240564865212241
IDN,Indonesia,2004,2008,5,1160840.3208906567,26983.06634759719,1133857.2545430593,353435.6372929999,0.3117108753124601,0.16160654120596912,0.15010433410649107
IMN,Isle of Man,2004,2008,5,336.85646620974876,336.85646620974876,0,0,NA,NA,NA
IND,India,2004,2008,5,3278909.8086232645,110410.16275023918,3168499.6458730255,605248.3214559988,0.1910204794386944,0.12705064499954535,0.06396983443914911
IOT,British Indian Ocean Territory,2004,2008,5,18.037193,0,18.037193,0.20708300000000002,0.011480888406527558,0.010332705316176416,0.001148183090351143
IRL,Ireland,2004,2008,5,2570783.269523833,1729361.3583999886,841421.911123844,20656.017137999996,0.024548941339560336,0.011283506659957419,0.013265434679602913
IRN,Iran,2004,2008,5,771843.6621720901,7270.149315090186,764573.5128570001,347843.63293500023,0.454951194470764,0.1066186533462173,0.34833254112454654
IRQ,Iraq,2004,2008,5,174181.51750523903,12.617770215656492,174168.89973502338,168206.567251,0.9657669509706134,0.06339807037765643,0.902368880592957
ISL,Iceland,2004,2008,5,125561.58217459873,107092.35286359873,18469.229311000003,1509.152168,0.08171170234489271,0.07781296521907696,0.0038987371258157417
ISR,Israel,2004,2008,5,1013092.5457960322,742063.4462665323,271029.0995294999,30515.848135000015,0.1125925156670439,0.05485600286024552,0.05773651280679837
ITA,Italy,2004,2008,5,17710036.18135226,10976474.475439772,6733561.705912491,1213296.824876,0.18018648641931193,0.023900948114232882,0.15628553830507902
JAM,Jamaica,2004,2008,5,14757.285156028247,4.085691028216388,14753.19946500003,4827.653142999996,0.32722753830129864,0.28706619056071897,0.04016134774057966
JOR,Jordan,2004,2008,5,77263.77871530782,12463.9662024563,64799.812512851524,7336.180809999998,0.11321299438243032,0.04361599036169228,0.06959700402073807
JPN,Japan,2004,2008,5,37087988.5745251,23634315.732302107,13453672.842222998,328082.3725519994,0.024386082254233648,0.023793692128915033,5.923901253186055e-4
KAZ,Kazakhstan,2004,2008,5,229757.41144589658,2009.7029770336248,227747.70846886295,137674.44449099997,0.6045041920139559,0.08336806099893582,0.5211361310150202
KEN,Kenya,2004,2008,5,114317.97861048504,61101.79114148491,53216.18746900014,38893.74674100006,0.7308630811565882,0.7087092628529609,0.022153818303627355
KGZ,Kyrgyzstan,2004,2008,5,14478.511993223721,1488.6599207823187,12989.852072441403,5832.602606062499,0.44901224229001396,0.353727107081398,0.095285135208616
KHM,Cambodia,2004,2008,5,28881.526135008782,0.46253300880198367,28881.06360199998,9794.125614999999,0.33911928417767023,0.33683007496047845,0.0022892092171917663
KIR,Kiribati,2004,2008,5,66.99358200009499,0.0020000000949949026,66.991582,12.471834999999999,0.1861701817998566,0.1818597297791833,0.0043104520206732845
KNA,St. Kitts & Nevis,2004,2008,5,515.5670088818763,154.67950888187625,360.8875,4.686579,0.01298626026116172,0.010259036403311281,0.0027272238578504382
KOR,South Korea,2004,2008,5,8312098.0384523,4441698.493027675,3870399.5454246257,139906.6855926253,0.036147866376745344,0.033900015484475125,0.0022478508922702204
KWT,Kuwait,2004,2008,5,405542.5335603975,199.28086539752985,405343.252695,264778.165846,0.6532196208659529,2.6385042871423934e-4,0.6529557704372386
LAO,Laos,2004,2008,5,4630.268549012821,3.6229870128256607,4626.645561999995,1075.157275,0.23238375635051534,0.11385505977083975,0.1185286965796756
LBN,Lebanon,2004,2008,5,24688.395888919462,34.03801491950435,24654.357873999958,6223.772194999985,0.25244105836410624,0.24937156073667838,0.00306949762742785
LBR,Liberia,2004,2008,5,6523.137105188846,55.197316188845434,6467.939789000001,1646.356627,0.25454111830168114,0.1641260907847947,0.09041502751688649
LBY,Libya,2004,2008,5,195443.09104759415,38.052196594195266,195405.03885099996,169349.45016099996,0.8666585629356882,3.097741611778822e-4,0.8663487887745104
LCA,St. Lucia,2004,2008,5,879.6202939707827,3.5619039707817137,876.0583900000009,257.15767600000004,0.2935394249234914,0.2783521621201524,0.015187262803338925
LIE,Liechtenstein,2004,2008,5,6195.74925227297,6195.74925227297,0,0,NA,NA,NA
LKA,Sri Lanka,2004,2008,5,69051.95909255602,364.4396747591654,68687.51941779687,15498.340145000006,0.22563546152730043,0.2183707741688178,0.0072646873584826435
LSO,Lesotho,2004,2008,5,4400.969141912247,474.9176889122464,3926.051453000001,694.5351230000001,0.17690423350648837,4.505656691402509e-4,0.1764536678373481
LTU,Lithuania,2004,2008,5,257956.76602362609,152895.23845480962,105061.52756881647,16168.954297999997,0.15389985917927143,0.06358853561903575,0.09031132356023563
LUX,Luxembourg,2004,2008,5,839930.4640211908,738459.5589072435,101470.90511394733,8345.224932000001,0.0822425395991953,0.011576332788999055,0.07066620681019622
LVA,Latvia,2004,2008,5,210640.44777048242,148451.62855913868,62188.819211343754,11037.985358,0.17749147673134433,0.0762482681635328,0.10124320856781152
MAC,Macao SAR China,2004,2008,5,14477.452284617128,284.2142088671135,14193.238075750014,71.93084175000001,0.00506796555980401,0.0027809041030205004,0.0022870614567835094
MAR,Morocco,2004,2008,5,229872.1065426455,39183.66417941954,190688.44236322597,35357.64709900004,0.18542102846301667,0.14922714444222512,0.03619388402079157
MCO,Monaco,2004,2008,1,0.001,0,0.001,0.001,1,1,0
MDA,Moldova,2004,2008,5,30353.095389787228,15009.722403023552,15343.372986763678,4060.952876999997,0.26467145656325203,0.25634067440014685,0.008330782163105135
MDG,Madagascar,2004,2008,5,12424.294324042352,0.16890900328871794,12424.125415039063,6941.914516,0.5587447231977394,0.5416268559116796,0.0171178672860597
MDV,Maldives,2004,2008,5,1020.57406995171,5.616475951710527,1014.9575939999995,120.327802,0.11855451174642875,0.11849276926539264,6.174248103610921e-5
MEX,Mexico,2004,2008,5,5429089.3537603365,3610778.381413338,1818310.9723469983,355780.32950100023,0.19566528218315382,0.05952650573751508,0.13613877644563868
MHL,Marshall Islands,2004,2008,5,4563.671839084506,15.340494084506645,4548.331345,83.957376,0.018458940132471815,0.007460449652003091,0.01099849048046872
MKD,North Macedonia,2004,2008,5,58486.368084808375,30252.309510323277,28234.0585744851,7066.781587499997,0.2502928004083052,0.13755382421391124,0.11273897619439395
MLI,Mali,2004,2008,5,13728.966419999932,0.002981999918119982,13728.963438000013,10472.024805999994,0.7627687882841009,0.7625353576238424,2.3343066025870765e-4
MLT,Malta,2004,2008,5,90425.35613163873,60977.77225489895,29447.583876739795,690.7599130000002,0.023457269563823914,0.015945872977745534,0.007511396586078379
MMR,Myanmar (Burma),2004,2008,5,23717.223167071017,8.454263070972956,23708.768904000048,17625.437089,0.7434142683817845,0.30140988007160274,0.4420043883101818
MNE,Montenegro,2004,2008,3,14888.554273778574,12910.750659778576,1977.803613999999,186.942454,0.09452023076341698,0.017728903796006522,0.07679132696741046
MNG,Mongolia,2004,2008,5,18749.402589012832,7991.619850770265,10757.782738242566,8081.420351195313,0.7512161704536827,0.07923250661773877,0.671983663835944
MNP,Northern Mariana Islands,2004,2008,5,109.65881310128997,40.941566101289936,68.71724700000003,0.013934,2.0277296615215092e-4,1.5571054527257174e-4,4.7062420879579165e-5
MOZ,Mozambique,2004,2008,5,28937.481005285226,7108.328825285207,21829.15218000002,11331.509402999995,0.519099839955396,0.4464663088898759,0.07263353106552023
MRT,Mauritania,2004,2008,5,8069.210984990102,1.4912239901022986,8067.719760999999,5459.302728,0.676684725018673,0.02352314639353275,0.6531615786251405
MSR,Montserrat,2004,2008,5,27.013994000000004,0,27.013994000000004,4.350252,0.1610369795743643,0.004142667685496635,0.15689431188886765
MUS,Mauritius,2004,2008,5,21399.791686888144,8113.109585388127,13286.682101500017,2150.999231499998,0.16189137476670404,0.15934388380986247,0.002547490956841567
MWI,Malawi,2004,2008,5,16656.310163913095,0.0031130000279517844,16656.307050913067,10960.258965554682,0.6580245508234589,0.6571723861442597,8.521646791993678e-4
MYS,Malaysia,2004,2008,5,1385508.6858547518,40638.179406503,1344870.5064482489,148878.08089800001,0.11070068098316863,0.02667990606081505,0.08402077492235359
MYT,Mayotte,2004,2008,5,46.12900099999999,0,46.12900099999999,4.124236,0.08940657526921081,0.08898376099668842,4.2281427252239867e-4
NAM,Namibia,2004,2008,5,17750.253822003386,1.7937620033262647,17748.46006000006,5029.828789,0.2833952225712129,0.037421118607176666,0.2459741039640363
NCL,New Caledonia,2004,2008,5,7875.309641000009,6.970000104047358e-4,7875.3089439999985,1486.658522,0.18877462872521947,0.0037912995175570594,0.18498332920766242
NER,Niger,2004,2008,5,9643.267107569853,3133.073737569852,6510.193370000003,5119.604040000001,0.7863981527172362,0.7214190135492089,0.06497913916802747
NFK,Norfolk Island,2004,2008,5,12.049412999999998,0,12.049412999999998,1.229652,0.10205078039901198,0.0940155342007117,0.008035246198300284
NGA,Nigeria,2004,2008,5,676967.1522919782,17635.281667040552,659331.8706249376,533423.3535899997,0.8090362037017907,0.3704183069407995,0.43861789676099106
NIC,Nicaragua,2004,2008,5,14838.565703999599,992.1720659995917,13846.393638000007,4808.072927999997,0.34724369779613473,0.314326200149012,0.03291749764712271
NIU,Niue,2004,2008,5,17.686702000047493,0.0010000000474974513,17.685701999999996,2.061,0.11653481439413603,0.11113293665131305,0.005401877742822989
NLD,Netherlands,2004,2008,5,6961733.999141099,4612109.304824737,2349624.6943163625,427647.5613850001,0.18200675300164343,0.04883201034213831,0.13317474265950513
NOR,Norway,2004,2008,5,2700990.5601365473,1674723.6507154847,1026266.9094210627,555094.6777750002,0.5408872415930667,0.0185723823715141,0.5223148592215525
NPL,Nepal,2004,2008,5,19345.903597330183,1.3764609942318202,19344.527136335953,13767.867712000012,0.711719010496722,0.7090626635290321,0.0026563469676898484
NRU,Nauru,2004,2008,5,190.0425059997973,0.014359999797306955,190.028146,160.444715,0.8443207934049939,0.0049804727348126635,0.839340320670181
NZL,New Zealand,2004,2008,5,834896.8390000304,643639.2034750303,191257.6355250001,55105.92935300001,0.2881240751603712,0.08956972121910793,0.19855435394126328
OMN,Oman,2004,2008,5,146457.99032337096,1424.8259740738722,145033.16434929712,95847.26995400002,0.660864502157327,0.004819533271138945,0.6560449688861879
PAK,Pakistan,2004,2008,5,468554.0842907003,304452.93774620036,164101.14654450002,50132.353311000086,0.3054966669437954,0.3020714817099581,0.003425185233837346
PAN,Panama,2004,2008,5,36442.56210912871,8162.256230128689,28280.30587900002,4920.586347999996,0.1739933920465073,0.1462097984262044,0.0277835936203029
PCN,Pitcairn Islands,2004,2008,5,65.57390900046416,0.01293400046415627,65.560975,0.08193600000000001,0.0012497678687664424,0.0012318761275286099,1.7891741237832414e-5
PER,Peru,2004,2008,5,467968.6991266128,166333.4026371602,301635.2964894526,70080.75712300006,0.2323360625849389,0.07051627178433936,0.16181979080059944
PHL,Philippines,2004,2008,5,696312.5538014632,246345.58126802585,449966.9725334374,69917.24612700011,0.15538306230198817,0.10993224178097706,0.04545082052101112
PLW,Palau,2004,2008,5,151.70616200009502,0.0020000000949949026,151.70416200000003,141.654802,0.9337568602765162,0.9332944141637984,4.624461127177248e-4
PNG,Papua New Guinea,2004,2008,5,36534.452823693486,10067.918023693492,26466.534799999998,18414.418901999998,0.6957623671233304,0.14222481490096694,0.5535375522223636
POL,Poland,2004,2008,5,3394169.4405793063,2004800.6399279935,1389368.8006513128,215999.20292000007,0.1554657070309505,0.03554574341373484,0.11991996361721567
PRI,Puerto Rico,2004,2008,5,873.5399859997302,0.05598599973018281,873.484,873.484,1,1,0
PRK,North Korea,2004,2008,5,43367.01954677839,34297.23297777841,9069.786568999989,1970.949562,0.21730936522107286,0.06304265118589701,0.15426671403517586
PRT,Portugal,2004,2008,5,1687005.7585270717,1181931.088916776,505074.66961029574,104564.62134300004,0.2070280448308361,0.04418824911813612,0.16283979571270002
PRY,Paraguay,2004,2008,5,32279.58948796431,6387.247840964308,25892.341647,19308.876786000008,0.7457369846746641,0.43480076458455064,0.3109362200901133
PSE,Palestinian Territories,2004,2008,5,17178.0069746061,6630.499937606102,10547.507037,3602.8999349999995,0.3415878199807073,0.31599347943625367,0.025594340544453722
PYF,French Polynesia,2004,2008,5,1510.697135809413,35.38482080941321,1475.312315,843.96244,0.572056798698925,0.5720117763675009,4.502233142410935e-5
QAT,Qatar,2004,2008,5,247052.52815068772,63.271513969115404,246989.25663671858,196430.637152,0.7953003293617659,4.231145411871483e-4,0.7948772148205787
ROU,Romania,2004,2008,5,1079259.1182799859,600791.4169478134,478467.7013321725,136894.38872223446,0.2861099889106132,0.11238952475846928,0.1737204641521439
RUS,Russia,2004,2008,5,2914876.871852578,191660.4941405726,2723216.3777120053,1281445.9787029994,0.47056340773759814,0.06688235554239229,0.40368105219520617
