iso3c,estimate_china,rmspe_pre_china,status_china,error_china,estimate_anchor,rmspe_pre_anchor,status_anchor,error_anchor,estimate_difference,status
GIN,-0.015840072056845973,0.07111079095192584,estimated,,-0.13920447288207183,0.08343127285780126,estimated,,0.12336440082522586,estimated
GRC,-0.3196151494956797,0.03978286275159094,estimated,,-0.3033254945005631,0.03479658158055121,estimated,,-0.016289654995116587,estimated
GTM,-0.09730888621448446,0.06443132293310867,estimated,,-0.07861608498989284,0.03061237058525258,estimated,,-0.018692801224591618,estimated
GUY,-0.010568469686542415,0.04251552755334649,estimated,,0.036847324507309404,0.017654070897460145,estimated,,-0.04741579419385182,estimated
HRV,-0.004409248576410208,0.05544464754308313,estimated,,-0.010131770474387628,0.05005499941797131,estimated,,0.00572252189797742,estimated
HTI,-0.11204112906082513,0.235560810151121,estimated,,-0.052492985197542634,0.1660540898893466,estimated,,-0.05954814386328249,estimated
HUN,-0.012760223019679717,0.047827316288880935,estimated,,0.03876525350403623,0.04256732978035257,estimated,,-0.051525476523715946,estimated
IRL,-0.07191941266524578,0.04275180071551345,estimated,,-0.06046347661734249,0.047528317042342685,estimated,,-0.011455936047903285,estimated
ISL,-0.09089855261012365,0.05598067405422407,estimated,,-0.08306244735252437,0.0402662364726633,estimated,,-0.007836105257599285,estimated
ISR,0.05438768943056306,0.0618852461799732,estimated,,0.01951998334840793,0.06207548082581692,estimated,,0.03486770608215513,estimated
ITA,0.007198088569540741,0.057746477949898734,estimated,,0.04776808186947095,0.042314906287723116,estimated,,-0.04056999329993021,estimated
JAM,0.07615153814601587,0.05539263925650724,estimated,,-0.014662898177256621,0.044205210341848,estimated,,0.09081443632327249,estimated
JOR,0.016330930758938877,0.13810407492736196,estimated,,-0.010352767233588364,0.1858061169962163,estimated,,0.02668369799252724,estimated
KEN,-0.03201803345202048,0.09354063202584563,estimated,,-0.0203358368909914,0.041146918492725545,estimated,,-0.011682196561029076,estimated
KWT,-0.0063161875209853495,0.10760241488486999,estimated,,0.07139231907778094,0.13012351894648436,estimated,,-0.0777085065987663,estimated
LBN,0.16108735898924512,0.1948123849690316,estimated,,0.29257198849358695,0.16448986037769708,estimated,,-0.13148462950434184,estimated
LBY,-0.5686911564143292,0.16696377649760374,estimated,,-0.6805055157594173,0.10996695523881753,estimated,,0.1118143593450881,estimated
LKA,0.04372585880889895,0.08131912184449189,estimated,,0.2246671516052466,0.07318492545567791,estimated,,-0.18094129279634766,estimated
LTU,0.04558496828040391,0.03737344248999178,estimated,,0.07316798861436453,0.026095767082127158,estimated,,-0.027583020333960623,estimated
LVA,9.005513671520043e-4,0.03969096237873746,estimated,,0.0040488929610782015,0.034310266307977275,estimated,,-0.003148341593926197,estimated
MAR,0.053546590677178145,0.07842278316609944,estimated,,-0.1024316349518718,0.12353828562908371,estimated,,0.15597822562904995,estimated
MDA,-9.655876170176015e-4,0.07550723982051753,estimated,,0.03760024857426524,0.07894946740078798,estimated,,-0.03856583619128284,estimated
MDG,-0.017415919344357475,0.09229789352930187,estimated,,-0.03438208686143331,0.08693813035076103,estimated,,0.016966167517075838,estimated
MDV,0.11496875146183104,0.044991961950672454,estimated,,-0.0560889146949426,0.05962627099673833,estimated,,0.17105766615677365,estimated
MEX,-0.014342385872215917,0.09872060739749176,estimated,,-0.019970741886635262,0.06081813769491856,estimated,,0.005628356014419345,estimated
MUS,-0.07505097262550083,0.0477484272643797,estimated,,-0.10282047994375923,0.032812807260538264,estimated,,0.027769507318258405,estimated
MWI,0.09213862300459329,0.1506231665117864,estimated,,0.025997012551021065,0.10305630331144308,estimated,,0.06614161045357222,estimated
NAM,0.12090591622096991,0.057799688593492736,estimated,,0.2584767221482389,0.05501994254413539,estimated,,-0.137570805927269,estimated
NGA,-0.03819484727145057,0.16200173144501562,estimated,,-0.08838035044055602,0.13654028032531723,estimated,,0.05018550316910545,estimated
NIC,0.3501464066199061,0.13360977934906107,estimated,,0.5119221517718799,0.1140778200637422,estimated,,-0.16177574515197385,estimated
NLD,0.00800692242578155,0.06480843916571154,estimated,,0.06190585311613839,0.05586950848416591,estimated,,-0.05389893069035684,estimated
NOR,-0.020283015807322134,0.06378600080435104,estimated,,-0.009758202507448611,0.046141566627840254,estimated,,-0.010524813299873523,estimated
PAK,-0.04738022329958661,0.07118928001927002,estimated,,0.10955863294746326,0.09286860782023847,estimated,,-0.15693885624704987,estimated
PAN,0.2588872150140101,0.06742642306149217,estimated,,0.2987346900491958,0.058060041472783194,estimated,,-0.03984747503518571,estimated
PNG,0.06605867734123716,0.21348000305042109,estimated,,-0.006356286168642777,0.12718895167818392,estimated,,0.07241496350987994,estimated
POL,0.01098300556509024,0.0398763235995722,estimated,,0.023989420811089502,0.03398891055561085,estimated,,-0.013006415245999261,estimated
PRT,-0.06887371894630172,0.04078631003434545,estimated,,-0.04080631404547192,0.03912534266146852,estimated,,-0.028067404900829797,estimated
PRY,-0.017850618431482192,0.07221732259350426,estimated,,-0.006582032301273333,0.05420744345795058,estimated,,-0.011268586130208858,estimated
QAT,0.052737474475642476,0.13363725305128005,estimated,,0.06517874865129915,0.05938585097803785,estimated,,-0.012441274175656672,estimated
ROU,-0.05027005762989587,0.033338031124193465,estimated,,-0.01402871598631734,0.04058197948922677,estimated,,-0.036241341643578534,estimated
RWA,0.11026114147727771,0.21760590646169617,estimated,,-0.03488262253179553,0.11912689017214916,estimated,,0.14514376400907325,estimated
SEN,0.1024956710344461,0.10136130115997048,estimated,,-0.09530076735231802,0.06670930087081245,estimated,,0.1977964383867641,estimated
SGP,-0.07670326321058887,0.08292840996619914,estimated,,-0.10609756497653777,0.052025069267124156,estimated,,0.0293943017659489,estimated
SLV,-0.07050941356719435,0.08202025557433683,estimated,,-0.14501346528009956,0.04681771634165231,estimated,,0.07450405171290521,estimated
SUR,0.04092865783155001,0.05159822010965685,estimated,,0.04093081436728952,0.11865640350237858,estimated,,-2.156535739511467e-6,estimated
SVK,0.016311670500165052,0.037511029788246907,estimated,,0.041256170101898686,0.03517785309171421,estimated,,-0.024944499601733634,estimated
SVN,-0.11443689494877352,0.02436236985504573,estimated,,-0.09741740980460069,0.024165731570954085,estimated,,-0.017019485144172827,estimated
SWE,-0.049640705578105376,0.04337453940361641,estimated,,-0.04141755471339659,0.03676645802250515,estimated,,-0.00822315086470879,estimated
SWZ,0.0319348829548582,0.11769847325797803,estimated,,0.1642746422348297,0.08416360546576257,estimated,,-0.13233975927997152,estimated
TCD,0.05982705537701359,0.17025204335796731,estimated,,-0.06624424455117824,0.17161193724055795,estimated,,0.12607129992819183,estimated
TGO,0.31100091491949594,0.0802308456101669,estimated,,0.18702150669704026,0.08315592064022109,estimated,,0.12397940822245568,estimated
TTO,0.06119620395895176,0.05207621948868668,estimated,,0.02719483720811753,0.047346227159416804,estimated,,0.03400136675083423,estimated
TUN,0.09045553335860756,0.11867873840290173,estimated,,-0.04265852102452854,0.12450192774249558,estimated,,0.13311405438313612,estimated
TUR,-0.05451374924427761,0.046328934576699364,estimated,,-0.03082179278566065,0.025338004286900494,estimated,,-0.023691956458616964,estimated
UGA,0.03848121970469031,0.16929750126589577,estimated,,0.1354064143126105,0.12845874653540904,estimated,,-0.09692519460792018,estimated
UKR,-0.056559205874436115,0.15020859580221263,estimated,,-0.07318659867291565,0.15775158130610997,estimated,,0.01662739279847953,estimated
USA,-0.21961781778686168,0.06601373878715568,estimated,,-0.22509951334973982,0.07104356779101999,estimated,,0.005481695562878142,estimated
VEN,0.31360483225103614,0.13775273015968365,estimated,,0.289055710332641,0.10496168285816038,estimated,,0.024549121918395145,estimated
