weight_rank,iso3c,country_name,region,latin_america,unit_weight,cumulative_weight,relative_to_uniform_weight,high_weight_top10,high_weight_2x_uniform,high_weight_donor
45,LBN,Lebanon,Middle East & North Africa,FALSE,0.010644678286592811,0.7550829211920886,1.0112444372263172,FALSE,FALSE,FALSE
46,ISR,Israel,Middle East & North Africa,FALSE,0.010613461434511607,0.7656963826266002,1.0082788362786026,FALSE,FALSE,FALSE
47,SVN,Slovenia,Europe & Central Asia,FALSE,0.01051689290427033,0.7762132755308706,0.9991048259056814,FALSE,FALSE,FALSE
48,GUY,Guyana,Latin America & Caribbean,TRUE,0.010368562049712022,0.7865818375805826,0.9850133947226422,FALSE,FALSE,FALSE
49,DZA,Algeria,Middle East & North Africa,FALSE,0.010327004154633264,0.7969088417352159,0.9810653946901601,FALSE,FALSE,FALSE
50,UGA,Uganda,Sub-Saharan Africa,FALSE,0.010279040451098691,0.8071878821863147,0.9765088428543757,FALSE,FALSE,FALSE
51,BGR,Bulgaria,Europe & Central Asia,FALSE,0.010244733095998514,0.8174326152823131,0.9732496441198588,FALSE,FALSE,FALSE
52,TGO,Togo,Sub-Saharan Africa,FALSE,0.010195412420580854,0.827628027702894,0.9685641799551812,FALSE,FALSE,FALSE
53,SVK,Slovakia,Europe & Central Asia,FALSE,0.009908364421093255,0.8375363921239872,0.9412946200038592,FALSE,FALSE,FALSE
54,PAN,Panama,Latin America & Caribbean,TRUE,0.009868632390038394,0.8474050245140257,0.9375200770536475,FALSE,FALSE,FALSE
55,ESP,Spain,Europe & Central Asia,FALSE,0.009438631120101723,0.8568436556341273,0.8966699564096637,FALSE,FALSE,FALSE
56,COM,Comoros,Sub-Saharan Africa,FALSE,0.008718747834588966,0.8655624034687163,0.8282810442859518,FALSE,FALSE,FALSE
57,JOR,Jordan,Middle East & North Africa,FALSE,0.008088751666262849,0.8736511551349792,0.7684314082949706,FALSE,FALSE,FALSE
58,GRC,Greece,Europe & Central Asia,FALSE,0.0080410157654238,0.881692170900403,0.7638964977152609,FALSE,FALSE,FALSE
59,MDA,Moldova,Europe & Central Asia,FALSE,0.007935517381384368,0.8896276882817873,0.753874151231515,FALSE,FALSE,FALSE
60,SWE,Sweden,Europe & Central Asia,FALSE,0.007743097184668164,0.8973707854664554,0.7355942325434756,FALSE,FALSE,FALSE
61,AUT,Austria,Europe & Central Asia,FALSE,0.007474776303075666,0.9048455617695311,0.7101037487921883,FALSE,FALSE,FALSE
62,SEN,Senegal,Sub-Saharan Africa,FALSE,0.007410211367169325,0.9122557731367005,0.703970079881086,FALSE,FALSE,FALSE
63,QAT,Qatar,Middle East & North Africa,FALSE,0.007396063963444001,0.9196518371001445,0.7026260765271801,FALSE,FALSE,FALSE
64,MAR,Morocco,Middle East & North Africa,FALSE,0.007152278280315116,0.9268041153804596,0.6794664366299361,FALSE,FALSE,FALSE
65,NLD,Netherlands,Europe & Central Asia,FALSE,0.007144788892825374,0.9339489042732849,0.6787549448184106,FALSE,FALSE,FALSE
66,FIN,Finland,Europe & Central Asia,FALSE,0.00704250592412738,0.9409914101974123,0.6690380627921011,FALSE,FALSE,FALSE
67,PRT,Portugal,Europe & Central Asia,FALSE,0.0065622752286031245,0.9475536854260154,0.6234161467172968,FALSE,FALSE,FALSE
68,CAN,Canada,North America,FALSE,0.006435926586913832,0.9539896120129292,0.611413025756814,FALSE,FALSE,FALSE
69,ITA,Italy,Europe & Central Asia,FALSE,0.005176447178919658,0.9591660591918488,0.49176248199736755,FALSE,FALSE,FALSE
70,USA,United States,North America,FALSE,0.004939634708676528,0.9641056939005254,0.4692652973242702,FALSE,FALSE,FALSE
71,CPV,Cape Verde,Sub-Saharan Africa,FALSE,0.004439504551401348,0.9685451984519267,0.42175293238312805,FALSE,FALSE,FALSE
72,GBR,United Kingdom,Europe & Central Asia,FALSE,0.004428330168483348,0.97297352862041,0.4206913660059181,FALSE,FALSE,FALSE
73,LKA,Sri Lanka,South Asia,FALSE,0.004185425501474855,0.9771589541218848,0.39761542264011124,FALSE,FALSE,FALSE
74,UKR,Ukraine,Europe & Central Asia,FALSE,0.0037803075768135194,0.9809392616986983,0.35912921979728435,FALSE,FALSE,FALSE
75,MEX,Mexico,Latin America & Caribbean,TRUE,0.0031011787971673265,0.9840404404958656,0.29461198573089603,FALSE,FALSE,FALSE
76,EGY,Egypt,Middle East & North Africa,FALSE,0.0023812084340951627,0.9864216489299608,0.22621480123904047,FALSE,FALSE,FALSE
77,IRL,Ireland,Europe & Central Asia,FALSE,0.0018534756747422257,0.988275124604703,0.17608018910051143,FALSE,FALSE,FALSE
78,GHA,Ghana,Sub-Saharan Africa,FALSE,0.0017643274664732559,0.9900394520711763,0.16761110931495932,FALSE,FALSE,FALSE
79,GIN,Guinea,Sub-Saharan Africa,FALSE,0.0010702754901089385,0.9911097275612852,0.10167617156034917,FALSE,FALSE,FALSE
80,CIV,Côte d’Ivoire,Sub-Saharan Africa,FALSE,9.91500926285626e-4,0.9921012284875709,0.09419258799713448,FALSE,FALSE,FALSE
81,BWA,Botswana,Sub-Saharan Africa,FALSE,7.968762681961246e-4,0.992898104755767,0.07570324547863183,FALSE,FALSE,FALSE
82,LBY,Libya,Middle East & North Africa,FALSE,6.557122426836097e-4,0.9935538169984506,0.06229266305494292,FALSE,FALSE,FALSE
83,ARE,United Arab Emirates,Middle East & North Africa,FALSE,4.95860230888396e-4,0.994049677229339,0.04710672193439762,FALSE,FALSE,FALSE
84,BGD,Bangladesh,South Asia,FALSE,4.95860230888396e-4,0.9945455374602274,0.04710672193439762,FALSE,FALSE,FALSE
85,BHR,Bahrain,Middle East & North Africa,FALSE,4.95860230888396e-4,0.9950413976911159,0.04710672193439762,FALSE,FALSE,FALSE
86,BLR,Belarus,Europe & Central Asia,FALSE,4.95860230888396e-4,0.9955372579220043,0.04710672193439762,FALSE,FALSE,FALSE
87,ECU,Ecuador,Latin America & Caribbean,TRUE,4.95860230888396e-4,0.9960331181528927,0.04710672193439762,FALSE,FALSE,FALSE
88,FRA,France,Europe & Central Asia,FALSE,4.95860230888396e-4,0.9965289783837812,0.04710672193439762,FALSE,FALSE,FALSE
89,GAB,Gabon,Sub-Saharan Africa,FALSE,4.95860230888396e-4,0.9970248386146696,0.04710672193439762,FALSE,FALSE,FALSE
90,KWT,Kuwait,Middle East & North Africa,FALSE,4.95860230888396e-4,0.997520698845558,0.04710672193439762,FALSE,FALSE,FALSE
91,MDG,Madagascar,Sub-Saharan Africa,FALSE,4.95860230888396e-4,0.9980165590764465,0.04710672193439762,FALSE,FALSE,FALSE
92,NGA,Nigeria,Sub-Saharan Africa,FALSE,4.95860230888396e-4,0.9985124193073349,0.04710672193439762,FALSE,FALSE,FALSE
93,RWA,Rwanda,Sub-Saharan Africa,FALSE,4.95860230888396e-4,0.9990082795382234,0.04710672193439762,FALSE,FALSE,FALSE
94,SWZ,Eswatini,Sub-Saharan Africa,FALSE,4.95860230888396e-4,0.9995041397691118,0.04710672193439762,FALSE,FALSE,FALSE
95,VEN,Venezuela,Latin America & Caribbean,TRUE,4.95860230888396e-4,1.0000000000000002,0.04710672193439762,FALSE,FALSE,FALSE
