iso3c,year,old_treatment,old_outcome,new_treatment,new_outcome,master_treatment,master_china_top_status,master_country_role,master_row_status,row_change
SOM,2009,0,0.6218457000000001,,,0,0,excluded_nonqualifying_china_top,country_nonqualifying_china_top,removed_from_estimation
SOM,2010,0,0.1195527999999999,,,0,0,excluded_nonqualifying_china_top,country_nonqualifying_china_top,removed_from_estimation
SOM,2011,0,0.0445643,,,0,0,excluded_nonqualifying_china_top,country_nonqualifying_china_top,removed_from_estimation
SOM,2012,0,0.1897379,,,0,0,excluded_nonqualifying_china_top,country_nonqualifying_china_top,removed_from_estimation
SOM,2013,0,0.1715800000000001,,,0,0,excluded_nonqualifying_china_top,country_nonqualifying_china_top,removed_from_estimation
SOM,2014,0,0.3657854,,,0,0,excluded_nonqualifying_china_top,country_nonqualifying_china_top,removed_from_estimation
SOM,2015,0,0.5410292999999999,,,0,0,excluded_nonqualifying_china_top,country_nonqualifying_china_top,removed_from_estimation
SOM,2016,0,0.0112892,,,0,0,excluded_nonqualifying_china_top,country_nonqualifying_china_top,removed_from_estimation
SOM,2017,0,0.23630980000000007,,,0,0,excluded_nonqualifying_china_top,country_nonqualifying_china_top,removed_from_estimation
SOM,2018,0,0.0063185,,,0,0,excluded_nonqualifying_china_top,country_nonqualifying_china_top,removed_from_estimation
SOM,2019,0,0.2323993,,,0,0,excluded_nonqualifying_china_top,country_nonqualifying_china_top,removed_from_estimation
SOM,2020,0,0.01861519999999994,,,0,0,excluded_nonqualifying_china_top,country_nonqualifying_china_top,removed_from_estimation
SOM,2021,0,0.33802590000000005,,,0,0,excluded_nonqualifying_china_top,country_nonqualifying_china_top,removed_from_estimation
SOM,2022,0,0.4405652,,,0,0,excluded_nonqualifying_china_top,country_nonqualifying_china_top,removed_from_estimation
YEM,1993,0,0.40405,,,0,1,treated_qualifying,nonqualifying_china_top_period,removed_from_estimation
YEM,1996,0,0.5236388999999999,,,0,1,treated_qualifying,nonqualifying_china_top_period,removed_from_estimation
YEM,1997,0,0.269452,,,0,1,treated_qualifying,nonqualifying_china_top_period,removed_from_estimation
YEM,1998,0,0.4265152,,,0,1,treated_qualifying,nonqualifying_china_top_period,removed_from_estimation
AFG,1990,0,0.9144,0,0.9144,0,0,never_observed_china_top_control,included_estimation,unchanged
AFG,1991,0,0.6000003,0,0.6000003,0,0,never_observed_china_top_control,included_estimation,unchanged
AFG,1992,0,0.2645812,0,0.2645812,0,0,never_observed_china_top_control,included_estimation,unchanged
AFG,1993,0,0.6692587000000001,0,0.6692587000000001,0,0,never_observed_china_top_control,included_estimation,unchanged
AFG,1994,0,0.517131,0,0.517131,0,0,never_observed_china_top_control,included_estimation,unchanged
AFG,1995,0,0.7882744000000002,0,0.7882744000000002,0,0,never_observed_china_top_control,included_estimation,unchanged
AFG,1996,0,0.14477299999999982,0,0.14477299999999982,0,0,never_observed_china_top_control,included_estimation,unchanged
AFG,1997,0,0.3631468,0,0.3631468,0,0,never_observed_china_top_control,included_estimation,unchanged
AFG,1998,0,0.5039589,0,0.5039589,0,0,never_observed_china_top_control,included_estimation,unchanged
AFG,1999,0,0.321194,0,0.321194,0,0,never_observed_china_top_control,included_estimation,unchanged
AFG,2000,0,0.10762090000000002,0,0.10762090000000002,0,0,never_observed_china_top_control,included_estimation,unchanged
AFG,2001,0,0.3378924,0,0.3378924,0,0,never_observed_china_top_control,included_estimation,unchanged
AFG,2002,0,0.13792690000000007,0,0.13792690000000007,0,0,never_observed_china_top_control,included_estimation,unchanged
AFG,2003,0,0.06245409999999996,0,0.06245409999999996,0,0,never_observed_china_top_control,included_estimation,unchanged
AFG,2004,0,0.08739570000000008,0,0.08739570000000008,0,0,never_observed_china_top_control,included_estimation,unchanged
AFG,2005,0,0.07798850000000002,0,0.07798850000000002,0,0,never_observed_china_top_control,included_estimation,unchanged
AFG,2006,0,0.4907147,0,0.4907147,0,0,never_observed_china_top_control,included_estimation,unchanged
AFG,2007,0,0.0344272000000001,0,0.0344272000000001,0,0,never_observed_china_top_control,included_estimation,unchanged
AFG,2008,0,0.01485950000000002,0,0.014859500000000025,0,0,never_observed_china_top_control,included_estimation,unchanged
AFG,2009,0,0.10337010000000002,0,0.10337010000000002,0,0,never_observed_china_top_control,included_estimation,unchanged
AFG,2010,0,0.00150589999999994,0,0.001505899999999949,0,0,never_observed_china_top_control,included_estimation,unchanged
AFG,2011,0,0.09530139999999998,0,0.09530139999999998,0,0,never_observed_china_top_control,included_estimation,unchanged
AFG,2012,0,0.05192549999999996,0,0.05192549999999996,0,0,never_observed_china_top_control,included_estimation,unchanged
AFG,2013,0,0.28906070000000006,0,0.28906070000000006,0,0,never_observed_china_top_control,included_estimation,unchanged
AFG,2014,0,0.02118069999999994,0,0.02118069999999994,0,0,never_observed_china_top_control,included_estimation,unchanged
AFG,2015,0,0.5679575,0,0.5679575,0,0,never_observed_china_top_control,included_estimation,unchanged
AFG,2016,0,0.2264745,0,0.22647450000000002,0,0,never_observed_china_top_control,included_estimation,unchanged
AFG,2017,0,0.5796405,0,0.5796405,0,0,never_observed_china_top_control,included_estimation,unchanged
AFG,2018,0,0.421643,0,0.421643,0,0,never_observed_china_top_control,included_estimation,unchanged
AFG,2019,0,0.19311219999999996,0,0.19311219999999996,0,0,never_observed_china_top_control,included_estimation,unchanged
AFG,2020,0,0.0102584,0,0.0102584,0,0,never_observed_china_top_control,included_estimation,unchanged
AFG,2021,0,0.469299,0,0.46929899999999997,0,0,never_observed_china_top_control,included_estimation,unchanged
AFG,2022,0,0.8031794,0,0.8031794,0,0,never_observed_china_top_control,included_estimation,unchanged
AGO,1990,0,1.003921,0,1.003921,0,0,treated_qualifying,included_estimation,unchanged
AGO,1991,0,0.6851915,0,0.6851915,0,0,treated_qualifying,included_estimation,unchanged
AGO,1992,0,0.1503008,0,0.1503008,0,0,treated_qualifying,included_estimation,unchanged
AGO,1993,0,0.7442890000000001,0,0.7442890000000001,0,0,treated_qualifying,included_estimation,unchanged
AGO,1994,0,1.4570221,0,1.4570220999999999,0,0,treated_qualifying,included_estimation,unchanged
AGO,1995,0,0.9263819,0,0.9263819000000001,0,0,treated_qualifying,included_estimation,unchanged
AGO,1996,0,0.6292871999999999,0,0.6292871999999999,0,0,treated_qualifying,included_estimation,unchanged
AGO,1997,0,0.4998019,0,0.4998019,0,0,treated_qualifying,included_estimation,unchanged
AGO,1998,0,0.07230209999999998,0,0.07230209999999998,0,0,treated_qualifying,included_estimation,unchanged
AGO,1999,0,0.07179920000000006,0,0.07179920000000006,0,0,treated_qualifying,included_estimation,unchanged
AGO,2000,0,0.3967474,0,0.39674740000000003,0,0,treated_qualifying,included_estimation,unchanged
AGO,2001,0,0.30480840000000003,0,0.30480840000000003,0,0,treated_qualifying,included_estimation,unchanged
AGO,2002,0,0.16655450000000005,0,0.16655450000000005,0,0,treated_qualifying,included_estimation,unchanged
AGO,2003,0,0.6387385999999999,0,0.6387385999999999,0,0,treated_qualifying,included_estimation,unchanged
AGO,2004,0,0.3135704,0,0.3135704,0,0,treated_qualifying,included_estimation,unchanged
AGO,2005,0,0.23967320000000003,0,0.23967320000000003,0,0,treated_qualifying,included_estimation,unchanged
AGO,2006,0,0.4265469,0,0.4265469,0,0,treated_qualifying,included_estimation,unchanged
AGO,2007,1,0.3303768000000001,1,0.3303768000000001,1,1,treated_qualifying,included_estimation,unchanged
AGO,2008,1,0.07037070000000001,1,0.07037070000000001,1,1,treated_qualifying,included_estimation,unchanged
AGO,2009,1,0.00601090000000004,1,0.006010900000000041,1,1,treated_qualifying,included_estimation,unchanged
AGO,2010,1,0.18085210000000007,1,0.18085210000000007,1,1,treated_qualifying,included_estimation,unchanged
AGO,2011,1,0.04327910000000001,1,0.043279100000000015,1,1,treated_qualifying,included_estimation,unchanged
AGO,2012,1,0.13603069999999995,1,0.13603069999999995,1,1,treated_qualifying,included_estimation,unchanged
AGO,2013,1,0.23850120000000008,1,0.23850120000000008,1,1,treated_qualifying,included_estimation,unchanged
AGO,2014,1,0.13175530000000002,1,0.13175530000000002,1,1,treated_qualifying,included_estimation,unchanged
AGO,2015,1,0.8788458,1,0.8788458,1,1,treated_qualifying,included_estimation,unchanged
AGO,2016,1,0.4659059,1,0.4659059,1,1,treated_qualifying,included_estimation,unchanged
AGO,2017,1,0.2155356,1,0.2155356,1,1,treated_qualifying,included_estimation,unchanged
AGO,2018,1,0.07692180000000004,1,0.07692180000000004,1,1,treated_qualifying,included_estimation,unchanged
AGO,2019,1,0.21595770000000003,1,0.21595770000000003,1,1,treated_qualifying,included_estimation,unchanged
AGO,2020,1,0.13623650000000004,1,0.13623650000000004,1,1,treated_qualifying,included_estimation,unchanged
AGO,2021,1,0.3176472000000001,1,0.3176472000000001,1,1,treated_qualifying,included_estimation,unchanged
AGO,2022,1,0.5061384,1,0.5061384,1,1,treated_qualifying,included_estimation,unchanged
ALB,1990,0,0.6377665,0,0.6377665,0,0,never_observed_china_top_control,included_estimation,unchanged
ALB,1991,0,1.3371480999999998,0,1.3371480999999998,0,0,never_observed_china_top_control,included_estimation,unchanged
ALB,1992,0,1.7554034,0,1.7554034,0,0,never_observed_china_top_control,included_estimation,unchanged
ALB,1993,0,2.4204790000000003,0,2.4204790000000003,0,0,never_observed_china_top_control,included_estimation,unchanged
ALB,1994,0,2.766729,0,2.7667289999999998,0,0,never_observed_china_top_control,included_estimation,unchanged
ALB,1995,0,2.5268598,0,2.5268598,0,0,never_observed_china_top_control,included_estimation,unchanged
ALB,1996,0,2.5777859999999997,0,2.5777859999999997,0,0,never_observed_china_top_control,included_estimation,unchanged
ALB,1997,0,2.357372,0,2.357372,0,0,never_observed_china_top_control,included_estimation,unchanged
ALB,1998,0,1.6150521,0,1.6150521,0,0,never_observed_china_top_control,included_estimation,unchanged
ALB,1999,0,1.7112534,0,1.7112534,0,0,never_observed_china_top_control,included_estimation,unchanged
ALB,2000,0,2.0868816,0,2.0868816,0,0,never_observed_china_top_control,included_estimation,unchanged
ALB,2001,0,1.9600293,0,1.9600293,0,0,never_observed_china_top_control,included_estimation,unchanged
ALB,2002,0,1.6693606,0,1.6693605999999999,0,0,never_observed_china_top_control,included_estimation,unchanged
ALB,2003,0,2.2254742,0,2.2254742,0,0,never_observed_china_top_control,included_estimation,unchanged
ALB,2004,0,2.06137,0,2.06137,0,0,never_observed_china_top_control,included_estimation,unchanged
ALB,2005,0,2.2595504,0,2.2595504,0,0,never_observed_china_top_control,included_estimation,unchanged
ALB,2006,0,1.9227011,0,1.9227010999999998,0,0,never_observed_china_top_control,included_estimation,unchanged
ALB,2007,0,1.4648910000000002,0,1.4648910000000002,0,0,never_observed_china_top_control,included_estimation,unchanged
ALB,2008,0,1.6480481,0,1.6480481,0,0,never_observed_china_top_control,included_estimation,unchanged
ALB,2009,0,1.3650029,0,1.3650029,0,0,never_observed_china_top_control,included_estimation,unchanged
ALB,2010,0,1.7871679,0,1.7871679,0,0,never_observed_china_top_control,included_estimation,unchanged
ALB,2011,0,1.774966,0,1.774966,0,0,never_observed_china_top_control,included_estimation,unchanged
ALB,2012,0,1.8236333,0,1.8236333,0,0,never_observed_china_top_control,included_estimation,unchanged
ALB,2013,0,1.4771241,0,1.4771241,0,0,never_observed_china_top_control,included_estimation,unchanged
ALB,2014,0,1.7675024,0,1.7675024000000001,0,0,never_observed_china_top_control,included_estimation,unchanged
ALB,2015,0,1.2033079,0,1.2033079,0,0,never_observed_china_top_control,included_estimation,unchanged
ALB,2016,0,1.4833669,0,1.4833669,0,0,never_observed_china_top_control,included_estimation,unchanged
ALB,2017,0,1.4167732,0,1.4167732,0,0,never_observed_china_top_control,included_estimation,unchanged
ALB,2018,0,1.5757376,0,1.5757376,0,0,never_observed_china_top_control,included_estimation,unchanged
ALB,2019,0,1.4980584,0,1.4980584,0,0,never_observed_china_top_control,included_estimation,unchanged
ALB,2020,0,1.6601363999999998,0,1.6601363999999998,0,0,never_observed_china_top_control,included_estimation,unchanged
ALB,2021,0,1.3970631,0,1.3970631,0,0,never_observed_china_top_control,included_estimation,unchanged
ALB,2022,0,2.337789,0,2.337789,0,0,never_observed_china_top_control,included_estimation,unchanged
AND,1993,0,3.081075,0,3.0810750000000002,0,0,never_observed_china_top_control,included_estimation,unchanged
AND,1994,0,2.94754,0,2.94754,0,0,never_observed_china_top_control,included_estimation,unchanged
AND,1995,0,2.672696,0,2.672696,0,0,never_observed_china_top_control,included_estimation,unchanged
AND,1996,0,2.664931,0,2.664931,0,0,never_observed_china_top_control,included_estimation,unchanged
AND,1997,0,2.639527,0,2.639527,0,0,never_observed_china_top_control,included_estimation,unchanged
AND,1998,0,1.6028131,0,1.6028131,0,0,never_observed_china_top_control,included_estimation,unchanged
AND,1999,0,1.7779134,0,1.7779134,0,0,never_observed_china_top_control,included_estimation,unchanged
AND,2000,0,1.7999176,0,1.7999176000000001,0,0,never_observed_china_top_control,included_estimation,unchanged
AND,2001,0,1.6488212999999998,0,1.6488212999999998,0,0,never_observed_china_top_control,included_estimation,unchanged
AND,2002,0,1.4423822,0,1.4423822,0,0,never_observed_china_top_control,included_estimation,unchanged
AND,2003,0,1.8560462,0,1.8560462,0,0,never_observed_china_top_control,included_estimation,unchanged
AND,2004,0,1.7491348,0,1.7491348,0,0,never_observed_china_top_control,included_estimation,unchanged
AND,2005,0,1.5859485,0,1.5859485,0,0,never_observed_china_top_control,included_estimation,unchanged
AND,2006,0,1.9354551,0,1.9354551,0,0,never_observed_china_top_control,included_estimation,unchanged
AND,2007,0,1.5098984,0,1.5098984,0,0,never_observed_china_top_control,included_estimation,unchanged
AND,2008,0,1.6468411,0,1.6468411,0,0,never_observed_china_top_control,included_estimation,unchanged
AND,2009,0,1.5277881,0,1.5277881,0,0,never_observed_china_top_control,included_estimation,unchanged
AND,2010,0,1.7959917,0,1.7959917,0,0,never_observed_china_top_control,included_estimation,unchanged
AND,2011,0,1.6456016,0,1.6456016,0,0,never_observed_china_top_control,included_estimation,unchanged
AND,2012,0,1.7930807,0,1.7930807,0,0,never_observed_china_top_control,included_estimation,unchanged
AND,2013,0,1.3893160999999998,0,1.3893160999999998,0,0,never_observed_china_top_control,included_estimation,unchanged
AND,2014,0,1.7943826,0,1.7943826,0,0,never_observed_china_top_control,included_estimation,unchanged
AND,2015,0,1.1345391,0,1.1345391,0,0,never_observed_china_top_control,included_estimation,unchanged
AND,2016,0,1.3806625,0,1.3806625000000001,0,0,never_observed_china_top_control,included_estimation,unchanged
AND,2017,0,1.1445047,0,1.1445047,0,0,never_observed_china_top_control,included_estimation,unchanged
AND,2018,0,1.3391667,0,1.3391667,0,0,never_observed_china_top_control,included_estimation,unchanged
AND,2019,0,1.1372088,0,1.1372088,0,0,never_observed_china_top_control,included_estimation,unchanged
AND,2020,0,1.2886278,0,1.2886278,0,0,never_observed_china_top_control,included_estimation,unchanged
AND,2021,0,0.9313858,0,0.9313857999999999,0,0,never_observed_china_top_control,included_estimation,unchanged
AND,2022,0,1.9467921,0,1.9467921000000001,0,0,never_observed_china_top_control,included_estimation,unchanged
ARE,1990,0,0.4444914,0,0.4444914,0,0,never_observed_china_top_control,included_estimation,unchanged
ARE,1991,0,0.5133884,0,0.5133884,0,0,never_observed_china_top_control,included_estimation,unchanged
ARE,1992,0,0.16035739999999998,0,0.16035739999999998,0,0,never_observed_china_top_control,included_estimation,unchanged
ARE,1993,0,0.8675828000000001,0,0.8675828000000001,0,0,never_observed_china_top_control,included_estimation,unchanged
ARE,1994,0,1.0325289,0,1.0325289,0,0,never_observed_china_top_control,included_estimation,unchanged
ARE,1995,0,0.7698431000000001,0,0.7698431000000001,0,0,never_observed_china_top_control,included_estimation,unchanged
ARE,1996,0,0.7447218999999999,0,0.7447218999999999,0,0,never_observed_china_top_control,included_estimation,unchanged
ARE,1997,0,0.418961,0,0.41896100000000003,0,0,never_observed_china_top_control,included_estimation,unchanged
ARE,1998,0,0.34299949999999996,0,0.34299949999999996,0,0,never_observed_china_top_control,included_estimation,unchanged
ARE,1999,0,0.04311330000000002,0,0.04311330000000002,0,0,never_observed_china_top_control,included_estimation,unchanged
ARE,2000,0,0.11587380000000004,0,0.11587380000000003,0,0,never_observed_china_top_control,included_estimation,unchanged
ARE,2001,0,0.1511576,0,0.1511576,0,0,never_observed_china_top_control,included_estimation,unchanged
ARE,2002,0,0.5962554,0,0.5962554,0,0,never_observed_china_top_control,included_estimation,unchanged
ARE,2003,0,0.18800280000000005,0,0.18800280000000003,0,0,never_observed_china_top_control,included_estimation,unchanged
ARE,2004,0,0.23845699999999992,0,0.23845699999999992,0,0,never_observed_china_top_control,included_estimation,unchanged
ARE,2005,0,0.225159,0,0.225159,0,0,never_observed_china_top_control,included_estimation,unchanged
ARE,2006,0,0.10782460000000003,0,0.10782460000000005,0,0,never_observed_china_top_control,included_estimation,unchanged
ARE,2007,0,0.05092959999999991,0,0.05092959999999991,0,0,never_observed_china_top_control,included_estimation,unchanged
ARE,2008,0,0.18925230000000004,0,0.18925230000000004,0,0,never_observed_china_top_control,included_estimation,unchanged
ARE,2009,0,0.3604589,0,0.3604589,0,0,never_observed_china_top_control,included_estimation,unchanged
ARE,2010,0,0.09658649999999992,0,0.09658649999999991,0,0,never_observed_china_top_control,included_estimation,unchanged
ARE,2011,0,0.06652289999999994,0,0.06652289999999994,0,0,never_observed_china_top_control,included_estimation,unchanged
ARE,2012,0,0.1980493,0,0.19804929999999998,0,0,never_observed_china_top_control,included_estimation,unchanged
ARE,2013,0,0.3773546,0,0.3773546,0,0,never_observed_china_top_control,included_estimation,unchanged
ARE,2014,0,0.00397559999999996,0,0.003975599999999968,0,0,never_observed_china_top_control,included_estimation,unchanged
ARE,2015,0,0.5528464,0,0.5528464,0,0,never_observed_china_top_control,included_estimation,unchanged
ARE,2016,0,0.34669530000000004,0,0.34669530000000004,0,0,never_observed_china_top_control,included_estimation,unchanged
ARE,2017,0,0.07584860000000004,0,0.07584860000000004,0,0,never_observed_china_top_control,included_estimation,unchanged
ARE,2018,0,0.11535859999999998,0,0.11535859999999998,0,0,never_observed_china_top_control,included_estimation,unchanged
ARE,2019,0,0.29469880000000004,0,0.29469880000000004,0,0,never_observed_china_top_control,included_estimation,unchanged
ARE,2020,0,0.00574530000000006,0,0.005745300000000064,0,0,never_observed_china_top_control,included_estimation,unchanged
ARE,2021,0,0.2978557,0,0.2978557,0,0,never_observed_china_top_control,included_estimation,unchanged
ARE,2022,0,0.3421044,0,0.3421044,0,0,never_observed_china_top_control,included_estimation,unchanged
ARG,1990,0,0.3249578,0,0.3249578,0,0,never_observed_china_top_control,included_estimation,unchanged
ARG,1991,0,1.170917,0,1.170917,0,0,never_observed_china_top_control,included_estimation,unchanged
ARG,1992,0,1.5893506,0,1.5893506,0,0,never_observed_china_top_control,included_estimation,unchanged
ARG,1993,0,2.3573903,0,2.3573903,0,0,never_observed_china_top_control,included_estimation,unchanged
ARG,1994,0,2.6312949999999997,0,2.6312949999999997,0,0,never_observed_china_top_control,included_estimation,unchanged
ARG,1995,0,3.098888,0,3.098888,0,0,never_observed_china_top_control,included_estimation,unchanged
ARG,1996,0,2.0411606,0,2.0411606,0,0,never_observed_china_top_control,included_estimation,unchanged
ARG,1997,0,1.7713736,0,1.7713736,0,0,never_observed_china_top_control,included_estimation,unchanged
ARG,1998,0,0.7773186000000001,0,0.7773186000000001,0,0,never_observed_china_top_control,included_estimation,unchanged
ARG,1999,0,1.0551301,0,1.0551301,0,0,never_observed_china_top_control,included_estimation,unchanged
ARG,2000,0,1.0540929,0,1.0540929,0,0,never_observed_china_top_control,included_estimation,unchanged
ARG,2001,0,0.9048229,0,0.9048229,0,0,never_observed_china_top_control,included_estimation,unchanged
ARG,2002,0,0.8767494,0,0.8767494,0,0,never_observed_china_top_control,included_estimation,unchanged
ARG,2003,0,1.236554,0,1.236554,0,0,never_observed_china_top_control,included_estimation,unchanged
ARG,2004,0,1.0073837,0,1.0073837,0,0,never_observed_china_top_control,included_estimation,unchanged
ARG,2005,0,0.8870492000000001,0,0.8870492000000001,0,0,never_observed_china_top_control,included_estimation,unchanged
ARG,2006,0,0.9492302,0,0.9492302,0,0,never_observed_china_top_control,included_estimation,unchanged
ARG,2007,0,0.66791789,0,0.66791789,0,0,never_observed_china_top_control,included_estimation,unchanged
ARG,2008,0,0.72181585,0,0.72181585,0,0,never_observed_china_top_control,included_estimation,unchanged
ARG,2009,0,0.57589676,0,0.57589676,0,0,never_observed_china_top_control,included_estimation,unchanged
ARG,2010,0,0.8889605700000001,0,0.8889605700000001,0,0,never_observed_china_top_control,included_estimation,unchanged
ARG,2011,0,0.69381446,0,0.69381446,0,0,never_observed_china_top_control,included_estimation,unchanged
ARG,2012,0,0.75393945,0,0.75393945,0,0,never_observed_china_top_control,included_estimation,unchanged
ARG,2013,0,0.35965339999999996,0,0.35965339999999996,0,0,never_observed_china_top_control,included_estimation,unchanged
ARG,2014,0,0.6889566,0,0.6889566,0,0,never_observed_china_top_control,included_estimation,unchanged
ARG,2015,0,0.06657849999999998,0,0.06657849999999998,0,0,never_observed_china_top_control,included_estimation,unchanged
ARG,2016,0,0.32663580000000003,0,0.32663580000000003,0,0,never_observed_china_top_control,included_estimation,unchanged
ARG,2017,0,0.258418,0,0.258418,0,0,never_observed_china_top_control,included_estimation,unchanged
ARG,2018,0,0.48552601,0,0.48552601,0,0,never_observed_china_top_control,included_estimation,unchanged
ARG,2019,0,0.28813208,0,0.28813208,0,0,never_observed_china_top_control,included_estimation,unchanged
ARG,2020,0,0.5312787600000001,0,0.5312787600000001,0,0,never_observed_china_top_control,included_estimation,unchanged
ARG,2021,0,0.19184108,0,0.19184108,0,0,never_observed_china_top_control,included_estimation,unchanged
ARG,2022,0,1.05959526,0,1.05959526,0,0,never_observed_china_top_control,included_estimation,unchanged
ATG,1990,0,0.08829187,0,0.08829187,0,0,never_observed_china_top_control,included_estimation,unchanged
ATG,1991,0,0.15992669999999998,0,0.15992669999999998,0,0,never_observed_china_top_control,included_estimation,unchanged
ATG,1992,0,0.5632091,0,0.5632091,0,0,never_observed_china_top_control,included_estimation,unchanged
ATG,1993,0,1.3663925,0,1.3663925000000001,0,0,never_observed_china_top_control,included_estimation,unchanged
ATG,1994,0,1.5597695,0,1.5597695,0,0,never_observed_china_top_control,included_estimation,unchanged
ATG,1995,0,1.8332669,0,1.8332669000000001,0,0,never_observed_china_top_control,included_estimation,unchanged
ATG,1996,0,1.1660841,0,1.1660841,0,0,never_observed_china_top_control,included_estimation,unchanged
ATG,1997,0,0.8626211,0,0.8626211,0,0,never_observed_china_top_control,included_estimation,unchanged
ATG,1998,0,0.02201160000000002,0,0.02201160000000002,0,0,never_observed_china_top_control,included_estimation,unchanged
ATG,1999,0,0.17832329999999996,0,0.17832329999999996,0,0,never_observed_china_top_control,included_estimation,unchanged
ATG,2000,0,0.10259550000000006,0,0.10259550000000006,0,0,never_observed_china_top_control,included_estimation,unchanged
ATG,2001,0,0.15030409999999994,0,0.15030409999999994,0,0,never_observed_china_top_control,included_estimation,unchanged
ATG,2002,0,0.07512789999999997,0,0.07512789999999997,0,0,never_observed_china_top_control,included_estimation,unchanged
ATG,2003,0,0.3908599,0,0.39085990000000004,0,0,never_observed_china_top_control,included_estimation,unchanged
ATG,2004,0,0.3867147,0,0.3867147,0,0,never_observed_china_top_control,included_estimation,unchanged
ATG,2005,0,0.1437716,0,0.1437716,0,0,never_observed_china_top_control,included_estimation,unchanged
ATG,2006,0,0.29095289999999996,0,0.29095289999999996,0,0,never_observed_china_top_control,included_estimation,unchanged
ATG,2007,0,0.01951320000000001,0,0.01951320000000001,0,0,never_observed_china_top_control,included_estimation,unchanged
ATG,2008,0,0.12875179999999997,0,0.12875179999999997,0,0,never_observed_china_top_control,included_estimation,unchanged
ATG,2009,0,0.1342994,0,0.1342994,0,0,never_observed_china_top_control,included_estimation,unchanged
ATG,2010,0,0.28510650000000004,0,0.28510650000000004,0,0,never_observed_china_top_control,included_estimation,unchanged
ATG,2011,0,0.2024431999999999,0,0.20244319999999993,0,0,never_observed_china_top_control,included_estimation,unchanged
ATG,2012,0,0.2968332,0,0.2968332,0,0,never_observed_china_top_control,included_estimation,unchanged
ATG,2013,0,0.16222720000000002,0,0.16222720000000002,0,0,never_observed_china_top_control,included_estimation,unchanged
ATG,2014,0,0.14706110000000006,0,0.14706110000000006,0,0,never_observed_china_top_control,included_estimation,unchanged
ATG,2015,0,0.3191912,0,0.3191912,0,0,never_observed_china_top_control,included_estimation,unchanged
ATG,2016,0,0.06741469999999994,0,0.06741469999999994,0,0,never_observed_china_top_control,included_estimation,unchanged
ATG,2017,0,0.10441550000000004,0,0.10441550000000005,0,0,never_observed_china_top_control,included_estimation,unchanged
ATG,2018,0,0.27871710000000005,0,0.27871710000000005,0,0,never_observed_china_top_control,included_estimation,unchanged
ATG,2019,0,0.17512839999999996,0,0.17512839999999996,0,0,never_observed_china_top_control,included_estimation,unchanged
ATG,2020,0,0.04943130000000007,0,0.04943130000000007,0,0,never_observed_china_top_control,included_estimation,unchanged
ATG,2021,0,0.1802826,0,0.18028260000000002,0,0,never_observed_china_top_control,included_estimation,unchanged
ATG,2022,0,0.6415784,0,0.6415784,0,0,never_observed_china_top_control,included_estimation,unchanged
AUS,1990,0,1.162786,0,1.162786,0,0,treated_qualifying,included_estimation,unchanged
AUS,1991,0,1.4690341,0,1.4690341,0,0,treated_qualifying,included_estimation,unchanged
AUS,1992,0,1.8992114,0,1.8992114,0,0,treated_qualifying,included_estimation,unchanged
AUS,1993,0,2.3210464,0,2.3210464,0,0,treated_qualifying,included_estimation,unchanged
AUS,1994,0,2.692802,0,2.692802,0,0,treated_qualifying,included_estimation,unchanged
AUS,1995,0,2.8822080000000003,0,2.8822080000000003,0,0,treated_qualifying,included_estimation,unchanged
