iso3c,country_name,pre_window_start,pre_window_end,observed_years,pre_primary_share_mean,pre_agriculture_share_mean,pre_mining_energy_share_mean,pre_energy_mapped_share_mean,pre_metals_mapped_share_mean,pre_mining_unmapped_share_mean,pre_china_goods_share_mean,price_mapping_coverage,pre_primary_share_pooled,pre_agriculture_share_pooled,pre_mining_energy_share_pooled,pre_goods_exports
VGB,British Virgin Islands,2004,2008,5,0.021499460733107073,1.5943855149522517e-4,0.021340022181611844,0.013088159447860613,0.008251862733751232,0,0.0015584210993855312,1,0.019692416434440668,1.1001428082042725e-4,0.019582402153620237,3103.7152400000023
VIR,U.S. Virgin Islands,2004,2008,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
VNM,Vietnam,2004,2008,5,0.2996526146387364,0.0915377350313637,0.2081148796073727,0.20100464983363686,0.0071069375079714685,3.292265764321529e-6,0.06803722114468988,0.9999890130584433,0.2969909311381084,0.09261989626298789,0.20437103487512054,234082.79641599965
VUT,Vanuatu,2004,2008,5,0.060432147921505835,0.060288458632578194,1.4368928892763926e-4,0,1.4368928892763926e-4,0,0.0018343754176398243,1,0.058700683798377486,0.05857552953179706,1.2515426658041956e-4,1602.8698459999996
WLF,Wallis & Futuna,2004,2008,5,0.011559550613867067,0,0.011559550613867067,0,0.011559550613867067,0,0.011730661505893967,1,0.003535061821610684,0,0.003535061821610684,22.991960000000006
WSM,Samoa,2004,2008,5,0.06759352612507799,0.0673164200778259,2.771060472520914e-4,1.2480678240777153e-4,1.522992648443199e-4,0,0.008713107487078051,1,0.051131537814511484,0.0508383051820018,2.9323263250968145e-4,514.277687
YEM,Yemen,2004,2008,5,0.859848636813294,0.02646720122655543,0.8333814355867386,0.8332260179909172,1.5541759582135328e-4,0,0.29651262849981985,1,0.8574302170937774,0.02531059773870317,0.8321196193550742,38425.21536000007
ZAF,South Africa,2004,2008,5,0.23698505891167185,0.04211633542175131,0.19486872348992054,0.0711487071513654,0.12191746680616644,0.0018025495323887126,0.056760408620494855,0.9923938262577957,0.24171731061016463,0.041583635657864305,0.20013367495230036,383950.5555589998
ZMB,Zambia,2004,2008,5,0.18081454397255886,0.12038002013725364,0.060434523835305225,1.30466796908402e-4,0.058288120544428494,0.0020159364939683257,0.0921542243243297,0.9888508056394275,0.1738732702077632,0.10225340308517533,0.07161986712258786,18050.66655299999
ZWE,Zimbabwe,2004,2008,5,0.3914518582858809,0.2508536129048625,0.1405982453810184,0.003454454167109191,0.13707230128256892,7.148993134027003e-5,0.060284434101886754,0.9998173723541554,0.3755194788832379,0.23877340463388588,0.136746074249352,12568.392500000009
