specification,weight_rank,iso3c,country_name,unit_weight
existing_commodity_gfc_exposure,33,POL,Poland,0.012885925231755727
existing_commodity_gfc_exposure,34,MDV,Maldives,0.012310525076330956
existing_commodity_gfc_exposure,35,ROU,Romania,0.0119617401924544
existing_commodity_gfc_exposure,36,EST,Estonia,0.011910310557565274
existing_commodity_gfc_exposure,37,JAM,Jamaica,0.01146391457787486
existing_commodity_gfc_exposure,38,NOR,Norway,0.011405124497846914
existing_commodity_gfc_exposure,39,MUS,Mauritius,0.011402747148099922
existing_commodity_gfc_exposure,40,DZA,Algeria,0.011314508781845456
existing_commodity_gfc_exposure,41,LTU,Lithuania,0.011281727416267607
existing_commodity_gfc_exposure,42,CZE,Czechia,0.011184245928190286
existing_commodity_gfc_exposure,43,BTN,Bhutan,0.011009260275851376
existing_commodity_gfc_exposure,44,LVA,Latvia,0.010896359381477023
existing_commodity_gfc_exposure,45,PAN,Panama,0.01088669243925777
existing_commodity_gfc_exposure,46,SVN,Slovenia,0.010634531134271359
existing_commodity_gfc_exposure,47,ISR,Israel,0.010587638464812569
existing_commodity_gfc_exposure,48,BGR,Bulgaria,0.010496905606296384
existing_commodity_gfc_exposure,49,LBN,Lebanon,0.010492552727048366
existing_commodity_gfc_exposure,50,GUY,Guyana,0.010242987751268568
existing_commodity_gfc_exposure,51,SVK,Slovakia,0.010003177972496625
existing_commodity_gfc_exposure,52,NAM,Namibia,0.009971811960412627
existing_commodity_gfc_exposure,53,ESP,Spain,0.009621098031321735
existing_commodity_gfc_exposure,54,TGO,Togo,0.009513264397924548
existing_commodity_gfc_exposure,55,COM,Comoros,0.009108795441777152
existing_commodity_gfc_exposure,56,SEN,Senegal,0.008824582988263729
existing_commodity_gfc_exposure,57,GRC,Greece,0.008325762633235513
existing_commodity_gfc_exposure,58,CAN,Canada,0.007928192020878064
existing_commodity_gfc_exposure,59,MDA,Moldova,0.007812943698460167
existing_commodity_gfc_exposure,60,UGA,Uganda,0.007707196304856069
existing_commodity_gfc_exposure,61,AUT,Austria,0.0076579533407276
existing_commodity_gfc_exposure,62,QAT,Qatar,0.0075365712209263195
existing_commodity_gfc_exposure,63,SWE,Sweden,0.00750297521214819
existing_commodity_gfc_exposure,64,NLD,Netherlands,0.007157262680887586
existing_commodity_gfc_exposure,65,LKA,Sri Lanka,0.007150544003550338
existing_commodity_gfc_exposure,66,BWA,Botswana,0.006678633701646458
existing_commodity_gfc_exposure,67,CPV,Cape Verde,0.006644001566788446
existing_commodity_gfc_exposure,68,JOR,Jordan,0.006429154979813831
existing_commodity_gfc_exposure,69,FIN,Finland,0.006381497082898453
existing_commodity_gfc_exposure,70,PRT,Portugal,0.006334786277530513
existing_commodity_gfc_exposure,71,MAR,Morocco,0.005716489773003565
existing_commodity_gfc_exposure,72,UKR,Ukraine,0.004852070811271528
existing_commodity_gfc_exposure,73,USA,United States,0.00477656829147407
existing_commodity_gfc_exposure,74,ITA,Italy,0.004671973784965822
existing_commodity_gfc_exposure,75,GBR,United Kingdom,0.004488574004192834
existing_commodity_gfc_exposure,76,EGY,Egypt,0.003523936304442518
existing_commodity_gfc_exposure,77,MEX,Mexico,0.002919324083364751
existing_commodity_gfc_exposure,78,GIN,Guinea,0.0028804701371201932
existing_commodity_gfc_exposure,79,LBY,Libya,0.0027592201609913823
existing_commodity_gfc_exposure,80,IRL,Ireland,0.002399663794898165
existing_commodity_gfc_exposure,81,GHA,Ghana,0.0012938715962300521
existing_commodity_gfc_exposure,82,ARE,United Arab Emirates,7.654446481831955e-4
existing_commodity_gfc_exposure,83,CIV,Côte d’Ivoire,7.640338903821454e-4
existing_commodity_gfc_exposure,84,BGD,Bangladesh,4.948653246723702e-4
existing_commodity_gfc_exposure,85,BHR,Bahrain,4.948653246723702e-4
existing_commodity_gfc_exposure,86,BLR,Belarus,4.948653246723702e-4
existing_commodity_gfc_exposure,87,ECU,Ecuador,4.948653246723702e-4
existing_commodity_gfc_exposure,88,FRA,France,4.948653246723702e-4
existing_commodity_gfc_exposure,89,GAB,Gabon,4.948653246723702e-4
existing_commodity_gfc_exposure,90,KWT,Kuwait,4.948653246723702e-4
existing_commodity_gfc_exposure,91,MDG,Madagascar,4.948653246723702e-4
existing_commodity_gfc_exposure,92,NGA,Nigeria,4.948653246723702e-4
existing_commodity_gfc_exposure,93,RWA,Rwanda,4.948653246723702e-4
existing_commodity_gfc_exposure,94,SWZ,Eswatini,4.948653246723702e-4
existing_commodity_gfc_exposure,95,VEN,Venezuela,4.948653246723702e-4
