metric,metric_label,iso3c,country_name,first_china_top1_year_overlap_BPM5,first_china_top1_year_overlap_BPM6,china_top1_any_overlap_BPM5,china_top1_any_overlap_BPM6,china_top1_status_same_overlap,first_year_same_if_observed
goods_services_exports_combined,Bens + serviços: exportações,BIH,Bosnia & Herzegovina,NA,NA,FALSE,FALSE,TRUE,TRUE
goods_services_exports_combined,Bens + serviços: exportações,BLR,Belarus,NA,NA,FALSE,FALSE,TRUE,TRUE
goods_services_exports_combined,Bens + serviços: exportações,BLZ,Belize,NA,NA,FALSE,FALSE,TRUE,TRUE
goods_services_exports_combined,Bens + serviços: exportações,BOL,Bolivia,NA,NA,FALSE,FALSE,TRUE,TRUE
goods_services_exports_combined,Bens + serviços: exportações,BRA,Brazil,2009,2009,TRUE,TRUE,TRUE,TRUE
goods_services_exports_combined,Bens + serviços: exportações,BRB,Barbados,NA,NA,FALSE,FALSE,TRUE,TRUE
goods_services_exports_combined,Bens + serviços: exportações,BRN,Brunei,NA,NA,FALSE,FALSE,TRUE,TRUE
goods_services_exports_combined,Bens + serviços: exportações,BTN,Bhutan,NA,NA,FALSE,FALSE,TRUE,TRUE
goods_services_exports_combined,Bens + serviços: exportações,BWA,Botswana,NA,NA,FALSE,FALSE,TRUE,TRUE
goods_services_exports_combined,Bens + serviços: exportações,CAF,Central African Republic,2012,NA,TRUE,FALSE,FALSE,FALSE
goods_services_exports_combined,Bens + serviços: exportações,CAN,Canada,NA,NA,FALSE,FALSE,TRUE,TRUE
goods_services_exports_combined,Bens + serviços: exportações,CHE,Switzerland,NA,NA,FALSE,FALSE,TRUE,TRUE
goods_services_exports_combined,Bens + serviços: exportações,CHL,Chile,2007,2008,TRUE,TRUE,TRUE,FALSE
goods_services_exports_combined,Bens + serviços: exportações,CIV,Côte d'Ivoire,NA,NA,FALSE,FALSE,TRUE,TRUE
goods_services_exports_combined,Bens + serviços: exportações,CMR,Cameroon,2012,2012,TRUE,TRUE,TRUE,TRUE
goods_services_exports_combined,Bens + serviços: exportações,COD,Congo - Kinshasa,2008,2008,TRUE,TRUE,TRUE,TRUE
goods_services_exports_combined,Bens + serviços: exportações,COG,Congo - Brazzaville,2005,2005,TRUE,TRUE,TRUE,TRUE
goods_services_exports_combined,Bens + serviços: exportações,COL,Colombia,NA,NA,FALSE,FALSE,TRUE,TRUE
goods_services_exports_combined,Bens + serviços: exportações,COM,Comoros,NA,NA,FALSE,FALSE,TRUE,TRUE
goods_services_exports_combined,Bens + serviços: exportações,CPV,Cape Verde,NA,NA,FALSE,FALSE,TRUE,TRUE
goods_services_exports_combined,Bens + serviços: exportações,CRI,Costa Rica,NA,NA,FALSE,FALSE,TRUE,TRUE
goods_services_exports_combined,Bens + serviços: exportações,CUB,Cuba,2006,2006,TRUE,TRUE,TRUE,TRUE
goods_services_exports_combined,Bens + serviços: exportações,CYP,Cyprus,NA,NA,FALSE,FALSE,TRUE,TRUE
goods_services_exports_combined,Bens + serviços: exportações,CZE,Czechia,NA,NA,FALSE,FALSE,TRUE,TRUE
goods_services_exports_combined,Bens + serviços: exportações,DEU,Germany,NA,NA,FALSE,FALSE,TRUE,TRUE
goods_services_exports_combined,Bens + serviços: exportações,DJI,Djibouti,NA,NA,FALSE,FALSE,TRUE,TRUE
goods_services_exports_combined,Bens + serviços: exportações,DMA,Dominica,NA,NA,FALSE,FALSE,TRUE,TRUE
goods_services_exports_combined,Bens + serviços: exportações,DNK,Denmark,NA,NA,FALSE,FALSE,TRUE,TRUE
goods_services_exports_combined,Bens + serviços: exportações,DOM,Dominican Republic,NA,NA,FALSE,FALSE,TRUE,TRUE
goods_services_exports_combined,Bens + serviços: exportações,DZA,Algeria,NA,NA,FALSE,FALSE,TRUE,TRUE
goods_services_exports_combined,Bens + serviços: exportações,ECU,Ecuador,NA,NA,FALSE,FALSE,TRUE,TRUE
goods_services_exports_combined,Bens + serviços: exportações,EGY,Egypt,NA,NA,FALSE,FALSE,TRUE,TRUE
goods_services_exports_combined,Bens + serviços: exportações,ERI,Eritrea,NA,NA,FALSE,FALSE,TRUE,TRUE
goods_services_exports_combined,Bens + serviços: exportações,ESP,Spain,NA,NA,FALSE,FALSE,TRUE,TRUE
goods_services_exports_combined,Bens + serviços: exportações,EST,Estonia,NA,NA,FALSE,FALSE,TRUE,TRUE
goods_services_exports_combined,Bens + serviços: exportações,ETH,Ethiopia,2009,NA,TRUE,FALSE,FALSE,FALSE
goods_services_exports_combined,Bens + serviços: exportações,FIN,Finland,NA,NA,FALSE,FALSE,TRUE,TRUE
goods_services_exports_combined,Bens + serviços: exportações,FJI,Fiji,NA,NA,FALSE,FALSE,TRUE,TRUE
goods_services_exports_combined,Bens + serviços: exportações,FRA,France,NA,NA,FALSE,FALSE,TRUE,TRUE
goods_services_exports_combined,Bens + serviços: exportações,FSM,Micronesia (Federated States of),NA,NA,FALSE,FALSE,TRUE,TRUE
goods_services_exports_combined,Bens + serviços: exportações,GAB,Gabon,NA,NA,FALSE,FALSE,TRUE,TRUE
goods_services_exports_combined,Bens + serviços: exportações,GBR,United Kingdom,NA,NA,FALSE,FALSE,TRUE,TRUE
goods_services_exports_combined,Bens + serviços: exportações,GEO,Georgia,NA,NA,FALSE,FALSE,TRUE,TRUE
goods_services_exports_combined,Bens + serviços: exportações,GHA,Ghana,NA,NA,FALSE,FALSE,TRUE,TRUE
goods_services_exports_combined,Bens + serviços: exportações,GIN,Guinea,NA,NA,FALSE,FALSE,TRUE,TRUE
goods_services_exports_combined,Bens + serviços: exportações,GMB,Gambia,2011,2012,TRUE,TRUE,TRUE,FALSE
goods_services_exports_combined,Bens + serviços: exportações,GNB,Guinea-Bissau,NA,NA,FALSE,FALSE,TRUE,TRUE
goods_services_exports_combined,Bens + serviços: exportações,GNQ,Equatorial Guinea,2006,2006,TRUE,TRUE,TRUE,TRUE
goods_services_exports_combined,Bens + serviços: exportações,GRC,Greece,NA,NA,FALSE,FALSE,TRUE,TRUE
goods_services_exports_combined,Bens + serviços: exportações,GRD,Grenada,NA,NA,FALSE,FALSE,TRUE,TRUE
goods_services_exports_combined,Bens + serviços: exportações,GTM,Guatemala,NA,NA,FALSE,FALSE,TRUE,TRUE
goods_services_exports_combined,Bens + serviços: exportações,GUY,Guyana,NA,NA,FALSE,FALSE,TRUE,TRUE
goods_services_exports_combined,Bens + serviços: exportações,HND,Honduras,NA,NA,FALSE,FALSE,TRUE,TRUE
goods_services_exports_combined,Bens + serviços: exportações,HRV,Croatia,NA,NA,FALSE,FALSE,TRUE,TRUE
goods_services_exports_combined,Bens + serviços: exportações,HTI,Haiti,NA,NA,FALSE,FALSE,TRUE,TRUE
goods_services_exports_combined,Bens + serviços: exportações,HUN,Hungary,NA,NA,FALSE,FALSE,TRUE,TRUE
goods_services_exports_combined,Bens + serviços: exportações,IDN,Indonesia,NA,NA,FALSE,FALSE,TRUE,TRUE
goods_services_exports_combined,Bens + serviços: exportações,IND,India,NA,NA,FALSE,FALSE,TRUE,TRUE
goods_services_exports_combined,Bens + serviços: exportações,IRL,Ireland,NA,NA,FALSE,FALSE,TRUE,TRUE
goods_services_exports_combined,Bens + serviços: exportações,IRN,Iran,2007,2007,TRUE,TRUE,TRUE,TRUE
goods_services_exports_combined,Bens + serviços: exportações,IRQ,Iraq,NA,NA,FALSE,FALSE,TRUE,TRUE
goods_services_exports_combined,Bens + serviços: exportações,ISL,Iceland,NA,NA,FALSE,FALSE,TRUE,TRUE
goods_services_exports_combined,Bens + serviços: exportações,ISR,Israel,NA,NA,FALSE,FALSE,TRUE,TRUE
goods_services_exports_combined,Bens + serviços: exportações,ITA,Italy,NA,NA,FALSE,FALSE,TRUE,TRUE
goods_services_exports_combined,Bens + serviços: exportações,JAM,Jamaica,NA,NA,FALSE,FALSE,TRUE,TRUE
goods_services_exports_combined,Bens + serviços: exportações,JOR,Jordan,NA,NA,FALSE,FALSE,TRUE,TRUE
goods_services_exports_combined,Bens + serviços: exportações,JPN,Japan,2009,2009,TRUE,TRUE,TRUE,TRUE
goods_services_exports_combined,Bens + serviços: exportações,KAZ,Kazakhstan,2007,2007,TRUE,TRUE,TRUE,TRUE
goods_services_exports_combined,Bens + serviços: exportações,KEN,Kenya,NA,NA,FALSE,FALSE,TRUE,TRUE
goods_services_exports_combined,Bens + serviços: exportações,KGZ,Kyrgyzstan,NA,NA,FALSE,FALSE,TRUE,TRUE
goods_services_exports_combined,Bens + serviços: exportações,KHM,Cambodia,NA,NA,FALSE,FALSE,TRUE,TRUE
goods_services_exports_combined,Bens + serviços: exportações,KIR,Kiribati,NA,NA,FALSE,FALSE,TRUE,TRUE
goods_services_exports_combined,Bens + serviços: exportações,KNA,St. Kitts & Nevis,NA,NA,FALSE,FALSE,TRUE,TRUE
goods_services_exports_combined,Bens + serviços: exportações,KOR,South Korea,2005,2005,TRUE,TRUE,TRUE,TRUE
goods_services_exports_combined,Bens + serviços: exportações,KWT,Kuwait,NA,NA,FALSE,FALSE,TRUE,TRUE
goods_services_exports_combined,Bens + serviços: exportações,LAO,Laos,NA,NA,FALSE,FALSE,TRUE,TRUE
goods_services_exports_combined,Bens + serviços: exportações,LBN,Lebanon,NA,NA,FALSE,FALSE,TRUE,TRUE
goods_services_exports_combined,Bens + serviços: exportações,LBR,Liberia,2012,NA,TRUE,FALSE,FALSE,FALSE
goods_services_exports_combined,Bens + serviços: exportações,LBY,Libya,NA,NA,FALSE,FALSE,TRUE,TRUE
goods_services_exports_combined,Bens + serviços: exportações,LCA,St. Lucia,NA,NA,FALSE,FALSE,TRUE,TRUE
goods_services_exports_combined,Bens + serviços: exportações,LKA,Sri Lanka,NA,NA,FALSE,FALSE,TRUE,TRUE
goods_services_exports_combined,Bens + serviços: exportações,LSO,Lesotho,NA,NA,FALSE,FALSE,TRUE,TRUE
goods_services_exports_combined,Bens + serviços: exportações,LTU,Lithuania,NA,NA,FALSE,FALSE,TRUE,TRUE
goods_services_exports_combined,Bens + serviços: exportações,LUX,Luxembourg,NA,NA,FALSE,FALSE,TRUE,TRUE
goods_services_exports_combined,Bens + serviços: exportações,LVA,Latvia,NA,NA,FALSE,FALSE,TRUE,TRUE
goods_services_exports_combined,Bens + serviços: exportações,MAR,Morocco,NA,NA,FALSE,FALSE,TRUE,TRUE
goods_services_exports_combined,Bens + serviços: exportações,MDA,Moldova,NA,NA,FALSE,FALSE,TRUE,TRUE
goods_services_exports_combined,Bens + serviços: exportações,MDG,Madagascar,NA,NA,FALSE,FALSE,TRUE,TRUE
goods_services_exports_combined,Bens + serviços: exportações,MDV,Maldives,NA,NA,FALSE,FALSE,TRUE,TRUE
goods_services_exports_combined,Bens + serviços: exportações,MEX,Mexico,NA,NA,FALSE,FALSE,TRUE,TRUE
goods_services_exports_combined,Bens + serviços: exportações,MHL,Marshall Islands,NA,NA,FALSE,FALSE,TRUE,TRUE
goods_services_exports_combined,Bens + serviços: exportações,MKD,North Macedonia,NA,NA,FALSE,FALSE,TRUE,TRUE
goods_services_exports_combined,Bens + serviços: exportações,MLI,Mali,2006,2006,TRUE,TRUE,TRUE,TRUE
goods_services_exports_combined,Bens + serviços: exportações,MLT,Malta,NA,NA,FALSE,FALSE,TRUE,TRUE
goods_services_exports_combined,Bens + serviços: exportações,MMR,Myanmar (Burma),NA,NA,FALSE,FALSE,TRUE,TRUE
goods_services_exports_combined,Bens + serviços: exportações,MNE,Montenegro,NA,NA,FALSE,FALSE,TRUE,TRUE
goods_services_exports_combined,Bens + serviços: exportações,MNG,Mongolia,2005,2005,TRUE,TRUE,TRUE,TRUE
goods_services_exports_combined,Bens + serviços: exportações,MOZ,Mozambique,NA,NA,FALSE,FALSE,TRUE,TRUE
goods_services_exports_combined,Bens + serviços: exportações,MRT,Mauritania,2006,2006,TRUE,TRUE,TRUE,TRUE
goods_services_exports_combined,Bens + serviços: exportações,MUS,Mauritius,NA,NA,FALSE,FALSE,TRUE,TRUE
goods_services_exports_combined,Bens + serviços: exportações,MWI,Malawi,NA,NA,FALSE,FALSE,TRUE,TRUE
goods_services_exports_combined,Bens + serviços: exportações,MYS,Malaysia,2009,2009,TRUE,TRUE,TRUE,TRUE
goods_services_exports_combined,Bens + serviços: exportações,NAM,Namibia,NA,NA,FALSE,FALSE,TRUE,TRUE
goods_services_exports_combined,Bens + serviços: exportações,NER,Niger,NA,NA,FALSE,FALSE,TRUE,TRUE
goods_services_exports_combined,Bens + serviços: exportações,NGA,Nigeria,NA,NA,FALSE,FALSE,TRUE,TRUE
goods_services_exports_combined,Bens + serviços: exportações,NIC,Nicaragua,NA,NA,FALSE,FALSE,TRUE,TRUE
goods_services_exports_combined,Bens + serviços: exportações,NLD,Netherlands,NA,NA,FALSE,FALSE,TRUE,TRUE
goods_services_exports_combined,Bens + serviços: exportações,NOR,Norway,NA,NA,FALSE,FALSE,TRUE,TRUE
goods_services_exports_combined,Bens + serviços: exportações,NPL,Nepal,NA,NA,FALSE,FALSE,TRUE,TRUE
goods_services_exports_combined,Bens + serviços: exportações,NRU,Nauru,NA,NA,FALSE,FALSE,TRUE,TRUE
goods_services_exports_combined,Bens + serviços: exportações,NZL,New Zealand,NA,NA,FALSE,FALSE,TRUE,TRUE
goods_services_exports_combined,Bens + serviços: exportações,OMN,Oman,2005,2005,TRUE,TRUE,TRUE,TRUE
goods_services_exports_combined,Bens + serviços: exportações,PAK,Pakistan,NA,NA,FALSE,FALSE,TRUE,TRUE
goods_services_exports_combined,Bens + serviços: exportações,PAN,Panama,NA,NA,FALSE,FALSE,TRUE,TRUE
goods_services_exports_combined,Bens + serviços: exportações,PER,Peru,2012,2010,TRUE,TRUE,TRUE,FALSE
goods_services_exports_combined,Bens + serviços: exportações,PHL,Philippines,2005,2005,TRUE,TRUE,TRUE,TRUE
goods_services_exports_combined,Bens + serviços: exportações,PLW,Palau,NA,NA,FALSE,FALSE,TRUE,TRUE
goods_services_exports_combined,Bens + serviços: exportações,PNG,Papua New Guinea,NA,NA,FALSE,FALSE,TRUE,TRUE
goods_services_exports_combined,Bens + serviços: exportações,POL,Poland,NA,NA,FALSE,FALSE,TRUE,TRUE
goods_services_exports_combined,Bens + serviços: exportações,PRK,North Korea,2005,2005,TRUE,TRUE,TRUE,TRUE
goods_services_exports_combined,Bens + serviços: exportações,PRT,Portugal,NA,NA,FALSE,FALSE,TRUE,TRUE
goods_services_exports_combined,Bens + serviços: exportações,PRY,Paraguay,NA,NA,FALSE,FALSE,TRUE,TRUE
goods_services_exports_combined,Bens + serviços: exportações,QAT,Qatar,NA,NA,FALSE,FALSE,TRUE,TRUE
goods_services_exports_combined,Bens + serviços: exportações,ROU,Romania,NA,NA,FALSE,FALSE,TRUE,TRUE
goods_services_exports_combined,Bens + serviços: exportações,RUS,Russia,2012,2012,TRUE,TRUE,TRUE,TRUE
goods_services_exports_combined,Bens + serviços: exportações,RWA,Rwanda,NA,NA,FALSE,FALSE,TRUE,TRUE
goods_services_exports_combined,Bens + serviços: exportações,SAU,Saudi Arabia,NA,NA,FALSE,FALSE,TRUE,TRUE
goods_services_exports_combined,Bens + serviços: exportações,SDN,Sudan,2005,2005,TRUE,TRUE,TRUE,TRUE
goods_services_exports_combined,Bens + serviços: exportações,SEN,Senegal,NA,NA,FALSE,FALSE,TRUE,TRUE
goods_services_exports_combined,Bens + serviços: exportações,SGP,Singapore,NA,2005,FALSE,TRUE,FALSE,FALSE
goods_services_exports_combined,Bens + serviços: exportações,SLB,Solomon Islands,2005,2005,TRUE,TRUE,TRUE,TRUE
goods_services_exports_combined,Bens + serviços: exportações,SLE,Sierra Leone,2012,2012,TRUE,TRUE,TRUE,TRUE
goods_services_exports_combined,Bens + serviços: exportações,SLV,El Salvador,NA,NA,FALSE,FALSE,TRUE,TRUE
goods_services_exports_combined,Bens + serviços: exportações,SMR,San Marino,NA,NA,FALSE,FALSE,TRUE,TRUE
goods_services_exports_combined,Bens + serviços: exportações,SOM,Somalia,NA,NA,FALSE,FALSE,TRUE,TRUE
goods_services_exports_combined,Bens + serviços: exportações,SSD,South Sudan,2012,2012,TRUE,TRUE,TRUE,TRUE
goods_services_exports_combined,Bens + serviços: exportações,STP,São Tomé & Príncipe,NA,NA,FALSE,FALSE,TRUE,TRUE
goods_services_exports_combined,Bens + serviços: exportações,SUR,Suriname,NA,NA,FALSE,FALSE,TRUE,TRUE
goods_services_exports_combined,Bens + serviços: exportações,SVK,Slovakia,NA,NA,FALSE,FALSE,TRUE,TRUE
goods_services_exports_combined,Bens + serviços: exportações,SVN,Slovenia,NA,NA,FALSE,FALSE,TRUE,TRUE
goods_services_exports_combined,Bens + serviços: exportações,SWE,Sweden,NA,NA,FALSE,FALSE,TRUE,TRUE
goods_services_exports_combined,Bens + serviços: exportações,SWZ,Eswatini,NA,NA,FALSE,FALSE,TRUE,TRUE
goods_services_exports_combined,Bens + serviços: exportações,SYC,Seychelles,NA,NA,FALSE,FALSE,TRUE,TRUE
goods_services_exports_combined,Bens + serviços: exportações,SYR,Syria,NA,NA,FALSE,FALSE,TRUE,TRUE
goods_services_exports_combined,Bens + serviços: exportações,TCD,Chad,NA,NA,FALSE,FALSE,TRUE,TRUE
goods_services_exports_combined,Bens + serviços: exportações,TGO,Togo,NA,NA,FALSE,FALSE,TRUE,TRUE
goods_services_exports_combined,Bens + serviços: exportações,THA,Thailand,2008,2008,TRUE,TRUE,TRUE,TRUE
goods_services_exports_combined,Bens + serviços: exportações,TJK,Tajikistan,NA,NA,FALSE,FALSE,TRUE,TRUE
goods_services_exports_combined,Bens + serviços: exportações,TKM,Turkmenistan,2010,2010,TRUE,TRUE,TRUE,TRUE
goods_services_exports_combined,Bens + serviços: exportações,TLS,Timor-Leste,NA,NA,FALSE,FALSE,TRUE,TRUE
goods_services_exports_combined,Bens + serviços: exportações,TON,Tonga,NA,NA,FALSE,FALSE,TRUE,TRUE
goods_services_exports_combined,Bens + serviços: exportações,TTO,Trinidad & Tobago,NA,NA,FALSE,FALSE,TRUE,TRUE
goods_services_exports_combined,Bens + serviços: exportações,TUN,Tunisia,NA,NA,FALSE,FALSE,TRUE,TRUE
goods_services_exports_combined,Bens + serviços: exportações,TUR,Turkey,NA,NA,FALSE,FALSE,TRUE,TRUE
goods_services_exports_combined,Bens + serviços: exportações,TUV,Tuvalu,NA,NA,FALSE,FALSE,TRUE,TRUE
goods_services_exports_combined,Bens + serviços: exportações,TZA,Tanzania,2011,2011,TRUE,TRUE,TRUE,TRUE
goods_services_exports_combined,Bens + serviços: exportações,UGA,Uganda,NA,NA,FALSE,FALSE,TRUE,TRUE
goods_services_exports_combined,Bens + serviços: exportações,UKR,Ukraine,NA,NA,FALSE,FALSE,TRUE,TRUE
goods_services_exports_combined,Bens + serviços: exportações,URY,Uruguay,NA,NA,FALSE,FALSE,TRUE,TRUE
goods_services_exports_combined,Bens + serviços: exportações,USA,United States,NA,NA,FALSE,FALSE,TRUE,TRUE
goods_services_exports_combined,Bens + serviços: exportações,UZB,Uzbekistan,NA,NA,FALSE,FALSE,TRUE,TRUE
goods_services_exports_combined,Bens + serviços: exportações,VCT,St. Vincent & Grenadines,NA,NA,FALSE,FALSE,TRUE,TRUE
goods_services_exports_combined,Bens + serviços: exportações,VEN,Venezuela,NA,NA,FALSE,FALSE,TRUE,TRUE
goods_services_exports_combined,Bens + serviços: exportações,VNM,Vietnam,NA,NA,FALSE,FALSE,TRUE,TRUE
goods_services_exports_combined,Bens + serviços: exportações,VUT,Vanuatu,NA,NA,FALSE,FALSE,TRUE,TRUE
goods_services_exports_combined,Bens + serviços: exportações,WSM,Samoa,NA,NA,FALSE,FALSE,TRUE,TRUE
goods_services_exports_combined,Bens + serviços: exportações,YEM,Yemen,2005,2005,TRUE,TRUE,TRUE,TRUE
goods_services_exports_combined,Bens + serviços: exportações,ZAF,South Africa,2009,2009,TRUE,TRUE,TRUE,TRUE
goods_services_exports_combined,Bens + serviços: exportações,ZMB,Zambia,2012,2012,TRUE,TRUE,TRUE,TRUE
goods_services_exports_combined,Bens + serviços: exportações,ZWE,Zimbabwe,2011,2011,TRUE,TRUE,TRUE,TRUE
goods_services_two_way_combined,Bens + serviços: exportações + importações,AFG,Afghanistan,NA,NA,FALSE,FALSE,TRUE,TRUE
goods_services_two_way_combined,Bens + serviços: exportações + importações,AGO,Angola,2008,2008,TRUE,TRUE,TRUE,TRUE
goods_services_two_way_combined,Bens + serviços: exportações + importações,ALB,Albania,NA,NA,FALSE,FALSE,TRUE,TRUE
goods_services_two_way_combined,Bens + serviços: exportações + importações,AND,Andorra,NA,NA,FALSE,FALSE,TRUE,TRUE
goods_services_two_way_combined,Bens + serviços: exportações + importações,ARE,United Arab Emirates,NA,NA,FALSE,FALSE,TRUE,TRUE
goods_services_two_way_combined,Bens + serviços: exportações + importações,ARG,Argentina,NA,NA,FALSE,FALSE,TRUE,TRUE
goods_services_two_way_combined,Bens + serviços: exportações + importações,ARM,Armenia,NA,NA,FALSE,FALSE,TRUE,TRUE
goods_services_two_way_combined,Bens + serviços: exportações + importações,ATG,Antigua & Barbuda,2008,NA,TRUE,FALSE,FALSE,FALSE
goods_services_two_way_combined,Bens + serviços: exportações + importações,AUS,Australia,2007,2007,TRUE,TRUE,TRUE,TRUE
goods_services_two_way_combined,Bens + serviços: exportações + importações,AUT,Austria,NA,NA,FALSE,FALSE,TRUE,TRUE
goods_services_two_way_combined,Bens + serviços: exportações + importações,AZE,Azerbaijan,NA,NA,FALSE,FALSE,TRUE,TRUE
goods_services_two_way_combined,Bens + serviços: exportações + importações,BDI,Burundi,NA,NA,FALSE,FALSE,TRUE,TRUE
goods_services_two_way_combined,Bens + serviços: exportações + importações,BEL,Belgium,NA,NA,FALSE,FALSE,TRUE,TRUE
goods_services_two_way_combined,Bens + serviços: exportações + importações,BEN,Benin,2005,2012,TRUE,TRUE,TRUE,FALSE
goods_services_two_way_combined,Bens + serviços: exportações + importações,BFA,Burkina Faso,NA,NA,FALSE,FALSE,TRUE,TRUE
goods_services_two_way_combined,Bens + serviços: exportações + importações,BGD,Bangladesh,2012,2010,TRUE,TRUE,TRUE,FALSE
goods_services_two_way_combined,Bens + serviços: exportações + importações,BGR,Bulgaria,NA,NA,FALSE,FALSE,TRUE,TRUE
goods_services_two_way_combined,Bens + serviços: exportações + importações,BHR,Bahrain,NA,NA,FALSE,FALSE,TRUE,TRUE
goods_services_two_way_combined,Bens + serviços: exportações + importações,BHS,Bahamas,NA,NA,FALSE,FALSE,TRUE,TRUE
goods_services_two_way_combined,Bens + serviços: exportações + importações,BIH,Bosnia & Herzegovina,NA,NA,FALSE,FALSE,TRUE,TRUE
goods_services_two_way_combined,Bens + serviços: exportações + importações,BLR,Belarus,NA,NA,FALSE,FALSE,TRUE,TRUE
goods_services_two_way_combined,Bens + serviços: exportações + importações,BLZ,Belize,NA,NA,FALSE,FALSE,TRUE,TRUE
goods_services_two_way_combined,Bens + serviços: exportações + importações,BOL,Bolivia,NA,NA,FALSE,FALSE,TRUE,TRUE
goods_services_two_way_combined,Bens + serviços: exportações + importações,BRA,Brazil,NA,NA,FALSE,FALSE,TRUE,TRUE
goods_services_two_way_combined,Bens + serviços: exportações + importações,BRB,Barbados,NA,NA,FALSE,FALSE,TRUE,TRUE
goods_services_two_way_combined,Bens + serviços: exportações + importações,BRN,Brunei,NA,NA,FALSE,FALSE,TRUE,TRUE
goods_services_two_way_combined,Bens + serviços: exportações + importações,BTN,Bhutan,NA,NA,FALSE,FALSE,TRUE,TRUE
goods_services_two_way_combined,Bens + serviços: exportações + importações,BWA,Botswana,NA,NA,FALSE,FALSE,TRUE,TRUE
goods_services_two_way_combined,Bens + serviços: exportações + importações,CAF,Central African Republic,NA,NA,FALSE,FALSE,TRUE,TRUE
goods_services_two_way_combined,Bens + serviços: exportações + importações,CAN,Canada,NA,NA,FALSE,FALSE,TRUE,TRUE
goods_services_two_way_combined,Bens + serviços: exportações + importações,CHE,Switzerland,NA,NA,FALSE,FALSE,TRUE,TRUE
goods_services_two_way_combined,Bens + serviços: exportações + importações,CHL,Chile,2009,2009,TRUE,TRUE,TRUE,TRUE
goods_services_two_way_combined,Bens + serviços: exportações + importações,CIV,Côte d'Ivoire,NA,NA,FALSE,FALSE,TRUE,TRUE
goods_services_two_way_combined,Bens + serviços: exportações + importações,CMR,Cameroon,NA,2012,FALSE,TRUE,FALSE,FALSE
goods_services_two_way_combined,Bens + serviços: exportações + importações,COD,Congo - Kinshasa,2008,2008,TRUE,TRUE,TRUE,TRUE
goods_services_two_way_combined,Bens + serviços: exportações + importações,COG,Congo - Brazzaville,2005,2005,TRUE,TRUE,TRUE,TRUE
goods_services_two_way_combined,Bens + serviços: exportações + importações,COL,Colombia,NA,NA,FALSE,FALSE,TRUE,TRUE
goods_services_two_way_combined,Bens + serviços: exportações + importações,COM,Comoros,NA,NA,FALSE,FALSE,TRUE,TRUE
goods_services_two_way_combined,Bens + serviços: exportações + importações,CPV,Cape Verde,NA,NA,FALSE,FALSE,TRUE,TRUE
goods_services_two_way_combined,Bens + serviços: exportações + importações,CRI,Costa Rica,NA,NA,FALSE,FALSE,TRUE,TRUE
goods_services_two_way_combined,Bens + serviços: exportações + importações,CUB,Cuba,2006,2006,TRUE,TRUE,TRUE,TRUE
goods_services_two_way_combined,Bens + serviços: exportações + importações,CYP,Cyprus,NA,NA,FALSE,FALSE,TRUE,TRUE
