iso3c,rcid,year,issue_domain,brazil,post_2009,observation_weight,fwl_residual,ddd_outcome_weight
LTU,4991,2009,Non-human rights,0,1,1,0.0019760257009708206,6.315762679461863e-5
LVA,4991,2009,Non-human rights,0,1,1,0.0019746556661625085,6.311383781602564e-5
MAR,4991,2009,Non-human rights,0,1,1,0.001966905929245283,6.286614114298431e-5
MDA,4991,2009,Non-human rights,0,1,1,0.0019443869295461408,6.214639009010692e-5
MDG,4991,2009,Non-human rights,0,1,1,0.0018748437076701817,5.992365338623748e-5
MDV,4991,2009,Non-human rights,0,1,1,0.0019837236557425043,6.340366840951918e-5
MEX,4991,2009,Non-human rights,0,1,1,0.001968636628433793,6.292145765702964e-5
MUS,4991,2009,Non-human rights,0,1,1,0.0019821291912095456,6.335270622018106e-5
MWI,4991,2009,Non-human rights,0,1,1,0.001977264903211082,6.319723410973352e-5
NAM,4991,2009,Non-human rights,0,1,1,0.002056811876626139,6.573971018032376e-5
NGA,4991,2009,Non-human rights,0,1,1,0.0019551464593930558,6.249028560230757e-5
NIC,4991,2009,Non-human rights,0,1,1,0.0019361170033024898,6.188206715389261e-5
NLD,4991,2009,Non-human rights,0,1,1,0.001970294334267198,6.297444116139905e-5
NOR,4991,2009,Non-human rights,0,1,1,0.00197172899320866,6.302029565304757e-5
PAK,4991,2009,Non-human rights,0,1,1,0.0019717477515407283,6.302089520584461e-5
PAN,4991,2009,Non-human rights,0,1,1,0.0019522534471209008,6.23978193002209e-5
PNG,4991,2009,Non-human rights,0,1,1,0.001932786048294593,6.177560334972497e-5
POL,4991,2009,Non-human rights,0,1,1,0.001973353129360555,6.307220620506855e-5
PRT,4991,2009,Non-human rights,0,1,1,0.0019760257009708206,6.315762679461863e-5
PRY,4991,2009,Non-human rights,0,1,1,0.0019718253193577,6.302337442422379e-5
QAT,4991,2009,Non-human rights,0,1,1,0.0019735578437549044,6.307874927549088e-5
ROU,4991,2009,Non-human rights,0,1,1,0.001982382262609858,6.336079487461782e-5
SEN,4991,2009,Non-human rights,0,1,1,0.00196910448583692,6.293641129009487e-5
SGP,4991,2009,Non-human rights,0,1,1,0.0019760257009708206,6.315762679461863e-5
SLV,4991,2009,Non-human rights,0,1,1,0.0019516368210190534,6.237811073003723e-5
SUR,4991,2009,Non-human rights,0,1,1,0.0019320005077885837,6.175049594647296e-5
SVK,4991,2009,Non-human rights,0,1,1,0.001970779634494992,6.298995230108478e-5
SVN,4991,2009,Non-human rights,0,1,1,0.001970294334267198,6.297444116139905e-5
SWE,4991,2009,Non-human rights,0,1,1,0.001979221162032617,6.325975994859457e-5
SWZ,4991,2009,Non-human rights,0,1,1,0.0020384728020883076,6.515355766983263e-5
TGO,4991,2009,Non-human rights,0,1,1,0.001912791318359811,6.11365328708037e-5
TTO,4991,2009,Non-human rights,0,1,1,0.0019718336618305197,6.302364106588975e-5
TUN,4991,2009,Non-human rights,0,1,1,0.0019908008852388527,6.362987043667431e-5
TUR,4991,2009,Non-human rights,0,1,1,0.001952252533164511,6.23977900883961e-5
UGA,4991,2009,Non-human rights,0,1,1,0.0019325134810363185,6.176689156972834e-5
UKR,4991,2009,Non-human rights,0,1,1,0.0019892062811074224,6.357890378549738e-5
VEN,4991,2009,Non-human rights,0,1,1,0.001966407382463987,6.285020661767056e-5
ALB,4992,2009,Non-human rights,0,1,1,0.001947370628351402,6.224175491026977e-5
ARE,4992,2009,Non-human rights,0,1,1,0.0019842471970535464,6.342040180864355e-5
ARG,4992,2009,Non-human rights,0,1,1,0.0019697084135574566,6.29557139953005e-5
AUT,4992,2009,Non-human rights,0,1,1,0.0019760257009708206,6.315762679461863e-5
AZE,4992,2009,Non-human rights,0,1,1,0.001989990406686162,6.360396596492035e-5
BGD,4992,2009,Non-human rights,0,1,1,0.0019812153408428654,6.332349778408807e-5
BGR,4992,2009,Non-human rights,0,1,1,0.0020093812456044536,6.422373491176874e-5
BHR,4992,2009,Non-human rights,0,1,1,0.001967197989412265,6.28754759542769e-5
BLR,4992,2009,Non-human rights,0,1,1,0.001974988688162268,6.312448184720645e-5
BOL,4992,2009,Non-human rights,0,1,1,0.0020055644993232516,6.410174427314523e-5
BRA,4992,2009,Non-human rights,1,1,1,-0.1788128706445732,-0.00571520731977116
BRB,4992,2009,Non-human rights,0,1,1,0.0019518968472393473,6.238642167405484e-5
BTN,4992,2009,Non-human rights,0,1,1,0.0019113613306431364,6.10908276805897e-5
BWA,4992,2009,Non-human rights,0,1,1,0.0018621736942464914,5.9518695101077976e-5
CAN,4992,2009,Non-human rights,0,1,1,0.001970294334267198,6.297444116139905e-5
CIV,4992,2009,Non-human rights,0,1,1,0.001824397322581189,5.831128874896434e-5
COL,4992,2009,Non-human rights,0,1,1,0.0019618278978427465,6.270383737739302e-5
COM,4992,2009,Non-human rights,0,1,1,0.0019535799832181007,6.244021797535724e-5
CPV,4992,2009,Non-human rights,0,1,1,0.0019863174593364504,6.348657141998332e-5
CRI,4992,2009,Non-human rights,0,1,1,0.0019662601341552833,6.284550027517579e-5
CYP,4992,2009,Non-human rights,0,1,1,0.0019760257009708206,6.315762679461863e-5
CZE,4992,2009,Non-human rights,0,1,1,0.0019760257009708206,6.315762679461863e-5
DEU,4992,2009,Non-human rights,0,1,1,0.0019760257009708206,6.315762679461863e-5
DNK,4992,2009,Non-human rights,0,1,1,0.001970294334267198,6.297444116139905e-5
DOM,4992,2009,Non-human rights,0,1,1,0.00198222366108595,6.33557256612715e-5
DZA,4992,2009,Non-human rights,0,1,1,0.0019727987238143804,6.305448632492682e-5
ECU,4992,2009,Non-human rights,0,1,1,0.001967749970012627,6.289311832843144e-5
EGY,4992,2009,Non-human rights,0,1,1,0.0019760257009708206,6.315762679461863e-5
ESP,4992,2009,Non-human rights,0,1,1,0.0019803279494234782,6.329513502744029e-5
EST,4992,2009,Non-human rights,0,1,1,0.001979256001250329,6.326087347779056e-5
FIN,4992,2009,Non-human rights,0,1,1,0.0019760257009708206,6.315762679461863e-5
FJI,4992,2009,Non-human rights,0,1,1,0.0019079515831063151,6.098184551386554e-5
FRA,4992,2009,Non-human rights,0,1,1,0.0019760257009708206,6.315762679461863e-5
GBR,4992,2009,Non-human rights,0,1,1,0.001983270050049686,6.338917028884956e-5
GEO,4992,2009,Non-human rights,0,1,1,0.0019645587749925753,6.279112152545146e-5
GHA,4992,2009,Non-human rights,0,1,1,0.0019067680766168284,6.0944018343330616e-5
GIN,4992,2009,Non-human rights,0,1,1,0.0019525323200818793,6.240673262274697e-5
GRC,4992,2009,Non-human rights,0,1,1,0.0019767989884570654,6.318234256751429e-5
GTM,4992,2009,Non-human rights,0,1,1,0.0019686613355136204,6.292224734338147e-5
GUY,4992,2009,Non-human rights,0,1,1,0.0019676875032181825,6.289112176811917e-5
HRV,4992,2009,Non-human rights,0,1,1,0.00196955968471493,6.295096033206358e-5
HTI,4992,2009,Non-human rights,0,1,1,0.001947750208739205,6.225388703813613e-5
HUN,4992,2009,Non-human rights,0,1,1,0.001978954619723541,6.325124073769902e-5
IND,4992,2009,Non-human rights,0,1,1,0.001976237109368748,6.316438381842201e-5
IRL,4992,2009,Non-human rights,0,1,1,0.0019760257009708206,6.315762679461863e-5
ISL,4992,2009,Non-human rights,0,1,1,0.001970294334267198,6.297444116139905e-5
ISR,4992,2009,Non-human rights,0,1,1,0.0019682629238455046,6.290951333115019e-5
ITA,4992,2009,Non-human rights,0,1,1,0.001974300827949133,6.31024964962028e-5
JAM,4992,2009,Non-human rights,0,1,1,0.0019729747897880004,6.306011373607216e-5
JOR,4992,2009,Non-human rights,0,1,1,0.001980056797973355,6.328646849942737e-5
KEN,4992,2009,Non-human rights,0,1,1,0.0019277626619680487,6.161504614710294e-5
KWT,4992,2009,Non-human rights,0,1,1,0.0019534147096335304,6.243493550996816e-5
LBN,4992,2009,Non-human rights,0,1,1,0.0019340712253525442,6.181668010948128e-5
LBY,4992,2009,Non-human rights,0,1,1,0.0019884662072768918,6.355524958567287e-5
LKA,4992,2009,Non-human rights,0,1,1,0.0019879627780929818,6.353915900927031e-5
LTU,4992,2009,Non-human rights,0,1,1,0.0019760257009708206,6.315762679461863e-5
LVA,4992,2009,Non-human rights,0,1,1,0.0019746556661625085,6.311383781602564e-5
MAR,4992,2009,Non-human rights,0,1,1,0.001966905929245283,6.286614114298431e-5
MDA,4992,2009,Non-human rights,0,1,1,0.0019443869295461408,6.214639009010692e-5
MDG,4992,2009,Non-human rights,0,1,1,0.0018748437076701817,5.992365338623748e-5
MDV,4992,2009,Non-human rights,0,1,1,0.0019837236557425043,6.340366840951918e-5
MEX,4992,2009,Non-human rights,0,1,1,0.001968636628433793,6.292145765702964e-5
MUS,4992,2009,Non-human rights,0,1,1,0.0019821291912095456,6.335270622018106e-5
MWI,4992,2009,Non-human rights,0,1,1,0.001977264903211082,6.319723410973352e-5
NAM,4992,2009,Non-human rights,0,1,1,0.002056811876626139,6.573971018032376e-5
NGA,4992,2009,Non-human rights,0,1,1,0.0019551464593930558,6.249028560230757e-5
NIC,4992,2009,Non-human rights,0,1,1,0.0019361170033024898,6.188206715389261e-5
NLD,4992,2009,Non-human rights,0,1,1,0.001970294334267198,6.297444116139905e-5
NOR,4992,2009,Non-human rights,0,1,1,0.00197172899320866,6.302029565304757e-5
PAK,4992,2009,Non-human rights,0,1,1,0.0019717477515407283,6.302089520584461e-5
PAN,4992,2009,Non-human rights,0,1,1,0.0019522534471209008,6.23978193002209e-5
PNG,4992,2009,Non-human rights,0,1,1,0.001932786048294593,6.177560334972497e-5
POL,4992,2009,Non-human rights,0,1,1,0.001973353129360555,6.307220620506855e-5
PRT,4992,2009,Non-human rights,0,1,1,0.0019760257009708206,6.315762679461863e-5
PRY,4992,2009,Non-human rights,0,1,1,0.0019718253193577,6.302337442422379e-5
QAT,4992,2009,Non-human rights,0,1,1,0.0019735578437549044,6.307874927549088e-5
ROU,4992,2009,Non-human rights,0,1,1,0.001982382262609858,6.336079487461782e-5
SEN,4992,2009,Non-human rights,0,1,1,0.00196910448583692,6.293641129009487e-5
SGP,4992,2009,Non-human rights,0,1,1,0.0019760257009708206,6.315762679461863e-5
SLV,4992,2009,Non-human rights,0,1,1,0.0019516368210190534,6.237811073003723e-5
SUR,4992,2009,Non-human rights,0,1,1,0.0019320005077885837,6.175049594647296e-5
SVK,4992,2009,Non-human rights,0,1,1,0.001970779634494992,6.298995230108478e-5
SVN,4992,2009,Non-human rights,0,1,1,0.001970294334267198,6.297444116139905e-5
SWE,4992,2009,Non-human rights,0,1,1,0.001979221162032617,6.325975994859457e-5
SWZ,4992,2009,Non-human rights,0,1,1,0.0020384728020883076,6.515355766983263e-5
TGO,4992,2009,Non-human rights,0,1,1,0.001912791318359811,6.11365328708037e-5
TTO,4992,2009,Non-human rights,0,1,1,0.0019718336618305197,6.302364106588975e-5
TUN,4992,2009,Non-human rights,0,1,1,0.0019908008852388527,6.362987043667431e-5
TUR,4992,2009,Non-human rights,0,1,1,0.001952252533164511,6.23977900883961e-5
UGA,4992,2009,Non-human rights,0,1,1,0.0019325134810363185,6.176689156972834e-5
UKR,4992,2009,Non-human rights,0,1,1,0.0019892062811074224,6.357890378549738e-5
VEN,4992,2009,Non-human rights,0,1,1,0.001966407382463987,6.285020661767056e-5
ALB,4994,2009,Non-human rights,0,1,1,0.0019688239528916707,6.292744491124112e-5
ARE,4994,2009,Non-human rights,0,1,1,0.0020057005215938155,6.410609180961492e-5
ARG,4994,2009,Non-human rights,0,1,1,0.0019911617380977253,6.364140399627186e-5
AUT,4994,2009,Non-human rights,0,1,1,0.0019974790255110897,6.384331679559001e-5
AZE,4994,2009,Non-human rights,0,1,1,0.002011443731226431,6.428965596589173e-5
BGD,4994,2009,Non-human rights,0,1,1,0.0020026686653831344,6.400918778505944e-5
BGR,4994,2009,Non-human rights,0,1,1,0.0020308345701447227,6.490942491274012e-5
BHR,4994,2009,Non-human rights,0,1,1,0.0019886513139525342,6.356116595524827e-5
BLR,4994,2009,Non-human rights,0,1,1,0.001996442012702537,6.381017184817782e-5
BOL,4994,2009,Non-human rights,0,1,1,0.0020270178238635207,6.47874342741166e-5
BRA,4994,2009,Non-human rights,1,1,1,-0.17879141732003298,-0.00571452162977019
BRB,4994,2009,Non-human rights,0,1,1,0.001973350171779616,6.307211167502621e-5
BTN,4994,2009,Non-human rights,0,1,1,0.0019328146551834053,6.177651768156107e-5
BWA,4994,2009,Non-human rights,0,1,1,0.0018836270187867603,6.020438510204935e-5
CAN,4994,2009,Non-human rights,0,1,1,0.0019917476588074672,6.366013116237043e-5
CIV,4994,2009,Non-human rights,0,1,1,0.001845850647121458,5.8996978749935715e-5
COL,4994,2009,Non-human rights,0,1,1,0.0019832812223830156,6.33895273783644e-5
COM,4994,2009,Non-human rights,0,1,1,0.0019750333077583693,6.312590797632861e-5
CPV,4994,2009,Non-human rights,0,1,1,0.0020077707838767195,6.417226142095469e-5
CRI,4994,2009,Non-human rights,0,1,1,0.0019877134586955524,6.353119027614716e-5
CYP,4994,2009,Non-human rights,0,1,1,0.0019974790255110897,6.384331679559001e-5
CZE,4994,2009,Non-human rights,0,1,1,0.0019974790255110897,6.384331679559001e-5
DEU,4994,2009,Non-human rights,0,1,1,0.0019974790255110897,6.384331679559001e-5
DNK,4994,2009,Non-human rights,0,1,1,0.0019917476588074672,6.366013116237043e-5
DOM,4994,2009,Non-human rights,0,1,1,0.002003676985626219,6.404141566224287e-5
DZA,4994,2009,Non-human rights,0,1,1,0.0019942520483546495,6.37401763258982e-5
ECU,4994,2009,Non-human rights,0,1,1,0.001989203294552896,6.357880832940281e-5
EGY,4994,2009,Non-human rights,0,1,1,0.0019974790255110897,6.384331679559001e-5
ESP,4994,2009,Non-human rights,0,1,1,0.002001781273963747,6.398082502841164e-5
EST,4994,2009,Non-human rights,0,1,1,0.0020007093257905974,6.394656347876193e-5
FIN,4994,2009,Non-human rights,0,1,1,0.0019974790255110897,6.384331679559001e-5
FJI,4994,2009,Non-human rights,0,1,1,0.0019294049076465842,6.16675355148369e-5
FRA,4994,2009,Non-human rights,0,1,1,0.0019974790255110897,6.384331679559001e-5
GBR,4994,2009,Non-human rights,0,1,1,0.002004723374589955,6.407486028982093e-5
GEO,4994,2009,Non-human rights,0,1,1,0.0019860120995328443,6.347681152642284e-5
GHA,4994,2009,Non-human rights,0,1,1,0.0019282214011570973,6.162970834430199e-5
GIN,4994,2009,Non-human rights,0,1,1,0.001973985644622148,6.309242262371834e-5
GRC,4994,2009,Non-human rights,0,1,1,0.0019982523129973345,6.386803256848567e-5
GTM,4994,2009,Non-human rights,0,1,1,0.0019901146600538894,6.360793734435284e-5
GUY,4994,2009,Non-human rights,0,1,1,0.001989140827758451,6.357681176909052e-5
HRV,4994,2009,Non-human rights,0,1,1,0.001991013009255199,6.363665033303495e-5
HTI,4994,2009,Non-human rights,0,1,1,0.001969203533279474,6.293957703910751e-5
HUN,4994,2009,Non-human rights,0,1,1,0.0020004079442638096,6.393693073867039e-5
IND,4994,2009,Non-human rights,0,1,1,0.001997690433909017,6.385007381939338e-5
IRL,4994,2009,Non-human rights,0,1,1,0.0019974790255110897,6.384331679559001e-5
ISL,4994,2009,Non-human rights,0,1,1,0.0019917476588074672,6.366013116237043e-5
ISR,4994,2009,Non-human rights,0,1,1,0.001989716248385773,6.359520333212156e-5
ITA,4994,2009,Non-human rights,0,1,1,0.0019957541524894015,6.378818649717417e-5
JAM,4994,2009,Non-human rights,0,1,1,0.0019944281143282694,6.374580373704353e-5
JOR,4994,2009,Non-human rights,0,1,1,0.002001510122513624,6.397215850039875e-5
KEN,4994,2009,Non-human rights,0,1,1,0.0019492159865083178,6.230073614807433e-5
KWT,4994,2009,Non-human rights,0,1,1,0.0019748680341737995,6.312062551093955e-5
LBN,4994,2009,Non-human rights,0,1,1,0.0019555245498928137,6.250237011045267e-5
LBY,4994,2009,Non-human rights,0,1,1,0.0020099195318171604,6.424093958664424e-5
LKA,4994,2009,Non-human rights,0,1,1,0.002009416102633251,6.422484901024168e-5
LTU,4994,2009,Non-human rights,0,1,1,0.0019974790255110897,6.384331679559001e-5
LVA,4994,2009,Non-human rights,0,1,1,0.0019961089907027775,6.379952781699701e-5
MAR,4994,2009,Non-human rights,0,1,1,0.001988359253785552,6.355183114395569e-5
MDA,4994,2009,Non-human rights,0,1,1,0.00196584025408641,6.28320800910783e-5
MDG,4994,2009,Non-human rights,0,1,1,0.0018962970322104508,6.0609343387208854e-5
MDV,4994,2009,Non-human rights,0,1,1,0.0020051769802827734,6.408935841049055e-5
MEX,4994,2009,Non-human rights,0,1,1,0.001990089952974062,6.360714765800101e-5
MUS,4994,2009,Non-human rights,0,1,1,0.0020035825157498147,6.403839622115243e-5
MWI,4994,2009,Non-human rights,0,1,1,0.001998718227751351,6.388292411070489e-5
NAM,4994,2009,Non-human rights,0,1,1,0.0020782652011664083,6.642540018129515e-5
NGA,4994,2009,Non-human rights,0,1,1,0.0019765997839333244,6.317597560327894e-5
NIC,4994,2009,Non-human rights,0,1,1,0.0019575703278427586,6.256775715486398e-5
NLD,4994,2009,Non-human rights,0,1,1,0.0019917476588074672,6.366013116237043e-5
NOR,4994,2009,Non-human rights,0,1,1,0.001993182317748929,6.370598565401895e-5
PAK,4994,2009,Non-human rights,0,1,1,0.001993201076080997,6.370658520681598e-5
PAN,4994,2009,Non-human rights,0,1,1,0.00197370677166117,6.308350930119226e-5
PNG,4994,2009,Non-human rights,0,1,1,0.0019542393728348624,6.246129335069635e-5
POL,4994,2009,Non-human rights,0,1,1,0.001994806453900824,6.375789620603991e-5
PRT,4994,2009,Non-human rights,0,1,1,0.0019974790255110897,6.384331679559001e-5
PRY,4994,2009,Non-human rights,0,1,1,0.001993278643897969,6.370906442519517e-5
QAT,4994,2009,Non-human rights,0,1,1,0.0019950111682951735,6.376443927646226e-5
ROU,4994,2009,Non-human rights,0,1,1,0.002003835587150127,6.40464848755892e-5
SEN,4994,2009,Non-human rights,0,1,1,0.001990557810377189,6.362210129106624e-5
SGP,4994,2009,Non-human rights,0,1,1,0.0019974790255110897,6.384331679559001e-5
SLV,4994,2009,Non-human rights,0,1,1,0.0019730901455593227,6.306380073100861e-5
SUR,4994,2009,Non-human rights,0,1,1,0.0019534538323288525,6.243618594744433e-5
SVK,4994,2009,Non-human rights,0,1,1,0.001992232959035261,6.367564230205615e-5
SVN,4994,2009,Non-human rights,0,1,1,0.0019917476588074672,6.366013116237043e-5
SWE,4994,2009,Non-human rights,0,1,1,0.002000674486572886,6.394544994956595e-5
SWZ,4994,2009,Non-human rights,0,1,1,0.0020599261266285767,6.583924767080401e-5
TGO,4994,2009,Non-human rights,0,1,1,0.00193424464290008,6.182222287177508e-5
TTO,4994,2009,Non-human rights,0,1,1,0.0019932869863707892,6.370933106686115e-5
TUN,4994,2009,Non-human rights,0,1,1,0.002012254209779122,6.431556043764568e-5
UGA,4994,2009,Non-human rights,0,1,1,0.0019539668055765878,6.245258157069972e-5
UKR,4994,2009,Non-human rights,0,1,1,0.0020106596056476914,6.426459378646875e-5
VEN,4994,2009,Non-human rights,0,1,1,0.001987860707004256,6.353589661864194e-5
ALB,4995,2009,Non-human rights,0,1,1,0.0019674189505775683,6.28825383031155e-5
ARE,4995,2009,Non-human rights,0,1,1,0.002004295519279713,6.40611852014893e-5
ARG,4995,2009,Non-human rights,0,1,1,0.001989756735783623,6.359649738814625e-5
AUT,4995,2009,Non-human rights,0,1,1,0.0019960740231969873,6.379841018746439e-5
AZE,4995,2009,Non-human rights,0,1,1,0.0020100387289123285,6.424474935776611e-5
BGD,4995,2009,Non-human rights,0,1,1,0.002001263663069032,6.396428117693383e-5
BGR,4995,2009,Non-human rights,0,1,1,0.0020294295678306203,6.48645183046145e-5
BHR,4995,2009,Non-human rights,0,1,1,0.001987246311638432,6.351625934712264e-5
BLR,4995,2009,Non-human rights,0,1,1,0.0019950370103884343,6.376526524005218e-5
BOL,4995,2009,Non-human rights,0,1,1,0.0020256128215494183,6.474252766599099e-5
BRA,4995,2009,Non-human rights,1,1,1,-0.17879282232234708,-0.005714566536378316
BRB,4995,2009,Non-human rights,0,1,1,0.001971945169465514,6.30272050669006e-5
BTN,4995,2009,Non-human rights,0,1,1,0.001931409652869303,6.173161107343545e-5
BWA,4995,2009,Non-human rights,0,1,1,0.0018822220164726579,6.015947849392373e-5
CAN,4995,2009,Non-human rights,0,1,1,0.001990342656493365,6.361522455424481e-5
COL,4995,2009,Non-human rights,0,1,1,0.0019818762200689132,6.334462077023877e-5
COM,4995,2009,Non-human rights,0,1,1,0.001973628305444267,6.308100136820298e-5
CPV,4995,2009,Non-human rights,0,1,1,0.002006365781562617,6.412735481282907e-5
CRI,4995,2009,Non-human rights,0,1,1,0.00198630845638145,6.348628366802155e-5
CYP,4995,2009,Non-human rights,0,1,1,0.0019960740231969873,6.379841018746439e-5
CZE,4995,2009,Non-human rights,0,1,1,0.0019960740231969873,6.379841018746439e-5
DEU,4995,2009,Non-human rights,0,1,1,0.0019960740231969873,6.379841018746439e-5
DNK,4995,2009,Non-human rights,0,1,1,0.001990342656493365,6.361522455424481e-5
DOM,4995,2009,Non-human rights,0,1,1,0.0020022719833121165,6.399650905411725e-5
DZA,4995,2009,Non-human rights,0,1,1,0.001992847046040547,6.369526971777258e-5
ECU,4995,2009,Non-human rights,0,1,1,0.0019877982922387933,6.353390172127717e-5
