outcome,specification,covariance,term,estimate,se,p_value,ci_95_low,ci_95_high,n_obs,n_countries,n_resolutions,placebo_unit
agreement_china_minus_usa,corrected_ddd_country_placebo,country,placebo_post_hr,-0.012492029520103478,0.007537480843560895,0.10078849661017364,-0.027457874427614097,0.0024738153874071436,55190,95,612,CYP
distance_china_minus_usa,corrected_ddd_country_placebo,country,placebo_post_hr,0.15377643759486717,0.014589949181954023,1.3161355993533618e-17,0.12480775147845498,0.18274512371127938,55190,95,612,CZE
agreement_china_minus_usa,corrected_ddd_country_placebo,country,placebo_post_hr,-0.06709836698508873,0.0075121851191497285,3.429039052157114e-14,-0.08201398663880198,-0.05218274733137547,55190,95,612,CZE
distance_china_minus_usa,corrected_ddd_country_placebo,country,placebo_post_hr,0.12674101772148352,0.014614504076476836,1.2189778523500023e-13,0.09772357728638373,0.15575845815658332,55190,95,612,DEU
agreement_china_minus_usa,corrected_ddd_country_placebo,country,placebo_post_hr,-0.040259707454987616,0.007531004023398238,6.283315300765952e-7,-0.05521269248423653,-0.025306722425738705,55190,95,612,DEU
distance_china_minus_usa,corrected_ddd_country_placebo,country,placebo_post_hr,0.11778753332197785,0.014643288633991334,2.5838792917961706e-12,0.08871294047316924,0.14686212617078645,55190,95,612,DNK
agreement_china_minus_usa,corrected_ddd_country_placebo,country,placebo_post_hr,-0.03938560241420928,0.0075249192883164746,1.006241340473123e-6,-0.0543265060593158,-0.024444698769102755,55190,95,612,DNK
distance_china_minus_usa,corrected_ddd_country_placebo,country,placebo_post_hr,-0.3249342998318595,0.014195599381861894,3.2485883958163377e-40,-0.3531199951758934,-0.29674860448782564,55190,95,612,DOM
agreement_china_minus_usa,corrected_ddd_country_placebo,country,placebo_post_hr,0.1747111676179637,0.007300800922543716,9.116905051881384e-42,0.16021525624185184,0.18920707899407557,55190,95,612,DOM
distance_china_minus_usa,corrected_ddd_country_placebo,country,placebo_post_hr,-0.04418662123564238,0.014709278058774857,0.0034149372436539194,-0.07339223763427395,-0.01498100483701081,55190,95,612,DZA
agreement_china_minus_usa,corrected_ddd_country_placebo,country,placebo_post_hr,-0.007085021246198227,0.007535877541225165,0.3495390787978614,-0.022047682759336856,0.007877640266940404,55190,95,612,DZA
distance_china_minus_usa,corrected_ddd_country_placebo,country,placebo_post_hr,-0.17483782347523774,0.014472167619829996,7.774270320455771e-21,-0.203572651539033,-0.14610299541144248,55190,95,612,ECU
agreement_china_minus_usa,corrected_ddd_country_placebo,country,placebo_post_hr,0.037767144322493625,0.007483413488190479,2.189381141178842e-6,0.022908651416510696,0.05262563722847655,55190,95,612,ECU
distance_china_minus_usa,corrected_ddd_country_placebo,country,placebo_post_hr,0.02852705930883992,0.014667994038350484,0.05478169995800756,-5.965866994645623e-4,0.057650705317144404,55190,95,612,EGY
agreement_china_minus_usa,corrected_ddd_country_placebo,country,placebo_post_hr,-0.008148761556934971,0.007542197252735563,0.2827182161713658,-0.02312397100542333,0.006826447891553388,55190,95,612,EGY
distance_china_minus_usa,corrected_ddd_country_placebo,country,placebo_post_hr,-0.04941587758000039,0.0147472464774293,0.0011613019875093506,-0.07869688116392096,-0.02013487399607982,55190,95,612,ESP
agreement_china_minus_usa,corrected_ddd_country_placebo,country,placebo_post_hr,0.03829772552610543,0.007546386525530179,1.9492927249026966e-6,0.023314198178278983,0.05328125287393187,55190,95,612,ESP
distance_china_minus_usa,corrected_ddd_country_placebo,country,placebo_post_hr,0.06488950554507276,0.014724509170280871,2.7809577562418316e-5,0.035653647417500316,0.09412536367264521,55190,95,612,EST
agreement_china_minus_usa,corrected_ddd_country_placebo,country,placebo_post_hr,-0.01668828804610553,0.007543429876659569,0.029368400282813255,-0.03166594489829001,-0.0017106311939210535,55190,95,612,EST
distance_china_minus_usa,corrected_ddd_country_placebo,country,placebo_post_hr,0.046980801110411766,0.014659745497484505,0.001846825174005107,0.017873532773357882,0.07608806944746566,55190,95,612,FIN
agreement_china_minus_usa,corrected_ddd_country_placebo,country,placebo_post_hr,-3.795991494478525e-4,0.0075359051856384385,0.9599327745284355,-0.015342315551217074,0.014583117252321368,55190,95,612,FIN
distance_china_minus_usa,corrected_ddd_country_placebo,country,placebo_post_hr,-0.022252679296650948,0.016103223806089126,0.17028466868151615,-0.05422600765326527,0.009720649059963369,55190,95,612,FJI
agreement_china_minus_usa,corrected_ddd_country_placebo,country,placebo_post_hr,0.00229092778804932,0.007960600806159604,0.7741461686577852,-0.01351503172392276,0.018096887300021403,55190,95,612,FJI
distance_china_minus_usa,corrected_ddd_country_placebo,country,placebo_post_hr,-0.10025326229341072,0.014595281125664538,6.935458941270457e-10,-0.12923253510905086,-0.07127398947777058,55190,95,612,FRA
agreement_china_minus_usa,corrected_ddd_country_placebo,country,placebo_post_hr,0.07418190206437959,0.007472066142190285,2.615212297933197e-16,0.05934593957988302,0.08901786454887617,55190,95,612,FRA
distance_china_minus_usa,corrected_ddd_country_placebo,country,placebo_post_hr,-0.10157981068948364,0.021623647275930913,8.969095411657165e-6,-0.1445140692544994,-0.058645552124467884,55190,95,612,GAB
agreement_china_minus_usa,corrected_ddd_country_placebo,country,placebo_post_hr,0.05321243672129717,0.010089589276940189,8.508409030115645e-7,0.033179320693126506,0.07324555274946784,55190,95,612,GAB
distance_china_minus_usa,corrected_ddd_country_placebo,country,placebo_post_hr,-0.011923258274940101,0.014658240242744725,0.41803475653956845,-0.04102753789342217,0.017181021343541967,55190,95,612,GBR
agreement_china_minus_usa,corrected_ddd_country_placebo,country,placebo_post_hr,0.024977215010797426,0.007487318072517127,0.0012184002665080393,0.010110969461103195,0.03984346056049166,55190,95,612,GBR
distance_china_minus_usa,corrected_ddd_country_placebo,country,placebo_post_hr,0.27347162883281584,0.016191299929191112,3.168406961149008e-30,0.2413234232691138,0.30561983439651785,55190,95,612,GEO
agreement_china_minus_usa,corrected_ddd_country_placebo,country,placebo_post_hr,-0.1439171780212868,0.008160533453716458,1.4316229415328313e-31,-0.1601201084917775,-0.12771424755079613,55190,95,612,GEO
distance_china_minus_usa,corrected_ddd_country_placebo,country,placebo_post_hr,0.043548033318417875,0.015035150947718472,0.004694766905217695,0.013695388659719962,0.07340067797711579,55190,95,612,GHA
agreement_china_minus_usa,corrected_ddd_country_placebo,country,placebo_post_hr,-0.013468531463167753,0.008103115971079683,0.099815653116889,-0.029557458175910132,0.002620395249574626,55190,95,612,GHA
distance_china_minus_usa,corrected_ddd_country_placebo,country,placebo_post_hr,-0.04434856074121719,0.01729293914389748,0.011914920210683116,-0.07868409679019824,-0.010013024692236139,55190,95,612,GIN
agreement_china_minus_usa,corrected_ddd_country_placebo,country,placebo_post_hr,0.008289306897676606,0.008402164396144756,0.3263870904139423,-0.008393387473285767,0.02497200126863898,55190,95,612,GIN
distance_china_minus_usa,corrected_ddd_country_placebo,country,placebo_post_hr,-0.24768357930934273,0.014486793510556215,1.330827527260619e-30,-0.2764474474220331,-0.21891971119665238,55190,95,612,GRC
agreement_china_minus_usa,corrected_ddd_country_placebo,country,placebo_post_hr,0.14198697322099965,0.007403576955172729,2.9518178822209834e-34,0.12728699762284082,0.15668694881915848,55190,95,612,GRC
distance_china_minus_usa,corrected_ddd_country_placebo,country,placebo_post_hr,-0.10033609309573668,0.014500824915037413,5.47960685901833e-10,-0.12912782089094677,-0.0715443653005266,55190,95,612,GTM
agreement_china_minus_usa,corrected_ddd_country_placebo,country,placebo_post_hr,0.0372288885913122,0.0075359153358586116,3.386208084589066e-6,0.02226615203604289,0.052191625146581516,55190,95,612,GTM
distance_china_minus_usa,corrected_ddd_country_placebo,country,placebo_post_hr,0.005778770728100428,0.014220949882279227,0.685404567595548,-0.022457258628775102,0.034014800084975955,55190,95,612,GUY
agreement_china_minus_usa,corrected_ddd_country_placebo,country,placebo_post_hr,-0.04546369915398586,0.007483795090967935,2.620344490481473e-8,-0.06032294974122891,-0.030604448566742812,55190,95,612,GUY
distance_china_minus_usa,corrected_ddd_country_placebo,country,placebo_post_hr,0.023135122174741455,0.014346694341724638,0.11018936167632579,-0.005350575754047779,0.05162082010353069,55190,95,612,HRV
agreement_china_minus_usa,corrected_ddd_country_placebo,country,placebo_post_hr,0.007478476145629887,0.007500749986757389,0.3213094060464374,-0.007414438784657526,0.0223713910759173,55190,95,612,HRV
distance_china_minus_usa,corrected_ddd_country_placebo,country,placebo_post_hr,-0.021823109108099502,0.01716631883637147,0.20676764255736707,-0.0559072375682713,0.012261019352072293,55190,95,612,HTI
agreement_china_minus_usa,corrected_ddd_country_placebo,country,placebo_post_hr,-0.014552897258476681,0.008294368163118609,0.08259465850934838,-0.031021559681820722,0.001915765164867361,55190,95,612,HTI
distance_china_minus_usa,corrected_ddd_country_placebo,country,placebo_post_hr,0.16296393101871218,0.015004790195021246,2.7626639179686338e-18,0.13317156834620733,0.19275629369121702,55190,95,612,HUN
agreement_china_minus_usa,corrected_ddd_country_placebo,country,placebo_post_hr,-0.06019897858581701,0.007708028460772618,7.982557383927793e-12,-0.075503449785256,-0.04489450738637803,55190,95,612,HUN
distance_china_minus_usa,corrected_ddd_country_placebo,country,placebo_post_hr,0.12684135231762128,0.01424531423717003,3.9294331784104256e-14,0.0985569469629641,0.15512575767227846,55190,95,612,IND
agreement_china_minus_usa,corrected_ddd_country_placebo,country,placebo_post_hr,-0.07291271231122473,0.007375862582326046,3.2211868499491667e-16,-0.08755766037241984,-0.05826776425002962,55190,95,612,IND
distance_china_minus_usa,corrected_ddd_country_placebo,country,placebo_post_hr,0.07378818124662007,0.014648960260546753,2.2783456286531566e-6,0.04470232725033217,0.10287403524290796,55190,95,612,IRL
agreement_china_minus_usa,corrected_ddd_country_placebo,country,placebo_post_hr,-0.02540443415987228,0.007535225822390851,0.0010866885688822164,-0.04036580166998787,-0.010443066649756685,55190,95,612,IRL
distance_china_minus_usa,corrected_ddd_country_placebo,country,placebo_post_hr,0.020927826806752012,0.014678893565700199,0.15726483160746785,-0.00821746046861059,0.050073114082114616,55190,95,612,ISL
agreement_china_minus_usa,corrected_ddd_country_placebo,country,placebo_post_hr,9.857994686667715e-4,0.007528946075724471,0.8961068681149682,-0.01396309945723374,0.015934698394567282,55190,95,612,ISL
distance_china_minus_usa,corrected_ddd_country_placebo,country,placebo_post_hr,-0.04210913039735216,0.014839969622613422,0.005569251845220644,-0.07157423795963941,-0.012644022835064911,55190,95,612,ISR
agreement_china_minus_usa,corrected_ddd_country_placebo,country,placebo_post_hr,0.04934150674791508,0.007435065990220098,2.040684356952815e-9,0.03457900893250794,0.06410400456332221,55190,95,612,ISR
distance_china_minus_usa,corrected_ddd_country_placebo,country,placebo_post_hr,0.13813184085493638,0.014454692478927987,1.6140867043845192e-15,0.10943171009305197,0.16683197161682078,55190,95,612,ITA
agreement_china_minus_usa,corrected_ddd_country_placebo,country,placebo_post_hr,-0.04536432425474537,0.0074590049776059745,2.541064781491309e-8,-0.060174353490781714,-0.030554295018709023,55190,95,612,ITA
distance_china_minus_usa,corrected_ddd_country_placebo,country,placebo_post_hr,0.15260051375117717,0.014303140719528772,7.017861987256848e-18,0.12420129256023603,0.1809997349421183,55190,95,612,JAM
agreement_china_minus_usa,corrected_ddd_country_placebo,country,placebo_post_hr,-0.09572170087041709,0.007414095032121647,1.5421571809281784e-22,-0.11044256035692135,-0.08100084138391284,55190,95,612,JAM
distance_china_minus_usa,corrected_ddd_country_placebo,country,placebo_post_hr,-0.07800866974837722,0.013994517153633758,2.3677113925315795e-7,-0.10579511161452135,-0.0502222278822331,55190,95,612,JOR
agreement_china_minus_usa,corrected_ddd_country_placebo,country,placebo_post_hr,0.06023110537561216,0.007208357041655364,5.695107983031497e-13,0.04591874349206123,0.07454346725916308,55190,95,612,JOR
distance_china_minus_usa,corrected_ddd_country_placebo,country,placebo_post_hr,-0.040754556563407644,0.015381712413306504,0.009455941368432159,-0.07129530713607823,-0.010213805990737047,55190,95,612,KEN
agreement_china_minus_usa,corrected_ddd_country_placebo,country,placebo_post_hr,0.008799475777696537,0.007999807783276925,0.27415817345156224,-0.007084330106426711,0.024683281661819784,55190,95,612,KEN
distance_china_minus_usa,corrected_ddd_country_placebo,country,placebo_post_hr,-0.048226497525054014,0.01470476076561617,0.0014584060662051741,-0.07742314473222522,-0.019029850317882797,55190,95,612,KWT
agreement_china_minus_usa,corrected_ddd_country_placebo,country,placebo_post_hr,0.01963123349745038,0.007461705640734746,0.009951326029563686,0.004815842031463274,0.03444662496343749,55190,95,612,KWT
distance_china_minus_usa,corrected_ddd_country_placebo,country,placebo_post_hr,-0.22511135087307585,0.014401606986963968,6.939335610609443e-28,-0.25370607914624266,-0.196516622599909,55190,95,612,LBN
agreement_china_minus_usa,corrected_ddd_country_placebo,country,placebo_post_hr,0.09742198247291595,0.007177337401889205,7.090014376890957e-24,0.08317121081127898,0.11167275413455291,55190,95,612,LBN
distance_china_minus_usa,corrected_ddd_country_placebo,country,placebo_post_hr,0.18467869794805822,0.014636215813601094,6.103587615858519e-22,0.15561814834993457,0.21373924754618187,55190,95,612,LBY
agreement_china_minus_usa,corrected_ddd_country_placebo,country,placebo_post_hr,-0.07454902453799633,0.007705279347662316,9.017605103657668e-16,-0.08984803730891047,-0.059250011767082195,55190,95,612,LBY
distance_china_minus_usa,corrected_ddd_country_placebo,country,placebo_post_hr,-0.16309944393313966,0.014566894395748506,5.428431277003935e-19,-0.19202235423109357,-0.13417653363518575,55190,95,612,LKA
agreement_china_minus_usa,corrected_ddd_country_placebo,country,placebo_post_hr,0.0648312147740626,0.0075284894661002185,1.6399805803470977e-13,0.04988322245727483,0.07977920709085037,55190,95,612,LKA
distance_china_minus_usa,corrected_ddd_country_placebo,country,placebo_post_hr,0.08103542651472743,0.014645401132177192,2.825828005678234e-7,0.05195663925124992,0.11011421377820495,55190,95,612,LTU
agreement_china_minus_usa,corrected_ddd_country_placebo,country,placebo_post_hr,-0.03072786144501982,0.007533460348844811,9.477276281202276e-5,-0.04568572356602375,-0.015769999324015883,55190,95,612,LTU
distance_china_minus_usa,corrected_ddd_country_placebo,country,placebo_post_hr,0.13117648964548506,0.014558812615655415,2.339589058709223e-14,0.10226962591135799,0.16008335337961213,55190,95,612,LVA
agreement_china_minus_usa,corrected_ddd_country_placebo,country,placebo_post_hr,-0.055622173069508084,0.007508312132077292,5.460664694698878e-11,-0.07053010281659897,-0.0407142433224172,55190,95,612,LVA
distance_china_minus_usa,corrected_ddd_country_placebo,country,placebo_post_hr,-0.02989721001296074,0.01427420842812131,0.03890644895134419,-0.05823898546108545,-0.0015554345648360335,55190,95,612,MAR
agreement_china_minus_usa,corrected_ddd_country_placebo,country,placebo_post_hr,0.037664248174976094,0.007473235921960011,2.2523541954158383e-6,0.02282596306532491,0.05250253328462728,55190,95,612,MAR
distance_china_minus_usa,corrected_ddd_country_placebo,country,placebo_post_hr,0.09982191260630846,0.014512131097028048,6.63063911972866e-10,0.07100773612171796,0.12863608909089896,55190,95,612,MDA
agreement_china_minus_usa,corrected_ddd_country_placebo,country,placebo_post_hr,-0.03434854371119188,0.007418405912005456,1.1703650455994698e-5,-0.049077962550760516,-0.01961912487162324,55190,95,612,MDA
distance_china_minus_usa,corrected_ddd_country_placebo,country,placebo_post_hr,0.03889451480118293,0.015274195782974478,0.012508636768255543,0.008567241018427079,0.06922178858393878,55190,95,612,MDG
agreement_china_minus_usa,corrected_ddd_country_placebo,country,placebo_post_hr,-0.01606894130805855,0.0091409063640448,0.08201707943268141,-0.03421842517377713,0.0020805425576600235,55190,95,612,MDG
distance_china_minus_usa,corrected_ddd_country_placebo,country,placebo_post_hr,0.09956812996184586,0.013680795683357646,1.0129624061683205e-10,0.07240458942915182,0.1267316704945399,55190,95,612,MDV
agreement_china_minus_usa,corrected_ddd_country_placebo,country,placebo_post_hr,-0.06414105149290972,0.007126850100654479,2.4591995742750518e-14,-0.07829157943442855,-0.049990523551390886,55190,95,612,MDV
distance_china_minus_usa,corrected_ddd_country_placebo,country,placebo_post_hr,0.05708284155727392,0.014795108646426108,2.092516886018127e-4,0.027706806514831598,0.08645887659971624,55190,95,612,MEX
agreement_china_minus_usa,corrected_ddd_country_placebo,country,placebo_post_hr,-0.040060355538973025,0.007557335784220561,7.598655522605138e-7,-0.05506562289660028,-0.025055088181345768,55190,95,612,MEX
distance_china_minus_usa,corrected_ddd_country_placebo,country,placebo_post_hr,0.16062382917275417,0.014910608284302254,4.2435344449207385e-18,0.13101846689178165,0.1902291914537267,55190,95,612,MUS
agreement_china_minus_usa,corrected_ddd_country_placebo,country,placebo_post_hr,-0.14126773946182294,0.007585659297054877,2.6423398264767284e-33,-0.15632924381813876,-0.12620623510550713,55190,95,612,MUS
distance_china_minus_usa,corrected_ddd_country_placebo,country,placebo_post_hr,-0.1551869790527354,0.016695459497987477,5.7966966286318654e-15,-0.18833620525872397,-0.12203775284674682,55190,95,612,MWI
agreement_china_minus_usa,corrected_ddd_country_placebo,country,placebo_post_hr,0.1022723679147549,0.008176106210930182,1.0219232881340696e-21,0.08603851736976188,0.11850621845974792,55190,95,612,MWI
distance_china_minus_usa,corrected_ddd_country_placebo,country,placebo_post_hr,-0.11378973158018034,0.014777890625152449,1.3534637711292314e-11,-0.14313157983776126,-0.08444788332259943,55190,95,612,NAM
agreement_china_minus_usa,corrected_ddd_country_placebo,country,placebo_post_hr,0.055578583444100264,0.007746394820338164,1.650201642115392e-10,0.0401979349383648,0.07095923194983572,55190,95,612,NAM
distance_china_minus_usa,corrected_ddd_country_placebo,country,placebo_post_hr,-0.19341348993901677,0.017243897638523506,4.933866705257356e-19,-0.22765165292945339,-0.15917532694858016,55190,95,612,NGA
agreement_china_minus_usa,corrected_ddd_country_placebo,country,placebo_post_hr,0.08892936540250175,0.00855956253630979,2.7404451763768556e-17,0.0719341533345355,0.105924577470468,55190,95,612,NGA
distance_china_minus_usa,corrected_ddd_country_placebo,country,placebo_post_hr,-0.40960037419295253,0.01363737871456564,5.647638347979134e-50,-0.43667770931633526,-0.3825230390695698,55190,95,612,NIC
agreement_china_minus_usa,corrected_ddd_country_placebo,country,placebo_post_hr,0.19095250626620663,0.007142889479465694,1.0287959249898633e-45,0.17677013176206516,0.2051348807703481,55190,95,612,NIC
distance_china_minus_usa,corrected_ddd_country_placebo,country,placebo_post_hr,0.1303841811146039,0.014626897259640637,3.743313602969648e-14,0.10134213372381302,0.15942622850539478,55190,95,612,NLD
agreement_china_minus_usa,corrected_ddd_country_placebo,country,placebo_post_hr,-0.039970837877626356,0.007522822451871141,7.210901768275535e-7,-0.05490757820481691,-0.025034097550435803,55190,95,612,NLD
distance_china_minus_usa,corrected_ddd_country_placebo,country,placebo_post_hr,0.010592318624071687,0.01482998857302228,0.4768425407564435,-0.018852971330277916,0.040037608578421285,55190,95,612,NOR
agreement_china_minus_usa,corrected_ddd_country_placebo,country,placebo_post_hr,0.021989194526037596,0.0075539464918517926,0.0044991665821542196,0.006990656687859866,0.03698773236421533,55190,95,612,NOR
distance_china_minus_usa,corrected_ddd_country_placebo,country,placebo_post_hr,0.08083721326381707,0.014716970137248825,3.360640985659154e-7,0.05161632406305876,0.11005810246457538,55190,95,612,PAK
agreement_china_minus_usa,corrected_ddd_country_placebo,country,placebo_post_hr,-0.08238736364857341,0.007487295374531868,1.3815850026343305e-18,-0.09725356413088583,-0.06752116316626099,55190,95,612,PAK
distance_china_minus_usa,corrected_ddd_country_placebo,country,placebo_post_hr,0.34529828244877625,0.015465310533642003,2.3511872524789868e-39,0.31459154584848353,0.37600501904906897,55190,95,612,PAN
agreement_china_minus_usa,corrected_ddd_country_placebo,country,placebo_post_hr,-0.20535371597289395,0.007509169225853135,1.5490144019476835e-46,-0.22026334749976864,-0.19044408444601926,55190,95,612,PAN
