iso3c,rcid,year,issue_domain,brazil,post_2009,human_rights_binary,brazil_hr,brazil_post_2009,brazil_post_hr,distance_china_minus_usa,agreement_china_minus_usa,observation_weight
UKR,5057,2010,Non-human rights,0,1,0,0,0,0,1,-1,1
VEN,5057,2010,Non-human rights,0,1,0,0,0,0,-1,1,1
ALB,5058,2010,Non-human rights,0,1,0,0,0,0,-1,1,1
ARE,5058,2010,Non-human rights,0,1,0,0,0,0,-1,1,1
ARG,5058,2010,Non-human rights,0,1,0,0,0,0,-1,1,1
AUT,5058,2010,Non-human rights,0,1,0,0,0,0,-1,1,1
AZE,5058,2010,Non-human rights,0,1,0,0,0,0,-1,1,1
BGD,5058,2010,Non-human rights,0,1,0,0,0,0,-1,1,1
BGR,5058,2010,Non-human rights,0,1,0,0,0,0,-1,1,1
BHR,5058,2010,Non-human rights,0,1,0,0,0,0,-1,1,1
BLR,5058,2010,Non-human rights,0,1,0,0,0,0,-1,1,1
BOL,5058,2010,Non-human rights,0,1,0,0,0,0,-1,1,1
BRA,5058,2010,Non-human rights,1,1,0,0,1,0,-1,1,1
BRB,5058,2010,Non-human rights,0,1,0,0,0,0,-1,1,1
BTN,5058,2010,Non-human rights,0,1,0,0,0,0,-1,1,1
BWA,5058,2010,Non-human rights,0,1,0,0,0,0,-1,1,1
CAN,5058,2010,Non-human rights,0,1,0,0,0,0,-1,1,1
CIV,5058,2010,Non-human rights,0,1,0,0,0,0,-1,1,1
COL,5058,2010,Non-human rights,0,1,0,0,0,0,-1,1,1
COM,5058,2010,Non-human rights,0,1,0,0,0,0,-1,1,1
CPV,5058,2010,Non-human rights,0,1,0,0,0,0,-1,1,1
CRI,5058,2010,Non-human rights,0,1,0,0,0,0,-1,1,1
CYP,5058,2010,Non-human rights,0,1,0,0,0,0,-1,1,1
CZE,5058,2010,Non-human rights,0,1,0,0,0,0,-1,1,1
DEU,5058,2010,Non-human rights,0,1,0,0,0,0,-1,1,1
DNK,5058,2010,Non-human rights,0,1,0,0,0,0,-1,1,1
DOM,5058,2010,Non-human rights,0,1,0,0,0,0,-1,1,1
DZA,5058,2010,Non-human rights,0,1,0,0,0,0,-1,1,1
ECU,5058,2010,Non-human rights,0,1,0,0,0,0,-1,1,1
EGY,5058,2010,Non-human rights,0,1,0,0,0,0,-1,1,1
ESP,5058,2010,Non-human rights,0,1,0,0,0,0,-1,1,1
EST,5058,2010,Non-human rights,0,1,0,0,0,0,-1,1,1
FIN,5058,2010,Non-human rights,0,1,0,0,0,0,-1,1,1
FJI,5058,2010,Non-human rights,0,1,0,0,0,0,-1,1,1
FRA,5058,2010,Non-human rights,0,1,0,0,0,0,-1,1,1
GAB,5058,2010,Non-human rights,0,1,0,0,0,0,-1,1,1
GBR,5058,2010,Non-human rights,0,1,0,0,0,0,-1,1,1
GEO,5058,2010,Non-human rights,0,1,0,0,0,0,-1,1,1
GHA,5058,2010,Non-human rights,0,1,0,0,0,0,-1,1,1
GIN,5058,2010,Non-human rights,0,1,0,0,0,0,-1,1,1
GRC,5058,2010,Non-human rights,0,1,0,0,0,0,-1,1,1
GTM,5058,2010,Non-human rights,0,1,0,0,0,0,-1,1,1
GUY,5058,2010,Non-human rights,0,1,0,0,0,0,-1,1,1
HRV,5058,2010,Non-human rights,0,1,0,0,0,0,-1,1,1
HTI,5058,2010,Non-human rights,0,1,0,0,0,0,-1,1,1
HUN,5058,2010,Non-human rights,0,1,0,0,0,0,-1,1,1
IND,5058,2010,Non-human rights,0,1,0,0,0,0,-1,1,1
IRL,5058,2010,Non-human rights,0,1,0,0,0,0,-1,1,1
ISL,5058,2010,Non-human rights,0,1,0,0,0,0,-1,1,1
ISR,5058,2010,Non-human rights,0,1,0,0,0,0,1,-1,1
JAM,5058,2010,Non-human rights,0,1,0,0,0,0,-1,1,1
JOR,5058,2010,Non-human rights,0,1,0,0,0,0,-1,1,1
KEN,5058,2010,Non-human rights,0,1,0,0,0,0,-1,1,1
KWT,5058,2010,Non-human rights,0,1,0,0,0,0,-1,1,1
LBN,5058,2010,Non-human rights,0,1,0,0,0,0,-1,1,1
LBY,5058,2010,Non-human rights,0,1,0,0,0,0,-1,1,1
LKA,5058,2010,Non-human rights,0,1,0,0,0,0,-1,1,1
LTU,5058,2010,Non-human rights,0,1,0,0,0,0,-1,1,1
LVA,5058,2010,Non-human rights,0,1,0,0,0,0,-1,1,1
MAR,5058,2010,Non-human rights,0,1,0,0,0,0,-1,1,1
MDA,5058,2010,Non-human rights,0,1,0,0,0,0,-1,1,1
MDG,5058,2010,Non-human rights,0,1,0,0,0,0,-1,1,1
MDV,5058,2010,Non-human rights,0,1,0,0,0,0,-1,1,1
MEX,5058,2010,Non-human rights,0,1,0,0,0,0,-1,1,1
MUS,5058,2010,Non-human rights,0,1,0,0,0,0,-1,1,1
MWI,5058,2010,Non-human rights,0,1,0,0,0,0,-1,1,1
NGA,5058,2010,Non-human rights,0,1,0,0,0,0,-1,1,1
NIC,5058,2010,Non-human rights,0,1,0,0,0,0,-1,1,1
NLD,5058,2010,Non-human rights,0,1,0,0,0,0,-1,1,1
NOR,5058,2010,Non-human rights,0,1,0,0,0,0,-1,1,1
PAK,5058,2010,Non-human rights,0,1,0,0,0,0,-1,1,1
PAN,5058,2010,Non-human rights,0,1,0,0,0,0,-1,1,1
PNG,5058,2010,Non-human rights,0,1,0,0,0,0,-1,1,1
POL,5058,2010,Non-human rights,0,1,0,0,0,0,-1,1,1
PRT,5058,2010,Non-human rights,0,1,0,0,0,0,-1,1,1
PRY,5058,2010,Non-human rights,0,1,0,0,0,0,-1,1,1
QAT,5058,2010,Non-human rights,0,1,0,0,0,0,-1,1,1
ROU,5058,2010,Non-human rights,0,1,0,0,0,0,-1,1,1
SEN,5058,2010,Non-human rights,0,1,0,0,0,0,-1,1,1
SGP,5058,2010,Non-human rights,0,1,0,0,0,0,-1,1,1
SLV,5058,2010,Non-human rights,0,1,0,0,0,0,-1,1,1
SUR,5058,2010,Non-human rights,0,1,0,0,0,0,-1,1,1
SVK,5058,2010,Non-human rights,0,1,0,0,0,0,-1,1,1
SVN,5058,2010,Non-human rights,0,1,0,0,0,0,-1,1,1
SWE,5058,2010,Non-human rights,0,1,0,0,0,0,-1,1,1
SWZ,5058,2010,Non-human rights,0,1,0,0,0,0,-1,1,1
TGO,5058,2010,Non-human rights,0,1,0,0,0,0,-1,1,1
TTO,5058,2010,Non-human rights,0,1,0,0,0,0,-1,1,1
TUN,5058,2010,Non-human rights,0,1,0,0,0,0,-1,1,1
TUR,5058,2010,Non-human rights,0,1,0,0,0,0,-1,1,1
UKR,5058,2010,Non-human rights,0,1,0,0,0,0,-1,1,1
VEN,5058,2010,Non-human rights,0,1,0,0,0,0,-1,1,1
ALB,5060,2010,Non-human rights,0,1,0,0,0,0,-1,1,1
ARE,5060,2010,Non-human rights,0,1,0,0,0,0,-1,1,1
ARG,5060,2010,Non-human rights,0,1,0,0,0,0,-1,1,1
AUT,5060,2010,Non-human rights,0,1,0,0,0,0,-1,1,1
AZE,5060,2010,Non-human rights,0,1,0,0,0,0,-1,1,1
BGD,5060,2010,Non-human rights,0,1,0,0,0,0,-1,1,1
BGR,5060,2010,Non-human rights,0,1,0,0,0,0,-1,1,1
BHR,5060,2010,Non-human rights,0,1,0,0,0,0,-1,1,1
BLR,5060,2010,Non-human rights,0,1,0,0,0,0,-1,1,1
BOL,5060,2010,Non-human rights,0,1,0,0,0,0,-1,1,1
BRA,5060,2010,Non-human rights,1,1,0,0,1,0,-1,1,1
BRB,5060,2010,Non-human rights,0,1,0,0,0,0,-1,1,1
BTN,5060,2010,Non-human rights,0,1,0,0,0,0,-1,1,1
BWA,5060,2010,Non-human rights,0,1,0,0,0,0,-1,1,1
CAN,5060,2010,Non-human rights,0,1,0,0,0,0,-1,1,1
CIV,5060,2010,Non-human rights,0,1,0,0,0,0,-1,1,1
COL,5060,2010,Non-human rights,0,1,0,0,0,0,-1,1,1
COM,5060,2010,Non-human rights,0,1,0,0,0,0,-1,1,1
CPV,5060,2010,Non-human rights,0,1,0,0,0,0,-1,1,1
CRI,5060,2010,Non-human rights,0,1,0,0,0,0,-1,1,1
CYP,5060,2010,Non-human rights,0,1,0,0,0,0,-1,1,1
CZE,5060,2010,Non-human rights,0,1,0,0,0,0,-1,1,1
DEU,5060,2010,Non-human rights,0,1,0,0,0,0,-1,1,1
DNK,5060,2010,Non-human rights,0,1,0,0,0,0,-1,1,1
DOM,5060,2010,Non-human rights,0,1,0,0,0,0,-1,1,1
DZA,5060,2010,Non-human rights,0,1,0,0,0,0,-1,1,1
ECU,5060,2010,Non-human rights,0,1,0,0,0,0,-1,1,1
EGY,5060,2010,Non-human rights,0,1,0,0,0,0,1,-1,1
ESP,5060,2010,Non-human rights,0,1,0,0,0,0,-1,1,1
EST,5060,2010,Non-human rights,0,1,0,0,0,0,-1,1,1
FIN,5060,2010,Non-human rights,0,1,0,0,0,0,-1,1,1
FJI,5060,2010,Non-human rights,0,1,0,0,0,0,-1,1,1
FRA,5060,2010,Non-human rights,0,1,0,0,0,0,-1,1,1
GAB,5060,2010,Non-human rights,0,1,0,0,0,0,-1,1,1
GBR,5060,2010,Non-human rights,0,1,0,0,0,0,-1,1,1
GEO,5060,2010,Non-human rights,0,1,0,0,0,0,-1,1,1
GHA,5060,2010,Non-human rights,0,1,0,0,0,0,-1,1,1
GIN,5060,2010,Non-human rights,0,1,0,0,0,0,-1,1,1
GRC,5060,2010,Non-human rights,0,1,0,0,0,0,-1,1,1
GTM,5060,2010,Non-human rights,0,1,0,0,0,0,-1,1,1
GUY,5060,2010,Non-human rights,0,1,0,0,0,0,-1,1,1
HRV,5060,2010,Non-human rights,0,1,0,0,0,0,-1,1,1
HTI,5060,2010,Non-human rights,0,1,0,0,0,0,-1,1,1
HUN,5060,2010,Non-human rights,0,1,0,0,0,0,-1,1,1
IND,5060,2010,Non-human rights,0,1,0,0,0,0,1,-1,1
IRL,5060,2010,Non-human rights,0,1,0,0,0,0,-1,1,1
ISL,5060,2010,Non-human rights,0,1,0,0,0,0,-1,1,1
ISR,5060,2010,Non-human rights,0,1,0,0,0,0,1,-1,1
JAM,5060,2010,Non-human rights,0,1,0,0,0,0,-1,1,1
JOR,5060,2010,Non-human rights,0,1,0,0,0,0,-1,1,1
KEN,5060,2010,Non-human rights,0,1,0,0,0,0,-1,1,1
KWT,5060,2010,Non-human rights,0,1,0,0,0,0,-1,1,1
LBN,5060,2010,Non-human rights,0,1,0,0,0,0,-1,1,1
LBY,5060,2010,Non-human rights,0,1,0,0,0,0,1,-1,1
LKA,5060,2010,Non-human rights,0,1,0,0,0,0,-1,1,1
LTU,5060,2010,Non-human rights,0,1,0,0,0,0,-1,1,1
LVA,5060,2010,Non-human rights,0,1,0,0,0,0,-1,1,1
MAR,5060,2010,Non-human rights,0,1,0,0,0,0,-1,1,1
MDA,5060,2010,Non-human rights,0,1,0,0,0,0,-1,1,1
MDG,5060,2010,Non-human rights,0,1,0,0,0,0,-1,1,1
MDV,5060,2010,Non-human rights,0,1,0,0,0,0,-1,1,1
MEX,5060,2010,Non-human rights,0,1,0,0,0,0,-1,1,1
MUS,5060,2010,Non-human rights,0,1,0,0,0,0,-1,1,1
MWI,5060,2010,Non-human rights,0,1,0,0,0,0,-1,1,1
NGA,5060,2010,Non-human rights,0,1,0,0,0,0,-1,1,1
NIC,5060,2010,Non-human rights,0,1,0,0,0,0,1,-1,1
NLD,5060,2010,Non-human rights,0,1,0,0,0,0,-1,1,1
NOR,5060,2010,Non-human rights,0,1,0,0,0,0,-1,1,1
PAK,5060,2010,Non-human rights,0,1,0,0,0,0,1,-1,1
PAN,5060,2010,Non-human rights,0,1,0,0,0,0,-1,1,1
PNG,5060,2010,Non-human rights,0,1,0,0,0,0,-1,1,1
POL,5060,2010,Non-human rights,0,1,0,0,0,0,-1,1,1
PRT,5060,2010,Non-human rights,0,1,0,0,0,0,-1,1,1
PRY,5060,2010,Non-human rights,0,1,0,0,0,0,-1,1,1
QAT,5060,2010,Non-human rights,0,1,0,0,0,0,-1,1,1
ROU,5060,2010,Non-human rights,0,1,0,0,0,0,-1,1,1
RWA,5060,2010,Non-human rights,0,1,0,0,0,0,-1,1,1
SEN,5060,2010,Non-human rights,0,1,0,0,0,0,-1,1,1
SGP,5060,2010,Non-human rights,0,1,0,0,0,0,-1,1,1
SLV,5060,2010,Non-human rights,0,1,0,0,0,0,-1,1,1
SUR,5060,2010,Non-human rights,0,1,0,0,0,0,-1,1,1
SVK,5060,2010,Non-human rights,0,1,0,0,0,0,-1,1,1
SVN,5060,2010,Non-human rights,0,1,0,0,0,0,-1,1,1
SWE,5060,2010,Non-human rights,0,1,0,0,0,0,-1,1,1
SWZ,5060,2010,Non-human rights,0,1,0,0,0,0,-1,1,1
TGO,5060,2010,Non-human rights,0,1,0,0,0,0,-1,1,1
TTO,5060,2010,Non-human rights,0,1,0,0,0,0,-1,1,1
TUN,5060,2010,Non-human rights,0,1,0,0,0,0,-1,1,1
TUR,5060,2010,Non-human rights,0,1,0,0,0,0,-1,1,1
UKR,5060,2010,Non-human rights,0,1,0,0,0,0,-1,1,1
VEN,5060,2010,Non-human rights,0,1,0,0,0,0,-1,1,1
ALB,5061,2010,Non-human rights,0,1,0,0,0,0,0,0,1
ARE,5061,2010,Non-human rights,0,1,0,0,0,0,-2,1,1
ARG,5061,2010,Non-human rights,0,1,0,0,0,0,-2,1,1
AUT,5061,2010,Non-human rights,0,1,0,0,0,0,-2,1,1
AZE,5061,2010,Non-human rights,0,1,0,0,0,0,-2,1,1
BGD,5061,2010,Non-human rights,0,1,0,0,0,0,-2,1,1
BGR,5061,2010,Non-human rights,0,1,0,0,0,0,0,0,1
BHR,5061,2010,Non-human rights,0,1,0,0,0,0,-2,1,1
BLR,5061,2010,Non-human rights,0,1,0,0,0,0,-2,1,1
BOL,5061,2010,Non-human rights,0,1,0,0,0,0,-2,1,1
BRA,5061,2010,Non-human rights,1,1,0,0,1,0,-2,1,1
BRB,5061,2010,Non-human rights,0,1,0,0,0,0,-2,1,1
BTN,5061,2010,Non-human rights,0,1,0,0,0,0,-2,1,1
BWA,5061,2010,Non-human rights,0,1,0,0,0,0,-2,1,1
CAN,5061,2010,Non-human rights,0,1,0,0,0,0,0,0,1
CIV,5061,2010,Non-human rights,0,1,0,0,0,0,-2,1,1
COL,5061,2010,Non-human rights,0,1,0,0,0,0,-2,1,1
COM,5061,2010,Non-human rights,0,1,0,0,0,0,-2,1,1
CPV,5061,2010,Non-human rights,0,1,0,0,0,0,-2,1,1
CRI,5061,2010,Non-human rights,0,1,0,0,0,0,-2,1,1
CYP,5061,2010,Non-human rights,0,1,0,0,0,0,-2,1,1
CZE,5061,2010,Non-human rights,0,1,0,0,0,0,0,0,1
DEU,5061,2010,Non-human rights,0,1,0,0,0,0,0,0,1
DNK,5061,2010,Non-human rights,0,1,0,0,0,0,0,0,1
DOM,5061,2010,Non-human rights,0,1,0,0,0,0,-2,1,1
DZA,5061,2010,Non-human rights,0,1,0,0,0,0,-2,1,1
ECU,5061,2010,Non-human rights,0,1,0,0,0,0,-2,1,1
EGY,5061,2010,Non-human rights,0,1,0,0,0,0,-2,1,1
ESP,5061,2010,Non-human rights,0,1,0,0,0,0,0,0,1
EST,5061,2010,Non-human rights,0,1,0,0,0,0,0,0,1
FIN,5061,2010,Non-human rights,0,1,0,0,0,0,0,0,1
FJI,5061,2010,Non-human rights,0,1,0,0,0,0,-2,1,1
FRA,5061,2010,Non-human rights,0,1,0,0,0,0,2,-1,1
GAB,5061,2010,Non-human rights,0,1,0,0,0,0,-2,1,1
GBR,5061,2010,Non-human rights,0,1,0,0,0,0,2,-1,1
GEO,5061,2010,Non-human rights,0,1,0,0,0,0,-2,1,1
GHA,5061,2010,Non-human rights,0,1,0,0,0,0,-2,1,1
GIN,5061,2010,Non-human rights,0,1,0,0,0,0,-2,1,1
GRC,5061,2010,Non-human rights,0,1,0,0,0,0,-2,1,1
GTM,5061,2010,Non-human rights,0,1,0,0,0,0,-2,1,1
GUY,5061,2010,Non-human rights,0,1,0,0,0,0,-2,1,1
HRV,5061,2010,Non-human rights,0,1,0,0,0,0,0,0,1
HTI,5061,2010,Non-human rights,0,1,0,0,0,0,-2,1,1
HUN,5061,2010,Non-human rights,0,1,0,0,0,0,0,0,1
IND,5061,2010,Non-human rights,0,1,0,0,0,0,-2,1,1
IRL,5061,2010,Non-human rights,0,1,0,0,0,0,-2,1,1
ISL,5061,2010,Non-human rights,0,1,0,0,0,0,0,0,1
ISR,5061,2010,Non-human rights,0,1,0,0,0,0,0,0,1
ITA,5061,2010,Non-human rights,0,1,0,0,0,0,0,0,1
JAM,5061,2010,Non-human rights,0,1,0,0,0,0,-2,1,1
JOR,5061,2010,Non-human rights,0,1,0,0,0,0,-2,1,1
KEN,5061,2010,Non-human rights,0,1,0,0,0,0,-2,1,1
KWT,5061,2010,Non-human rights,0,1,0,0,0,0,-2,1,1
LBN,5061,2010,Non-human rights,0,1,0,0,0,0,-2,1,1
LBY,5061,2010,Non-human rights,0,1,0,0,0,0,-2,1,1
LKA,5061,2010,Non-human rights,0,1,0,0,0,0,-2,1,1
LTU,5061,2010,Non-human rights,0,1,0,0,0,0,0,0,1
LVA,5061,2010,Non-human rights,0,1,0,0,0,0,0,0,1
MAR,5061,2010,Non-human rights,0,1,0,0,0,0,-2,1,1
MDA,5061,2010,Non-human rights,0,1,0,0,0,0,-2,1,1
MDG,5061,2010,Non-human rights,0,1,0,0,0,0,-2,1,1
MDV,5061,2010,Non-human rights,0,1,0,0,0,0,-2,1,1
MEX,5061,2010,Non-human rights,0,1,0,0,0,0,-2,1,1
MUS,5061,2010,Non-human rights,0,1,0,0,0,0,-2,1,1
MWI,5061,2010,Non-human rights,0,1,0,0,0,0,-2,1,1
NGA,5061,2010,Non-human rights,0,1,0,0,0,0,-2,1,1
NIC,5061,2010,Non-human rights,0,1,0,0,0,0,-2,1,1
NLD,5061,2010,Non-human rights,0,1,0,0,0,0,0,0,1
NOR,5061,2010,Non-human rights,0,1,0,0,0,0,0,0,1
PAK,5061,2010,Non-human rights,0,1,0,0,0,0,-2,1,1
PAN,5061,2010,Non-human rights,0,1,0,0,0,0,-2,1,1
PNG,5061,2010,Non-human rights,0,1,0,0,0,0,-2,1,1
POL,5061,2010,Non-human rights,0,1,0,0,0,0,0,0,1
PRT,5061,2010,Non-human rights,0,1,0,0,0,0,0,0,1
PRY,5061,2010,Non-human rights,0,1,0,0,0,0,-2,1,1
QAT,5061,2010,Non-human rights,0,1,0,0,0,0,-2,1,1
ROU,5061,2010,Non-human rights,0,1,0,0,0,0,0,0,1
RWA,5061,2010,Non-human rights,0,1,0,0,0,0,-2,1,1
SEN,5061,2010,Non-human rights,0,1,0,0,0,0,-2,1,1
SGP,5061,2010,Non-human rights,0,1,0,0,0,0,-2,1,1
SLV,5061,2010,Non-human rights,0,1,0,0,0,0,-2,1,1
SUR,5061,2010,Non-human rights,0,1,0,0,0,0,-2,1,1
SVK,5061,2010,Non-human rights,0,1,0,0,0,0,0,0,1
SVN,5061,2010,Non-human rights,0,1,0,0,0,0,0,0,1
SWE,5061,2010,Non-human rights,0,1,0,0,0,0,-2,1,1
SWZ,5061,2010,Non-human rights,0,1,0,0,0,0,-2,1,1
TGO,5061,2010,Non-human rights,0,1,0,0,0,0,-2,1,1
TTO,5061,2010,Non-human rights,0,1,0,0,0,0,-2,1,1
TUN,5061,2010,Non-human rights,0,1,0,0,0,0,-2,1,1
TUR,5061,2010,Non-human rights,0,1,0,0,0,0,-2,1,1
UKR,5061,2010,Non-human rights,0,1,0,0,0,0,-2,1,1
VEN,5061,2010,Non-human rights,0,1,0,0,0,0,-2,1,1
ALB,5062,2010,Non-human rights,0,1,0,0,0,0,-1,1,1
ARE,5062,2010,Non-human rights,0,1,0,0,0,0,-1,1,1
ARG,5062,2010,Non-human rights,0,1,0,0,0,0,-1,1,1
AUT,5062,2010,Non-human rights,0,1,0,0,0,0,-1,1,1
AZE,5062,2010,Non-human rights,0,1,0,0,0,0,-1,1,1
BGD,5062,2010,Non-human rights,0,1,0,0,0,0,-1,1,1
BGR,5062,2010,Non-human rights,0,1,0,0,0,0,-1,1,1
BHR,5062,2010,Non-human rights,0,1,0,0,0,0,-1,1,1
BLR,5062,2010,Non-human rights,0,1,0,0,0,0,-1,1,1
BOL,5062,2010,Non-human rights,0,1,0,0,0,0,-1,1,1
BRA,5062,2010,Non-human rights,1,1,0,0,1,0,-1,1,1
BRB,5062,2010,Non-human rights,0,1,0,0,0,0,-1,1,1
BTN,5062,2010,Non-human rights,0,1,0,0,0,0,-1,1,1
BWA,5062,2010,Non-human rights,0,1,0,0,0,0,-1,1,1
CAN,5062,2010,Non-human rights,0,1,0,0,0,0,-1,1,1
CIV,5062,2010,Non-human rights,0,1,0,0,0,0,-1,1,1
COL,5062,2010,Non-human rights,0,1,0,0,0,0,-1,1,1
COM,5062,2010,Non-human rights,0,1,0,0,0,0,-1,1,1
CPV,5062,2010,Non-human rights,0,1,0,0,0,0,-1,1,1
CRI,5062,2010,Non-human rights,0,1,0,0,0,0,-1,1,1
CYP,5062,2010,Non-human rights,0,1,0,0,0,0,-1,1,1
CZE,5062,2010,Non-human rights,0,1,0,0,0,0,-1,1,1
DEU,5062,2010,Non-human rights,0,1,0,0,0,0,-1,1,1
DNK,5062,2010,Non-human rights,0,1,0,0,0,0,-1,1,1
DOM,5062,2010,Non-human rights,0,1,0,0,0,0,-1,1,1
DZA,5062,2010,Non-human rights,0,1,0,0,0,0,-1,1,1
ECU,5062,2010,Non-human rights,0,1,0,0,0,0,-1,1,1
EGY,5062,2010,Non-human rights,0,1,0,0,0,0,-1,1,1
ESP,5062,2010,Non-human rights,0,1,0,0,0,0,-1,1,1
EST,5062,2010,Non-human rights,0,1,0,0,0,0,-1,1,1
FIN,5062,2010,Non-human rights,0,1,0,0,0,0,-1,1,1
FJI,5062,2010,Non-human rights,0,1,0,0,0,0,-1,1,1
FRA,5062,2010,Non-human rights,0,1,0,0,0,0,-1,1,1
GAB,5062,2010,Non-human rights,0,1,0,0,0,0,-1,1,1
GBR,5062,2010,Non-human rights,0,1,0,0,0,0,-1,1,1
GEO,5062,2010,Non-human rights,0,1,0,0,0,0,-1,1,1
GHA,5062,2010,Non-human rights,0,1,0,0,0,0,-1,1,1
GIN,5062,2010,Non-human rights,0,1,0,0,0,0,-1,1,1
GRC,5062,2010,Non-human rights,0,1,0,0,0,0,-1,1,1
GTM,5062,2010,Non-human rights,0,1,0,0,0,0,-1,1,1
GUY,5062,2010,Non-human rights,0,1,0,0,0,0,-1,1,1
HRV,5062,2010,Non-human rights,0,1,0,0,0,0,-1,1,1
HTI,5062,2010,Non-human rights,0,1,0,0,0,0,-1,1,1
HUN,5062,2010,Non-human rights,0,1,0,0,0,0,-1,1,1
IND,5062,2010,Non-human rights,0,1,0,0,0,0,-1,1,1
IRL,5062,2010,Non-human rights,0,1,0,0,0,0,-1,1,1
ISL,5062,2010,Non-human rights,0,1,0,0,0,0,-1,1,1
ISR,5062,2010,Non-human rights,0,1,0,0,0,0,1,-1,1
ITA,5062,2010,Non-human rights,0,1,0,0,0,0,-1,1,1
JAM,5062,2010,Non-human rights,0,1,0,0,0,0,-1,1,1
JOR,5062,2010,Non-human rights,0,1,0,0,0,0,-1,1,1
KEN,5062,2010,Non-human rights,0,1,0,0,0,0,-1,1,1
KWT,5062,2010,Non-human rights,0,1,0,0,0,0,-1,1,1
LBN,5062,2010,Non-human rights,0,1,0,0,0,0,-1,1,1
LBY,5062,2010,Non-human rights,0,1,0,0,0,0,-1,1,1
LKA,5062,2010,Non-human rights,0,1,0,0,0,0,-1,1,1
LTU,5062,2010,Non-human rights,0,1,0,0,0,0,-1,1,1
LVA,5062,2010,Non-human rights,0,1,0,0,0,0,-1,1,1
MAR,5062,2010,Non-human rights,0,1,0,0,0,0,-1,1,1
MDA,5062,2010,Non-human rights,0,1,0,0,0,0,-1,1,1
MDG,5062,2010,Non-human rights,0,1,0,0,0,0,-1,1,1
MDV,5062,2010,Non-human rights,0,1,0,0,0,0,-1,1,1
MEX,5062,2010,Non-human rights,0,1,0,0,0,0,-1,1,1
MUS,5062,2010,Non-human rights,0,1,0,0,0,0,-1,1,1
MWI,5062,2010,Non-human rights,0,1,0,0,0,0,-1,1,1
NGA,5062,2010,Non-human rights,0,1,0,0,0,0,-1,1,1
NIC,5062,2010,Non-human rights,0,1,0,0,0,0,-1,1,1
NLD,5062,2010,Non-human rights,0,1,0,0,0,0,-1,1,1
NOR,5062,2010,Non-human rights,0,1,0,0,0,0,-1,1,1
PAK,5062,2010,Non-human rights,0,1,0,0,0,0,-1,1,1
PAN,5062,2010,Non-human rights,0,1,0,0,0,0,-1,1,1
PNG,5062,2010,Non-human rights,0,1,0,0,0,0,-1,1,1
POL,5062,2010,Non-human rights,0,1,0,0,0,0,-1,1,1
PRT,5062,2010,Non-human rights,0,1,0,0,0,0,-1,1,1
PRY,5062,2010,Non-human rights,0,1,0,0,0,0,-1,1,1
QAT,5062,2010,Non-human rights,0,1,0,0,0,0,-1,1,1
ROU,5062,2010,Non-human rights,0,1,0,0,0,0,-1,1,1
RWA,5062,2010,Non-human rights,0,1,0,0,0,0,-1,1,1
SEN,5062,2010,Non-human rights,0,1,0,0,0,0,-1,1,1
SGP,5062,2010,Non-human rights,0,1,0,0,0,0,-1,1,1
SLV,5062,2010,Non-human rights,0,1,0,0,0,0,-1,1,1
SUR,5062,2010,Non-human rights,0,1,0,0,0,0,-1,1,1
SVK,5062,2010,Non-human rights,0,1,0,0,0,0,-1,1,1
SVN,5062,2010,Non-human rights,0,1,0,0,0,0,-1,1,1
SWE,5062,2010,Non-human rights,0,1,0,0,0,0,-1,1,1
SWZ,5062,2010,Non-human rights,0,1,0,0,0,0,-1,1,1
TGO,5062,2010,Non-human rights,0,1,0,0,0,0,-1,1,1
TTO,5062,2010,Non-human rights,0,1,0,0,0,0,-1,1,1
TUN,5062,2010,Non-human rights,0,1,0,0,0,0,-1,1,1
TUR,5062,2010,Non-human rights,0,1,0,0,0,0,-1,1,1
UKR,5062,2010,Non-human rights,0,1,0,0,0,0,-1,1,1
VEN,5062,2010,Non-human rights,0,1,0,0,0,0,-1,1,1
ALB,5063,2010,Non-human rights,0,1,0,0,0,0,-1,1,1
ARE,5063,2010,Non-human rights,0,1,0,0,0,0,-1,1,1
ARG,5063,2010,Non-human rights,0,1,0,0,0,0,-1,1,1
AUT,5063,2010,Non-human rights,0,1,0,0,0,0,-1,1,1
AZE,5063,2010,Non-human rights,0,1,0,0,0,0,-1,1,1
BGD,5063,2010,Non-human rights,0,1,0,0,0,0,-1,1,1
BGR,5063,2010,Non-human rights,0,1,0,0,0,0,-1,1,1
BHR,5063,2010,Non-human rights,0,1,0,0,0,0,-1,1,1
BLR,5063,2010,Non-human rights,0,1,0,0,0,0,-1,1,1
BOL,5063,2010,Non-human rights,0,1,0,0,0,0,-1,1,1
BRA,5063,2010,Non-human rights,1,1,0,0,1,0,-1,1,1
BRB,5063,2010,Non-human rights,0,1,0,0,0,0,-1,1,1
BTN,5063,2010,Non-human rights,0,1,0,0,0,0,-1,1,1
BWA,5063,2010,Non-human rights,0,1,0,0,0,0,-1,1,1
CAN,5063,2010,Non-human rights,0,1,0,0,0,0,-1,1,1
CIV,5063,2010,Non-human rights,0,1,0,0,0,0,-1,1,1
COL,5063,2010,Non-human rights,0,1,0,0,0,0,-1,1,1
COM,5063,2010,Non-human rights,0,1,0,0,0,0,-1,1,1
CPV,5063,2010,Non-human rights,0,1,0,0,0,0,-1,1,1
CRI,5063,2010,Non-human rights,0,1,0,0,0,0,-1,1,1
