fit_id,treated_iso3c,iso3c,country_name,complete_common_panel,ever_china_top,focal_country,sample_role,fit_role
aus_cue_2009,AUS,YEM,Yemen,TRUE,TRUE,FALSE,excluded_ever_china_top,excluded_ever_china_top_in_window
aus_cue_2009,AUS,ZAF,South Africa,TRUE,TRUE,FALSE,excluded_ever_china_top,excluded_ever_china_top_in_window
aus_cue_2009,AUS,ZMB,Zambia,TRUE,TRUE,FALSE,excluded_ever_china_top,excluded_ever_china_top_in_window
aus_cue_2009,AUS,ZWE,Zimbabwe,TRUE,TRUE,FALSE,excluded_ever_china_top,excluded_ever_china_top_in_window
aus_cue_2009,AUS,BDI,Burundi,FALSE,FALSE,FALSE,excluded_incomplete_common_panel,excluded_incomplete_common_panel
aus_cue_2009,AUS,BEL,Belgium,FALSE,FALSE,FALSE,excluded_incomplete_common_panel,excluded_incomplete_common_panel
aus_cue_2009,AUS,BIH,Bosnia & Herzegovina,FALSE,FALSE,FALSE,excluded_incomplete_common_panel,excluded_incomplete_common_panel
aus_cue_2009,AUS,CAF,Central African Republic,FALSE,TRUE,FALSE,excluded_incomplete_common_panel,excluded_incomplete_common_panel
aus_cue_2009,AUS,CHE,Switzerland,FALSE,FALSE,FALSE,excluded_incomplete_common_panel,excluded_incomplete_common_panel
aus_cue_2009,AUS,COD,Congo - Kinshasa,FALSE,TRUE,FALSE,excluded_incomplete_common_panel,excluded_incomplete_common_panel
aus_cue_2009,AUS,GNB,Guinea-Bissau,FALSE,FALSE,FALSE,excluded_incomplete_common_panel,excluded_incomplete_common_panel
aus_cue_2009,AUS,IRQ,Iraq,FALSE,TRUE,FALSE,excluded_incomplete_common_panel,excluded_incomplete_common_panel
aus_cue_2009,AUS,KGZ,Kyrgyzstan,FALSE,FALSE,FALSE,excluded_incomplete_common_panel,excluded_incomplete_common_panel
aus_cue_2009,AUS,KHM,Cambodia,FALSE,FALSE,FALSE,excluded_incomplete_common_panel,excluded_incomplete_common_panel
aus_cue_2009,AUS,KIR,Kiribati,FALSE,FALSE,FALSE,excluded_incomplete_common_panel,excluded_incomplete_common_panel
aus_cue_2009,AUS,LBR,Liberia,FALSE,TRUE,FALSE,excluded_incomplete_common_panel,excluded_incomplete_common_panel
aus_cue_2009,AUS,LUX,Luxembourg,FALSE,FALSE,FALSE,excluded_incomplete_common_panel,excluded_incomplete_common_panel
aus_cue_2009,AUS,MCO,Monaco,FALSE,FALSE,FALSE,excluded_incomplete_common_panel,excluded_incomplete_common_panel
aus_cue_2009,AUS,MNE,Montenegro,FALSE,FALSE,FALSE,excluded_incomplete_common_panel,excluded_incomplete_common_panel
aus_cue_2009,AUS,MRT,Mauritania,FALSE,TRUE,FALSE,excluded_incomplete_common_panel,excluded_incomplete_common_panel
aus_cue_2009,AUS,NER,Niger,FALSE,FALSE,FALSE,excluded_incomplete_common_panel,excluded_incomplete_common_panel
aus_cue_2009,AUS,NRU,Nauru,FALSE,FALSE,FALSE,excluded_incomplete_common_panel,excluded_incomplete_common_panel
aus_cue_2009,AUS,PLW,Palau,FALSE,FALSE,FALSE,excluded_incomplete_common_panel,excluded_incomplete_common_panel
aus_cue_2009,AUS,SMR,San Marino,FALSE,FALSE,FALSE,excluded_incomplete_common_panel,excluded_incomplete_common_panel
aus_cue_2009,AUS,SOM,Somalia,FALSE,FALSE,FALSE,excluded_incomplete_common_panel,excluded_incomplete_common_panel
aus_cue_2009,AUS,SSD,South Sudan,FALSE,TRUE,FALSE,excluded_incomplete_common_panel,excluded_incomplete_common_panel
aus_cue_2009,AUS,STP,São Tomé & Príncipe,FALSE,FALSE,FALSE,excluded_incomplete_common_panel,excluded_incomplete_common_panel
aus_cue_2009,AUS,SYC,Seychelles,FALSE,FALSE,FALSE,excluded_incomplete_common_panel,excluded_incomplete_common_panel
aus_cue_2009,AUS,TJK,Tajikistan,FALSE,FALSE,FALSE,excluded_incomplete_common_panel,excluded_incomplete_common_panel
aus_cue_2009,AUS,TLS,Timor-Leste,FALSE,TRUE,FALSE,excluded_incomplete_common_panel,excluded_incomplete_common_panel
aus_cue_2009,AUS,TON,Tonga,FALSE,FALSE,FALSE,excluded_incomplete_common_panel,excluded_incomplete_common_panel
aus_cue_2009,AUS,TUV,Tuvalu,FALSE,FALSE,FALSE,excluded_incomplete_common_panel,excluded_incomplete_common_panel
aus_cue_2009,AUS,UZB,Uzbekistan,FALSE,TRUE,FALSE,excluded_incomplete_common_panel,excluded_incomplete_common_panel
aus_cue_2009,AUS,VEN,Venezuela,FALSE,TRUE,FALSE,excluded_incomplete_common_panel,excluded_incomplete_common_panel
aus_cue_2009,AUS,VUT,Vanuatu,FALSE,FALSE,FALSE,excluded_incomplete_common_panel,excluded_incomplete_common_panel
aus_cue_2009,AUS,YUG,NA,FALSE,FALSE,FALSE,excluded_incomplete_common_panel,excluded_incomplete_common_panel
aus_cue_2009,AUS,AFG,Afghanistan,TRUE,FALSE,FALSE,clean_never_china_top_control,included_donor
aus_cue_2009,AUS,ALB,Albania,TRUE,FALSE,FALSE,clean_never_china_top_control,included_donor
aus_cue_2009,AUS,AND,Andorra,TRUE,FALSE,FALSE,clean_never_china_top_control,included_donor
aus_cue_2009,AUS,ARE,United Arab Emirates,TRUE,FALSE,FALSE,clean_never_china_top_control,included_donor
aus_cue_2009,AUS,ARG,Argentina,TRUE,FALSE,FALSE,clean_never_china_top_control,included_donor
aus_cue_2009,AUS,ATG,Antigua & Barbuda,TRUE,FALSE,FALSE,clean_never_china_top_control,included_donor
aus_cue_2009,AUS,AUT,Austria,TRUE,FALSE,FALSE,clean_never_china_top_control,included_donor
aus_cue_2009,AUS,AZE,Azerbaijan,TRUE,FALSE,FALSE,clean_never_china_top_control,included_donor
aus_cue_2009,AUS,BGD,Bangladesh,TRUE,FALSE,FALSE,clean_never_china_top_control,included_donor
aus_cue_2009,AUS,BGR,Bulgaria,TRUE,FALSE,FALSE,clean_never_china_top_control,included_donor
aus_cue_2009,AUS,BHR,Bahrain,TRUE,FALSE,FALSE,clean_never_china_top_control,included_donor
aus_cue_2009,AUS,BHS,Bahamas,TRUE,FALSE,FALSE,clean_never_china_top_control,included_donor
aus_cue_2009,AUS,BLR,Belarus,TRUE,FALSE,FALSE,clean_never_china_top_control,included_donor
aus_cue_2009,AUS,BLZ,Belize,TRUE,FALSE,FALSE,clean_never_china_top_control,included_donor
aus_cue_2009,AUS,BOL,Bolivia,TRUE,FALSE,FALSE,clean_never_china_top_control,included_donor
aus_cue_2009,AUS,BRB,Barbados,TRUE,FALSE,FALSE,clean_never_china_top_control,included_donor
aus_cue_2009,AUS,BRN,Brunei,TRUE,FALSE,FALSE,clean_never_china_top_control,included_donor
aus_cue_2009,AUS,BTN,Bhutan,TRUE,FALSE,FALSE,clean_never_china_top_control,included_donor
aus_cue_2009,AUS,BWA,Botswana,TRUE,FALSE,FALSE,clean_never_china_top_control,included_donor
aus_cue_2009,AUS,CAN,Canada,TRUE,FALSE,FALSE,clean_never_china_top_control,included_donor
aus_cue_2009,AUS,CIV,Côte d’Ivoire,TRUE,FALSE,FALSE,clean_never_china_top_control,included_donor
aus_cue_2009,AUS,COL,Colombia,TRUE,FALSE,FALSE,clean_never_china_top_control,included_donor
aus_cue_2009,AUS,COM,Comoros,TRUE,FALSE,FALSE,clean_never_china_top_control,included_donor
aus_cue_2009,AUS,CPV,Cape Verde,TRUE,FALSE,FALSE,clean_never_china_top_control,included_donor
aus_cue_2009,AUS,CRI,Costa Rica,TRUE,FALSE,FALSE,clean_never_china_top_control,included_donor
aus_cue_2009,AUS,CYP,Cyprus,TRUE,FALSE,FALSE,clean_never_china_top_control,included_donor
aus_cue_2009,AUS,CZE,Czechia,TRUE,FALSE,FALSE,clean_never_china_top_control,included_donor
aus_cue_2009,AUS,DEU,Germany,TRUE,FALSE,FALSE,clean_never_china_top_control,included_donor
aus_cue_2009,AUS,DJI,Djibouti,TRUE,FALSE,FALSE,clean_never_china_top_control,included_donor
aus_cue_2009,AUS,DMA,Dominica,TRUE,FALSE,FALSE,clean_never_china_top_control,included_donor
aus_cue_2009,AUS,DNK,Denmark,TRUE,FALSE,FALSE,clean_never_china_top_control,included_donor
aus_cue_2009,AUS,DOM,Dominican Republic,TRUE,FALSE,FALSE,clean_never_china_top_control,included_donor
aus_cue_2009,AUS,DZA,Algeria,TRUE,FALSE,FALSE,clean_never_china_top_control,included_donor
aus_cue_2009,AUS,ECU,Ecuador,TRUE,FALSE,FALSE,clean_never_china_top_control,included_donor
aus_cue_2009,AUS,EGY,Egypt,TRUE,FALSE,FALSE,clean_never_china_top_control,included_donor
aus_cue_2009,AUS,ESP,Spain,TRUE,FALSE,FALSE,clean_never_china_top_control,included_donor
aus_cue_2009,AUS,EST,Estonia,TRUE,FALSE,FALSE,clean_never_china_top_control,included_donor
aus_cue_2009,AUS,FIN,Finland,TRUE,FALSE,FALSE,clean_never_china_top_control,included_donor
aus_cue_2009,AUS,FJI,Fiji,TRUE,FALSE,FALSE,clean_never_china_top_control,included_donor
aus_cue_2009,AUS,FRA,France,TRUE,FALSE,FALSE,clean_never_china_top_control,included_donor
aus_cue_2009,AUS,FSM,Micronesia (Federated States of),TRUE,FALSE,FALSE,clean_never_china_top_control,included_donor
aus_cue_2009,AUS,GBR,United Kingdom,TRUE,FALSE,FALSE,clean_never_china_top_control,included_donor
aus_cue_2009,AUS,GEO,Georgia,TRUE,FALSE,FALSE,clean_never_china_top_control,included_donor
aus_cue_2009,AUS,GRC,Greece,TRUE,FALSE,FALSE,clean_never_china_top_control,included_donor
aus_cue_2009,AUS,GRD,Grenada,TRUE,FALSE,FALSE,clean_never_china_top_control,included_donor
aus_cue_2009,AUS,GTM,Guatemala,TRUE,FALSE,FALSE,clean_never_china_top_control,included_donor
aus_cue_2009,AUS,GUY,Guyana,TRUE,FALSE,FALSE,clean_never_china_top_control,included_donor
aus_cue_2009,AUS,HND,Honduras,TRUE,FALSE,FALSE,clean_never_china_top_control,included_donor
aus_cue_2009,AUS,HRV,Croatia,TRUE,FALSE,FALSE,clean_never_china_top_control,included_donor
aus_cue_2009,AUS,HTI,Haiti,TRUE,FALSE,FALSE,clean_never_china_top_control,included_donor
aus_cue_2009,AUS,HUN,Hungary,TRUE,FALSE,FALSE,clean_never_china_top_control,included_donor
aus_cue_2009,AUS,IND,India,TRUE,FALSE,FALSE,clean_never_china_top_control,included_donor
aus_cue_2009,AUS,IRL,Ireland,TRUE,FALSE,FALSE,clean_never_china_top_control,included_donor
aus_cue_2009,AUS,ISL,Iceland,TRUE,FALSE,FALSE,clean_never_china_top_control,included_donor
aus_cue_2009,AUS,ISR,Israel,TRUE,FALSE,FALSE,clean_never_china_top_control,included_donor
aus_cue_2009,AUS,ITA,Italy,TRUE,FALSE,FALSE,clean_never_china_top_control,included_donor
aus_cue_2009,AUS,JAM,Jamaica,TRUE,FALSE,FALSE,clean_never_china_top_control,included_donor
aus_cue_2009,AUS,JOR,Jordan,TRUE,FALSE,FALSE,clean_never_china_top_control,included_donor
aus_cue_2009,AUS,KEN,Kenya,TRUE,FALSE,FALSE,clean_never_china_top_control,included_donor
aus_cue_2009,AUS,KNA,St. Kitts & Nevis,TRUE,FALSE,FALSE,clean_never_china_top_control,included_donor
aus_cue_2009,AUS,LBN,Lebanon,TRUE,FALSE,FALSE,clean_never_china_top_control,included_donor
aus_cue_2009,AUS,LBY,Libya,TRUE,FALSE,FALSE,clean_never_china_top_control,included_donor
aus_cue_2009,AUS,LCA,St. Lucia,TRUE,FALSE,FALSE,clean_never_china_top_control,included_donor
aus_cue_2009,AUS,LKA,Sri Lanka,TRUE,FALSE,FALSE,clean_never_china_top_control,included_donor
aus_cue_2009,AUS,LSO,Lesotho,TRUE,FALSE,FALSE,clean_never_china_top_control,included_donor
aus_cue_2009,AUS,LTU,Lithuania,TRUE,FALSE,FALSE,clean_never_china_top_control,included_donor
aus_cue_2009,AUS,LVA,Latvia,TRUE,FALSE,FALSE,clean_never_china_top_control,included_donor
aus_cue_2009,AUS,MAR,Morocco,TRUE,FALSE,FALSE,clean_never_china_top_control,included_donor
aus_cue_2009,AUS,MDA,Moldova,TRUE,FALSE,FALSE,clean_never_china_top_control,included_donor
aus_cue_2009,AUS,MDG,Madagascar,TRUE,FALSE,FALSE,clean_never_china_top_control,included_donor
aus_cue_2009,AUS,MDV,Maldives,TRUE,FALSE,FALSE,clean_never_china_top_control,included_donor
aus_cue_2009,AUS,MEX,Mexico,TRUE,FALSE,FALSE,clean_never_china_top_control,included_donor
aus_cue_2009,AUS,MHL,Marshall Islands,TRUE,FALSE,FALSE,clean_never_china_top_control,included_donor
aus_cue_2009,AUS,MKD,North Macedonia,TRUE,FALSE,FALSE,clean_never_china_top_control,included_donor
aus_cue_2009,AUS,MUS,Mauritius,TRUE,FALSE,FALSE,clean_never_china_top_control,included_donor
aus_cue_2009,AUS,MWI,Malawi,TRUE,FALSE,FALSE,clean_never_china_top_control,included_donor
aus_cue_2009,AUS,NAM,Namibia,TRUE,FALSE,FALSE,clean_never_china_top_control,included_donor
aus_cue_2009,AUS,NGA,Nigeria,TRUE,FALSE,FALSE,clean_never_china_top_control,included_donor
aus_cue_2009,AUS,NIC,Nicaragua,TRUE,FALSE,FALSE,clean_never_china_top_control,included_donor
aus_cue_2009,AUS,NLD,Netherlands,TRUE,FALSE,FALSE,clean_never_china_top_control,included_donor
aus_cue_2009,AUS,NOR,Norway,TRUE,FALSE,FALSE,clean_never_china_top_control,included_donor
aus_cue_2009,AUS,NPL,Nepal,TRUE,FALSE,FALSE,clean_never_china_top_control,included_donor
aus_cue_2009,AUS,PAK,Pakistan,TRUE,FALSE,FALSE,clean_never_china_top_control,included_donor
aus_cue_2009,AUS,POL,Poland,TRUE,FALSE,FALSE,clean_never_china_top_control,included_donor
aus_cue_2009,AUS,PRT,Portugal,TRUE,FALSE,FALSE,clean_never_china_top_control,included_donor
aus_cue_2009,AUS,PRY,Paraguay,TRUE,FALSE,FALSE,clean_never_china_top_control,included_donor
aus_cue_2009,AUS,ROU,Romania,TRUE,FALSE,FALSE,clean_never_china_top_control,included_donor
aus_cue_2009,AUS,RWA,Rwanda,TRUE,FALSE,FALSE,clean_never_china_top_control,included_donor
aus_cue_2009,AUS,SEN,Senegal,TRUE,FALSE,FALSE,clean_never_china_top_control,included_donor
aus_cue_2009,AUS,SGP,Singapore,TRUE,FALSE,FALSE,clean_never_china_top_control,included_donor
aus_cue_2009,AUS,SLV,El Salvador,TRUE,FALSE,FALSE,clean_never_china_top_control,included_donor
aus_cue_2009,AUS,SUR,Suriname,TRUE,FALSE,FALSE,clean_never_china_top_control,included_donor
aus_cue_2009,AUS,SVK,Slovakia,TRUE,FALSE,FALSE,clean_never_china_top_control,included_donor
aus_cue_2009,AUS,SVN,Slovenia,TRUE,FALSE,FALSE,clean_never_china_top_control,included_donor
aus_cue_2009,AUS,SWE,Sweden,TRUE,FALSE,FALSE,clean_never_china_top_control,included_donor
aus_cue_2009,AUS,SWZ,Eswatini,TRUE,FALSE,FALSE,clean_never_china_top_control,included_donor
aus_cue_2009,AUS,SYR,Syria,TRUE,FALSE,FALSE,clean_never_china_top_control,included_donor
aus_cue_2009,AUS,TGO,Togo,TRUE,FALSE,FALSE,clean_never_china_top_control,included_donor
aus_cue_2009,AUS,TTO,Trinidad & Tobago,TRUE,FALSE,FALSE,clean_never_china_top_control,included_donor
aus_cue_2009,AUS,TUN,Tunisia,TRUE,FALSE,FALSE,clean_never_china_top_control,included_donor
aus_cue_2009,AUS,TUR,Turkey,TRUE,FALSE,FALSE,clean_never_china_top_control,included_donor
aus_cue_2009,AUS,UGA,Uganda,TRUE,FALSE,FALSE,clean_never_china_top_control,included_donor
aus_cue_2009,AUS,USA,United States,TRUE,FALSE,FALSE,clean_never_china_top_control,included_donor
aus_cue_2009,AUS,VCT,St. Vincent & Grenadines,TRUE,FALSE,FALSE,clean_never_china_top_control,included_donor
aus_cue_2009,AUS,WSM,Samoa,TRUE,FALSE,FALSE,clean_never_china_top_control,included_donor
aus_cue_2009,AUS,AUS,Australia,TRUE,TRUE,TRUE,focal_treated_country,treated
aus_top1_2010,AUS,AGO,Angola,TRUE,TRUE,FALSE,excluded_ever_china_top,excluded_ever_china_top_in_window
aus_top1_2010,AUS,ARM,Armenia,TRUE,TRUE,FALSE,excluded_ever_china_top,excluded_ever_china_top_in_window
aus_top1_2010,AUS,BEN,Benin,TRUE,TRUE,FALSE,excluded_ever_china_top,excluded_ever_china_top_in_window
aus_top1_2010,AUS,BFA,Burkina Faso,TRUE,TRUE,FALSE,excluded_ever_china_top,excluded_ever_china_top_in_window
aus_top1_2010,AUS,BRA,Brazil,TRUE,TRUE,TRUE,focal_treated_country,excluded_ever_china_top_in_window
aus_top1_2010,AUS,CHL,Chile,TRUE,TRUE,TRUE,focal_treated_country,excluded_ever_china_top_in_window
aus_top1_2010,AUS,CMR,Cameroon,TRUE,TRUE,FALSE,excluded_ever_china_top,excluded_ever_china_top_in_window
aus_top1_2010,AUS,COG,Congo - Brazzaville,TRUE,TRUE,FALSE,excluded_ever_china_top,excluded_ever_china_top_in_window
aus_top1_2010,AUS,CUB,Cuba,TRUE,TRUE,FALSE,excluded_ever_china_top,excluded_ever_china_top_in_window
aus_top1_2010,AUS,ERI,Eritrea,TRUE,TRUE,FALSE,excluded_ever_china_top,excluded_ever_china_top_in_window
aus_top1_2010,AUS,ETH,Ethiopia,TRUE,TRUE,FALSE,excluded_ever_china_top,excluded_ever_china_top_in_window
aus_top1_2010,AUS,GAB,Gabon,TRUE,TRUE,TRUE,focal_treated_country,excluded_ever_china_top_in_window
aus_top1_2010,AUS,GHA,Ghana,TRUE,TRUE,FALSE,excluded_ever_china_top,excluded_ever_china_top_in_window
aus_top1_2010,AUS,GIN,Guinea,TRUE,TRUE,FALSE,excluded_ever_china_top,excluded_ever_china_top_in_window
aus_top1_2010,AUS,GMB,Gambia,TRUE,TRUE,FALSE,excluded_ever_china_top,excluded_ever_china_top_in_window
aus_top1_2010,AUS,GNQ,Equatorial Guinea,TRUE,TRUE,FALSE,excluded_ever_china_top,excluded_ever_china_top_in_window
aus_top1_2010,AUS,IDN,Indonesia,TRUE,TRUE,FALSE,excluded_ever_china_top,excluded_ever_china_top_in_window
aus_top1_2010,AUS,IRN,Iran,TRUE,TRUE,FALSE,excluded_ever_china_top,excluded_ever_china_top_in_window
aus_top1_2010,AUS,JPN,Japan,TRUE,TRUE,FALSE,excluded_ever_china_top,excluded_ever_china_top_in_window
aus_top1_2010,AUS,KAZ,Kazakhstan,TRUE,TRUE,FALSE,excluded_ever_china_top,excluded_ever_china_top_in_window
aus_top1_2010,AUS,KOR,South Korea,TRUE,TRUE,FALSE,excluded_ever_china_top,excluded_ever_china_top_in_window
aus_top1_2010,AUS,KWT,Kuwait,TRUE,TRUE,FALSE,excluded_ever_china_top,excluded_ever_china_top_in_window
aus_top1_2010,AUS,LAO,Laos,TRUE,TRUE,FALSE,excluded_ever_china_top,excluded_ever_china_top_in_window
aus_top1_2010,AUS,MLI,Mali,TRUE,TRUE,FALSE,excluded_ever_china_top,excluded_ever_china_top_in_window
aus_top1_2010,AUS,MLT,Malta,TRUE,TRUE,FALSE,excluded_ever_china_top,excluded_ever_china_top_in_window
aus_top1_2010,AUS,MMR,Myanmar (Burma),TRUE,TRUE,FALSE,excluded_ever_china_top,excluded_ever_china_top_in_window
aus_top1_2010,AUS,MNG,Mongolia,TRUE,TRUE,FALSE,excluded_ever_china_top,excluded_ever_china_top_in_window
aus_top1_2010,AUS,MOZ,Mozambique,TRUE,TRUE,FALSE,excluded_ever_china_top,excluded_ever_china_top_in_window
aus_top1_2010,AUS,MYS,Malaysia,TRUE,TRUE,FALSE,excluded_ever_china_top,excluded_ever_china_top_in_window
aus_top1_2010,AUS,NZL,New Zealand,TRUE,TRUE,FALSE,excluded_ever_china_top,excluded_ever_china_top_in_window
aus_top1_2010,AUS,OMN,Oman,TRUE,TRUE,FALSE,excluded_ever_china_top,excluded_ever_china_top_in_window
aus_top1_2010,AUS,PAN,Panama,TRUE,TRUE,FALSE,excluded_ever_china_top,excluded_ever_china_top_in_window
aus_top1_2010,AUS,PER,Peru,TRUE,TRUE,FALSE,excluded_ever_china_top,excluded_ever_china_top_in_window
aus_top1_2010,AUS,PHL,Philippines,TRUE,TRUE,FALSE,excluded_ever_china_top,excluded_ever_china_top_in_window
aus_top1_2010,AUS,PNG,Papua New Guinea,TRUE,TRUE,FALSE,excluded_ever_china_top,excluded_ever_china_top_in_window
aus_top1_2010,AUS,PRK,North Korea,TRUE,TRUE,FALSE,excluded_ever_china_top,excluded_ever_china_top_in_window
aus_top1_2010,AUS,QAT,Qatar,TRUE,TRUE,TRUE,focal_treated_country,excluded_ever_china_top_in_window
aus_top1_2010,AUS,RUS,Russia,TRUE,TRUE,FALSE,excluded_ever_china_top,excluded_ever_china_top_in_window
aus_top1_2010,AUS,SAU,Saudi Arabia,TRUE,TRUE,FALSE,excluded_ever_china_top,excluded_ever_china_top_in_window
aus_top1_2010,AUS,SDN,Sudan,TRUE,TRUE,FALSE,excluded_ever_china_top,excluded_ever_china_top_in_window
aus_top1_2010,AUS,SLB,Solomon Islands,TRUE,TRUE,FALSE,excluded_ever_china_top,excluded_ever_china_top_in_window
aus_top1_2010,AUS,SLE,Sierra Leone,TRUE,TRUE,FALSE,excluded_ever_china_top,excluded_ever_china_top_in_window
